"SRQID","DRQID"
"srqid178","drqid3664"
"srqid179","drqid524"
"srqid179","drqid1899"
"srqid179","drqid311"
"srqid179","drqid2862"
"srqid179","drqid2092"
"srqid179","drqid1493"
"srqid179","drqid2087"
"srqid180","drqid339"
"srqid180","drqid2625"
"srqid180","drqid653"
"srqid180","drqid3357"
"srqid180","drqid3050"
"srqid181","drqid2563"
"srqid181","drqid2691"
"srqid181","drqid341"
"srqid181","drqid2320"
"srqid181","drqid1480"
"srqid182","drqid2515"
"srqid182","drqid3883"
"srqid182","drqid3946"
"srqid182","drqid578"
"srqid183","drqid972"
"srqid183","drqid2489"
"srqid183","drqid3481"
"srqid183","drqid1457"
"srqid183","drqid3768"
"srqid184","drqid3771"
"srqid184","drqid221"
"srqid184","drqid2962"
"srqid184","drqid811"
"srqid184","drqid2433"
"srqid184","drqid2610"
"srqid184","drqid2816"
"srqid184","drqid3501"
"srqid184","drqid1435"
"srqid184","drqid1567"
"srqid184","drqid3259"
"srqid184","drqid736"
"srqid184","drqid1383"
"srqid185","drqid1089"
"srqid185","drqid3006"
"srqid185","drqid3578"
"srqid185","drqid2490"
"srqid185","drqid3400"
"srqid185","drqid3414"
"srqid185","drqid3654"
"srqid185","drqid727"
"srqid185","drqid1623"
"srqid185","drqid3404"
"srqid185","drqid2028"
"srqid186","drqid2161"
"srqid186","drqid773"
"srqid186","drqid1782"
"srqid187","drqid1644"
"srqid187","drqid3467"
"srqid187","drqid789"
"srqid187","drqid2479"
"srqid187","drqid3173"
"srqid188","drqid1680"
"srqid188","drqid3170"
"srqid188","drqid3179"
"srqid188","drqid3641"
"srqid189","drqid2131"
"srqid189","drqid2311"
"srqid189","drqid132"
"srqid189","drqid966"
"srqid189","drqid1815"
"srqid189","drqid642"
"srqid189","drqid791"
"srqid190","drqid1868"
"srqid190","drqid3474"
"srqid190","drqid446"
"srqid190","drqid2819"
"srqid190","drqid3484"
"srqid190","drqid3806"
"srqid190","drqid1638"
"srqid190","drqid657"
"srqid190","drqid3667"
"srqid191","drqid1463"
"srqid191","drqid2525"
"srqid191","drqid3719"
"srqid192","drqid1159"
"srqid192","drqid1427"
"srqid192","drqid671"
"srqid192","drqid3066"
"srqid193","drqid3127"
"srqid193","drqid3038"
"srqid193","drqid3597"
"srqid193","drqid3737"
"srqid194","drqid2458"
"srqid194","drqid835"
"srqid194","drqid1438"
"srqid194","drqid3653"
"srqid194","drqid2949"
"srqid195","drqid2421"
"srqid195","drqid2741"
"srqid195","drqid784"
"srqid195","drqid1413"
"srqid195","drqid2125"
"srqid196","drqid1089"
"srqid196","drqid3006"
"srqid196","drqid3578"
"srqid196","drqid672"
"srqid196","drqid2693"
"srqid197","drqid1753"
"srqid197","drqid1386"
"srqid197","drqid3484"
"srqid197","drqid796"
"srqid197","drqid1090"
"srqid198","drqid1821"
"srqid198","drqid952"
"srqid198","drqid1141"
"srqid198","drqid2498"
"srqid198","drqid3259"
"srqid199","drqid770"
"srqid199","drqid858"
"srqid199","drqid1243"
"srqid199","drqid2704"
"srqid200","drqid2955"
"srqid200","drqid1210"
"srqid200","drqid2902"
"srqid200","drqid406"
"srqid201","drqid1024"
"srqid201","drqid3786"
"srqid201","drqid650"
"srqid201","drqid3022"
"srqid201","drqid3853"
"srqid201","drqid847"
"srqid201","drqid1134"
"srqid201","drqid2317"
"srqid202","drqid593"
"srqid202","drqid129"
"srqid202","drqid3"
"srqid203","drqid798"
"srqid203","drqid943"
"srqid203","drqid1762"
"srqid204","drqid1951"
"srqid204","drqid2422"
"srqid204","drqid2603"
"srqid204","drqid3668"
"srqid204","drqid2249"
"srqid205","drqid2292"
"srqid205","drqid3485"
"srqid205","drqid1371"
"srqid205","drqid399"
"srqid205","drqid1333"
"srqid206","drqid684"
"srqid206","drqid2734"
"srqid206","drqid1627"
"srqid206","drqid1653"
"srqid206","drqid732"
"srqid207","drqid3535"
"srqid207","drqid2143"
"srqid207","drqid3139"
"srqid208","drqid627"
"srqid208","drqid160"
"srqid208","drqid1167"
"srqid208","drqid3168"
"srqid209","drqid3869"
"srqid209","drqid1584"
"srqid209","drqid3976"
"srqid209","drqid2490"
"srqid209","drqid2705"
"srqid209","drqid3756"
"srqid210","drqid1397"
"srqid210","drqid1563"
"srqid210","drqid2168"
"srqid210","drqid1876"
"srqid210","drqid501"
"srqid211","drqid451"
"srqid211","drqid41"
"srqid211","drqid1941"
"srqid211","drqid1962"
"srqid211","drqid3669"
"srqid211","drqid2479"
"srqid211","drqid2446"
"srqid211","drqid3286"
"srqid211","drqid2468"
"srqid212","drqid3953"
"srqid212","drqid1653"
"srqid213","drqid921"
"srqid213","drqid3348"
"srqid213","drqid152"
"srqid213","drqid3768"
"srqid214","drqid16"
"srqid214","drqid575"
"srqid214","drqid2153"
"srqid214","drqid2951"
"srqid214","drqid3555"
"srqid214","drqid2832"
"srqid214","drqid165"
"srqid214","drqid2030"
"srqid214","drqid763"
"srqid215","drqid616"
"srqid215","drqid3128"
"srqid215","drqid3834"
"srqid215","drqid3905"
"srqid215","drqid2490"
"srqid215","drqid614"
"srqid215","drqid1779"
"srqid215","drqid184"
"srqid215","drqid1340"
"srqid215","drqid3830"
"srqid215","drqid1936"
"srqid215","drqid2571"
"srqid216","drqid3872"
"srqid216","drqid1349"
"srqid216","drqid1475"
"srqid216","drqid3075"
"srqid216","drqid2749"
"srqid216","drqid3487"
"srqid217","drqid3378"
"srqid217","drqid3800"
"srqid217","drqid3796"
"srqid217","drqid1436"
"srqid217","drqid164"
"srqid217","drqid3781"
"srqid217","drqid451"
"srqid217","drqid522"
"srqid218","drqid2673"
"srqid218","drqid3611"
"srqid218","drqid3798"
"srqid218","drqid12"
"srqid218","drqid3490"
"srqid219","drqid3400"
"srqid219","drqid1217"
"srqid219","drqid2975"
"srqid219","drqid3860"
"srqid219","drqid2136"
"srqid219","drqid3081"
"srqid219","drqid505"
"srqid220","drqid3267"
"srqid220","drqid629"
"srqid220","drqid671"
"srqid220","drqid766"
"srqid220","drqid2045"
"srqid220","drqid2703"
"srqid220","drqid3680"
"srqid220","drqid606"
"srqid221","drqid696"
"srqid221","drqid3066"
"srqid221","drqid1496"
"srqid221","drqid54"
"srqid221","drqid2607"
"srqid221","drqid929"
"srqid221","drqid2571"
"srqid222","drqid1156"
"srqid222","drqid69"
"srqid222","drqid696"
"srqid222","drqid2743"
"srqid222","drqid2686"
"srqid222","drqid464"
"srqid222","drqid3349"
"srqid222","drqid2227"
"srqid222","drqid3509"
"srqid222","drqid2800"
"srqid222","drqid337"
"srqid222","drqid3056"
"srqid222","drqid83"
"srqid223","drqid3690"
"srqid223","drqid1126"
"srqid223","drqid2843"
"srqid223","drqid1075"
"srqid223","drqid1361"
"srqid223","drqid1042"
"srqid223","drqid2184"
"srqid224","drqid104"
"srqid224","drqid2653"
"srqid224","drqid3372"
"srqid224","drqid2064"
"srqid224","drqid760"
"srqid224","drqid211"
"srqid224","drqid2181"
"srqid225","drqid1019"
"srqid225","drqid2988"
"srqid225","drqid436"
"srqid225","drqid515"
"srqid225","drqid1455"
"srqid225","drqid22"
"srqid225","drqid42"
"srqid226","drqid2353"
"srqid226","drqid3944"
"srqid226","drqid718"
"srqid226","drqid2429"
"srqid226","drqid2780"
"srqid226","drqid3812"
"srqid226","drqid3035"
"srqid226","drqid1940"
"srqid226","drqid3691"
"srqid227","drqid3373"
"srqid227","drqid3881"
"srqid227","drqid1177"
"srqid227","drqid1502"
"srqid227","drqid533"
"srqid228","drqid1552"
"srqid228","drqid3145"
"srqid228","drqid2402"
"srqid228","drqid3037"
"srqid228","drqid88"
"srqid228","drqid3638"
"srqid228","drqid998"
"srqid229","drqid1078"
"srqid229","drqid2076"
"srqid229","drqid331"
"srqid229","drqid1425"
"srqid229","drqid109"
"srqid229","drqid1786"
"srqid229","drqid826"
"srqid229","drqid2743"
"srqid229","drqid3999"
"srqid229","drqid672"
"srqid229","drqid1907"
"srqid230","drqid1908"
"srqid230","drqid1305"
"srqid230","drqid3398"
"srqid230","drqid3745"
"srqid231","drqid1926"
"srqid231","drqid72"
"srqid231","drqid1733"
"srqid232","drqid2168"
"srqid232","drqid2945"
"srqid232","drqid2"
"srqid232","drqid2232"
"srqid232","drqid1360"
"srqid232","drqid1788"
"srqid232","drqid3321"
"srqid233","drqid3428"
"srqid233","drqid633"
"srqid233","drqid3400"
"srqid233","drqid1985"
"srqid233","drqid644"
"srqid234","drqid2797"
"srqid234","drqid2838"
"srqid234","drqid593"
"srqid234","drqid3662"
"srqid234","drqid275"
"srqid234","drqid1449"
"srqid235","drqid3838"
"srqid235","drqid1125"
"srqid235","drqid1671"
"srqid235","drqid2034"
"srqid235","drqid85"
"srqid235","drqid3728"
"srqid235","drqid413"
"srqid235","drqid978"
"srqid236","drqid32"
"srqid236","drqid3427"
"srqid236","drqid795"
"srqid236","drqid3085"
"srqid236","drqid31"
"srqid236","drqid3315"
"srqid237","drqid1269"
"srqid237","drqid76"
"srqid237","drqid1217"
"srqid237","drqid2975"
"srqid237","drqid3860"
"srqid237","drqid3598"
"srqid238","drqid2166"
"srqid238","drqid2204"
"srqid238","drqid1685"
"srqid238","drqid2143"
"srqid238","drqid3139"
"srqid239","drqid1257"
"srqid239","drqid239"
"srqid239","drqid1213"
"srqid239","drqid900"
"srqid239","drqid177"
"srqid239","drqid363"
"srqid239","drqid1565"
"srqid239","drqid3136"
"srqid240","drqid1849"
"srqid240","drqid1488"
"srqid240","drqid2642"
"srqid240","drqid161"
"srqid240","drqid2565"
"srqid240","drqid477"
"srqid241","drqid1291"
"srqid241","drqid1375"
"srqid241","drqid1866"
"srqid241","drqid3113"
"srqid241","drqid3085"
"srqid241","drqid31"
"srqid241","drqid3315"
"srqid242","drqid3507"
"srqid242","drqid1125"
"srqid242","drqid1671"
"srqid242","drqid2791"
"srqid242","drqid636"
"srqid242","drqid2252"
"srqid242","drqid3553"
"srqid242","drqid2970"
"srqid242","drqid1053"
"srqid242","drqid2522"
"srqid243","drqid740"
"srqid243","drqid881"
"srqid243","drqid1620"
"srqid243","drqid2047"
"srqid244","drqid22"
"srqid244","drqid1581"
"srqid244","drqid731"
"srqid245","drqid3292"
"srqid245","drqid3885"
"srqid245","drqid3507"
"srqid245","drqid459"
"srqid246","drqid3246"
"srqid246","drqid3616"
"srqid246","drqid3696"
"srqid246","drqid3902"
"srqid246","drqid1143"
"srqid246","drqid1723"
"srqid246","drqid1712"
"srqid246","drqid2856"
"srqid247","drqid2698"
"srqid247","drqid1439"
"srqid247","drqid1673"
"srqid247","drqid521"
"srqid247","drqid2130"
"srqid247","drqid667"
"srqid248","drqid1251"
"srqid248","drqid1544"
"srqid248","drqid3840"
"srqid248","drqid939"
"srqid249","drqid1024"
"srqid249","drqid3786"
"srqid249","drqid650"
"srqid249","drqid1456"
"srqid249","drqid2581"
"srqid249","drqid3455"
"srqid249","drqid1596"
"srqid249","drqid3684"
"srqid249","drqid1619"
"srqid249","drqid1766"
"srqid249","drqid3158"
"srqid250","drqid3098"
"srqid250","drqid3023"
"srqid250","drqid3614"
"srqid250","drqid3654"
"srqid250","drqid427"
"srqid251","drqid839"
"srqid251","drqid1257"
"srqid251","drqid239"
"srqid251","drqid2800"
"srqid252","drqid2805"
"srqid252","drqid712"
"srqid252","drqid883"
"srqid252","drqid2215"
"srqid253","drqid2433"
"srqid253","drqid3981"
"srqid253","drqid1261"
"srqid253","drqid1079"
"srqid253","drqid1362"
"srqid253","drqid1932"
"srqid253","drqid812"
"srqid254","drqid2994"
"srqid254","drqid1377"
"srqid254","drqid562"
"srqid254","drqid2680"
"srqid254","drqid2761"
"srqid254","drqid111"
"srqid254","drqid3334"
"srqid255","drqid1045"
"srqid255","drqid561"
"srqid255","drqid2486"
"srqid255","drqid919"
"srqid256","drqid2349"
"srqid256","drqid3084"
"srqid256","drqid1042"
"srqid256","drqid2184"
"srqid257","drqid627"
"srqid257","drqid3214"
"srqid257","drqid510"
"srqid257","drqid3348"
"srqid257","drqid3173"
"srqid258","drqid1501"
"srqid258","drqid3279"
"srqid258","drqid3480"
"srqid258","drqid2593"
"srqid258","drqid3068"
"srqid258","drqid3846"
"srqid259","drqid3690"
"srqid259","drqid2769"
"srqid259","drqid458"
"srqid259","drqid2433"
"srqid259","drqid853"
"srqid259","drqid185"
"srqid259","drqid3365"
"srqid260","drqid1730"
"srqid260","drqid339"
"srqid260","drqid993"
"srqid260","drqid3767"
"srqid260","drqid865"
"srqid260","drqid1139"
"srqid260","drqid261"
"srqid260","drqid1199"
"srqid260","drqid2153"
"srqid260","drqid587"
"srqid261","drqid1202"
"srqid261","drqid2389"
"srqid261","drqid399"
"srqid262","drqid2475"
"srqid262","drqid1428"
"srqid262","drqid2580"
"srqid263","drqid2065"
"srqid263","drqid738"
"srqid263","drqid561"
"srqid263","drqid802"
"srqid263","drqid2330"
"srqid263","drqid2357"
"srqid264","drqid2299"
"srqid264","drqid876"
"srqid264","drqid2682"
"srqid264","drqid2159"
"srqid264","drqid3706"
"srqid264","drqid2277"
"srqid264","drqid2378"
"srqid264","drqid1160"
"srqid264","drqid2125"
"srqid264","drqid3404"
"srqid264","drqid1995"
"srqid264","drqid988"
"srqid265","drqid1403"
"srqid265","drqid171"
"srqid265","drqid1757"
"srqid265","drqid2465"
"srqid266","drqid3994"
"srqid266","drqid794"
"srqid266","drqid2502"
"srqid266","drqid2830"
"srqid266","drqid2960"
"srqid266","drqid1850"
"srqid266","drqid2220"
"srqid266","drqid3123"
"srqid266","drqid2423"
"srqid267","drqid2175"
"srqid267","drqid3432"
"srqid267","drqid3465"
"srqid268","drqid195"
"srqid268","drqid2318"
"srqid268","drqid2818"
"srqid268","drqid2234"
"srqid268","drqid3156"
"srqid268","drqid2339"
"srqid268","drqid3732"
"srqid268","drqid1791"
"srqid268","drqid2111"
"srqid268","drqid3214"
"srqid269","drqid2036"
"srqid269","drqid2157"
"srqid269","drqid2892"
"srqid269","drqid2023"
"srqid269","drqid217"
"srqid269","drqid3150"
"srqid269","drqid596"
"srqid270","drqid2786"
"srqid270","drqid3243"
"srqid270","drqid3351"
"srqid271","drqid489"
"srqid271","drqid631"
"srqid271","drqid3043"
"srqid271","drqid2898"
"srqid271","drqid3581"
"srqid271","drqid1147"
"srqid271","drqid2079"
"srqid272","drqid1866"
"srqid272","drqid3113"
"srqid272","drqid2391"
"srqid272","drqid428"
"srqid273","drqid1441"
"srqid273","drqid3245"
"srqid273","drqid688"
"srqid273","drqid2119"
"srqid273","drqid975"
"srqid274","drqid2175"
"srqid274","drqid2433"
"srqid274","drqid853"
"srqid275","drqid1633"
"srqid275","drqid1226"
"srqid275","drqid3194"
"srqid275","drqid2168"
"srqid275","drqid272"
"srqid275","drqid3791"
"srqid275","drqid743"
"srqid275","drqid2610"
"srqid275","drqid3418"
"srqid276","drqid2592"
"srqid276","drqid91"
"srqid277","drqid3946"
"srqid277","drqid95"
"srqid277","drqid1099"
"srqid277","drqid774"
"srqid277","drqid297"
"srqid277","drqid3351"
"srqid278","drqid1213"
"srqid278","drqid900"
"srqid278","drqid1175"
"srqid278","drqid3165"
"srqid279","drqid2071"
"srqid279","drqid2825"
"srqid279","drqid1740"
"srqid279","drqid2089"
"srqid279","drqid2130"
"srqid279","drqid667"
"srqid280","drqid2233"
"srqid280","drqid1652"
"srqid280","drqid3861"
"srqid281","drqid990"
"srqid281","drqid1407"
"srqid281","drqid1829"
"srqid281","drqid3310"
"srqid281","drqid3096"
"srqid282","drqid2667"
"srqid282","drqid3654"
"srqid282","drqid3483"
"srqid282","drqid1969"
"srqid282","drqid3400"
"srqid282","drqid1438"
"srqid282","drqid1503"
"srqid283","drqid2972"
"srqid283","drqid3099"
"srqid283","drqid938"
"srqid283","drqid3737"
"srqid284","drqid1515"
"srqid284","drqid2006"
"srqid284","drqid1760"
"srqid285","drqid1393"
"srqid285","drqid2435"
"srqid285","drqid222"
"srqid285","drqid78"
"srqid285","drqid3680"
"srqid285","drqid606"
"srqid285","drqid1860"
"srqid285","drqid576"
"srqid285","drqid2061"
"srqid285","drqid2760"
"srqid286","drqid2779"
"srqid286","drqid3626"
"srqid286","drqid1125"
"srqid286","drqid1755"
"srqid286","drqid1768"
"srqid286","drqid3256"
"srqid286","drqid910"
"srqid286","drqid2636"
"srqid286","drqid2883"
"srqid287","drqid297"
"srqid287","drqid1175"
"srqid287","drqid323"
"srqid287","drqid2700"
"srqid287","drqid48"
"srqid287","drqid1326"
"srqid288","drqid2743"
"srqid288","drqid3076"
"srqid288","drqid3010"
"srqid288","drqid878"
"srqid288","drqid913"
"srqid288","drqid319"
"srqid289","drqid2056"
"srqid289","drqid2496"
"srqid289","drqid725"
"srqid289","drqid2249"
"srqid289","drqid2546"
"srqid289","drqid3273"
"srqid289","drqid410"
"srqid290","drqid3994"
"srqid290","drqid1160"
"srqid290","drqid3638"
"srqid291","drqid123"
"srqid291","drqid3016"
"srqid291","drqid3659"
"srqid291","drqid2143"
"srqid291","drqid3139"
"srqid291","drqid1660"
"srqid291","drqid3631"
"srqid291","drqid957"
"srqid292","drqid2299"
"srqid292","drqid876"
"srqid292","drqid2307"
"srqid292","drqid3187"
"srqid292","drqid3705"
"srqid292","drqid1591"
"srqid293","drqid1189"
"srqid293","drqid1288"
"srqid293","drqid1078"
"srqid293","drqid957"
"srqid294","drqid2571"
"srqid294","drqid3773"
"srqid294","drqid2791"
"srqid294","drqid636"
"srqid294","drqid2067"
"srqid294","drqid349"
"srqid294","drqid1170"
"srqid294","drqid2810"
"srqid295","drqid269"
"srqid295","drqid631"
"srqid295","drqid294"
"srqid296","drqid1587"
"srqid296","drqid1740"
"srqid296","drqid2089"
"srqid297","drqid1017"
"srqid297","drqid3474"
"srqid297","drqid1397"
"srqid297","drqid1563"
"srqid297","drqid2168"
"srqid297","drqid3179"
"srqid297","drqid3641"
"srqid297","drqid1319"
"srqid297","drqid3478"
"srqid298","drqid2418"
"srqid298","drqid27"
"srqid298","drqid2226"
"srqid298","drqid3136"
"srqid298","drqid22"
"srqid298","drqid1376"
"srqid299","drqid1343"
"srqid299","drqid1916"
"srqid299","drqid2293"
"srqid300","drqid3803"
"srqid300","drqid1243"
"srqid300","drqid3531"
"srqid300","drqid686"
"srqid300","drqid2143"
"srqid300","drqid2916"
"srqid300","drqid2212"
"srqid300","drqid3991"
"srqid300","drqid3633"
"srqid301","drqid1998"
"srqid301","drqid2779"
"srqid301","drqid1431"
"srqid302","drqid1472"
"srqid302","drqid3331"
"srqid302","drqid918"
"srqid302","drqid1898"
"srqid303","drqid3946"
"srqid303","drqid95"
"srqid303","drqid2539"
"srqid303","drqid957"
"srqid303","drqid325"
"srqid303","drqid2147"
"srqid304","drqid2200"
"srqid304","drqid2377"
"srqid304","drqid1951"
"srqid304","drqid2422"
"srqid304","drqid3066"
"srqid304","drqid3925"
"srqid304","drqid3713"
"srqid304","drqid2256"
"srqid304","drqid2644"
"srqid304","drqid1593"
"srqid304","drqid3903"
"srqid305","drqid2788"
"srqid305","drqid1025"
"srqid305","drqid1358"
"srqid305","drqid619"
"srqid306","drqid1609"
"srqid306","drqid535"
"srqid306","drqid1306"
"srqid306","drqid2667"
"srqid306","drqid2800"
"srqid306","drqid891"
"srqid307","drqid104"
"srqid307","drqid2653"
"srqid307","drqid3372"
"srqid307","drqid1167"
"srqid307","drqid3168"
"srqid307","drqid1000"
"srqid308","drqid3483"
"srqid308","drqid22"
"srqid308","drqid2708"
"srqid309","drqid236"
"srqid309","drqid685"
"srqid309","drqid2672"
"srqid309","drqid2119"
"srqid309","drqid2290"
"srqid309","drqid82"
"srqid310","drqid1159"
"srqid310","drqid3366"
"srqid310","drqid959"
"srqid310","drqid3790"
"srqid310","drqid3869"
"srqid310","drqid749"
"srqid311","drqid2109"
"srqid311","drqid2607"
"srqid311","drqid2407"
"srqid311","drqid3427"
"srqid311","drqid139"
"srqid311","drqid1772"
"srqid312","drqid1597"
"srqid312","drqid1810"
"srqid312","drqid2754"
"srqid312","drqid1762"
"srqid312","drqid2878"
"srqid313","drqid3336"
"srqid313","drqid387"
"srqid313","drqid1037"
"srqid313","drqid2430"
"srqid314","drqid1134"
"srqid314","drqid846"
"srqid314","drqid3184"
"srqid314","drqid3545"
"srqid314","drqid344"
"srqid315","drqid3531"
"srqid315","drqid3756"
"srqid315","drqid1968"
"srqid315","drqid986"
"srqid315","drqid2215"
"srqid316","drqid2036"
"srqid316","drqid2134"
"srqid316","drqid406"
"srqid316","drqid136"
"srqid316","drqid2664"
"srqid316","drqid2676"
"srqid316","drqid3756"
"srqid316","drqid518"
"srqid316","drqid659"
"srqid317","drqid1336"
"srqid317","drqid212"
"srqid317","drqid1594"
"srqid317","drqid3893"
"srqid317","drqid1382"
"srqid317","drqid1170"
"srqid317","drqid2810"
"srqid317","drqid162"
"srqid317","drqid2862"
"srqid317","drqid1526"
"srqid317","drqid3319"
"srqid317","drqid429"
"srqid317","drqid712"
"srqid317","drqid883"
"srqid317","drqid3950"
"srqid318","drqid561"
"srqid318","drqid802"
"srqid318","drqid3413"
"srqid318","drqid344"
"srqid318","drqid3626"
"srqid318","drqid3703"
"srqid318","drqid3165"
"srqid318","drqid667"
"srqid318","drqid1878"
"srqid318","drqid2484"
"srqid318","drqid3464"
"srqid318","drqid3976"
"srqid318","drqid56"
"srqid319","drqid1416"
"srqid319","drqid3610"
"srqid319","drqid1075"
"srqid319","drqid2386"
"srqid319","drqid1263"
"srqid320","drqid1291"
"srqid320","drqid1375"
"srqid320","drqid2349"
"srqid320","drqid1222"
"srqid320","drqid694"
"srqid320","drqid1285"
"srqid320","drqid3567"
"srqid321","drqid2825"
"srqid321","drqid987"
"srqid321","drqid2112"
"srqid321","drqid536"
"srqid321","drqid2476"
"srqid321","drqid614"
"srqid321","drqid2240"
"srqid321","drqid1305"
"srqid321","drqid3398"
"srqid321","drqid3745"
"srqid321","drqid1093"
"srqid321","drqid3517"
"srqid322","drqid684"
"srqid322","drqid3629"
"srqid322","drqid489"
"srqid322","drqid1514"
"srqid322","drqid610"
"srqid323","drqid2550"
"srqid323","drqid3450"
"srqid323","drqid1305"
"srqid323","drqid3398"
"srqid323","drqid3745"
"srqid323","drqid1251"
"srqid323","drqid1544"
"srqid324","drqid3195"
"srqid324","drqid2751"
"srqid324","drqid2634"
"srqid324","drqid3805"
"srqid324","drqid1438"
"srqid324","drqid1503"
"srqid325","drqid2659"
"srqid325","drqid2692"
"srqid325","drqid3901"
"srqid325","drqid1916"
"srqid325","drqid2293"
"srqid325","drqid3630"
"srqid325","drqid3712"
"srqid325","drqid420"
"srqid326","drqid271"
"srqid326","drqid1768"
"srqid326","drqid3256"
"srqid326","drqid2592"
"srqid327","drqid1951"
"srqid327","drqid2422"
"srqid327","drqid2183"
"srqid327","drqid3106"
"srqid328","drqid2242"
"srqid328","drqid504"
"srqid328","drqid757"
"srqid328","drqid3115"
"srqid328","drqid3790"
"srqid328","drqid912"
"srqid329","drqid2651"
"srqid329","drqid474"
"srqid329","drqid3632"
"srqid329","drqid3440"
"srqid329","drqid516"
"srqid329","drqid31"
"srqid330","drqid1827"
"srqid330","drqid2178"
"srqid330","drqid3179"
"srqid330","drqid156"
"srqid330","drqid2353"
"srqid331","drqid3290"
"srqid331","drqid3576"
"srqid331","drqid2433"
"srqid331","drqid2610"
"srqid331","drqid2227"
"srqid331","drqid2337"
"srqid332","drqid3244"
"srqid332","drqid3891"
"srqid332","drqid1346"
"srqid332","drqid3466"
"srqid332","drqid3871"
"srqid332","drqid709"
"srqid333","drqid2387"
"srqid333","drqid3844"
"srqid333","drqid3871"
"srqid334","drqid3769"
"srqid334","drqid1845"
"srqid334","drqid2599"
"srqid334","drqid996"
"srqid334","drqid2792"
"srqid334","drqid1372"
"srqid335","drqid1101"
"srqid335","drqid3039"
"srqid335","drqid2997"
"srqid335","drqid1217"
"srqid335","drqid2975"
"srqid335","drqid3860"
"srqid336","drqid1763"
"srqid336","drqid3296"
"srqid336","drqid2023"
"srqid336","drqid959"
"srqid336","drqid3499"
"srqid336","drqid866"
"srqid337","drqid2528"
"srqid337","drqid3325"
"srqid337","drqid1493"
"srqid337","drqid3378"
"srqid337","drqid769"
"srqid337","drqid2422"
"srqid337","drqid2430"
"srqid338","drqid839"
"srqid338","drqid1877"
"srqid338","drqid2366"
"srqid338","drqid3456"
"srqid339","drqid3824"
"srqid339","drqid3930"
"srqid339","drqid668"
"srqid339","drqid220"
"srqid339","drqid3130"
"srqid340","drqid3091"
"srqid340","drqid3174"
"srqid340","drqid3755"
"srqid340","drqid2478"
"srqid340","drqid2858"
"srqid340","drqid467"
"srqid340","drqid1324"
"srqid340","drqid3098"
"srqid341","drqid1223"
"srqid341","drqid1620"
"srqid341","drqid2748"
"srqid342","drqid1221"
"srqid342","drqid2171"
"srqid342","drqid3267"
"srqid342","drqid2743"
"srqid342","drqid1001"
"srqid342","drqid3770"
"srqid342","drqid3808"
"srqid342","drqid2277"
"srqid342","drqid2378"
"srqid342","drqid2221"
"srqid343","drqid3649"
"srqid343","drqid645"
"srqid343","drqid1537"
"srqid343","drqid1786"
"srqid343","drqid3545"
"srqid343","drqid3790"
"srqid344","drqid2379"
"srqid344","drqid1166"
"srqid344","drqid2838"
"srqid344","drqid3471"
"srqid344","drqid839"
"srqid345","drqid2176"
"srqid345","drqid640"
"srqid345","drqid570"
"srqid346","drqid901"
"srqid346","drqid2125"
"srqid346","drqid3882"
"srqid346","drqid354"
"srqid346","drqid3916"
"srqid347","drqid1757"
"srqid347","drqid198"
"srqid347","drqid753"
"srqid347","drqid1849"
"srqid347","drqid815"
"srqid347","drqid2193"
"srqid347","drqid3430"
"srqid347","drqid2017"
"srqid347","drqid2987"
"srqid347","drqid1060"
"srqid347","drqid2336"
"srqid347","drqid3364"
"srqid348","drqid1312"
"srqid348","drqid2949"
"srqid348","drqid115"
"srqid348","drqid1353"
"srqid349","drqid2851"
"srqid349","drqid3367"
"srqid349","drqid3895"
"srqid349","drqid1379"
"srqid349","drqid2825"
"srqid349","drqid3477"
"srqid349","drqid93"
"srqid350","drqid1459"
"srqid350","drqid3732"
"srqid350","drqid3933"
"srqid350","drqid1130"
"srqid351","drqid1423"
"srqid351","drqid2731"
"srqid351","drqid1537"
"srqid351","drqid1786"
"srqid351","drqid3622"
"srqid351","drqid3988"
"srqid352","drqid1627"
"srqid352","drqid1317"
"srqid352","drqid3451"
"srqid353","drqid1995"
"srqid353","drqid2279"
"srqid353","drqid1850"
"srqid354","drqid2569"
"srqid354","drqid1998"
"srqid354","drqid2779"
"srqid354","drqid81"
"srqid354","drqid1762"
"srqid355","drqid1528"
"srqid355","drqid1795"
"srqid355","drqid3955"
"srqid355","drqid413"
"srqid355","drqid258"
"srqid356","drqid2684"
"srqid356","drqid712"
"srqid356","drqid883"
"srqid357","drqid1369"
"srqid357","drqid3417"
"srqid357","drqid1090"
"srqid357","drqid2540"
"srqid357","drqid3291"
"srqid358","drqid260"
"srqid358","drqid2311"
"srqid359","drqid1238"
"srqid359","drqid396"
"srqid359","drqid902"
"srqid359","drqid2603"
"srqid360","drqid3981"
"srqid360","drqid463"
"srqid360","drqid155"
"srqid360","drqid2127"
"srqid360","drqid1510"
"srqid360","drqid3378"
"srqid360","drqid2908"
"srqid360","drqid978"
"srqid360","drqid3801"
"srqid360","drqid3867"
"srqid360","drqid1343"
"srqid360","drqid461"
"srqid361","drqid606"
"srqid361","drqid686"
"srqid361","drqid1770"
"srqid361","drqid1123"
"srqid361","drqid3086"
"srqid362","drqid2483"
"srqid362","drqid2563"
"srqid362","drqid2988"
"srqid362","drqid9"
"srqid362","drqid1189"
"srqid362","drqid1288"
"srqid362","drqid2141"
"srqid362","drqid3368"
"srqid362","drqid3843"
"srqid362","drqid89"
