BugID,R_ID
717655,R_ID_ID1354
1473567,R_ID_ID1355
1091115,R_ID_ID1355
606373,R_ID_ID1356
1473836,R_ID_ID1357
1472433,R_ID_ID1357
685577,R_ID_ID1357
1251160,R_ID_ID1357
1100334,R_ID_ID1357
1041377,R_ID_ID1358
1468519,R_ID_ID1359
769011,R_ID_ID1360
1425231,R_ID_ID1361
1111138,R_ID_ID1361
1422958,R_ID_ID1361
1409866,R_ID_ID1361
706124,R_ID_ID1363
1427064,R_ID_ID1364
1025687,R_ID_ID1365
1430405,R_ID_ID1366
1118073,R_ID_ID1366
1079350,R_ID_ID1366
1382885,R_ID_ID1367
641118,R_ID_ID1367
1121903,R_ID_ID1369
443396,R_ID_ID1369
776053,R_ID_ID1369
1467338,R_ID_ID1370
601550,R_ID_ID1370
899173,R_ID_ID1371
344852,R_ID_ID1371
1357982,R_ID_ID1371
316340,R_ID_ID1372
594681,R_ID_ID1372
469416,R_ID_ID1372
420408,R_ID_ID1372
857471,R_ID_ID1372
429518,R_ID_ID1373
1344559,R_ID_ID1373
529290,R_ID_ID1374
429583,R_ID_ID1374
833902,R_ID_ID1374
687131,R_ID_ID1374
1429842,R_ID_ID1375
899401,R_ID_ID1375
1345444,R_ID_ID1375
356594,R_ID_ID1376
1473449,R_ID_ID1377
875614,R_ID_ID1377
316340,R_ID_ID1377
1402396,R_ID_ID1377
345164,R_ID_ID1377
1460904,R_ID_ID1378
1462222,R_ID_ID1378
492557,R_ID_ID1378
1430405,R_ID_ID1379
1389748,R_ID_ID1379
1058854,R_ID_ID1379
543390,R_ID_ID1379
675428,R_ID_ID1380
1097510,R_ID_ID1380
838824,R_ID_ID1380
1357857,R_ID_ID1382
126309,R_ID_ID1383
1464138,R_ID_ID1384
1022005,R_ID_ID1384
940150,R_ID_ID1384
1436030,R_ID_ID1385
789062,R_ID_ID1385
498546,R_ID_ID1386
534663,R_ID_ID1386
1116992,R_ID_ID1386
1418249,R_ID_ID1387
1425806,R_ID_ID1387
892431,R_ID_ID1387
750084,R_ID_ID1387
443396,R_ID_ID1387
940457,R_ID_ID1387
1473480,R_ID_ID1388
1428069,R_ID_ID1388
1350587,R_ID_ID1388
599546,R_ID_ID1389
1028230,R_ID_ID1389
655927,R_ID_ID1390
579874,R_ID_ID1390
894966,R_ID_ID1390
1402631,R_ID_ID1390
576234,R_ID_ID1390
1334192,R_ID_ID1391
1362369,R_ID_ID1392
539562,R_ID_ID1393
658529,R_ID_ID1393
1343917,R_ID_ID1393
1450710,R_ID_ID1394
629572,R_ID_ID1394
579290,R_ID_ID1395
1165593,R_ID_ID1396
402525,R_ID_ID1397
1407770,R_ID_ID1398
411935,R_ID_ID1398
778396,R_ID_ID1398
648535,R_ID_ID1398
648504,R_ID_ID1399
767010,R_ID_ID1399
1351020,R_ID_ID1399
1063009,R_ID_ID1400
1391686,R_ID_ID1401
1392265,R_ID_ID1402
1341252,R_ID_ID1402
1367663,R_ID_ID1403
1426103,R_ID_ID1404
740148,R_ID_ID1404
791594,R_ID_ID1405
602102,R_ID_ID1406
502908,R_ID_ID1407
917469,R_ID_ID1407
351670,R_ID_ID1407
576889,R_ID_ID1407
1056056,R_ID_ID1408
1128316,R_ID_ID1411
967224,R_ID_ID1411
272382,R_ID_ID1414
1318615,R_ID_ID1414
1385683,R_ID_ID1415
443396,R_ID_ID1415
1464713,R_ID_ID1416
726284,R_ID_ID1416
1427629,R_ID_ID1417
1100334,R_ID_ID1417
698710,R_ID_ID1417
451260,R_ID_ID1418
344972,R_ID_ID1419
739043,R_ID_ID1419
1419386,R_ID_ID1419
1088313,R_ID_ID1419
1233464,R_ID_ID1420
1082748,R_ID_ID1420
761080,R_ID_ID1421
1179593,R_ID_ID1423
739043,R_ID_ID1423
722174,R_ID_ID1423
457011,R_ID_ID1423
1437437,R_ID_ID1424
1473420,R_ID_ID1425
491214,R_ID_ID1425
1452718,R_ID_ID1426
1428865,R_ID_ID1426
1242250,R_ID_ID1426
1403289,R_ID_ID1426
685496,R_ID_ID1426
1473591,R_ID_ID1427
1460942,R_ID_ID1427
1431248,R_ID_ID1427
1097149,R_ID_ID1427
450886,R_ID_ID1428
344852,R_ID_ID1428
1364730,R_ID_ID1428
1054658,R_ID_ID1429
732406,R_ID_ID1433
393677,R_ID_ID1434
872172,R_ID_ID1434
1255186,R_ID_ID1434
1439121,R_ID_ID1435
1440329,R_ID_ID1435
1014208,R_ID_ID1435
400120,R_ID_ID1437
1393717,R_ID_ID1437
681670,R_ID_ID1438
443679,R_ID_ID1439
924202,R_ID_ID1440
1351020,R_ID_ID1442
868462,R_ID_ID1442
1435167,R_ID_ID1443
1421713,R_ID_ID1443
1464685,R_ID_ID1444
1451132,R_ID_ID1444
267888,R_ID_ID1445
986943,R_ID_ID1445
1448395,R_ID_ID1446
732436,R_ID_ID1446
1473485,R_ID_ID1447
1465814,R_ID_ID1448
1473703,R_ID_ID1450
1425707,R_ID_ID1450
1398332,R_ID_ID1451
1465071,R_ID_ID1451
1434092,R_ID_ID1451
858065,R_ID_ID1451
633300,R_ID_ID1452
1438780,R_ID_ID1453
1404540,R_ID_ID1454
1474137,R_ID_ID1455
1137014,R_ID_ID1455
1369352,R_ID_ID1455
726447,R_ID_ID1455
723050,R_ID_ID1455
1289185,R_ID_ID1456
586797,R_ID_ID1456
422981,R_ID_ID1457
1439344,R_ID_ID1457
1375872,R_ID_ID1457
723050,R_ID_ID1457
572803,R_ID_ID1457
1464138,R_ID_ID1458
970115,R_ID_ID1458
1451210,R_ID_ID1458
1403388,R_ID_ID1458
771444,R_ID_ID1458
599711,R_ID_ID1458
1348646,R_ID_ID1458
735614,R_ID_ID1458
1421205,R_ID_ID1459
585822,R_ID_ID1459
1406194,R_ID_ID1459
411935,R_ID_ID1459
611781,R_ID_ID1459
845787,R_ID_ID1460
441901,R_ID_ID1460
1473545,R_ID_ID1461
1458930,R_ID_ID1461
940003,R_ID_ID1461
426371,R_ID_ID1461
672630,R_ID_ID1462
1428463,R_ID_ID1462
1419240,R_ID_ID1463
715612,R_ID_ID1463
885957,R_ID_ID1463
1458041,R_ID_ID1464
650630,R_ID_ID1464
1355335,R_ID_ID1464
629563,R_ID_ID1465
817726,R_ID_ID1465
693932,R_ID_ID1466
515180,R_ID_ID1466
1461206,R_ID_ID1467
857649,R_ID_ID1467
655927,R_ID_ID1468
277140,R_ID_ID1469
945899,R_ID_ID1469
1421431,R_ID_ID1470
919691,R_ID_ID1470
1374217,R_ID_ID1471
356594,R_ID_ID1471
1004320,R_ID_ID1471
1442592,R_ID_ID1472
986943,R_ID_ID1472
1201111,R_ID_ID1473
793115,R_ID_ID1473
633782,R_ID_ID1473
1343917,R_ID_ID1473
655511,R_ID_ID1473
1428331,R_ID_ID1474
1403451,R_ID_ID1475
984023,R_ID_ID1475
1473410,R_ID_ID1476
1396215,R_ID_ID1476
873060,R_ID_ID1476
652051,R_ID_ID1477
1331219,R_ID_ID1477
386519,R_ID_ID1479
375611,R_ID_ID1479
426371,R_ID_ID1479
1446744,R_ID_ID1480
1439079,R_ID_ID1481
1427383,R_ID_ID1481
400098,R_ID_ID1481
1407260,R_ID_ID1482
1437429,R_ID_ID1482
735568,R_ID_ID1482
1069134,R_ID_ID1484
262640,R_ID_ID1485
331615,R_ID_ID1485
415917,R_ID_ID1486
776398,R_ID_ID1488
1066788,R_ID_ID1488
1082730,R_ID_ID1488
1357857,R_ID_ID1489
864809,R_ID_ID1489
656238,R_ID_ID1489
285602,R_ID_ID1490
1473489,R_ID_ID1491
1467057,R_ID_ID1493
1454239,R_ID_ID1493
1424517,R_ID_ID1493
618693,R_ID_ID1493
459559,R_ID_ID1493
1242250,R_ID_ID1494
411436,R_ID_ID1495
1435167,R_ID_ID1495
1439079,R_ID_ID1496
1418249,R_ID_ID1496
394492,R_ID_ID1497
1440952,R_ID_ID1497
1380049,R_ID_ID1497
577836,R_ID_ID1497
1406098,R_ID_ID1498
740148,R_ID_ID1498
596954,R_ID_ID1498
579627,R_ID_ID1499
322426,R_ID_ID1499
1464982,R_ID_ID1500
763259,R_ID_ID1500
673946,R_ID_ID1500
1437519,R_ID_ID1500
1392341,R_ID_ID1500
1088317,R_ID_ID1501
1045951,R_ID_ID1502
599711,R_ID_ID1503
1350587,R_ID_ID1503
801613,R_ID_ID1504
545599,R_ID_ID1504
688297,R_ID_ID1505
492557,R_ID_ID1505
1348646,R_ID_ID1506
149544,R_ID_ID1508
755996,R_ID_ID1508
1021971,R_ID_ID1508
815321,R_ID_ID1509
783370,R_ID_ID1509
428981,R_ID_ID1510
851510,R_ID_ID1510
1096899,R_ID_ID1510
685577,R_ID_ID1511
1463145,R_ID_ID1512
944228,R_ID_ID1512
1328963,R_ID_ID1512
1473683,R_ID_ID1513
1437437,R_ID_ID1513
1439247,R_ID_ID1513
982644,R_ID_ID1514
1420615,R_ID_ID1516
1431298,R_ID_ID1516
1265152,R_ID_ID1516
836637,R_ID_ID1517
1090586,R_ID_ID1517
739043,R_ID_ID1518
556724,R_ID_ID1518
576234,R_ID_ID1518
682262,R_ID_ID1518
1109014,R_ID_ID1519
438671,R_ID_ID1519
668359,R_ID_ID1519
1346123,R_ID_ID1520
498752,R_ID_ID1521
949151,R_ID_ID1521
1427535,R_ID_ID1522
1438184,R_ID_ID1522
905386,R_ID_ID1522
626744,R_ID_ID1523
597124,R_ID_ID1523
1400609,R_ID_ID1524
750084,R_ID_ID1524
524468,R_ID_ID1525
528466,R_ID_ID1525
1360965,R_ID_ID1525
1023152,R_ID_ID1526
1410402,R_ID_ID1527
631711,R_ID_ID1527
682262,R_ID_ID1527
1296944,R_ID_ID1528
1435604,R_ID_ID1528
808538,R_ID_ID1528
569063,R_ID_ID1530
1471944,R_ID_ID1531
1472264,R_ID_ID1532
1064171,R_ID_ID1532
1015756,R_ID_ID1534
1459669,R_ID_ID1535
983975,R_ID_ID1535
982358,R_ID_ID1535
1472989,R_ID_ID1536
1473299,R_ID_ID1536
818337,R_ID_ID1537
1408077,R_ID_ID1537
1111138,R_ID_ID1537
487021,R_ID_ID1538
1111285,R_ID_ID1538
1004916,R_ID_ID1539
569063,R_ID_ID1541
885083,R_ID_ID1541
793421,R_ID_ID1541
815321,R_ID_ID1542
1427629,R_ID_ID1543
903761,R_ID_ID1543
1346743,R_ID_ID1544
701029,R_ID_ID1544
446373,R_ID_ID1544
1472594,R_ID_ID1545
571664,R_ID_ID1545
570938,R_ID_ID1545
771444,R_ID_ID1545
285581,R_ID_ID1545
1437519,R_ID_ID1546
526219,R_ID_ID1546
1474139,R_ID_ID1547
1473683,R_ID_ID1547
1465980,R_ID_ID1547
1450645,R_ID_ID1547
911700,R_ID_ID1547
1019736,R_ID_ID1547
1346764,R_ID_ID1547
1466418,R_ID_ID1549
882176,R_ID_ID1549
287048,R_ID_ID1549
279223,R_ID_ID1550
1420260,R_ID_ID1550
656930,R_ID_ID1550
870990,R_ID_ID1550
1472281,R_ID_ID1551
577467,R_ID_ID1551
1472435,R_ID_ID1552
341337,R_ID_ID1552
1454558,R_ID_ID1552
1024830,R_ID_ID1552
1445497,R_ID_ID1554
1437457,R_ID_ID1554
1361540,R_ID_ID1554
1452719,R_ID_ID1555
1382885,R_ID_ID1555
1372204,R_ID_ID1556
885083,R_ID_ID1556
1049252,R_ID_ID1557
903621,R_ID_ID1557
790567,R_ID_ID1558
1092878,R_ID_ID1559
697060,R_ID_ID1559
1391686,R_ID_ID1559
1461168,R_ID_ID1560
899173,R_ID_ID1560
1414614,R_ID_ID1560
1422958,R_ID_ID1560
125729,R_ID_ID1560
1473410,R_ID_ID1561
578408,R_ID_ID1561
585822,R_ID_ID1562
1016045,R_ID_ID1562
1241103,R_ID_ID1562
982358,R_ID_ID1564
371512,R_ID_ID1565
859000,R_ID_ID1565
1431159,R_ID_ID1566
1396216,R_ID_ID1566
1474095,R_ID_ID1567
1054276,R_ID_ID1567
567674,R_ID_ID1567
693010,R_ID_ID1567
437878,R_ID_ID1568
1034526,R_ID_ID1568
994953,R_ID_ID1568
1058058,R_ID_ID1571
1451079,R_ID_ID1571
1417401,R_ID_ID1573
1049026,R_ID_ID1573
483192,R_ID_ID1573
1353738,R_ID_ID1573
815321,R_ID_ID1574
1410397,R_ID_ID1574
1403390,R_ID_ID1574
962188,R_ID_ID1574
1424296,R_ID_ID1575
868462,R_ID_ID1575
896639,R_ID_ID1576
1040231,R_ID_ID1576
985921,R_ID_ID1577
576808,R_ID_ID1577
748835,R_ID_ID1578
374212,R_ID_ID1578
1088317,R_ID_ID1578
1261034,R_ID_ID1579
1472470,R_ID_ID1580
1411997,R_ID_ID1580
1034989,R_ID_ID1581
1340015,R_ID_ID1582
1296944,R_ID_ID1583
1356879,R_ID_ID1584
1410385,R_ID_ID1584
1402155,R_ID_ID1584
1302284,R_ID_ID1585
917443,R_ID_ID1585
1439203,R_ID_ID1587
170131,R_ID_ID1587
756952,R_ID_ID1587
1439070,R_ID_ID1588
517063,R_ID_ID1588
995335,R_ID_ID1588
694825,R_ID_ID1589
1416351,R_ID_ID1589
1421431,R_ID_ID1590
1426922,R_ID_ID1590
1188533,R_ID_ID1590
1263459,R_ID_ID1591
1066282,R_ID_ID1591
983227,R_ID_ID1591
1050712,R_ID_ID1591
695298,R_ID_ID1592
773640,R_ID_ID1592
620697,R_ID_ID1593
981293,R_ID_ID1593
528988,R_ID_ID1594
735614,R_ID_ID1596
1421713,R_ID_ID1597
427567,R_ID_ID1597
1359714,R_ID_ID1598
754707,R_ID_ID1598
816733,R_ID_ID1599
1455723,R_ID_ID1600
1438262,R_ID_ID1600
1003364,R_ID_ID1600
316539,R_ID_ID1601
1449219,R_ID_ID1602
585822,R_ID_ID1602
539598,R_ID_ID1602
647592,R_ID_ID1602
1324955,R_ID_ID1603
915352,R_ID_ID1603
629563,R_ID_ID1604
1461469,R_ID_ID1604
1435604,R_ID_ID1605
1069609,R_ID_ID1605
1111226,R_ID_ID1606
961079,R_ID_ID1606
1468184,R_ID_ID1607
833790,R_ID_ID1607
576234,R_ID_ID1607
668359,R_ID_ID1607
635614,R_ID_ID1608
1444867,R_ID_ID1609
1473581,R_ID_ID1610
1468726,R_ID_ID1610
727422,R_ID_ID1610
1351730,R_ID_ID1610
1033509,R_ID_ID1611
1078139,R_ID_ID1611
1474086,R_ID_ID1612
1343427,R_ID_ID1612
905386,R_ID_ID1614
1410385,R_ID_ID1615
351669,R_ID_ID1616
1402756,R_ID_ID1616
1404462,R_ID_ID1617
1079350,R_ID_ID1617
648535,R_ID_ID1617
1459669,R_ID_ID1618
1391808,R_ID_ID1618
1126527,R_ID_ID1618
1220408,R_ID_ID1618
1470214,R_ID_ID1619
566502,R_ID_ID1619
1042554,R_ID_ID1620
624314,R_ID_ID1620
915352,R_ID_ID1620
686747,R_ID_ID1621
1077146,R_ID_ID1621
1431138,R_ID_ID1621
801613,R_ID_ID1621
1344559,R_ID_ID1621
1473739,R_ID_ID1622
274390,R_ID_ID1622
1419659,R_ID_ID1623
611168,R_ID_ID1623
602102,R_ID_ID1623
576234,R_ID_ID1624
679742,R_ID_ID1624
1008692,R_ID_ID1626
839736,R_ID_ID1626
333521,R_ID_ID1627
572803,R_ID_ID1627
754560,R_ID_ID1627
441901,R_ID_ID1628
1459819,R_ID_ID1629
1323972,R_ID_ID1629
872172,R_ID_ID1629
1051851,R_ID_ID1629
1112669,R_ID_ID1630
996494,R_ID_ID1631
576234,R_ID_ID1631
1019767,R_ID_ID1632
715612,R_ID_ID1632
1473391,R_ID_ID1633
561710,R_ID_ID1634
1391686,R_ID_ID1634
1473683,R_ID_ID1635
857471,R_ID_ID1635
491214,R_ID_ID1636
838681,R_ID_ID1636
901614,R_ID_ID1636
1355848,R_ID_ID1636
1256457,R_ID_ID1637
1467930,R_ID_ID1638
925018,R_ID_ID1638
1437287,R_ID_ID1639
1143337,R_ID_ID1639
1004633,R_ID_ID1640
1473457,R_ID_ID1641
125729,R_ID_ID1641
964279,R_ID_ID1641
698896,R_ID_ID1642
1391808,R_ID_ID1642
1323256,R_ID_ID1643
1421431,R_ID_ID1644
1473489,R_ID_ID1644
493503,R_ID_ID1644
1437429,R_ID_ID1644
513180,R_ID_ID1644
1426922,R_ID_ID1644
1109014,R_ID_ID1644
1014208,R_ID_ID1644
754560,R_ID_ID1644
1362369,R_ID_ID1645
577868,R_ID_ID1645
718727,R_ID_ID1645
1165593,R_ID_ID1645
1474138,R_ID_ID1646
1421205,R_ID_ID1646
415917,R_ID_ID1646
1344554,R_ID_ID1646
701642,R_ID_ID1647
565511,R_ID_ID1647
1343427,R_ID_ID1648
702008,R_ID_ID1649
1447900,R_ID_ID1649
1358508,R_ID_ID1649
1004181,R_ID_ID1649
973422,R_ID_ID1650
654045,R_ID_ID1650
1470685,R_ID_ID1652
1096899,R_ID_ID1653
668359,R_ID_ID1653
1473306,R_ID_ID1654
894561,R_ID_ID1654
1447380,R_ID_ID1654
1427354,R_ID_ID1654
851510,R_ID_ID1654
791865,R_ID_ID1654
1346764,R_ID_ID1654
1427383,R_ID_ID1655
727668,R_ID_ID1656
566434,R_ID_ID1656
1054658,R_ID_ID1656
1464982,R_ID_ID1658
120679,R_ID_ID1658
667357,R_ID_ID1658
424239,R_ID_ID1658
1445211,R_ID_ID1659
717655,R_ID_ID1659
656899,R_ID_ID1660
1380049,R_ID_ID1660
1427594,R_ID_ID1662
1369352,R_ID_ID1662
1439203,R_ID_ID1664
1336443,R_ID_ID1664
1383936,R_ID_ID1666
634697,R_ID_ID1666
590770,R_ID_ID1666
633830,R_ID_ID1666
766557,R_ID_ID1667
837989,R_ID_ID1667
570938,R_ID_ID1667
550196,R_ID_ID1667
385803,R_ID_ID1667
356184,R_ID_ID1668
1059189,R_ID_ID1668
1170689,R_ID_ID1668
554039,R_ID_ID1669
1458041,R_ID_ID1670
892502,R_ID_ID1670
967663,R_ID_ID1670
1056349,R_ID_ID1670
612189,R_ID_ID1670
1431138,R_ID_ID1671
415917,R_ID_ID1671
1034346,R_ID_ID1672
1233058,R_ID_ID1672
1336858,R_ID_ID1673
1383438,R_ID_ID1673
835440,R_ID_ID1674
1121903,R_ID_ID1675
409969,R_ID_ID1676
1404034,R_ID_ID1676
1474119,R_ID_ID1677
1467057,R_ID_ID1677
642119,R_ID_ID1677
1125626,R_ID_ID1678
1463649,R_ID_ID1679
695298,R_ID_ID1679
1274506,R_ID_ID1680
1039555,R_ID_ID1680
1365619,R_ID_ID1680
752490,R_ID_ID1680
983227,R_ID_ID1681
1064171,R_ID_ID1682
716279,R_ID_ID1683
961414,R_ID_ID1683
1397342,R_ID_ID1684
524338,R_ID_ID1684
1040234,R_ID_ID1686
1017362,R_ID_ID1687
1351171,R_ID_ID1687
539597,R_ID_ID1688
793115,R_ID_ID1688
767555,R_ID_ID1688
1468519,R_ID_ID1690
1289185,R_ID_ID1690
986197,R_ID_ID1690
1003098,R_ID_ID1691
575941,R_ID_ID1693
908028,R_ID_ID1694
1448395,R_ID_ID1695
728735,R_ID_ID1695
1420260,R_ID_ID1696
1201493,R_ID_ID1696
274303,R_ID_ID1696
1468029,R_ID_ID1697
1433378,R_ID_ID1697
1409866,R_ID_ID1697
1420088,R_ID_ID1698
749907,R_ID_ID1698
239223,R_ID_ID1698
541844,R_ID_ID1700
801832,R_ID_ID1700
723038,R_ID_ID1701
1473442,R_ID_ID1702
155730,R_ID_ID1702
1455312,R_ID_ID1703
230144,R_ID_ID1703
857471,R_ID_ID1703
1469954,R_ID_ID1704
791865,R_ID_ID1704
336346,R_ID_ID1704
1427594,R_ID_ID1705
1433758,R_ID_ID1706
586542,R_ID_ID1706
1346743,R_ID_ID1707
1097510,R_ID_ID1707
1465814,R_ID_ID1708
620912,R_ID_ID1708
1188533,R_ID_ID1709
982738,R_ID_ID1709
1338515,R_ID_ID1709
697060,R_ID_ID1711
277140,R_ID_ID1712
1434674,R_ID_ID1714
750228,R_ID_ID1714
1446747,R_ID_ID1715
451594,R_ID_ID1715
566502,R_ID_ID1716
1118073,R_ID_ID1717
426177,R_ID_ID1718
1474072,R_ID_ID1719
1409788,R_ID_ID1719
565511,R_ID_ID1719
1286788,R_ID_ID1719
1259520,R_ID_ID1720
731144,R_ID_ID1720
629880,R_ID_ID1720
1356879,R_ID_ID1722
1407238,R_ID_ID1723
619501,R_ID_ID1723
732406,R_ID_ID1724
610679,R_ID_ID1724
374212,R_ID_ID1725
720362,R_ID_ID1725
1415329,R_ID_ID1725
791865,R_ID_ID1726
1109734,R_ID_ID1726
1472971,R_ID_ID1727
245164,R_ID_ID1727
566060,R_ID_ID1727
1073114,R_ID_ID1727
565771,R_ID_ID1727
923514,R_ID_ID1728
655927,R_ID_ID1728
1440846,R_ID_ID1729
401083,R_ID_ID1729
230144,R_ID_ID1730
1459819,R_ID_ID1731
1028230,R_ID_ID1731
1369352,R_ID_ID1731
189037,R_ID_ID1732
1088003,R_ID_ID1732
919691,R_ID_ID1732
647709,R_ID_ID1733
701246,R_ID_ID1733
1474089,R_ID_ID1734
1442910,R_ID_ID1734
624314,R_ID_ID1734
1437429,R_ID_ID1735
1088081,R_ID_ID1736
1381866,R_ID_ID1737
1363556,R_ID_ID1738
1021606,R_ID_ID1739
668359,R_ID_ID1739
1323972,R_ID_ID1741
1064369,R_ID_ID1741
1231067,R_ID_ID1742
698710,R_ID_ID1742
610357,R_ID_ID1744
641118,R_ID_ID1745
1468184,R_ID_ID1746
1324241,R_ID_ID1746
1392265,R_ID_ID1746
1045951,R_ID_ID1746
702053,R_ID_ID1746
739043,R_ID_ID1747
952930,R_ID_ID1747
1471087,R_ID_ID1748
1423871,R_ID_ID1748
1000331,R_ID_ID1748
1472352,R_ID_ID1749
1407260,R_ID_ID1749
277103,R_ID_ID1750
1346907,R_ID_ID1750
603004,R_ID_ID1751
1088003,R_ID_ID1752
1467930,R_ID_ID1753
277140,R_ID_ID1753
1288908,R_ID_ID1753
812668,R_ID_ID1753
1057362,R_ID_ID1754
1318847,R_ID_ID1754
870990,R_ID_ID1754
1474104,R_ID_ID1755
1437287,R_ID_ID1755
882176,R_ID_ID1755
1096437,R_ID_ID1755
872240,R_ID_ID1755
1036455,R_ID_ID1756
979889,R_ID_ID1757
533467,R_ID_ID1757
1441365,R_ID_ID1758
599835,R_ID_ID1758
984023,R_ID_ID1758
656238,R_ID_ID1758
1102808,R_ID_ID1759
322426,R_ID_ID1759
383151,R_ID_ID1759
375238,R_ID_ID1760
681749,R_ID_ID1760
782003,R_ID_ID1761
1473662,R_ID_ID1762
902884,R_ID_ID1762
973720,R_ID_ID1762
285581,R_ID_ID1762
1432127,R_ID_ID1763
868277,R_ID_ID1763
1472487,R_ID_ID1764
1467348,R_ID_ID1764
1341252,R_ID_ID1764
1360100,R_ID_ID1765
949836,R_ID_ID1766
529085,R_ID_ID1766
630030,R_ID_ID1766
715612,R_ID_ID1766
1465980,R_ID_ID1767
697060,R_ID_ID1769
580006,R_ID_ID1770
498752,R_ID_ID1770
1256062,R_ID_ID1771
1064369,R_ID_ID1771
606373,R_ID_ID1772
392866,R_ID_ID1772
530758,R_ID_ID1772
831772,R_ID_ID1772
1418003,R_ID_ID1773
685577,R_ID_ID1773
923920,R_ID_ID1773
1404540,R_ID_ID1773
1412780,R_ID_ID1773
1194455,R_ID_ID1774
590816,R_ID_ID1774
1470418,R_ID_ID1775
1403289,R_ID_ID1775
1296944,R_ID_ID1776
635674,R_ID_ID1776
801613,R_ID_ID1777
577868,R_ID_ID1777
1185346,R_ID_ID1777
1042394,R_ID_ID1779
1473391,R_ID_ID1781
1469811,R_ID_ID1781
1380763,R_ID_ID1782
1264647,R_ID_ID1782
998962,R_ID_ID1782
868462,R_ID_ID1782
939428,R_ID_ID1785
767256,R_ID_ID1785
767010,R_ID_ID1785
546105,R_ID_ID1785
539567,R_ID_ID1786
765619,R_ID_ID1786
1008788,R_ID_ID1787
1016361,R_ID_ID1788
1404795,R_ID_ID1788
1111434,R_ID_ID1788
774065,R_ID_ID1789
467520,R_ID_ID1790
372914,R_ID_ID1790
991380,R_ID_ID1790
1121903,R_ID_ID1791
1333872,R_ID_ID1791
793421,R_ID_ID1791
1102808,R_ID_ID1792
1472435,R_ID_ID1793
1424761,R_ID_ID1793
961414,R_ID_ID1794
580006,R_ID_ID1795
1202257,R_ID_ID1795
1016045,R_ID_ID1795
1450710,R_ID_ID1796
1034850,R_ID_ID1797
483192,R_ID_ID1797
1024382,R_ID_ID1797
1473963,R_ID_ID1798
1176971,R_ID_ID1798
633300,R_ID_ID1798
1419649,R_ID_ID1799
699523,R_ID_ID1799
613070,R_ID_ID1799
1406194,R_ID_ID1800
1243402,R_ID_ID1801
582005,R_ID_ID1801
631711,R_ID_ID1802
1450436,R_ID_ID1804
1431581,R_ID_ID1805
1406136,R_ID_ID1805
1463726,R_ID_ID1806
1021964,R_ID_ID1806
1111434,R_ID_ID1807
845787,R_ID_ID1808
694856,R_ID_ID1809
867114,R_ID_ID1809
123320,R_ID_ID1810
1225501,R_ID_ID1810
1345475,R_ID_ID1810
1280458,R_ID_ID1811
1462222,R_ID_ID1812
863875,R_ID_ID1812
963214,R_ID_ID1812
1109734,R_ID_ID1813
274390,R_ID_ID1813
1344559,R_ID_ID1814
1407238,R_ID_ID1815
1145975,R_ID_ID1815
989821,R_ID_ID1815
1464844,R_ID_ID1816
675539,R_ID_ID1816
1440679,R_ID_ID1816
1325771,R_ID_ID1817
1419649,R_ID_ID1817
690737,R_ID_ID1817
1473442,R_ID_ID1818
693932,R_ID_ID1818
750084,R_ID_ID1818
1208439,R_ID_ID1818
454051,R_ID_ID1818
429518,R_ID_ID1819
1069263,R_ID_ID1820
702151,R_ID_ID1821
1473799,R_ID_ID1822
1308448,R_ID_ID1822
274390,R_ID_ID1822
770946,R_ID_ID1823
513170,R_ID_ID1824
1421713,R_ID_ID1824
422435,R_ID_ID1824
565549,R_ID_ID1825
556724,R_ID_ID1825
706008,R_ID_ID1825
579999,R_ID_ID1826
1444867,R_ID_ID1827
1451669,R_ID_ID1827
1420088,R_ID_ID1827
1057085,R_ID_ID1827
661801,R_ID_ID1827
897429,R_ID_ID1828
584285,R_ID_ID1828
1256062,R_ID_ID1829
1431321,R_ID_ID1829
606373,R_ID_ID1829
1416937,R_ID_ID1829
1410598,R_ID_ID1830
927603,R_ID_ID1830
1143403,R_ID_ID1832
722174,R_ID_ID1832
1143337,R_ID_ID1832
544611,R_ID_ID1832
848355,R_ID_ID1833
817726,R_ID_ID1833
702008,R_ID_ID1834
645687,R_ID_ID1835
1008911,R_ID_ID1836
769011,R_ID_ID1836
839736,R_ID_ID1837
1473591,R_ID_ID1838
651142,R_ID_ID1838
1056957,R_ID_ID1838
1433619,R_ID_ID1838
1447380,R_ID_ID1839
935093,R_ID_ID1839
1112374,R_ID_ID1839
957696,R_ID_ID1839
1397289,R_ID_ID1842
158623,R_ID_ID1842
1468726,R_ID_ID1843
1197376,R_ID_ID1843
949655,R_ID_ID1844
647709,R_ID_ID1845
1401462,R_ID_ID1846
498752,R_ID_ID1846
902503,R_ID_ID1846
690999,R_ID_ID1847
899401,R_ID_ID1848
755996,R_ID_ID1848
1414732,R_ID_ID1849
1228833,R_ID_ID1849
599546,R_ID_ID1850
420579,R_ID_ID1851
836637,R_ID_ID1851
1405788,R_ID_ID1852
626045,R_ID_ID1852
1236214,R_ID_ID1853
1463705,R_ID_ID1854
561125,R_ID_ID1854
541844,R_ID_ID1855
642595,R_ID_ID1855
411935,R_ID_ID1856
1055323,R_ID_ID1856
401083,R_ID_ID1856
1419386,R_ID_ID1858
1236214,R_ID_ID1858
576133,R_ID_ID1858
1179593,R_ID_ID1859
1197364,R_ID_ID1859
1208439,R_ID_ID1860
1343402,R_ID_ID1860
