"CID","AID"
"CID3851","AID966"
"CID6397","AID966"
"CID6291","AID3201"
"CID407","AID268"
"CID1617","AID2320"
"CID3255","AID2320"
"CID6295","AID2320"
"CID1617","AID3781"
"CID3255","AID3781"
"CID6295","AID3781"
"CID2643","AID625"
"CID8947","AID625"
"CID6367","AID3244"
"CID435","AID960"
"CID1575","AID960"
"CID3567","AID960"
"CID5667","AID960"
"CID7695","AID960"
"CID1517","AID2481"
"CID1517","AID3664"
"CID1835","AID1894"
"CID6495","AID1894"
"CID7915","AID1894"
"CID8591","AID1894"
"CID1835","AID2085"
"CID6495","AID2085"
"CID7915","AID2085"
"CID8591","AID2085"
"CID1835","AID3442"
"CID6495","AID3442"
"CID7915","AID3442"
"CID8591","AID3442"
"CID1835","AID408"
"CID6495","AID408"
"CID7915","AID408"
"CID8591","AID408"
"CID2347","AID2831"
"CID973","AID1258"
"CID6711","AID1258"
"CID973","AID2126"
"CID6711","AID2126"
"CID1785","AID2329"
"CID2823","AID2329"
"CID1785","AID924"
"CID2823","AID924"
"CID3745","AID298"
"CID4575","AID298"
"CID1025","AID2445"
"CID5481","AID357"
"CID5727","AID357"
"CID5481","AID5"
"CID5727","AID5"
"CID413","AID2926"
"CID7023","AID2926"
"CID413","AID3712"
"CID7023","AID3712"
"CID357","AID1619"
"CID357","AID3637"
"CID5103","AID1832"
"CID6645","AID1832"
"CID8233","AID1832"
"CID8881","AID1832"
"CID5103","AID2756"
"CID6645","AID2756"
"CID8233","AID2756"
"CID8881","AID2756"
"CID235","AID1354"
"CID235","AID2237"
"CID1431","AID3843"
"CID1601","AID3843"
"CID2217","AID3843"
"CID1431","AID711"
"CID1601","AID711"
"CID2217","AID711"
"CID1621","AID2664"
"CID2853","AID2664"
"CID5355","AID2664"
"CID6205","AID2664"
"CID7977","AID2664"
"CID1621","AID2880"
"CID2853","AID2880"
"CID5355","AID2880"
"CID6205","AID2880"
"CID7977","AID2880"
"CID1621","AID966"
"CID2853","AID966"
"CID5355","AID966"
"CID6205","AID966"
"CID7977","AID966"
"CID531","AID3369"
"CID4265","AID3369"
"CID6815","AID3369"
"CID7091","AID3369"
"CID7805","AID3369"
"CID8311","AID3369"
"CID2163","AID24"
"CID2373","AID24"
"CID4091","AID24"
"CID2163","AID2657"
"CID2373","AID2657"
"CID4091","AID2657"
"CID7141","AID3404"
"CID7141","AID3506"
"CID5837","AID3276"
"CID497","AID228"
"CID497","AID2943"
"CID917","AID155"
"CID6141","AID155"
"CID3811","AID2637"
"CID2683","AID3906"
"CID3093","AID3906"
"CID8915","AID3699"
"CID1497","AID142"
"CID6321","AID142"
"CID1497","AID2010"
"CID6321","AID2010"
"CID5977","AID1358"
"CID7825","AID1358"
"CID5977","AID825"
"CID7825","AID825"
"CID1837","AID2715"
"CID3967","AID2715"
"CID6515","AID2715"
"CID5385","AID3367"
"CID8493","AID3367"
"CID1571","AID1415"
"CID5407","AID1415"
"CID1571","AID246"
"CID5407","AID246"
"CID4623","AID3066"
"CID303","AID2173"
"CID3315","AID2173"
"CID5627","AID2173"
"CID6645","AID2173"
"CID7321","AID2173"
"CID303","AID797"
"CID3315","AID797"
"CID5627","AID797"
"CID6645","AID797"
"CID7321","AID797"
"CID1685","AID1314"
"CID1685","AID664"
"CID2491","AID1118"
"CID7007","AID1118"
"CID2491","AID1137"
"CID7007","AID1137"
"CID2491","AID3263"
"CID7007","AID3263"
"CID2491","AID89"
"CID7007","AID89"
"CID1707","AID3052"
"CID6767","AID3052"
"CID1707","AID3887"
"CID6767","AID3887"
"CID1777","AID2248"
"CID2023","AID2248"
"CID6971","AID2248"
"CID1777","AID3256"
"CID2023","AID3256"
"CID6971","AID3256"
"CID1777","AID3850"
"CID2023","AID3850"
"CID6971","AID3850"
"CID1777","AID51"
"CID2023","AID51"
"CID6971","AID51"
"CID7667","AID1995"
"CID7667","AID647"
"CID3025","AID235"
"CID8101","AID235"
"CID3025","AID2578"
"CID8101","AID2578"
"CID5385","AID1967"
"CID5385","AID2018"
"CID5385","AID3267"
"CID5385","AID803"
"CID1197","AID2319"
"CID5033","AID2319"
"CID6747","AID2319"
"CID7693","AID1041"
"CID7693","AID1795"
"CID7693","AID3204"
"CID7693","AID3763"
"CID2155","AID2338"
"CID2403","AID2338"
"CID4381","AID2338"
"CID5615","AID2338"
"CID2155","AID3555"
"CID2403","AID3555"
"CID4381","AID3555"
"CID5615","AID3555"
"CID5553","AID2915"
"CID8777","AID1125"
"CID8777","AID3691"
"CID1955","AID2442"
"CID3803","AID2442"
"CID5245","AID2442"
"CID1565","AID3131"
"CID2587","AID3131"
"CID2997","AID3131"
"CID5961","AID3131"
"CID2701","AID3151"
"CID1435","AID2124"
"CID3717","AID1494"
"CID4397","AID1494"
"CID7561","AID1494"
"CID3717","AID866"
"CID4397","AID866"
"CID7561","AID866"
"CID1881","AID1262"
"CID5665","AID1262"
"CID2453","AID3797"
"CID3333","AID3797"
"CID3033","AID1634"
"CID8163","AID1288"
"CID8163","AID3943"
"CID363","AID2091"
"CID945","AID2091"
"CID2637","AID2450"
"CID2637","AID2558"
"CID4521","AID973"
"CID2901","AID1129"
"CID2901","AID233"
"CID4687","AID2043"
"CID4687","AID3084"
"CID7735","AID3200"
"CID8115","AID3200"
"CID8907","AID3200"
"CID2101","AID3699"
"CID8533","AID2255"
"CID2561","AID3391"
"CID6705","AID3391"
"CID8527","AID3391"
"CID2157","AID2023"
"CID2661","AID2023"
"CID2157","AID2534"
"CID2661","AID2534"
"CID5991","AID2460"
"CID2567","AID1291"
"CID4401","AID1291"
"CID7951","AID1291"
"CID7587","AID2008"
"CID8333","AID2008"
"CID501","AID3650"
"CID501","AID924"
"CID1491","AID2832"
"CID5403","AID2832"
"CID5411","AID2832"
"CID7415","AID2832"
"CID1","AID1252"
"CID65","AID1252"
"CID4617","AID1252"
"CID7801","AID1252"
"CID1","AID1743"
"CID65","AID1743"
"CID4617","AID1743"
"CID7801","AID1743"
"CID1","AID3503"
"CID65","AID3503"
"CID4617","AID3503"
"CID7801","AID3503"
"CID1593","AID2257"
"CID3685","AID2257"
"CID4517","AID2257"
"CID541","AID1087"
"CID541","AID409"
"CID1197","AID2283"
"CID1197","AID709"
"CID7881","AID2268"
"CID3115","AID3911"
"CID4921","AID3911"
"CID7715","AID3911"
"CID8355","AID3911"
"CID6947","AID2833"
"CID6947","AID453"
"CID2255","AID1944"
"CID2255","AID2492"
"CID2255","AID3020"
"CID2255","AID3172"
"CID3965","AID1271"
"CID7265","AID1271"
"CID7607","AID1271"
"CID8641","AID1271"
"CID3965","AID3842"
"CID7265","AID3842"
"CID7607","AID3842"
"CID8641","AID3842"
"CID2517","AID1187"
"CID3105","AID1544"
"CID3105","AID2055"
"CID277","AID1939"
"CID6401","AID1939"
"CID7993","AID1939"
"CID277","AID2136"
"CID6401","AID2136"
"CID7993","AID2136"
"CID277","AID2857"
"CID6401","AID2857"
"CID7993","AID2857"
"CID277","AID3176"
"CID6401","AID3176"
"CID7993","AID3176"
"CID6217","AID1122"
"CID6911","AID1122"
"CID747","AID316"
"CID747","AID905"
"CID2791","AID1221"
"CID5815","AID1221"
"CID8407","AID1221"
"CID2791","AID1275"
"CID5815","AID1275"
"CID8407","AID1275"
"CID8973","AID1882"
"CID693","AID2495"
"CID1187","AID2495"
"CID2355","AID2495"
"CID693","AID3417"
"CID1187","AID3417"
"CID2355","AID3417"
"CID2597","AID839"
"CID4151","AID839"
"CID3735","AID2001"
"CID3281","AID1655"
"CID5711","AID1655"
"CID5207","AID1058"
"CID5207","AID297"
"CID5207","AID3672"
"CID5207","AID3855"
"CID1873","AID2531"
"CID2667","AID2531"
"CID8721","AID2531"
"CID1873","AID3609"
"CID2667","AID3609"
"CID8721","AID3609"
"CID1325","AID2141"
"CID8113","AID2141"
"CID1325","AID2343"
"CID8113","AID2343"
"CID5267","AID1043"
"CID5267","AID3230"
"CID737","AID1443"
"CID1417","AID1443"
"CID737","AID2365"
"CID1417","AID2365"
"CID7507","AID3157"
"CID7507","AID3267"
"CID253","AID2836"
"CID643","AID2836"
"CID253","AID539"
"CID643","AID539"
"CID4965","AID1446"
"CID4975","AID1446"
"CID5043","AID1446"
"CID5555","AID1446"
"CID5653","AID1446"
"CID7053","AID1446"
"CID4965","AID3311"
"CID4975","AID3311"
"CID5043","AID3311"
"CID5555","AID3311"
"CID5653","AID3311"
"CID7053","AID3311"
"CID6745","AID161"
"CID7191","AID161"
"CID7917","AID161"
"CID7921","AID161"
"CID3883","AID251"
"CID4221","AID251"
"CID6605","AID2753"
"CID8331","AID2753"
"CID5257","AID3925"
"CID7783","AID3925"
"CID8005","AID3925"
"CID1093","AID1807"
"CID1763","AID1807"
"CID7357","AID1807"
"CID1093","AID3882"
"CID1763","AID3882"
"CID7357","AID3882"
"CID6211","AID530"
"CID7203","AID530"
"CID4077","AID3780"
"CID4077","AID841"
"CID61","AID323"
"CID61","AID515"
"CID61","AID778"
"CID247","AID811"
"CID2155","AID811"
"CID4853","AID811"
"CID3061","AID3103"
"CID3903","AID3103"
"CID4085","AID3810"
"CID4755","AID3810"
"CID2657","AID1543"
"CID2657","AID3891"
"CID2053","AID1359"
"CID6457","AID1359"
"CID8243","AID1359"
"CID2053","AID2739"
"CID6457","AID2739"
"CID8243","AID2739"
"CID2053","AID30"
"CID6457","AID30"
"CID8243","AID30"
"CID2053","AID3659"
"CID6457","AID3659"
"CID8243","AID3659"
"CID2867","AID771"
"CID3121","AID3751"
"CID5873","AID3751"
"CID2355","AID2301"
"CID6661","AID2301"
"CID5915","AID2718"
"CID5915","AID3146"
"CID1361","AID2113"
"CID1361","AID3744"
"CID1361","AID428"
"CID2111","AID846"
"CID3315","AID846"
"CID8557","AID846"
"CID2005","AID1152"
"CID8391","AID1152"
"CID3711","AID2991"
"CID4263","AID2991"
"CID5971","AID2991"
"CID3731","AID2952"
"CID5651","AID2952"
"CID3731","AID3387"
"CID5651","AID3387"
"CID4051","AID103"
"CID5197","AID103"
"CID4051","AID2335"
"CID5197","AID2335"
"CID1893","AID3097"
"CID1893","AID3261"
"CID5777","AID173"
"CID1153","AID555"
"CID1953","AID555"
"CID8655","AID555"
"CID3253","AID2221"
"CID4871","AID2221"
"CID8307","AID2221"
"CID8615","AID2221"
"CID3253","AID449"
"CID4871","AID449"
"CID8307","AID449"
"CID8615","AID449"
"CID2465","AID1327"
"CID5205","AID1327"
"CID2085","AID218"
"CID2181","AID218"
"CID5131","AID218"
"CID7573","AID218"
"CID2085","AID275"
"CID2181","AID275"
"CID5131","AID275"
"CID7573","AID275"
"CID2085","AID300"
"CID2181","AID300"
"CID5131","AID300"
"CID7573","AID300"
"CID2085","AID3352"
"CID2181","AID3352"
"CID5131","AID3352"
"CID7573","AID3352"
"CID3161","AID296"
"CID6497","AID296"
"CID17","AID2556"
"CID7425","AID2556"
"CID17","AID2899"
"CID7425","AID2899"
"CID17","AID3375"
"CID7425","AID3375"
"CID2975","AID3732"
"CID8145","AID3732"
"CID3273","AID1967"
"CID5191","AID1967"
"CID3273","AID1970"
"CID5191","AID1970"
"CID433","AID3284"
"CID2127","AID3284"
"CID2447","AID3284"
"CID433","AID3683"
"CID2127","AID3683"
"CID2447","AID3683"
"CID4241","AID1379"
"CID4241","AID1486"
"CID8141","AID1637"
"CID7677","AID1092"
"CID7677","AID2101"
"CID331","AID2394"
"CID3755","AID2394"
"CID7833","AID2394"
"CID8193","AID2394"
"CID331","AID3505"
"CID3755","AID3505"
"CID7833","AID3505"
"CID8193","AID3505"
"CID331","AID72"
"CID3755","AID72"
"CID7833","AID72"
"CID8193","AID72"
"CID5063","AID818"
"CID5653","AID818"
"CID5827","AID818"
"CID3051","AID369"
"CID5993","AID369"
"CID7311","AID2708"
"CID7311","AID869"
"CID4545","AID196"
"CID4851","AID196"
"CID7797","AID196"
"CID4545","AID2354"
"CID4851","AID2354"
"CID7797","AID2354"
"CID4545","AID3403"
"CID4851","AID3403"
"CID7797","AID3403"
"CID4545","AID3887"
"CID4851","AID3887"
"CID7797","AID3887"
"CID793","AID388"
"CID5763","AID3303"
"CID6105","AID3303"
"CID5763","AID458"
"CID6105","AID458"
"CID5267","AID1239"
"CID6841","AID1028"
"CID7695","AID1028"
"CID6841","AID655"
"CID7695","AID655"
"CID2243","AID2465"
"CID7711","AID2465"
"CID7781","AID2465"
"CID8953","AID2465"
"CID1577","AID420"
"CID1941","AID420"
"CID2203","AID420"
"CID4295","AID1435"
"CID5003","AID1435"
"CID6921","AID1435"
"CID7117","AID1435"
"CID4295","AID1685"
"CID5003","AID1685"
"CID6921","AID1685"
"CID7117","AID1685"
"CID4295","AID2970"
"CID5003","AID2970"
"CID6921","AID2970"
"CID7117","AID2970"
"CID517","AID3698"
"CID6753","AID3698"
"CID517","AID3731"
"CID6753","AID3731"
"CID997","AID2280"
"CID8367","AID2280"
"CID997","AID578"
"CID8367","AID578"
"CID1955","AID2063"
"CID5191","AID2063"
"CID8755","AID2063"
"CID1955","AID3436"
"CID5191","AID3436"
"CID8755","AID3436"
"CID1955","AID524"
"CID5191","AID524"
"CID8755","AID524"
"CID1955","AID93"
"CID5191","AID93"
"CID8755","AID93"
"CID2981","AID2724"
"CID1803","AID1614"
"CID6467","AID1614"
"CID6645","AID1614"
"CID8777","AID1614"
"CID2123","AID3073"
"CID2123","AID520"
"CID1161","AID447"
"CID6723","AID447"
"CID1161","AID790"
"CID6723","AID790"
"CID5805","AID3289"
"CID7865","AID3289"
"CID8695","AID3289"
"CID5805","AID3877"
"CID7865","AID3877"
"CID8695","AID3877"
"CID1501","AID1802"
"CID7831","AID1802"
"CID1501","AID2211"
"CID7831","AID2211"
"CID1501","AID3369"
"CID7831","AID3369"
"CID1501","AID728"
"CID7831","AID728"
"CID5933","AID1111"
"CID5933","AID3100"
"CID3813","AID1349"
"CID3813","AID2877"
"CID3813","AID3861"
"CID913","AID1125"
"CID2407","AID1125"
"CID913","AID3635"
"CID2407","AID3635"
"CID747","AID3409"
"CID1735","AID3409"
"CID4197","AID3409"
"CID747","AID3506"
"CID1735","AID3506"
"CID4197","AID3506"
"CID253","AID3500"
"CID2735","AID3500"
"CID973","AID3047"
"CID4967","AID3047"
"CID5571","AID3047"
"CID973","AID3914"
"CID4967","AID3914"
"CID5571","AID3914"
"CID4737","AID2641"
"CID4737","AID3661"
"CID6985","AID2882"
"CID6985","AID715"
"CID3093","AID3402"
"CID3093","AID617"
"CID4345","AID3108"
"CID7131","AID3108"
"CID7477","AID3108"
"CID4345","AID3501"
"CID7131","AID3501"
"CID7477","AID3501"
"CID4345","AID3518"
"CID7131","AID3518"
"CID7477","AID3518"
"CID3983","AID187"
"CID4407","AID187"
"CID5903","AID187"
"CID3983","AID2916"
"CID4407","AID2916"
"CID5903","AID2916"
"CID3611","AID1147"
"CID4157","AID1147"
"CID3611","AID3007"
"CID4157","AID3007"
"CID3611","AID3813"
"CID4157","AID3813"
"CID3611","AID925"
"CID4157","AID925"
"CID1733","AID1890"
"CID3487","AID1890"
"CID1733","AID2290"
"CID3487","AID2290"
"CID1733","AID3649"
"CID3487","AID3649"
"CID1733","AID595"
"CID3487","AID595"
"CID283","AID3710"
"CID4955","AID3710"
"CID6223","AID3710"
"CID6855","AID3710"
"CID245","AID2803"
"CID911","AID2803"
"CID4565","AID2803"
"CID4655","AID2803"
"CID7701","AID2803"
"CID245","AID3855"
"CID911","AID3855"
"CID4565","AID3855"
"CID4655","AID3855"
"CID7701","AID3855"
"CID605","AID1873"
"CID6505","AID1873"
"CID605","AID3655"
"CID6505","AID3655"
"CID1561","AID3113"
"CID2245","AID3113"
"CID3227","AID3113"
"CID3261","AID3113"
"CID8173","AID3113"
"CID8897","AID3113"
"CID1561","AID3448"
"CID2245","AID3448"
"CID3227","AID3448"
"CID3261","AID3448"
"CID8173","AID3448"
"CID8897","AID3448"
"CID7171","AID601"
"CID2871","AID154"
"CID7175","AID154"
"CID23","AID1535"
"CID1501","AID1535"
"CID4373","AID1535"
"CID1977","AID2891"
"CID923","AID2246"
"CID4205","AID2246"
"CID4941","AID2246"
"CID8741","AID2246"
"CID923","AID2868"
"CID4205","AID2868"
"CID4941","AID2868"
"CID8741","AID2868"
"CID2843","AID584"
"CID3731","AID584"
"CID4511","AID584"
"CID1021","AID1823"
"CID1021","AID3999"
"CID7551","AID2356"
"CID8295","AID2356"
"CID8877","AID1675"
"CID8877","AID745"
"CID343","AID1743"
"CID343","AID2218"
"CID343","AID3172"
"CID343","AID3402"
"CID1135","AID2439"
"CID6333","AID2439"
"CID1135","AID257"
"CID6333","AID257"
"CID1135","AID614"
"CID6333","AID614"
"CID4583","AID475"
"CID4905","AID475"
"CID4583","AID743"
"CID4905","AID743"
"CID2475","AID3358"
"CID2475","AID443"
"CID4123","AID2205"
"CID8605","AID2205"
"CID4123","AID3607"
"CID8605","AID3607"
"CID2541","AID2463"
"CID5335","AID2463"
"CID2005","AID1121"
"CID8823","AID1433"
"CID8823","AID993"
"CID5435","AID1481"
"CID5913","AID1481"
"CID8991","AID1481"
"CID5435","AID3045"
"CID5913","AID3045"
"CID8991","AID3045"
"CID2563","AID1699"
"CID3511","AID1699"
"CID4331","AID1699"
"CID6937","AID1699"
"CID2563","AID1919"
"CID3511","AID1919"
"CID4331","AID1919"
"CID6937","AID1919"
"CID2563","AID2066"
"CID3511","AID2066"
"CID4331","AID2066"
"CID6937","AID2066"
"CID2563","AID3281"
"CID3511","AID3281"
"CID4331","AID3281"
"CID6937","AID3281"
"CID3151","AID1716"
"CID6925","AID1577"
"CID6925","AID2861"
"CID43","AID3647"
"CID897","AID3647"
"CID1633","AID3647"
"CID3515","AID3647"
"CID4635","AID3647"
"CID43","AID3798"
"CID897","AID3798"
"CID1633","AID3798"
"CID3515","AID3798"
"CID4635","AID3798"
"CID577","AID3894"
"CID1051","AID3894"
"CID7465","AID3894"
"CID8195","AID1785"
"CID5013","AID158"
"CID7483","AID158"
"CID5013","AID1852"
"CID7483","AID1852"
"CID5013","AID2695"
"CID7483","AID2695"
"CID4407","AID766"
"CID1421","AID2682"
"CID4187","AID2682"
"CID1421","AID3176"
"CID4187","AID3176"
"CID1421","AID3979"
"CID4187","AID3979"
"CID6543","AID1414"
"CID6543","AID3562"
"CID1715","AID2741"
"CID3145","AID2391"
"CID4377","AID1589"
"CID5845","AID1589"
"CID4377","AID2353"
"CID5845","AID2353"
"CID3865","AID1132"
"CID3865","AID1644"
"CID1981","AID3419"
"CID3777","AID3419"
"CID5265","AID3419"
"CID7595","AID3419"
"CID7915","AID3419"
"CID1981","AID3852"
"CID3777","AID3852"
"CID5265","AID3852"
"CID7595","AID3852"
"CID7915","AID3852"
"CID3447","AID239"
"CID4973","AID239"
"CID2877","AID1587"
"CID4217","AID1587"
"CID4837","AID1587"
"CID6355","AID1587"
"CID4135","AID2409"
"CID487","AID1927"
"CID3571","AID1927"
"CID487","AID194"
"CID3571","AID194"
"CID487","AID1980"
"CID3571","AID1980"
"CID487","AID2641"
"CID3571","AID2641"
"CID1851","AID1328"
"CID6887","AID1328"
"CID5863","AID325"
"CID8635","AID325"
"CID3407","AID1071"
"CID3407","AID2372"
"CID3407","AID2706"
"CID3407","AID85"
"CID815","AID1500"
"CID2215","AID1500"
"CID7383","AID1500"
"CID815","AID3197"
"CID2215","AID3197"
"CID7383","AID3197"
"CID5853","AID2002"
"CID5887","AID2002"
"CID981","AID1334"
"CID2921","AID1334"
"CID8451","AID1334"
"CID8007","AID1725"
"CID437","AID1505"
"CID1535","AID1505"
"CID8873","AID3812"
"CID431","AID1912"
"CID4693","AID1912"
"CID7995","AID1912"
"CID431","AID2280"
"CID4693","AID2280"
"CID7995","AID2280"
"CID431","AID2352"
"CID4693","AID2352"
"CID7995","AID2352"
"CID431","AID3267"
"CID4693","AID3267"
"CID7995","AID3267"
"CID1961","AID649"
"CID6341","AID649"
"CID6513","AID649"
"CID2531","AID1762"
"CID5461","AID1762"
"CID2531","AID1904"
"CID5461","AID1904"
"CID2531","AID2229"
"CID5461","AID2229"
"CID2531","AID255"
"CID5461","AID255"
"CID1345","AID2345"
"CID2327","AID2345"
"CID6423","AID2345"
"CID1345","AID649"
"CID2327","AID649"
"CID6423","AID649"
"CID1687","AID3455"
"CID3607","AID1926"
"CID3607","AID97"
"CID415","AID2210"
"CID4911","AID1549"
"CID4911","AID800"
"CID3423","AID1074"
"CID7603","AID1074"
"CID3423","AID1515"
"CID7603","AID1515"
"CID3423","AID3605"
"CID7603","AID3605"
"CID3423","AID3932"
"CID7603","AID3932"
"CID6193","AID189"
"CID6193","AID275"
"CID6357","AID3496"
"CID7337","AID1074"
"CID1737","AID1360"
"CID1945","AID1360"
"CID6715","AID1360"
"CID1737","AID3125"
"CID1945","AID3125"
"CID6715","AID3125"
"CID8667","AID2647"
"CID2411","AID3634"
"CID647","AID3891"
"CID5917","AID3891"
"CID6933","AID225"
"CID8095","AID225"
"CID6933","AID84"
"CID8095","AID84"
"CID3241","AID3344"
"CID1075","AID1708"
"CID2615","AID1708"
"CID6571","AID1708"
"CID1075","AID3026"
"CID2615","AID3026"
"CID6571","AID3026"
"CID5023","AID3256"
"CID5023","AID3486"
"CID5023","AID3982"
"CID5023","AID412"
"CID5761","AID2180"
"CID5761","AID3599"
"CID2771","AID3695"
"CID4025","AID3695"
"CID8367","AID3695"
"CID2771","AID425"
"CID4025","AID425"
"CID8367","AID425"
"CID1543","AID3862"
"CID3095","AID3862"
"CID6583","AID3862"
"CID2357","AID1564"
"CID4143","AID1564"
"CID6685","AID1564"
"CID2357","AID3912"
"CID4143","AID3912"
"CID6685","AID3912"
"CID1417","AID1940"
"CID7241","AID1940"
"CID7323","AID1940"
"CID1417","AID242"
"CID7241","AID242"
"CID7323","AID242"
"CID867","AID2363"
"CID867","AID2531"
"CID2823","AID1493"
"CID4283","AID1493"
"CID2823","AID2683"
"CID4283","AID2683"
"CID2823","AID2987"
"CID4283","AID2987"
"CID317","AID3846"
"CID1493","AID3846"
"CID6677","AID3846"
"CID317","AID864"
"CID1493","AID864"
"CID6677","AID864"
"CID1225","AID2536"
"CID4005","AID2536"
"CID1225","AID644"
"CID4005","AID644"
"CID1225","AID938"
"CID4005","AID938"
"CID7997","AID3959"
"CID2171","AID1275"
"CID7847","AID1275"
"CID2171","AID1304"
"CID7847","AID1304"
"CID2967","AID2644"
"CID2967","AID2784"
"CID1725","AID2621"
"CID5801","AID2621"
"CID1725","AID2776"
"CID5801","AID2776"
"CID1725","AID2864"
"CID5801","AID2864"
"CID1725","AID890"
"CID5801","AID890"
"CID8943","AID1217"
"CID8943","AID1591"
"CID6443","AID306"
"CID4071","AID1052"
"CID5373","AID1052"
"CID7351","AID1052"
"CID4071","AID3955"
"CID5373","AID3955"
"CID7351","AID3955"
"CID3787","AID2440"
"CID6371","AID2440"
"CID3787","AID46"
"CID6371","AID46"
"CID4297","AID3818"
"CID4297","AID50"
"CID7005","AID2748"
"CID7343","AID2748"
"CID8077","AID2748"
"CID533","AID2823"
"CID4003","AID2823"
"CID7855","AID2823"
"CID533","AID3889"
"CID4003","AID3889"
"CID7855","AID3889"
"CID3917","AID3695"
"CID8843","AID53"
"CID4727","AID2816"
"CID4861","AID2816"
"CID6051","AID2816"
"CID853","AID83"
"CID2853","AID83"
"CID231","AID253"
"CID4355","AID253"
"CID4497","AID253"
"CID5403","AID253"
"CID5871","AID253"
"CID231","AID821"
"CID4355","AID821"
"CID4497","AID821"
"CID5403","AID821"
"CID5871","AID821"
"CID5881","AID1125"
"CID8881","AID1125"
"CID5881","AID2044"
"CID8881","AID2044"
"CID5881","AID2797"
"CID8881","AID2797"
"CID7011","AID2984"
"CID417","AID2536"
"CID417","AID3565"
"CID417","AID806"
"CID5335","AID1600"
"CID5335","AID2651"
"CID2287","AID3183"
"CID2613","AID3787"
"CID7953","AID3295"
"CID1583","AID355"
"CID767","AID1126"
"CID2031","AID1126"
"CID767","AID865"
"CID2031","AID865"
"CID2087","AID1693"
"CID2611","AID1693"
"CID7373","AID1693"
"CID7955","AID1693"
"CID2087","AID2580"
"CID2611","AID2580"
"CID7373","AID2580"
"CID7955","AID2580"
"CID3511","AID297"
"CID3957","AID297"
"CID3511","AID539"
"CID3957","AID539"
"CID6157","AID1812"
"CID6157","AID1975"
"CID6157","AID2497"
"CID6157","AID3927"
"CID1125","AID1022"
"CID5667","AID1022"
"CID1125","AID3572"
"CID5667","AID3572"
"CID1727","AID313"
"CID7221","AID313"
"CID4295","AID1681"
"CID8201","AID1681"
"CID4295","AID468"
"CID8201","AID468"
"CID7953","AID3000"
"CID4695","AID1647"
"CID6305","AID1647"
"CID6643","AID1647"
"CID8097","AID1647"
"CID4695","AID3603"
"CID6305","AID3603"
"CID6643","AID3603"
"CID8097","AID3603"
"CID4695","AID3724"
"CID6305","AID3724"
"CID6643","AID3724"
"CID8097","AID3724"
"CID3431","AID497"
"CID4517","AID497"
"CID7465","AID497"
"CID2867","AID1339"
"CID2867","AID755"
"CID3943","AID1255"
"CID5413","AID1255"
"CID561","AID1717"
"CID4823","AID1717"
"CID7451","AID1717"
"CID561","AID2406"
"CID4823","AID2406"
"CID7451","AID2406"
"CID561","AID2743"
"CID4823","AID2743"
"CID7451","AID2743"
"CID561","AID3854"
"CID4823","AID3854"
"CID7451","AID3854"
"CID7621","AID873"
"CID8927","AID873"
"CID1867","AID1268"
"CID2497","AID1693"
"CID4095","AID1693"
"CID2497","AID3233"
"CID4095","AID3233"
"CID8095","AID3425"
"CID8095","AID541"
"CID1243","AID3663"
"CID1471","AID3663"
"CID1843","AID3663"
"CID3373","AID3663"
"CID8941","AID3663"
"CID1243","AID984"
"CID1471","AID984"
"CID1843","AID984"
"CID3373","AID984"
"CID8941","AID984"
"CID7201","AID90"
"CID1323","AID2309"
"CID4043","AID2309"
"CID6751","AID2309"
"CID1323","AID3354"
"CID4043","AID3354"
"CID6751","AID3354"
"CID4713","AID1078"
"CID5383","AID2708"
"CID5473","AID2708"
"CID1235","AID1467"
"CID6747","AID1467"
"CID8483","AID1467"
"CID1235","AID842"
"CID6747","AID842"
"CID8483","AID842"
"CID8081","AID2383"
"CID8081","AID3147"
"CID471","AID2685"
"CID6815","AID2685"
"CID6787","AID2622"
"CID8817","AID1318"
"CID8817","AID3996"
"CID3191","AID1126"
"CID6933","AID1126"
"CID3191","AID2695"
"CID6933","AID2695"
"CID3191","AID3293"
"CID6933","AID3293"
"CID3191","AID546"
"CID6933","AID546"
"CID1067","AID139"
"CID1413","AID139"
"CID2807","AID139"
"CID5403","AID139"
"CID1067","AID2037"
"CID1413","AID2037"
"CID2807","AID2037"
"CID5403","AID2037"
"CID1067","AID2401"
"CID1413","AID2401"
"CID2807","AID2401"
"CID5403","AID2401"
"CID8205","AID798"
"CID8645","AID798"
"CID2425","AID1292"
"CID3967","AID1292"
"CID341","AID2917"
"CID7901","AID2624"
"CID8327","AID2624"
"CID7901","AID65"
"CID8327","AID65"
"CID4005","AID709"
"CID1525","AID1266"
"CID3947","AID1266"
"CID6825","AID1266"
"CID8767","AID1266"
"CID1525","AID1820"
"CID3947","AID1820"
"CID6825","AID1820"
"CID8767","AID1820"
"CID1525","AID2247"
"CID3947","AID2247"
"CID6825","AID2247"
"CID8767","AID2247"
"CID4971","AID3459"
"CID7511","AID3459"
"CID3963","AID760"
"CID5175","AID760"
"CID4557","AID3507"
"CID1155","AID2734"
"CID1473","AID2734"
"CID2545","AID2734"
"CID5083","AID2734"
"CID7721","AID2734"
"CID1155","AID3884"
"CID1473","AID3884"
"CID2545","AID3884"
"CID5083","AID3884"
"CID7721","AID3884"
"CID1155","AID411"
"CID1473","AID411"
"CID2545","AID411"
"CID5083","AID411"
"CID7721","AID411"
"CID4277","AID244"
"CID4277","AID2699"
