"BID","CID"
"BID2229","CID4521"
"BID2810","CID4523"
"BID1034","CID4533"
"BID1491","CID4541"
"BID826","CID4543"
"BID1102","CID4553"
"BID2906","CID4563"
"BID1537","CID4571"
"BID1694","CID4581"
"BID1948","CID4581"
"BID187","CID4583"
"BID636","CID4583"
"BID1463","CID4591"
"BID1613","CID4591"
"BID1295","CID4593"
"BID1253","CID4601"
"BID1648","CID4601"
"BID1331","CID4603"
"BID1459","CID4611"
"BID1540","CID4611"
"BID2540","CID4613"
"BID971","CID4621"
"BID1085","CID4621"
"BID438","CID4623"
"BID1106","CID4623"
"BID1939","CID4623"
"BID1705","CID4631"
"BID31","CID4633"
"BID1640","CID4641"
"BID2329","CID4641"
"BID1003","CID4653"
"BID2","CID4661"
"BID1344","CID4661"
"BID1942","CID4663"
"BID324","CID4671"
"BID1424","CID4673"
"BID2336","CID4681"
"BID901","CID4683"
"BID2993","CID4683"
"BID219","CID4693"
"BID677","CID4693"
"BID2770","CID4701"
"BID1747","CID4703"
"BID2433","CID4703"
"BID2530","CID4703"
"BID377","CID4713"
"BID769","CID4713"
"BID861","CID4721"
"BID2526","CID4721"
"BID2971","CID4721"
"BID76","CID4723"
"BID1050","CID4731"
"BID1605","CID4731"
"BID2980","CID4731"
"BID1634","CID4733"
"BID2129","CID4733"
"BID1219","CID4741"
"BID2009","CID4741"
"BID2489","CID4751"
"BID2672","CID4763"
"BID2133","CID4771"
"BID2384","CID4791"
"BID1802","CID4793"
"BID2059","CID4793"
"BID2973","CID4793"
"BID2649","CID4803"
"BID2103","CID4811"
"BID2778","CID4811"
"BID173","CID4813"
"BID1817","CID4821"
"BID759","CID4823"
"BID2180","CID4823"
"BID1397","CID4831"
"BID1670","CID4831"
"BID2950","CID4831"
"BID2117","CID4833"
"BID2494","CID4841"
"BID585","CID4851"
"BID549","CID4853"
"BID2471","CID4853"
"BID3","CID4861"
"BID729","CID4861"
"BID1266","CID4861"
"BID839","CID4863"
"BID2279","CID4863"
"BID264","CID4871"
"BID568","CID4871"
"BID1603","CID4873"
"BID39","CID4881"
"BID2711","CID4883"
"BID2957","CID4893"
"BID1181","CID4903"
"BID2975","CID4903"
"BID685","CID4911"
"BID2981","CID4911"
"BID104","CID4921"
"BID508","CID4921"
"BID1305","CID4921"
"BID1630","CID4923"
"BID2373","CID4931"
"BID628","CID4941"
"BID918","CID4943"
"BID941","CID4943"
"BID942","CID4943"
"BID1087","CID4943"
"BID2244","CID4943"
"BID2301","CID4943"
"BID1198","CID4963"
"BID787","CID4971"
"BID1200","CID4971"
"BID1375","CID4971"
"BID663","CID4973"
"BID1252","CID4973"
"BID1682","CID4973"
"BID2943","CID4973"
"BID1730","CID4983"
"BID2690","CID4983"
"BID246","CID4991"
"BID1487","CID4993"
"BID353","CID5001"
"BID1371","CID5001"
"BID2140","CID5001"
"BID592","CID5003"
"BID1945","CID5003"
"BID1719","CID5011"
"BID653","CID5013"
"BID1147","CID5013"
"BID701","CID5023"
"BID1636","CID5023"
"BID2126","CID5031"
"BID451","CID5033"
"BID2228","CID5033"
"BID538","CID5043"
"BID117","CID5051"
"BID2144","CID5053"
"BID853","CID5061"
"BID582","CID5063"
"BID846","CID5063"
"BID2791","CID5063"
"BID903","CID5071"
"BID1727","CID5073"
"BID2940","CID5081"
"BID294","CID5083"
"BID372","CID5083"
"BID790","CID5083"
"BID310","CID5091"
"BID2747","CID5091"
"BID350","CID5093"
"BID2440","CID5093"
"BID2543","CID5093"
"BID2603","CID5101"
"BID334","CID5103"
"BID411","CID5103"
"BID1396","CID5103"
"BID1689","CID5103"
"BID2365","CID5111"
"BID1990","CID5113"
"BID2375","CID5121"
"BID570","CID5131"
"BID1835","CID5131"
"BID2034","CID5131"
"BID2152","CID5131"
"BID130","CID5133"
"BID1703","CID5133"
"BID2602","CID5133"
"BID81","CID5153"
"BID1780","CID5153"
"BID2513","CID5153"
"BID2295","CID5161"
"BID2803","CID5161"
"BID1612","CID5163"
"BID2525","CID5163"
"BID2772","CID5163"
"BID2009","CID5173"
"BID282","CID5181"
"BID982","CID5181"
"BID574","CID5191"
"BID596","CID5191"
"BID1735","CID5191"
"BID2966","CID5193"
"BID1873","CID5203"
"BID2295","CID5203"
"BID1669","CID5211"
"BID2015","CID5211"
"BID2489","CID5211"
"BID277","CID5221"
"BID1502","CID5221"
"BID2071","CID5223"
"BID1143","CID5231"
"BID1459","CID5231"
"BID1595","CID5231"
"BID1799","CID5231"
"BID114","CID5243"
"BID1676","CID5243"
"BID2379","CID5261"
"BID2162","CID5263"
"BID28","CID5273"
"BID2971","CID5273"
"BID1329","CID5281"
"BID1935","CID5281"
"BID2008","CID5283"
"BID2074","CID5291"
"BID1470","CID5293"
"BID1772","CID5293"
"BID32","CID5303"
"BID1634","CID5303"
"BID1519","CID5321"
"BID901","CID5323"
"BID947","CID5323"
"BID2871","CID5323"
"BID1486","CID5331"
"BID1715","CID5341"
"BID1060","CID5343"
"BID1646","CID5343"
"BID2687","CID5343"
"BID1722","CID5351"
"BID1768","CID5351"
"BID1651","CID5353"
"BID1803","CID5353"
"BID1100","CID5371"
"BID1283","CID5371"
"BID1988","CID5371"
"BID720","CID5373"
"BID960","CID5373"
"BID1","CID5381"
"BID770","CID5383"
"BID1021","CID5383"
"BID2466","CID5383"
"BID2956","CID5383"
"BID10","CID5391"
"BID972","CID5391"
"BID1088","CID5391"
"BID1989","CID5391"
"BID2663","CID5391"
"BID372","CID5403"
"BID497","CID5403"
"BID731","CID5403"
"BID777","CID5403"
"BID869","CID5403"
"BID1512","CID5403"
"BID2509","CID5403"
"BID497","CID5411"
"BID2513","CID5411"
"BID2982","CID5411"
"BID758","CID5413"
"BID1666","CID5413"
"BID2179","CID5421"
"BID2480","CID5421"
"BID2703","CID5423"
"BID1623","CID5431"
"BID267","CID5433"
"BID1070","CID5433"
"BID2209","CID5433"
"BID2434","CID5433"
"BID1693","CID5443"
"BID1829","CID5451"
"BID1235","CID5453"
"BID1774","CID5453"
"BID680","CID5461"
"BID218","CID5463"
"BID1719","CID5463"
"BID2340","CID5463"
"BID961","CID5471"
"BID68","CID5473"
"BID770","CID5473"
"BID2970","CID5473"
"BID407","CID5481"
"BID2359","CID5491"
"BID1580","CID5501"
"BID1558","CID5503"
"BID2499","CID5511"
"BID2900","CID5511"
"BID2322","CID5521"
"BID2123","CID5523"
"BID2785","CID5523"
"BID61","CID5531"
"BID1612","CID5531"
"BID1919","CID5531"
"BID2609","CID5531"
"BID133","CID5533"
"BID1523","CID5533"
"BID2686","CID5533"
"BID2780","CID5533"
"BID2225","CID5541"
"BID2266","CID5541"
"BID810","CID5543"
"BID830","CID5543"
"BID2749","CID5543"
"BID807","CID5551"
"BID1831","CID5551"
"BID456","CID5553"
"BID943","CID5553"
"BID2671","CID5561"
"BID1200","CID5563"
"BID2520","CID5563"
"BID2838","CID5563"
"BID608","CID5571"
"BID876","CID5571"
"BID1340","CID5571"
"BID1111","CID5581"
"BID2303","CID5583"
"BID2747","CID5583"
"BID1578","CID5593"
"BID1840","CID5593"
"BID2540","CID5593"
"BID198","CID5601"
"BID1938","CID5603"
"BID2545","CID5611"
"BID2777","CID5611"
"BID885","CID5623"
"BID1565","CID5631"
"BID377","CID5643"
"BID2139","CID5643"
"BID563","CID5651"
"BID538","CID5653"
"BID582","CID5653"
"BID1134","CID5653"
"BID908","CID5701"
"BID2636","CID5701"
"BID1648","CID5703"
"BID530","CID5711"
"BID109","CID5713"
"BID1686","CID5713"
"BID1988","CID5713"
"BID2411","CID5713"
"BID2984","CID5713"
"BID2955","CID5721"
"BID859","CID5723"
"BID851","CID5733"
"BID2802","CID5733"
"BID118","CID5741"
"BID244","CID5741"
"BID1006","CID5743"
"BID2124","CID5743"
"BID702","CID5761"
"BID1128","CID5761"
"BID587","CID5763"
"BID2314","CID5763"
"BID2822","CID5771"
"BID384","CID5791"
"BID1917","CID5791"
"BID717","CID5801"
"BID2592","CID5801"
"BID1339","CID5811"
"BID1596","CID5813"
"BID2407","CID5813"
"BID1794","CID5823"
"BID2902","CID5823"
"BID2633","CID5831"
"BID259","CID5833"
"BID2812","CID5833"
"BID1450","CID5841"
"BID1543","CID5841"
"BID1566","CID5851"
"BID1879","CID5851"
"BID2945","CID5851"
"BID672","CID5853"
"BID2818","CID5853"
"BID669","CID5863"
"BID1090","CID5863"
"BID731","CID5871"
"BID555","CID5873"
"BID1951","CID5873"
"BID732","CID5881"
"BID2845","CID5881"
"BID312","CID5891"
"BID2946","CID5891"
"BID58","CID5893"
"BID178","CID5903"
"BID613","CID5903"
"BID2458","CID5903"
"BID2194","CID5911"
"BID645","CID5913"
"BID1388","CID5913"
"BID1470","CID5913"
"BID2338","CID5913"
"BID921","CID5921"
"BID256","CID5933"
"BID603","CID5933"
"BID976","CID5933"
"BID1129","CID5933"
"BID1485","CID5933"
"BID861","CID5941"
"BID1042","CID5941"
"BID387","CID5943"
"BID365","CID5953"
"BID2638","CID5953"
"BID463","CID5961"
"BID831","CID5963"
"BID1699","CID5963"
"BID2526","CID5963"
"BID562","CID5971"
"BID1910","CID5971"
"BID491","CID5991"
"BID893","CID5991"
"BID1606","CID5991"
"BID2459","CID5991"
"BID583","CID5993"
"BID159","CID6001"
"BID193","CID6011"
"BID309","CID6011"
"BID1646","CID6011"
"BID1689","CID6011"
"BID2976","CID6023"
"BID1529","CID6031"
"BID2340","CID6031"
"BID1502","CID6033"
"BID1986","CID6033"
"BID2492","CID6033"
"BID41","CID6041"
"BID729","CID6051"
"BID831","CID6051"
"BID1381","CID6051"
"BID1522","CID6061"
"BID2197","CID6071"
"BID145","CID6081"
"BID1368","CID6083"
"BID2416","CID6083"
"BID2442","CID6083"
"BID1903","CID6101"
"BID1330","CID6103"
"BID1619","CID6113"
"BID2416","CID6121"
"BID2289","CID6133"
"BID423","CID6141"
"BID1101","CID6141"
"BID1684","CID6141"
"BID2505","CID6143"
"BID2647","CID6143"
"BID2724","CID6143"
"BID2038","CID6151"
"BID2214","CID6151"
"BID165","CID6153"
"BID2873","CID6153"
"BID2936","CID6153"
"BID2327","CID6161"
"BID860","CID6163"
"BID2505","CID6163"
"BID2391","CID6171"
"BID2319","CID6181"
"BID1696","CID6183"
"BID2616","CID6183"
"BID1525","CID6191"
"BID687","CID6193"
"BID2955","CID6201"
"BID1079","CID6203"
"BID1782","CID6203"
"BID2634","CID6203"
"BID2709","CID6203"
"BID545","CID6211"
"BID1830","CID6211"
"BID2818","CID6213"
"BID1269","CID6221"
"BID1525","CID6221"
"BID617","CID6223"
"BID960","CID6223"
"BID2218","CID6223"
"BID1777","CID6233"
"BID1794","CID6233"
"BID1259","CID6241"
"BID1574","CID6241"
"BID2823","CID6243"
"BID198","CID6251"
"BID1644","CID6251"
"BID2768","CID6251"
"BID1838","CID6253"
"BID2495","CID6253"
"BID2843","CID6253"
"BID2017","CID6271"
"BID356","CID6273"
"BID1959","CID6273"
"BID1120","CID6283"
"BID2328","CID6283"
"BID390","CID6291"
"BID1679","CID6291"
"BID1837","CID6291"
"BID2154","CID6291"
"BID1679","CID6293"
"BID869","CID6303"
"BID1747","CID6303"
"BID2086","CID6303"
"BID1999","CID6313"
"BID432","CID6321"
"BID2402","CID6321"
"BID1703","CID6323"
"BID1033","CID6331"
"BID635","CID6333"
"BID137","CID6341"
"BID678","CID6341"
"BID1323","CID6341"
"BID2241","CID6341"
"BID1379","CID6353"
"BID1847","CID6361"
"BID721","CID6371"
"BID1171","CID6373"
"BID1294","CID6373"
"BID997","CID6383"
"BID1906","CID6383"
"BID1018","CID6391"
"BID1645","CID6393"
"BID2923","CID6393"
"BID516","CID6401"
"BID1433","CID6403"
"BID1410","CID6411"
"BID1285","CID6413"
"BID819","CID6421"
"BID1525","CID6421"
"BID2420","CID6421"
"BID2743","CID6421"
"BID250","CID6423"
"BID681","CID6423"
"BID819","CID6423"
"BID2281","CID6423"
"BID2428","CID6431"
"BID2493","CID6431"
"BID2807","CID6431"
"BID1595","CID6433"
"BID2238","CID6433"
"BID719","CID6443"
"BID1509","CID6443"
"BID2777","CID6443"
"BID1976","CID6461"
"BID36","CID6463"
"BID1014","CID6463"
"BID896","CID6471"
"BID1159","CID6481"
"BID1521","CID6483"
"BID2892","CID6483"
"BID205","CID6501"
"BID1894","CID6511"
"BID2668","CID6511"
"BID678","CID6513"
"BID1022","CID6521"
"BID1070","CID6521"
"BID2615","CID6521"
"BID1238","CID6523"
"BID1234","CID6531"
"BID349","CID6533"
"BID27","CID6541"
"BID656","CID6543"
"BID2421","CID6543"
"BID2754","CID6543"
"BID309","CID6551"
"BID96","CID6553"
"BID1268","CID6553"
"BID700","CID6571"
"BID135","CID6573"
"BID954","CID6581"
"BID2678","CID6581"
"BID704","CID6583"
"BID1175","CID6583"
"BID1982","CID6593"
"BID2237","CID6593"
"BID2503","CID6593"
"BID2481","CID6611"
"BID2114","CID6621"
"BID792","CID6623"
"BID922","CID6623"
"BID1820","CID6641"
"BID1949","CID6641"
"BID753","CID6643"
"BID1069","CID6643"
"BID1211","CID6653"
"BID1649","CID6653"
"BID1829","CID6653"
"BID556","CID6661"
"BID1893","CID6661"
"BID2951","CID6661"
"BID2466","CID6663"
"BID2384","CID6671"
"BID1995","CID6673"
"BID978","CID6681"
"BID1881","CID6681"
"BID1529","CID6683"
"BID1102","CID6691"
"BID1352","CID6691"
"BID142","CID6711"
"BID402","CID6711"
"BID1362","CID6711"
"BID1790","CID6713"
"BID238","CID6721"
"BID1075","CID6721"
"BID1267","CID6721"
"BID2038","CID6721"
"BID600","CID6723"
"BID1306","CID6723"
"BID1109","CID6731"
"BID1956","CID6731"
"BID2617","CID6731"
"BID1268","CID6733"
"BID767","CID6751"
"BID2628","CID6751"
"BID2992","CID6751"
"BID593","CID6753"
"BID1038","CID6763"
"BID924","CID6773"
"BID2394","CID6781"
"BID1135","CID6791"
"BID2186","CID6801"
"BID830","CID6803"
"BID1737","CID6811"
"BID1937","CID6813"
"BID2184","CID6813"
"BID2897","CID6813"
"BID1456","CID6821"
"BID1824","CID6821"
"BID2669","CID6821"
"BID11","CID6833"
"BID856","CID6833"
"BID2240","CID6833"
"BID589","CID6841"
"BID822","CID6841"
"BID991","CID6841"
"BID2359","CID6843"
"BID1512","CID6853"
"BID1582","CID6861"
"BID2493","CID6861"
"BID1313","CID6863"
"BID1712","CID6863"
"BID2978","CID6863"
"BID259","CID6871"
"BID1643","CID6871"
"BID989","CID6873"
"BID197","CID6883"
"BID1825","CID6883"
"BID2108","CID6883"
"BID1428","CID6891"
"BID1842","CID6891"
"BID1510","CID6893"
"BID2681","CID6893"
"BID365","CID6903"
"BID2164","CID6903"
"BID517","CID6911"
"BID2683","CID6911"
"BID592","CID6921"
"BID2230","CID6921"
"BID1118","CID6923"
"BID695","CID6933"
"BID776","CID6933"
"BID2165","CID6933"
"BID874","CID6941"
"BID1868","CID6943"
"BID2085","CID6943"
"BID4","CID6953"
"BID2514","CID6953"
"BID175","CID6961"
"BID2422","CID6963"
"BID445","CID6971"
"BID1987","CID6971"
"BID254","CID6973"
"BID871","CID6973"
"BID1655","CID6981"
"BID355","CID6983"
"BID978","CID6991"
"BID2377","CID6991"
"BID16","CID7001"
"BID1481","CID7001"
"BID331","CID7011"
"BID733","CID7011"
"BID2715","CID7011"
"BID2976","CID7011"
"BID362","CID7013"
"BID409","CID7023"
"BID837","CID7023"
"BID1406","CID7031"
"BID2868","CID7033"
"BID2113","CID7041"
"BID538","CID7053"
"BID2831","CID7053"
"BID280","CID7061"
"BID2621","CID7061"
"BID2833","CID7063"
"BID37","CID7073"
"BID2492","CID7073"
"BID2589","CID7081"
"BID416","CID7091"
"BID1984","CID7091"
"BID2056","CID7091"
"BID328","CID7093"
"BID1249","CID7101"
"BID137","CID7103"
"BID1835","CID7103"
"BID2690","CID7103"
"BID1372","CID7111"
"BID2797","CID7111"
"BID335","CID7113"
"BID1922","CID7113"
"BID2975","CID7121"
"BID612","CID7131"
"BID2117","CID7131"
"BID2782","CID7131"
"BID2086","CID7133"
"BID2448","CID7133"
"BID420","CID7141"
"BID253","CID7151"
"BID358","CID7151"
"BID2297","CID7151"
"BID89","CID7171"
"BID623","CID7171"
"BID2006","CID7171"
"BID321","CID7173"
"BID1760","CID7183"
"BID2340","CID7183"
"BID539","CID7191"
"BID1332","CID7191"
"BID300","CID7201"
"BID766","CID7201"
"BID545","CID7203"
"BID1785","CID7203"
"BID1255","CID7213"
"BID2109","CID7213"
"BID2592","CID7213"
"BID750","CID7221"
"BID1364","CID7221"
"BID2911","CID7223"
"BID292","CID7233"
"BID1291","CID7233"
"BID1484","CID7233"
"BID1756","CID7233"
"BID707","CID7241"
"BID2654","CID7251"
"BID299","CID7261"
"BID1189","CID7263"
"BID2324","CID7273"
"BID2331","CID7273"
"BID2927","CID7273"
"BID1694","CID7281"
"BID883","CID7291"
"BID1168","CID7291"
"BID221","CID7293"
"BID2965","CID7293"
"BID584","CID7311"
"BID1264","CID7311"
"BID1575","CID7311"
"BID2365","CID7313"
"BID440","CID7321"
"BID1267","CID7321"
"BID707","CID7323"
"BID1062","CID7323"
"BID1414","CID7323"
"BID968","CID7333"
"BID1587","CID7333"
"BID1486","CID7341"
"BID1973","CID7341"
"BID723","CID7343"
"BID720","CID7351"
"BID1941","CID7353"
"BID2467","CID7353"
"BID2561","CID7353"
"BID1217","CID7363"
"BID2587","CID7363"
"BID744","CID7373"
"BID2683","CID7381"
"BID671","CID7383"
"BID2886","CID7401"
"BID1162","CID7403"
"BID2335","CID7411"
"BID2510","CID7413"
"BID2842","CID7421"
"BID1036","CID7431"
"BID2625","CID7431"
"BID2200","CID7433"
"BID1865","CID7441"
"BID2002","CID7443"
"BID2511","CID7443"
"BID759","CID7451"
"BID1450","CID7461"
"BID2142","CID7461"
"BID897","CID7481"
"BID653","CID7483"
"BID2866","CID7483"
"BID2918","CID7483"
"BID2926","CID7483"
"BID979","CID7491"
"BID1336","CID7491"
"BID2817","CID7491"
"BID989","CID7493"
"BID1744","CID7493"
"BID1907","CID7493"
"BID1777","CID7501"
"BID2774","CID7503"
"BID787","CID7511"
"BID977","CID7513"
"BID1601","CID7521"
"BID1419","CID7523"
"BID1540","CID7523"
"BID1620","CID7523"
"BID2394","CID7523"
"BID865","CID7531"
"BID308","CID7541"
"BID1666","CID7541"
"BID1735","CID7543"
"BID631","CID7551"
"BID1311","CID7551"
"BID1504","CID7551"
"BID344","CID7553"
"BID348","CID7561"
"BID469","CID7561"
"BID938","CID7561"
"BID1194","CID7561"
"BID2463","CID7561"
"BID258","CID7571"
"BID570","CID7573"
"BID1787","CID7581"
"BID1334","CID7583"
"BID2754","CID7583"
"BID939","CID7591"
"BID103","CID7601"
"BID2470","CID7601"
"BID686","CID7603"
"BID1215","CID7603"
"BID1647","CID7611"
"BID17","CID7613"
"BID35","CID7613"
"BID1327","CID7613"
"BID1953","CID7613"
"BID2315","CID7613"
"BID131","CID7621"
"BID760","CID7621"
"BID290","CID7631"
"BID2565","CID7631"
"BID1554","CID7633"
"BID2353","CID7633"
"BID1921","CID7641"
"BID1547","CID7643"
"BID2104","CID7643"
"BID2304","CID7643"
"BID2680","CID7653"
"BID337","CID7663"
"BID2179","CID7663"
"BID374","CID7681"
"BID2128","CID7681"
"BID2346","CID7683"
"BID2450","CID7691"
"BID452","CID7693"
"BID1715","CID7693"
"BID618","CID7701"
"BID1133","CID7701"
"BID48","CID7703"
"BID1541","CID7703"
"BID1654","CID7703"
"BID1755","CID7703"
"BID2339","CID7703"
"BID590","CID7711"
"BID1190","CID7711"
"BID1716","CID7711"
"BID1836","CID7711"
"BID1056","CID7713"
"BID1630","CID7713"
"BID2613","CID7713"
"BID790","CID7721"
"BID1849","CID7721"
"BID2308","CID7723"
"BID1167","CID7731"
"BID2301","CID7731"
"BID2446","CID7731"
"BID958","CID7733"
"BID1727","CID7733"
"BID1925","CID7743"
"BID885","CID7751"
"BID1625","CID7751"
"BID1586","CID7753"
"BID1865","CID7753"
"BID2128","CID7753"
"BID2259","CID7753"
"BID2999","CID7753"
"BID188","CID7761"
"BID959","CID7761"
"BID2934","CID7763"
"BID590","CID7781"
"BID1503","CID7781"
"BID543","CID7783"
"BID136","CID7791"
"BID149","CID7791"
"BID1133","CID7793"
"BID499","CID7801"
"BID1491","CID7803"
"BID1767","CID7803"
"BID2106","CID7803"
"BID2145","CID7803"
"BID2432","CID7803"
"BID2364","CID7813"
"BID2534","CID7813"
"BID2090","CID7821"
"BID2208","CID7823"
"BID602","CID7831"
"BID1748","CID7831"
"BID1806","CID7831"
"BID581","CID7833"
"BID1981","CID7833"
"BID1890","CID7841"
"BID2632","CID7841"
"BID223","CID7843"
"BID2749","CID7843"
"BID806","CID7851"
"BID2974","CID7853"
"BID1288","CID7873"
"BID2401","CID7873"
"BID507","CID7881"
"BID2227","CID7883"
"BID2361","CID7893"
"BID2860","CID7893"
"BID782","CID7901"
"BID2418","CID7901"
"BID2822","CID7901"
"BID1124","CID7911"
"BID1446","CID7911"
"BID539","CID7921"
"BID1870","CID7921"
"BID200","CID7923"
"BID2351","CID7923"
"BID1905","CID7931"
"BID2680","CID7931"
"BID319","CID7941"
"BID59","CID7943"
"BID1577","CID7943"
"BID2938","CID7943"
"BID492","CID7951"
"BID1475","CID7951"
"BID1708","CID7951"
"BID2580","CID7951"
"BID739","CID7953"
"BID752","CID7953"
"BID1224","CID7953"
"BID1269","CID7953"
"BID196","CID7963"
"BID1531","CID7971"
"BID810","CID7973"
"BID1164","CID7981"
"BID2375","CID7981"
"BID516","CID7993"
"BID2714","CID7993"
"BID997","CID8001"
"BID1070","CID8003"
"BID1175","CID8003"
"BID2405","CID8013"
"BID836","CID8023"
"BID1644","CID8023"
"BID2032","CID8031"
"BID1561","CID8033"
"BID1007","CID8043"
"BID1690","CID8053"
"BID1976","CID8063"
"BID2421","CID8063"
"BID1834","CID8071"
"BID2104","CID8071"
"BID2435","CID8071"
"BID772","CID8081"
"BID1535","CID8081"
"BID217","CID8083"
"BID1172","CID8083"
"BID299","CID8091"
"BID930","CID8091"
"BID1703","CID8093"
"BID448","CID8101"
"BID872","CID8103"
"BID1672","CID8103"
"BID533","CID8113"
"BID913","CID8121"
"BID2693","CID8121"
"BID2983","CID8121"
"BID347","CID8123"
"BID1027","CID8123"
"BID57","CID8141"
"BID579","CID8141"
"BID831","CID8141"
"BID206","CID8143"
"BID284","CID8143"
"BID1633","CID8143"
"BID1954","CID8143"
"BID1366","CID8151"
"BID1187","CID8153"
"BID2836","CID8153"
"BID2929","CID8153"
"BID2955","CID8153"
"BID873","CID8161"
"BID2151","CID8161"
"BID2653","CID8161"
"BID475","CID8163"
"BID622","CID8173"
"BID1413","CID8181"
"BID2146","CID8181"
"BID2845","CID8181"
"BID1852","CID8183"
"BID2350","CID8183"
"BID1955","CID8191"
"BID2248","CID8191"
"BID581","CID8193"
"BID751","CID8201"
"BID1639","CID8201"
"BID894","CID8213"
"BID2999","CID8221"
"BID1115","CID8231"
"BID411","CID8233"
"BID2539","CID8233"
"BID1326","CID8241"
"BID2771","CID8241"
"BID2996","CID8241"
"BID553","CID8243"
"BID1561","CID8243"
"BID1686","CID8243"
"BID2040","CID8243"
"BID897","CID8253"
"BID874","CID8263"
"BID1986","CID8263"
"BID2715","CID8263"
"BID2106","CID8271"
"BID2962","CID8271"
"BID150","CID8273"
"BID263","CID8273"
"BID1465","CID8283"
"BID1914","CID8291"
"BID2749","CID8291"
"BID2844","CID8293"
"BID1577","CID8301"
"BID1668","CID8301"
"BID416","CID8311"
"BID1465","CID8311"
"BID2542","CID8311"
"BID1824","CID8321"
"BID5","CID8323"
"BID334","CID8323"
"BID1661","CID8323"
"BID542","CID8331"
"BID494","CID8333"
"BID1294","CID8333"
"BID2978","CID8343"
"BID1680","CID8351"
"BID942","CID8353"
"BID2447","CID8361"
"BID128","CID8363"
"BID889","CID8363"
"BID1930","CID8363"
"BID2034","CID8371"
"BID2403","CID8381"
"BID2929","CID8381"
"BID1708","CID8383"
"BID2131","CID8383"
"BID561","CID8391"
"BID805","CID8401"
"BID71","CID8403"
"BID2455","CID8413"
"BID309","CID8421"
"BID1321","CID8421"
"BID2726","CID8421"
"BID1177","CID8431"
"BID2645","CID8433"
"BID1138","CID8441"
"BID1649","CID8443"
"BID673","CID8451"
"BID284","CID8461"
"BID1891","CID8471"
"BID2653","CID8473"
"BID35","CID8481"
"BID771","CID8483"
"BID917","CID8483"
"BID1801","CID8491"
"BID436","CID8493"
"BID1530","CID8493"
"BID1652","CID8493"
"BID1316","CID8503"
"BID2603","CID8503"
"BID18","CID8511"
"BID303","CID8511"
"BID1658","CID8511"
"BID2411","CID8521"
"BID260","CID8523"
"BID1792","CID8523"
"BID1883","CID8531"
"BID2397","CID8531"
"BID211","CID8533"
"BID244","CID8533"
"BID486","CID8533"
"BID2852","CID8533"
"BID1158","CID8543"
"BID1892","CID8543"
"BID2643","CID8543"
"BID261","CID8551"
"BID322","CID8553"
"BID1022","CID8553"
"BID2264","CID8553"
"BID1047","CID8561"
"BID1051","CID8561"
"BID1059","CID8561"
"BID1134","CID8561"
"BID1206","CID8561"
"BID1675","CID8561"
"BID1802","CID8561"
"BID1954","CID8563"
"BID42","CID8571"
"BID71","CID8573"
"BID1320","CID8573"
"BID1769","CID8583"
"BID2764","CID8583"
"BID2801","CID8583"
"BID34","CID8591"
"BID399","CID8591"
"BID1493","CID8591"
"BID2931","CID8593"
"BID14","CID8601"
"BID1713","CID8603"
"BID2609","CID8603"
"BID1629","CID8611"
"BID2032","CID8611"
"BID1971","CID8621"
"BID1042","CID8633"
"BID512","CID8641"
"BID1903","CID8643"
"BID2102","CID8643"
"BID64","CID8651"
"BID2750","CID8661"
"BID805","CID8663"
"BID1004","CID8663"
"BID1179","CID8671"
"BID2282","CID8673"
"BID1369","CID8681"
"BID1998","CID8681"
"BID2158","CID8683"
"BID96","CID8691"
"BID351","CID8691"
"BID1636","CID8691"
"BID2996","CID8691"
"BID1133","CID8693"
"BID1163","CID8693"
"BID183","CID8701"
"BID1255","CID8711"
"BID1040","CID8713"
"BID1258","CID8713"
"BID532","CID8721"
"BID124","CID8723"
"BID2917","CID8731"
"BID1741","CID8733"
"BID628","CID8741"
"BID2520","CID8741"
"BID1465","CID8743"
"BID2750","CID8743"
"BID2864","CID8743"
"BID1955","CID8751"
"BID2072","CID8751"
"BID1531","CID8753"
"BID2999","CID8753"
"BID1394","CID8761"
"BID2628","CID8761"
"BID1486","CID8763"
"BID1812","CID8763"
"BID185","CID8771"
"BID892","CID8773"
"BID875","CID8781"
"BID2196","CID8781"
"BID1577","CID8783"
"BID2897","CID8791"
"BID923","CID8793"
"BID2707","CID8801"
"BID1626","CID8803"
"BID2660","CID8803"
"BID133","CID8813"
"BID2491","CID8813"
"BID644","CID8823"
"BID1709","CID8833"
"BID2465","CID8841"
"BID2964","CID8841"
"BID727","CID8843"
"BID1617","CID8851"
"BID1432","CID8861"
"BID1995","CID8861"
"BID153","CID8863"
"BID1358","CID8863"
"BID2138","CID8863"
"BID2446","CID8871"
"BID2485","CID8871"
"BID676","CID8873"
"BID2718","CID8873"
"BID411","CID8881"
"BID732","CID8881"
"BID2126","CID8881"
"BID1848","CID8883"
"BID881","CID8891"
"BID1180","CID8891"
"BID2832","CID8891"
"BID2063","CID8893"
"BID2198","CID8893"
"BID1458","CID8901"
"BID1794","CID8903"
"BID829","CID8911"
"BID948","CID8911"
"BID1737","CID8911"
"BID2009","CID8911"
"BID2345","CID8911"
"BID1276","CID8913"
"BID1318","CID8921"
"BID1984","CID8923"
"BID1952","CID8931"
"BID236","CID8933"
"BID830","CID8933"
"BID1126","CID8933"
"BID765","CID8941"
"BID718","CID8943"
"BID1119","CID8943"
