"CID","AID"
"CID4516","AID1615"
"CID5502","AID1615"
"CID8922","AID1615"
"CID1004","AID3659"
"CID4516","AID3659"
"CID5502","AID3659"
"CID8922","AID3659"
"CID3949","AID1746"
"CID4159","AID1746"
"CID3949","AID530"
"CID4159","AID530"
"CID3949","AID800"
"CID4159","AID800"
"CID1382","AID142"
"CID1430","AID142"
"CID1497","AID142"
"CID6321","AID142"
"CID1382","AID2010"
"CID1430","AID2010"
"CID1497","AID2010"
"CID6321","AID2010"
"CID7216","AID2768"
"CID7216","AID3134"
"CID710","AID1358"
"CID5977","AID1358"
"CID7825","AID1358"
"CID8960","AID1358"
"CID710","AID825"
"CID5977","AID825"
"CID7825","AID825"
"CID8960","AID825"
"CID1679","AID2715"
"CID1837","AID2715"
"CID3967","AID2715"
"CID6515","AID2715"
"CID2119","AID3367"
"CID5385","AID3367"
"CID6812","AID3367"
"CID7159","AID3367"
"CID8493","AID3367"
"CID216","AID1415"
"CID1126","AID1415"
"CID1571","AID1415"
"CID5407","AID1415"
"CID216","AID246"
"CID1126","AID246"
"CID1571","AID246"
"CID5407","AID246"
"CID1638","AID3066"
"CID2040","AID3066"
"CID2499","AID3066"
"CID4623","AID3066"
"CID6368","AID3066"
"CID7738","AID3066"
"CID5539","AID3996"
"CID303","AID2173"
"CID3315","AID2173"
"CID5486","AID2173"
"CID5627","AID2173"
"CID6645","AID2173"
"CID7321","AID2173"
"CID8496","AID2173"
"CID303","AID797"
"CID3315","AID797"
"CID5486","AID797"
"CID5627","AID797"
"CID6645","AID797"
"CID7321","AID797"
"CID8496","AID797"
"CID664","AID1314"
"CID1685","AID1314"
"CID4196","AID1314"
"CID7899","AID1314"
"CID664","AID664"
"CID1685","AID664"
"CID4196","AID664"
"CID7899","AID664"
"CID150","AID1118"
"CID872","AID1118"
"CID1354","AID1118"
"CID2491","AID1118"
"CID3972","AID1118"
"CID7007","AID1118"
"CID7789","AID1118"
"CID150","AID1137"
"CID872","AID1137"
"CID1354","AID1137"
"CID2491","AID1137"
"CID3972","AID1137"
"CID7007","AID1137"
"CID7789","AID1137"
"CID150","AID3263"
"CID872","AID3263"
"CID1354","AID3263"
"CID2491","AID3263"
"CID3972","AID3263"
"CID7007","AID3263"
"CID7789","AID3263"
"CID150","AID89"
"CID872","AID89"
"CID1354","AID89"
"CID2491","AID89"
"CID3972","AID89"
"CID7007","AID89"
"CID7789","AID89"
"CID1707","AID3052"
"CID6002","AID3052"
"CID6767","AID3052"
"CID7364","AID3052"
"CID1707","AID3887"
"CID6002","AID3887"
"CID6767","AID3887"
"CID7364","AID3887"
"CID2394","AID1551"
"CID2394","AID2311"
"CID2394","AID3713"
"CID1748","AID2248"
"CID1777","AID2248"
"CID2023","AID2248"
"CID6966","AID2248"
"CID6971","AID2248"
"CID1748","AID3256"
"CID1777","AID3256"
"CID2023","AID3256"
"CID6966","AID3256"
"CID6971","AID3256"
"CID1748","AID3850"
"CID1777","AID3850"
"CID2023","AID3850"
"CID6966","AID3850"
"CID6971","AID3850"
"CID1748","AID51"
"CID1777","AID51"
"CID2023","AID51"
"CID6966","AID51"
"CID6971","AID51"
"CID6880","AID923"
"CID166","AID1995"
"CID3594","AID1995"
"CID6852","AID1995"
"CID7667","AID1995"
"CID166","AID647"
"CID3594","AID647"
"CID6852","AID647"
"CID7667","AID647"
"CID3025","AID235"
"CID6859","AID235"
"CID7359","AID235"
"CID8101","AID235"
"CID3025","AID2578"
"CID6859","AID2578"
"CID7359","AID2578"
"CID8101","AID2578"
"CID1769","AID1967"
"CID2216","AID1967"
"CID3298","AID1967"
"CID5385","AID1967"
"CID1769","AID2018"
"CID2216","AID2018"
"CID3298","AID2018"
"CID5385","AID2018"
"CID1769","AID3267"
"CID2216","AID3267"
"CID3298","AID3267"
"CID5385","AID3267"
"CID1769","AID803"
"CID2216","AID803"
"CID3298","AID803"
"CID5385","AID803"
"CID2830","AID3277"
"CID4806","AID3277"
"CID8106","AID3277"
"CID1197","AID2319"
"CID4860","AID2319"
"CID5033","AID2319"
"CID5299","AID2319"
"CID6747","AID2319"
"CID8402","AID2319"
"CID8768","AID2319"
"CID2852","AID1041"
"CID4698","AID1041"
"CID7419","AID1041"
"CID7684","AID1041"
"CID7693","AID1041"
"CID8274","AID1041"
"CID2852","AID1795"
"CID4698","AID1795"
"CID7419","AID1795"
"CID7684","AID1795"
"CID7693","AID1795"
"CID8274","AID1795"
"CID2852","AID3204"
"CID4698","AID3204"
"CID7419","AID3204"
"CID7684","AID3204"
"CID7693","AID3204"
"CID8274","AID3204"
"CID2852","AID3763"
"CID4698","AID3763"
"CID7419","AID3763"
"CID7684","AID3763"
"CID7693","AID3763"
"CID8274","AID3763"
"CID1420","AID2338"
"CID2155","AID2338"
"CID2403","AID2338"
"CID4381","AID2338"
"CID5615","AID2338"
"CID1420","AID3555"
"CID2155","AID3555"
"CID2403","AID3555"
"CID4381","AID3555"
"CID5615","AID3555"
"CID5956","AID722"
"CID2228","AID3308"
"CID3218","AID3308"
"CID8466","AID3308"
"CID2228","AID851"
"CID3218","AID851"
"CID8466","AID851"
"CID5553","AID2915"
"CID3009","AID1788"
"CID1838","AID1976"
"CID3396","AID1976"
"CID4699","AID1976"
"CID499","AID1313"
"CID5610","AID1313"
"CID5946","AID1313"
"CID499","AID1560"
"CID5610","AID1560"
"CID5946","AID1560"
"CID7194","AID1125"
"CID8777","AID1125"
"CID7194","AID3691"
"CID8777","AID3691"
"CID1590","AID2442"
"CID1955","AID2442"
"CID3803","AID2442"
"CID5245","AID2442"
"CID4629","AID147"
"CID4629","AID1968"
"CID4629","AID47"
"CID1565","AID3131"
"CID2587","AID3131"
"CID2997","AID3131"
"CID3626","AID3131"
"CID4109","AID3131"
"CID5202","AID3131"
"CID5961","AID3131"
"CID2701","AID3151"
"CID4292","AID1849"
"CID682","AID1756"
"CID2140","AID1756"
"CID7906","AID1756"
"CID796","AID1145"
"CID2519","AID1145"
"CID4450","AID1145"
"CID1435","AID2124"
"CID1610","AID2124"
"CID2072","AID2124"
"CID5872","AID2124"
"CID8804","AID2124"
"CID1084","AID1494"
"CID3717","AID1494"
"CID4397","AID1494"
"CID5578","AID1494"
"CID7561","AID1494"
"CID8482","AID1494"
"CID1084","AID866"
"CID3717","AID866"
"CID4397","AID866"
"CID5578","AID866"
"CID7561","AID866"
"CID8482","AID866"
"CID1881","AID1262"
"CID4348","AID1262"
"CID5665","AID1262"
"CID6348","AID1262"
"CID1176","AID1604"
"CID1549","AID1604"
"CID5189","AID1604"
"CID6714","AID1604"
"CID6882","AID1604"
"CID7399","AID1604"
"CID7736","AID1604"
"CID1176","AID2"
"CID1549","AID2"
"CID5189","AID2"
"CID6714","AID2"
"CID6882","AID2"
"CID7399","AID2"
"CID7736","AID2"
"CID1176","AID2215"
"CID1549","AID2215"
"CID5189","AID2215"
"CID6714","AID2215"
"CID6882","AID2215"
"CID7399","AID2215"
"CID7736","AID2215"
"CID2453","AID3797"
"CID3333","AID3797"
"CID5874","AID1827"
"CID5874","AID770"
"CID3033","AID1634"
"CID6568","AID1634"
"CID8438","AID1634"
"CID5760","AID1288"
"CID8163","AID1288"
"CID5760","AID3943"
"CID8163","AID3943"
"CID363","AID2091"
"CID945","AID2091"
"CID6864","AID2091"
"CID7890","AID2091"
"CID3384","AID1018"
"CID3384","AID2275"
"CID3384","AID842"
"CID3384","AID963"
"CID1529","AID2450"
"CID2637","AID2450"
"CID2666","AID2450"
"CID4138","AID2450"
"CID4579","AID2450"
"CID1529","AID2558"
"CID2637","AID2558"
"CID2666","AID2558"
"CID4138","AID2558"
"CID4579","AID2558"
"CID236","AID973"
"CID962","AID973"
"CID4521","AID973"
"CID6948","AID973"
"CID8616","AID973"
"CID2799","AID1129"
"CID2901","AID1129"
"CID3464","AID1129"
"CID2799","AID233"
"CID2901","AID233"
"CID3464","AID233"
"CID659","AID2043"
"CID2219","AID2043"
"CID3594","AID2043"
"CID4687","AID2043"
"CID5920","AID2043"
"CID7349","AID2043"
"CID659","AID3084"
"CID2219","AID3084"
"CID3594","AID3084"
"CID4687","AID3084"
"CID5920","AID3084"
"CID7349","AID3084"
"CID2216","AID3200"
"CID7735","AID3200"
"CID8115","AID3200"
"CID8907","AID3200"
"CID2460","AID2153"
"CID3830","AID2153"
"CID5886","AID2153"
"CID7322","AID2153"
"CID2101","AID3699"
"CID5590","AID3699"
"CID1188","AID1273"
"CID2402","AID1273"
"CID1188","AID1421"
"CID2402","AID1421"
"CID8533","AID2255"
"CID2561","AID3391"
"CID2680","AID3391"
"CID6705","AID3391"
"CID8527","AID3391"
"CID2660","AID902"
"CID2960","AID902"
"CID4252","AID902"
"CID7522","AID902"
"CID7578","AID902"
"CID8249","AID902"
"CID564","AID1497"
"CID1919","AID1497"
"CID564","AID2820"
"CID1919","AID2820"
"CID564","AID3430"
"CID1919","AID3430"
"CID1412","AID2023"
"CID2157","AID2023"
"CID2661","AID2023"
"CID7600","AID2023"
"CID1412","AID2534"
"CID2157","AID2534"
"CID2661","AID2534"
"CID7600","AID2534"
"CID259","AID2460"
"CID1500","AID2460"
"CID5620","AID2460"
"CID5991","AID2460"
"CID8054","AID2460"
"CID634","AID1291"
"CID1339","AID1291"
"CID2567","AID1291"
"CID4401","AID1291"
"CID7951","AID1291"
"CID5290","AID2504"
"CID5290","AID569"
"CID1192","AID2008"
"CID2579","AID2008"
"CID2629","AID2008"
"CID6074","AID2008"
"CID7587","AID2008"
"CID8333","AID2008"
"CID4384","AID1726"
"CID4426","AID1726"
"CID6614","AID1726"
"CID4384","AID597"
"CID4426","AID597"
"CID6614","AID597"
"CID501","AID3650"
"CID501","AID924"
"CID1491","AID2832"
"CID5403","AID2832"
"CID5411","AID2832"
"CID5992","AID2832"
"CID7415","AID2832"
"CID8300","AID2832"
"CID219","AID3688"
"CID1464","AID3688"
"CID3952","AID3688"
"CID4620","AID3688"
"CID6729","AID3688"
"CID1","AID1252"
"CID65","AID1252"
"CID2110","AID1252"
"CID3520","AID1252"
"CID4617","AID1252"
"CID4649","AID1252"
"CID7801","AID1252"
"CID1","AID1743"
"CID65","AID1743"
"CID2110","AID1743"
"CID3520","AID1743"
"CID4617","AID1743"
"CID4649","AID1743"
"CID7801","AID1743"
"CID1","AID3503"
"CID65","AID3503"
"CID2110","AID3503"
"CID3520","AID3503"
"CID4617","AID3503"
"CID4649","AID3503"
"CID7801","AID3503"
"CID7766","AID2098"
"CID7766","AID2517"
"CID2948","AID208"
"CID7210","AID208"
"CID2948","AID2353"
"CID7210","AID2353"
"CID1232","AID2257"
"CID1593","AID2257"
"CID2962","AID2257"
"CID3685","AID2257"
"CID4517","AID2257"
"CID5538","AID2257"
"CID5579","AID2257"
"CID541","AID1087"
"CID1892","AID1087"
"CID8100","AID1087"
"CID541","AID409"
"CID1892","AID409"
"CID8100","AID409"
"CID3449","AID151"
"CID6848","AID151"
"CID7124","AID151"
"CID3449","AID2989"
"CID6848","AID2989"
"CID7124","AID2989"
"CID3449","AID3041"
"CID6848","AID3041"
"CID7124","AID3041"
"CID3449","AID3286"
"CID6848","AID3286"
"CID7124","AID3286"
"CID1197","AID2283"
"CID1197","AID709"
"CID172","AID884"
"CID2536","AID884"
"CID7186","AID884"
"CID4444","AID2268"
"CID7881","AID2268"
"CID3115","AID3911"
"CID4921","AID3911"
"CID7715","AID3911"
"CID8355","AID3911"
"CID1646","AID2833"
"CID5409","AID2833"
"CID6947","AID2833"
"CID1646","AID453"
"CID5409","AID453"
"CID6947","AID453"
"CID2255","AID1944"
"CID2800","AID1944"
"CID2255","AID2492"
"CID2800","AID2492"
"CID2255","AID3020"
"CID2800","AID3020"
"CID2255","AID3172"
"CID2800","AID3172"
"CID802","AID2053"
"CID2744","AID2053"
"CID4702","AID2053"
"CID5286","AID2053"
"CID6208","AID2053"
"CID802","AID2727"
"CID2744","AID2727"
"CID4702","AID2727"
"CID5286","AID2727"
"CID6208","AID2727"
"CID234","AID1271"
"CID3965","AID1271"
"CID5164","AID1271"
"CID7265","AID1271"
"CID7607","AID1271"
"CID8641","AID1271"
"CID234","AID3842"
"CID3965","AID3842"
"CID5164","AID3842"
"CID7265","AID3842"
"CID7607","AID3842"
"CID8641","AID3842"
"CID2517","AID1187"
"CID1028","AID2015"
"CID5554","AID2015"
"CID1028","AID3218"
"CID5554","AID3218"
"CID2930","AID1544"
"CID3105","AID1544"
"CID4316","AID1544"
"CID2930","AID2055"
"CID3105","AID2055"
"CID4316","AID2055"
"CID277","AID1939"
"CID1638","AID1939"
"CID6401","AID1939"
"CID7993","AID1939"
"CID8650","AID1939"
"CID277","AID2136"
"CID1638","AID2136"
"CID6401","AID2136"
"CID7993","AID2136"
"CID8650","AID2136"
"CID277","AID2857"
"CID1638","AID2857"
"CID6401","AID2857"
"CID7993","AID2857"
"CID8650","AID2857"
"CID277","AID3176"
"CID1638","AID3176"
"CID6401","AID3176"
"CID7993","AID3176"
"CID8650","AID3176"
"CID248","AID1122"
"CID432","AID1122"
"CID4274","AID1122"
"CID6217","AID1122"
"CID6602","AID1122"
"CID6911","AID1122"
"CID8868","AID1122"
"CID747","AID316"
"CID3499","AID316"
"CID3824","AID316"
"CID5868","AID316"
"CID6572","AID316"
"CID747","AID905"
"CID3499","AID905"
"CID3824","AID905"
"CID5868","AID905"
"CID6572","AID905"
"CID56","AID1221"
"CID312","AID1221"
"CID812","AID1221"
"CID2791","AID1221"
"CID5815","AID1221"
"CID8407","AID1221"
"CID56","AID1275"
"CID312","AID1275"
"CID812","AID1275"
"CID2791","AID1275"
"CID5815","AID1275"
"CID8407","AID1275"
"CID2292","AID2628"
"CID3776","AID2628"
"CID5899","AID2628"
"CID7786","AID2628"
"CID2292","AID3170"
"CID3776","AID3170"
"CID5899","AID3170"
"CID7786","AID3170"
"CID4669","AID1943"
"CID4889","AID1943"
"CID7902","AID1943"
"CID4669","AID2598"
"CID4889","AID2598"
"CID7902","AID2598"
"CID70","AID1882"
"CID4580","AID1882"
"CID8408","AID1882"
"CID8973","AID1882"
"CID6684","AID1340"
"CID7088","AID1340"
"CID1199","AID327"
"CID2459","AID327"
"CID3389","AID327"
"CID8606","AID327"
"CID1199","AID3467"
"CID2459","AID3467"
"CID3389","AID3467"
"CID8606","AID3467"
"CID693","AID2495"
"CID732","AID2495"
"CID1187","AID2495"
"CID2355","AID2495"
"CID3068","AID2495"
"CID8239","AID2495"
"CID693","AID3417"
"CID732","AID3417"
"CID1187","AID3417"
"CID2355","AID3417"
"CID3068","AID3417"
"CID8239","AID3417"
"CID1734","AID839"
"CID2597","AID839"
"CID4151","AID839"
"CID4404","AID839"
"CID6324","AID839"
"CID3735","AID2001"
"CID4036","AID2001"
"CID4609","AID2001"
"CID3778","AID2570"
"CID3778","AID2702"
"CID3424","AID1218"
"CID2234","AID1655"
"CID3014","AID1655"
"CID3281","AID1655"
"CID5711","AID1655"
"CID6452","AID1655"
"CID8282","AID1655"
"CID8716","AID1655"
"CID5207","AID1058"
"CID5207","AID297"
"CID5207","AID3672"
"CID5207","AID3855"
"CID1832","AID2531"
"CID1873","AID2531"
"CID2667","AID2531"
"CID8721","AID2531"
"CID1832","AID3609"
"CID1873","AID3609"
"CID2667","AID3609"
"CID8721","AID3609"
"CID1325","AID2141"
"CID8113","AID2141"
"CID1325","AID2343"
"CID8113","AID2343"
"CID4869","AID1043"
"CID5267","AID1043"
"CID5658","AID1043"
"CID4869","AID3230"
"CID5267","AID3230"
"CID5658","AID3230"
"CID737","AID1443"
"CID1246","AID1443"
"CID1417","AID1443"
"CID2549","AID1443"
"CID3982","AID1443"
"CID5208","AID1443"
"CID737","AID2365"
"CID1246","AID2365"
"CID1417","AID2365"
"CID2549","AID2365"
"CID3982","AID2365"
"CID5208","AID2365"
"CID2166","AID3157"
"CID2344","AID3157"
"CID2619","AID3157"
"CID3416","AID3157"
"CID4086","AID3157"
"CID7507","AID3157"
"CID8722","AID3157"
"CID2166","AID3267"
"CID2344","AID3267"
"CID2619","AID3267"
"CID3416","AID3267"
"CID4086","AID3267"
"CID7507","AID3267"
"CID8722","AID3267"
"CID253","AID2836"
"CID643","AID2836"
"CID1998","AID2836"
"CID2954","AID2836"
"CID7419","AID2836"
"CID8716","AID2836"
"CID253","AID539"
"CID643","AID539"
"CID1998","AID539"
"CID2954","AID539"
"CID7419","AID539"
"CID8716","AID539"
"CID2666","AID1446"
"CID4965","AID1446"
"CID4975","AID1446"
"CID5043","AID1446"
"CID5555","AID1446"
"CID5653","AID1446"
"CID7053","AID1446"
"CID2666","AID3311"
"CID4965","AID3311"
"CID4975","AID3311"
"CID5043","AID3311"
"CID5555","AID3311"
"CID5653","AID3311"
"CID7053","AID3311"
"CID514","AID161"
"CID6745","AID161"
"CID7191","AID161"
"CID7917","AID161"
"CID7921","AID161"
"CID2099","AID2134"
"CID2099","AID2311"
"CID1082","AID251"
"CID2330","AID251"
"CID3883","AID251"
"CID4221","AID251"
"CID5422","AID251"
"CID6416","AID251"
"CID672","AID2753"
"CID3442","AID2753"
"CID6605","AID2753"
"CID6800","AID2753"
"CID7348","AID2753"
"CID8331","AID2753"
"CID1742","AID3925"
"CID5022","AID3925"
"CID5257","AID3925"
"CID7783","AID3925"
"CID8005","AID3925"
"CID1093","AID1807"
"CID1763","AID1807"
"CID5884","AID1807"
"CID7357","AID1807"
"CID1093","AID3882"
"CID1763","AID3882"
"CID5884","AID3882"
"CID7357","AID3882"
"CID6211","AID530"
"CID7203","AID530"
"CID796","AID3780"
"CID4077","AID3780"
"CID6486","AID3780"
"CID8642","AID3780"
"CID796","AID841"
"CID4077","AID841"
"CID6486","AID841"
"CID8642","AID841"
"CID61","AID323"
"CID2804","AID323"
"CID5360","AID323"
"CID8039","AID323"
"CID8260","AID323"
"CID61","AID515"
"CID2804","AID515"
"CID5360","AID515"
"CID8039","AID515"
"CID8260","AID515"
"CID61","AID778"
"CID2804","AID778"
"CID5360","AID778"
"CID8039","AID778"
"CID8260","AID778"
"CID1339","AID3703"
"CID2442","AID3703"
"CID1339","AID673"
"CID2442","AID673"
"CID247","AID811"
"CID632","AID811"
"CID2155","AID811"
"CID3266","AID811"
"CID4853","AID811"
"CID6629","AID811"
"CID662","AID3103"
"CID1156","AID3103"
"CID1904","AID3103"
"CID3061","AID3103"
"CID3903","AID3103"
"CID402","AID3810"
"CID3949","AID3810"
"CID4085","AID3810"
"CID4755","AID3810"
"CID5170","AID3810"
"CID7688","AID3810"
"CID7952","AID3810"
"CID2657","AID1543"
"CID5229","AID1543"
"CID7298","AID1543"
"CID7448","AID1543"
"CID7570","AID1543"
"CID2657","AID3891"
"CID5229","AID3891"
"CID7298","AID3891"
"CID7448","AID3891"
"CID7570","AID3891"
"CID1686","AID1359"
"CID2053","AID1359"
"CID6457","AID1359"
"CID6789","AID1359"
"CID6926","AID1359"
"CID8243","AID1359"
"CID1686","AID2739"
"CID2053","AID2739"
"CID6457","AID2739"
"CID6789","AID2739"
"CID6926","AID2739"
"CID8243","AID2739"
"CID1686","AID30"
"CID2053","AID30"
"CID6457","AID30"
"CID6789","AID30"
"CID6926","AID30"
"CID8243","AID30"
"CID1686","AID3659"
"CID2053","AID3659"
"CID6457","AID3659"
"CID6789","AID3659"
"CID6926","AID3659"
"CID8243","AID3659"
"CID1178","AID771"
"CID1520","AID771"
"CID2867","AID771"
"CID400","AID3751"
"CID3121","AID3751"
"CID5873","AID3751"
"CID5930","AID3751"
"CID8942","AID3751"
"CID2355","AID2301"
"CID2392","AID2301"
"CID5962","AID2301"
"CID6661","AID2301"
"CID8196","AID2301"
"CID892","AID2718"
"CID2154","AID2718"
"CID2209","AID2718"
"CID3604","AID2718"
"CID5915","AID2718"
"CID892","AID3146"
"CID2154","AID3146"
"CID2209","AID3146"
"CID3604","AID3146"
"CID5915","AID3146"
"CID1361","AID2113"
"CID3810","AID2113"
"CID1361","AID3744"
"CID3810","AID3744"
"CID1361","AID428"
"CID3810","AID428"
"CID2488","AID1209"
"CID4442","AID1209"
"CID5970","AID1209"
"CID7209","AID1209"
"CID7348","AID1209"
"CID2488","AID3440"
"CID4442","AID3440"
"CID5970","AID3440"
"CID7209","AID3440"
"CID7348","AID3440"
"CID1458","AID846"
"CID2111","AID846"
"CID3315","AID846"
"CID6690","AID846"
"CID8557","AID846"
"CID2005","AID1152"
"CID2024","AID1152"
"CID2042","AID1152"
"CID7666","AID1152"
"CID8126","AID1152"
"CID8391","AID1152"
"CID1638","AID2991"
"CID3704","AID2991"
"CID3711","AID2991"
"CID3848","AID2991"
"CID4263","AID2991"
"CID5650","AID2991"
"CID5971","AID2991"
"CID3060","AID2952"
"CID3731","AID2952"
"CID5651","AID2952"
"CID3060","AID3387"
"CID3731","AID3387"
"CID5651","AID3387"
"CID2889","AID103"
"CID3324","AID103"
"CID4051","AID103"
"CID5197","AID103"
"CID6859","AID103"
"CID2889","AID2335"
"CID3324","AID2335"
"CID4051","AID2335"
"CID5197","AID2335"
"CID6859","AID2335"
"CID299","AID3097"
"CID1893","AID3097"
"CID2702","AID3097"
"CID4289","AID3097"
"CID4324","AID3097"
"CID5858","AID3097"
"CID299","AID3261"
"CID1893","AID3261"
"CID2702","AID3261"
"CID4289","AID3261"
"CID4324","AID3261"
"CID5858","AID3261"
"CID5777","AID173"
"CID6806","AID173"
"CID1153","AID555"
"CID1953","AID555"
"CID3164","AID555"
"CID6148","AID555"
"CID6636","AID555"
"CID8655","AID555"
"CID3253","AID2221"
"CID4871","AID2221"
"CID8038","AID2221"
"CID8307","AID2221"
"CID8615","AID2221"
"CID3253","AID449"
"CID4871","AID449"
"CID8038","AID449"
"CID8307","AID449"
"CID8615","AID449"
"CID1202","AID1327"
"CID2465","AID1327"
"CID2938","AID1327"
"CID5205","AID1327"
"CID7970","AID1327"
"CID2085","AID218"
"CID2181","AID218"
"CID5131","AID218"
"CID6452","AID218"
"CID7558","AID218"
"CID7573","AID218"
"CID2085","AID275"
"CID2181","AID275"
"CID5131","AID275"
"CID6452","AID275"
"CID7558","AID275"
"CID7573","AID275"
"CID2085","AID300"
"CID2181","AID300"
"CID5131","AID300"
"CID6452","AID300"
"CID7558","AID300"
"CID7573","AID300"
"CID2085","AID3352"
"CID2181","AID3352"
"CID5131","AID3352"
"CID6452","AID3352"
"CID7558","AID3352"
"CID7573","AID3352"
"CID3161","AID296"
"CID3750","AID296"
"CID6497","AID296"
"CID17","AID2556"
"CID608","AID2556"
"CID3602","AID2556"
"CID4032","AID2556"
"CID7425","AID2556"
"CID8772","AID2556"
"CID17","AID2899"
"CID608","AID2899"
"CID3602","AID2899"
"CID4032","AID2899"
"CID7425","AID2899"
"CID8772","AID2899"
"CID17","AID3375"
"CID608","AID3375"
"CID3602","AID3375"
"CID4032","AID3375"
"CID7425","AID3375"
"CID8772","AID3375"
"CID2975","AID3732"
"CID6319","AID3732"
"CID8145","AID3732"
"CID3273","AID1967"
"CID5191","AID1967"
"CID6384","AID1967"
"CID6589","AID1967"
"CID7834","AID1967"
"CID8839","AID1967"
"CID3273","AID1970"
"CID5191","AID1970"
"CID6384","AID1970"
"CID6589","AID1970"
"CID7834","AID1970"
"CID8839","AID1970"
"CID238","AID3284"
"CID433","AID3284"
"CID1380","AID3284"
"CID2127","AID3284"
"CID2152","AID3284"
"CID2447","AID3284"
"CID3199","AID3284"
"CID238","AID3683"
"CID433","AID3683"
"CID1380","AID3683"
"CID2127","AID3683"
"CID2152","AID3683"
"CID2447","AID3683"
"CID3199","AID3683"
"CID2592","AID1700"
"CID4879","AID1700"
"CID7982","AID1700"
"CID8294","AID1700"
"CID2592","AID2891"
"CID4879","AID2891"
"CID7982","AID2891"
"CID8294","AID2891"
"CID2592","AID9"
"CID4879","AID9"
"CID7982","AID9"
"CID8294","AID9"
"CID516","AID3433"
"CID1039","AID3433"
"CID1709","AID3433"
"CID2724","AID3433"
"CID2736","AID3433"
"CID6442","AID3433"
"CID7749","AID3433"
"CID516","AID3448"
"CID1039","AID3448"
"CID1709","AID3448"
"CID2724","AID3448"
"CID2736","AID3448"
"CID6442","AID3448"
"CID7749","AID3448"
"CID4241","AID1379"
"CID4241","AID1486"
"CID7616","AID1637"
"CID8141","AID1637"
"CID8529","AID1637"
"CID1092","AID1092"
"CID6846","AID1092"
"CID7677","AID1092"
"CID1092","AID2101"
"CID6846","AID2101"
"CID7677","AID2101"
"CID331","AID2394"
"CID3755","AID2394"
"CID6400","AID2394"
"CID6934","AID2394"
"CID7833","AID2394"
"CID8193","AID2394"
"CID331","AID3505"
"CID3755","AID3505"
"CID6400","AID3505"
"CID6934","AID3505"
"CID7833","AID3505"
"CID8193","AID3505"
"CID331","AID72"
"CID3755","AID72"
"CID6400","AID72"
"CID6934","AID72"
"CID7833","AID72"
"CID8193","AID72"
"CID409","AID818"
"CID4010","AID818"
"CID4064","AID818"
"CID5063","AID818"
"CID5653","AID818"
"CID5827","AID818"
"CID1968","AID369"
"CID3051","AID369"
"CID5993","AID369"
"CID7112","AID369"
"CID2349","AID2708"
"CID3240","AID2708"
"CID4386","AID2708"
"CID5242","AID2708"
"CID5324","AID2708"
"CID5839","AID2708"
"CID7311","AID2708"
"CID2349","AID869"
"CID3240","AID869"
"CID4386","AID869"
"CID5242","AID869"
"CID5324","AID869"
"CID5839","AID869"
"CID7311","AID869"
"CID3790","AID196"
"CID4545","AID196"
"CID4851","AID196"
"CID7748","AID196"
"CID7797","AID196"
"CID8009","AID196"
"CID3790","AID2354"
"CID4545","AID2354"
"CID4851","AID2354"
"CID7748","AID2354"
"CID7797","AID2354"
"CID8009","AID2354"
"CID3790","AID3403"
"CID4545","AID3403"
"CID4851","AID3403"
"CID7748","AID3403"
"CID7797","AID3403"
"CID8009","AID3403"
"CID3790","AID3887"
"CID4545","AID3887"
"CID4851","AID3887"
"CID7748","AID3887"
"CID7797","AID3887"
"CID8009","AID3887"
"CID350","AID388"
"CID793","AID388"
"CID1940","AID388"
"CID5763","AID3303"
"CID6105","AID3303"
"CID8506","AID3303"
"CID5763","AID458"
"CID6105","AID458"
"CID8506","AID458"
"CID1810","AID1239"
"CID2352","AID1239"
"CID3088","AID1239"
"CID5267","AID1239"
"CID6129","AID1239"
"CID2099","AID1028"
"CID2269","AID1028"
"CID4599","AID1028"
"CID5384","AID1028"
"CID6841","AID1028"
"CID7695","AID1028"
"CID8750","AID1028"
"CID2099","AID655"
"CID2269","AID655"
"CID4599","AID655"
"CID5384","AID655"
"CID6841","AID655"
"CID7695","AID655"
"CID8750","AID655"
"CID982","AID2465"
"CID2243","AID2465"
"CID7711","AID2465"
"CID7781","AID2465"
"CID8953","AID2465"
"CID1577","AID420"
"CID1941","AID420"
"CID2203","AID420"
"CID2834","AID420"
"CID3782","AID420"
"CID5799","AID420"
"CID5852","AID420"
"CID1278","AID1435"
"CID4295","AID1435"
"CID5003","AID1435"
"CID6921","AID1435"
"CID7117","AID1435"
"CID1278","AID1685"
"CID4295","AID1685"
"CID5003","AID1685"
"CID6921","AID1685"
"CID7117","AID1685"
"CID1278","AID2970"
"CID4295","AID2970"
"CID5003","AID2970"
"CID6921","AID2970"
"CID7117","AID2970"
"CID72","AID3698"
"CID517","AID3698"
"CID2328","AID3698"
"CID4329","AID3698"
"CID6753","AID3698"
"CID7716","AID3698"
"CID72","AID3731"
"CID517","AID3731"
"CID2328","AID3731"
"CID4329","AID3731"
"CID6753","AID3731"
"CID7716","AID3731"
"CID7348","AID1817"
"CID997","AID2280"
"CID1480","AID2280"
"CID2684","AID2280"
"CID5428","AID2280"
"CID6990","AID2280"
"CID8367","AID2280"
"CID997","AID578"
"CID1480","AID578"
"CID2684","AID578"
"CID5428","AID578"
"CID6990","AID578"
"CID8367","AID578"
"CID550","AID2063"
"CID1955","AID2063"
"CID2769","AID2063"
