"COMPONENTID","ID"
"CP1113","R6.4.0(7)"
"CP1114","R5.9.0(1)"
"CP1116","R6.4.0(7)"
"CP1116","R5.6.0(8)"
"CP1116","R5.4.4(3)"
"CP1118","R7.1.0(3)"
"CP1126","R5.4.4(3)"
"CP1128","R5.1.0(1)"
"CP1128","R5.5.0(9)"
"CP1128","R6.4.0(7)"
"CP1133","R6.3.0(1)"
"CP1137","R7.3.0(4)"
"CP1141","R7.1.0(3)"
"CP1145","R5.8.0(9)"
"CP1145","R6.4.0(7)"
"CP1145","R7.1.0(3)"
"CP1146","R6.3.0(9)"
"CP1148","R5.7.0(1)"
"CP1151","R6.5.0(1)"
"CP1152","R7.3.0(4)"
"CP1152","R6.1.0(1)"
"CP1152","R5.7.0(5)"
"CP1154","R5.8.0(1)"
"CP1154","R5.4.4(3)"
"CP1154","R6.4.0(1)"
"CP1155","R6.4.0(1)"
"CP1155","R5.6.0(1)"
"CP1155","R6.3.0(9)"
"CP1156","R4.1.0(2)"
"CP1157","R7.3.0(4)"
"CP1159","R5.4.4(3)"
"CP1160","R5.4.4(3)"
"CP1160","R5.5.0(9)"
"CP1160","R6.3.0(1)"
"CP1161","R5.4.4(3)"
"CP1165","R6.3.0(9)"
"CP1166","R5.5.0(9)"
"CP1168","R5.5.0(9)"
"CP1168","R4.1.0(2)"
"CP1168","R6.4.0(1)"
"CP1170","R7.3.0(4)"
"CP1170","R4.1.0(1)"
"CP1170","R5.9.0(1)"
"CP1171","R6.3.0(1)"
"CP1180","R5.4.4(3)"
"CP1180","R5.8.0(1)"
"CP1180","R5.8.0(9)"
"CP1182","R6.4.0(1)"
"CP1182","R7.3.0(4)"
"CP1182","R6.3.0(9)"
"CP1183","R5.9.0(6)"
"CP1189","R5.6.0(8)"
"CP1189","R5.7.0(1)"
"CP1189","R4.1.0(2)"
"CP1192","R6.4.0(7)"
"CP1192","R6.4.0(6)"
"CP1192","R6.3.0(8)"
"CP1193","R6.4.0(7)"
"CP1193","R6.5.0(1)"
"CP1193","R5.4.4(3)"
"CP1195","R5.6.0(1)"
"CP1196","R4.1.0(2)"
"CP1203","R6.4.0(1)"
"CP1207","R5.6.0(1)"
"CP1208","R6.2.0(8)"
"CP1213","R5.8.0(9)"
"CP1215","R6.3.0(1)"
"CP1216","R6.2.0(1)"
"CP1217","R5.8.0(1)"
"CP1218","R6.3.0(8)"
"CP1218","R6.2.0(1)"
"CP1218","R5.9.0(1)"
"CP1219","R5.7.0(1)"
"CP1222","R5.1.0(1)"
"CP1223","R5.6.0(1)"
"CP1224","R6.1.0(1)"
"CP1224","R5.4.4(3)"
"CP1224","R6.4.0(6)"
"CP1226","R5.8.0(1)"
"CP1226","R6.3.0(1)"
"CP1226","R5.8.0(9)"
"CP1228","R6.4.0(7)"
"CP1228","R5.6.0(1)"
"CP1228","R6.3.0(1)"
"CP1230","R4.1.0(2)"
"CP1230","R5.9.0(6)"
"CP1230","R7.1.0(3)"
"CP1231","R5.6.0(8)"
"CP1231","R5.9.0(6)"
"CP1231","R6.3.0(1)"
"CP1234","R5.1.0(1)"
"CP1241","R5.8.0(9)"
"CP1241","R6.4.0(7)"
"CP1241","R6.4.0(1)"
"CP1242","R7.3.0(4)"
"CP1248","R6.4.0(6)"
"CP1251","R6.5.0(1)"
"CP1252","R5.8.0(9)"
"CP1260","R5.7.0(1)"
"CP1260","R5.6.0(8)"
"CP1260","R5.1.0(1)"
"CP1262","R7.3.0(4)"
"CP1265","R5.7.0(1)"
"CP1265","R5.8.0(9)"
"CP1265","R5.4.4(3)"
"CP1274","R6.3.0(9)"
"CP1278","R5.8.0(1)"
"CP1280","R6.1.0(1)"
"CP1285","R5.8.0(1)"
"CP1287","R5.5.0(9)"
"CP1289","R5.6.0(8)"
"CP1289","R5.5.0(1)"
"CP1289","R6.2.0(1)"
"CP1291","R7.3.0(4)"
"CP1295","R4.1.0(1)"
"CP1295","R6.4.0(7)"
"CP1295","R7.3.0(4)"
"CP1301","R5.5.0(1)"
"CP1302","R5.5.0(9)"
"CP1302","R5.6.0(8)"
"CP1302","R5.8.0(9)"
"CP1304","R4.1.0(2)"
"CP1305","R5.9.0(6)"
"CP1305","R7.3.0(4)"
"CP1305","R5.8.0(1)"
"CP1306","R7.1.0(3)"
"CP1307","R7.3.0(4)"
"CP1308","R5.6.0(1)"
"CP1311","R6.4.0(7)"
"CP1313","R6.1.0(1)"
"CP1313","R6.4.0(1)"
"CP1313","R6.3.0(8)"
"CP1319","R7.3.0(4)"
"CP1322","R5.7.0(5)"
"CP1330","R6.4.0(6)"
"CP1333","R6.3.0(8)"
"CP1334","R5.7.0(1)"
"CP1335","R5.5.0(1)"
"CP1335","R6.4.0(1)"
"CP1335","R5.1.0(1)"
"CP1342","R5.5.0(9)"
"CP1342","R6.2.0(8)"
"CP1342","R5.9.0(6)"
"CP1345","R6.5.0(1)"
"CP1345","R6.4.0(7)"
"CP1345","R5.5.0(1)"
"CP1346","R5.9.0(6)"
"CP1351","R5.5.0(1)"
"CP1354","R4.1.0(1)"
"CP1356","R5.8.0(9)"
"CP1358","R5.4.4(3)"
"CP1361","R5.7.0(1)"
"CP1369","R6.3.0(9)"
"CP1369","R5.1.0(1)"
"CP1369","R5.4.4(3)"
"CP1370","R6.4.0(7)"
"CP1374","R6.5.0(1)"
"CP1374","R7.3.0(4)"
"CP1374","R7.1.0(3)"
"CP1378","R5.6.0(8)"
"CP1382","R6.2.0(8)"
"CP1382","R5.6.0(1)"
"CP1382","R7.1.0(3)"
"CP1384","R6.3.0(9)"
"CP1384","R6.4.0(7)"
"CP1384","R5.8.0(1)"
"CP1385","R6.4.0(1)"
"CP1386","R5.5.0(1)"
"CP1392","R6.5.0(1)"
"CP1392","R5.1.0(1)"
"CP1392","R5.6.0(1)"
"CP1393","R6.4.0(7)"
"CP1393","R5.7.0(1)"
"CP1393","R5.1.0(1)"
"CP1394","R6.3.0(1)"
"CP1394","R6.2.0(1)"
"CP1394","R5.9.0(1)"
"CP1395","R5.8.0(1)"
"CP1395","R5.5.0(1)"
"CP1395","R6.2.0(1)"
"CP1400","R5.8.0(9)"
"CP1400","R5.4.4(3)"
"CP1400","R7.3.0(4)"
"CP1401","R7.1.0(3)"
"CP1403","R5.7.0(5)"
"CP1403","R6.4.0(6)"
"CP1403","R4.1.0(1)"
"CP1406","R5.5.0(9)"
"CP1406","R5.6.0(1)"
"CP1406","R5.7.0(1)"
"CP1407","R5.5.0(9)"
"CP1408","R6.1.0(1)"
"CP1408","R5.7.0(1)"
"CP1408","R6.5.0(1)"
"CP1409","R6.3.0(8)"
"CP1410","R4.1.0(1)"
"CP1412","R6.2.0(1)"
"CP1412","R6.4.0(6)"
"CP1412","R4.1.0(1)"
"CP1413","R5.8.0(9)"
"CP1417","R6.3.0(9)"
"CP1419","R6.4.0(6)"
"CP1420","R6.1.0(1)"
"CP1420","R6.3.0(9)"
"CP1420","R5.8.0(1)"
"CP1422","R5.9.0(6)"
"CP1431","R7.3.0(4)"
"CP1438","R5.9.0(1)"
"CP1438","R6.4.0(6)"
"CP1438","R5.6.0(8)"
"CP1439","R6.4.0(7)"
"CP1440","R4.1.0(1)"
"CP1440","R5.7.0(5)"
"CP1440","R6.4.0(7)"
"CP1448","R5.6.0(1)"
"CP1449","R6.4.0(6)"
"CP1451","R6.1.0(1)"
"CP1457","R5.8.0(1)"
"CP1457","R5.6.0(8)"
"CP1457","R4.1.0(2)"
"CP1460","R5.9.0(1)"
"CP1460","R5.6.0(1)"
"CP1460","R5.5.0(9)"
"CP1463","R5.5.0(1)"
"CP1463","R6.5.0(1)"
"CP1463","R5.1.0(1)"
"CP1464","R5.9.0(1)"
"CP1466","R4.1.0(2)"
"CP1468","R6.4.0(1)"
"CP1468","R5.6.0(8)"
"CP1468","R6.3.0(1)"
"CP1471","R6.2.0(1)"
"CP1471","R5.5.0(9)"
"CP1471","R6.4.0(1)"
"CP1476","R5.5.0(1)"
"CP1477","R5.9.0(1)"
"CP1480","R6.4.0(7)"
"CP1483","R6.5.0(1)"
"CP1486","R6.2.0(1)"
"CP1486","R5.6.0(1)"
"CP1486","R4.1.0(1)"
"CP1487","R6.1.0(1)"
"CP1491","R6.4.0(7)"
"CP1493","R5.4.4(3)"
"CP1493","R6.3.0(1)"
"CP1493","R5.6.0(8)"
"CP1494","R4.1.0(2)"
"CP1494","R7.3.0(4)"
"CP1494","R6.2.0(1)"
"CP1496","R6.1.0(1)"
"CP1496","R6.4.0(1)"
"CP1496","R5.4.4(3)"
"CP1499","R4.1.0(1)"
"CP1499","R4.1.0(2)"
"CP1499","R5.8.0(1)"
"CP1500","R5.8.0(1)"
"CP1500","R6.3.0(1)"
"CP1500","R6.4.0(6)"
"CP1503","R6.2.0(8)"
"CP1505","R6.2.0(8)"
"CP1507","R6.3.0(9)"
"CP1507","R5.5.0(9)"
"CP1507","R6.3.0(1)"
"CP1512","R6.3.0(9)"
"CP1512","R5.7.0(5)"
"CP1512","R6.3.0(8)"
"CP1513","R6.4.0(6)"
"CP1513","R4.1.0(2)"
"CP1513","R6.1.0(1)"
"CP1519","R6.3.0(9)"
"CP1525","R7.1.0(3)"
"CP1529","R7.3.0(4)"
"CP1535","R5.7.0(5)"
"CP1535","R6.2.0(1)"
"CP1535","R7.3.0(4)"
"CP1538","R5.5.0(9)"
"CP1538","R6.1.0(1)"
"CP1538","R6.3.0(9)"
"CP1539","R5.8.0(9)"
"CP1539","R4.1.0(2)"
"CP1539","R6.3.0(8)"
"CP1541","R6.1.0(1)"
"CP1542","R5.9.0(6)"
"CP1542","R5.7.0(1)"
"CP1542","R6.2.0(8)"
"CP1545","R6.3.0(9)"
"CP1547","R6.1.0(1)"
"CP1549","R6.1.0(1)"
"CP1549","R6.4.0(1)"
"CP1549","R6.3.0(1)"
"CP1550","R4.1.0(2)"
"CP1552","R6.2.0(8)"
"CP1554","R5.6.0(1)"
"CP1562","R6.1.0(1)"
"CP1562","R5.5.0(1)"
"CP1562","R6.4.0(1)"
"CP1564","R5.8.0(1)"
"CP1565","R5.5.0(1)"
"CP1565","R5.6.0(8)"
"CP1565","R6.2.0(1)"
"CP1566","R6.4.0(7)"
"CP1569","R4.1.0(2)"
"CP1569","R5.9.0(6)"
"CP1569","R5.5.0(9)"
"CP1571","R6.2.0(8)"
"CP1571","R5.5.0(9)"
"CP1571","R7.3.0(4)"
"CP1574","R7.3.0(4)"
"CP1576","R5.7.0(5)"
"CP1579","R5.9.0(6)"
"CP1580","R5.8.0(9)"
"CP1581","R5.9.0(6)"
"CP1581","R6.4.0(1)"
"CP1581","R6.3.0(9)"
"CP1583","R5.4.4(3)"
"CP1586","R7.1.0(3)"
"CP1593","R5.8.0(9)"
"CP1593","R6.4.0(1)"
"CP1593","R5.4.4(3)"
"CP1598","R4.1.0(2)"
"CP1598","R4.1.0(1)"
"CP1598","R6.5.0(1)"
"CP1601","R6.4.0(1)"
"CP1603","R4.1.0(1)"
"CP1603","R6.3.0(8)"
"CP1603","R6.2.0(8)"
"CP1604","R6.2.0(1)"
"CP1610","R5.8.0(9)"
"CP1611","R5.6.0(1)"
"CP1615","R4.1.0(1)"
"CP1616","R6.4.0(6)"
"CP1621","R5.8.0(1)"
"CP1622","R5.9.0(6)"
"CP1623","R6.4.0(1)"
"CP1626","R5.4.4(3)"
"CP1634","R5.5.0(1)"
"CP1636","R6.3.0(1)"
"CP1637","R6.3.0(8)"
"CP1637","R5.8.0(9)"
"CP1637","R5.7.0(1)"
"CP1638","R6.4.0(6)"
"CP1640","R6.1.0(1)"
"CP1641","R5.4.4(3)"
"CP1645","R6.1.0(1)"
"CP1645","R6.4.0(6)"
"CP1645","R6.3.0(9)"
"CP1647","R6.4.0(6)"
"CP1650","R5.7.0(5)"
"CP1651","R5.8.0(1)"
"CP1652","R6.4.0(6)"
"CP1652","R5.8.0(9)"
"CP1652","R5.6.0(8)"
"CP1654","R6.3.0(1)"
"CP1654","R6.4.0(7)"
"CP1654","R5.5.0(9)"
"CP1658","R7.3.0(4)"
"CP1659","R5.8.0(1)"
"CP1659","R6.4.0(7)"
"CP1659","R7.1.0(3)"
"CP1660","R5.5.0(1)"
"CP1663","R6.3.0(1)"
"CP1664","R5.9.0(1)"
"CP1665","R6.2.0(1)"
"CP1665","R4.1.0(1)"
"CP1665","R5.7.0(1)"
"CP1666","R6.4.0(6)"
"CP1666","R5.8.0(9)"
"CP1666","R6.5.0(1)"
"CP1673","R6.4.0(7)"
"CP1674","R6.3.0(1)"
"CP1674","R4.1.0(2)"
"CP1674","R6.4.0(6)"
"CP1675","R5.9.0(6)"
"CP1675","R6.2.0(1)"
"CP1675","R5.9.0(1)"
"CP1676","R6.4.0(1)"
"CP1676","R5.4.4(3)"
"CP1676","R5.5.0(1)"
"CP1679","R5.5.0(1)"
"CP1682","R5.9.0(1)"
"CP1682","R5.6.0(1)"
"CP1682","R6.1.0(1)"
"CP1683","R6.4.0(6)"
"CP1683","R6.3.0(1)"
"CP1683","R6.1.0(1)"
"CP1686","R4.1.0(2)"
"CP1687","R4.1.0(1)"
"CP1689","R5.1.0(1)"
"CP1690","R5.1.0(1)"
"CP1690","R5.7.0(1)"
"CP1690","R5.6.0(1)"
"CP1691","R5.7.0(5)"
"CP1694","R5.5.0(9)"
"CP1696","R5.5.0(9)"
"CP1696","R6.1.0(1)"
"CP1696","R6.5.0(1)"
"CP1700","R6.3.0(9)"
"CP1703","R5.4.4(3)"
"CP1705","R6.4.0(6)"
"CP1705","R4.1.0(2)"
"CP1705","R5.8.0(9)"
"CP1710","R5.4.4(3)"
"CP1710","R5.7.0(1)"
"CP1710","R5.1.0(1)"
"CP1711","R6.5.0(1)"
"CP1714","R5.9.0(6)"
"CP1715","R6.4.0(6)"
"CP1715","R5.4.4(3)"
"CP1715","R5.6.0(8)"
"CP1717","R6.3.0(8)"
"CP1717","R5.8.0(1)"
"CP1717","R5.6.0(1)"
"CP1724","R5.8.0(1)"
"CP1727","R6.3.0(1)"
"CP1727","R5.8.0(9)"
"CP1727","R5.7.0(1)"
"CP1729","R6.3.0(8)"
"CP1729","R6.2.0(8)"
"CP1729","R6.1.0(1)"
"CP1730","R5.1.0(1)"
"CP1732","R6.5.0(1)"
"CP1735","R5.9.0(6)"
"CP1735","R6.3.0(1)"
"CP1735","R4.1.0(1)"
"CP1737","R5.5.0(9)"
"CP1738","R6.3.0(8)"
"CP1738","R4.1.0(2)"
"CP1738","R5.6.0(8)"
"CP1739","R5.9.0(1)"
"CP1739","R5.7.0(1)"
"CP1739","R6.4.0(6)"
"CP1755","R6.4.0(6)"
"CP1756","R6.3.0(9)"
"CP1756","R6.5.0(1)"
"CP1756","R5.9.0(6)"
"CP1761","R6.4.0(6)"
"CP1762","R5.7.0(1)"
"CP1762","R5.9.0(6)"
"CP1762","R4.1.0(1)"
"CP1763","R5.9.0(6)"
"CP1763","R5.8.0(1)"
"CP1763","R5.1.0(1)"
"CP1765","R5.8.0(9)"
"CP1765","R6.3.0(8)"
"CP1765","R5.7.0(5)"
"CP1770","R5.7.0(1)"
"CP1770","R5.7.0(5)"
"CP1770","R7.3.0(4)"
"CP1771","R5.5.0(1)"
"CP1771","R5.6.0(8)"
"CP1771","R7.1.0(3)"
"CP1773","R5.8.0(9)"
"CP1775","R6.3.0(1)"
"CP1777","R4.1.0(1)"
"CP1780","R5.4.4(3)"
"CP1780","R5.5.0(9)"
"CP1780","R7.3.0(4)"
"CP1783","R6.3.0(9)"
"CP1787","R5.9.0(6)"
"CP1787","R6.3.0(8)"
"CP1787","R6.2.0(8)"
"CP1789","R5.6.0(1)"
"CP1789","R5.8.0(1)"
"CP1789","R5.4.4(3)"
"CP1790","R5.1.0(1)"
"CP1790","R5.7.0(1)"
"CP1790","R7.1.0(3)"
"CP1792","R5.7.0(5)"
"CP1792","R5.6.0(8)"
"CP1792","R4.1.0(2)"
"CP1796","R5.6.0(8)"
"CP1800","R4.1.0(1)"
"CP1802","R5.9.0(6)"
"CP1808","R5.9.0(6)"
"CP1808","R5.8.0(1)"
"CP1808","R6.4.0(7)"
"CP1818","R6.3.0(1)"
"CP1820","R6.4.0(1)"
"CP1821","R7.3.0(4)"
"CP1821","R5.8.0(9)"
"CP1821","R5.9.0(6)"
"CP1828","R6.4.0(6)"
"CP1834","R5.8.0(9)"
"CP1843","R6.5.0(1)"
"CP1843","R6.3.0(9)"
"CP1843","R5.5.0(9)"
"CP1845","R5.1.0(1)"
"CP1845","R5.9.0(1)"
"CP1845","R5.4.4(3)"
"CP1846","R5.7.0(1)"
"CP1848","R6.3.0(9)"
"CP1848","R4.1.0(2)"
"CP1848","R6.2.0(8)"
"CP1849","R6.2.0(1)"
"CP1851","R6.3.0(9)"
"CP1853","R6.4.0(7)"
"CP1853","R6.3.0(8)"
"CP1853","R5.8.0(9)"
"CP1854","R5.5.0(1)"
"CP1855","R6.4.0(6)"
"CP1855","R5.8.0(9)"
"CP1855","R4.1.0(2)"
"CP1856","R5.5.0(9)"
"CP1858","R5.5.0(9)"
"CP1859","R5.5.0(1)"
"CP1860","R5.9.0(6)"
"CP1860","R4.1.0(2)"
"CP1860","R6.2.0(8)"
"CP1861","R4.1.0(1)"
"CP1861","R5.7.0(5)"
"CP1861","R5.8.0(1)"
"CP1862","R7.1.0(3)"
"CP1862","R6.3.0(8)"
"CP1862","R5.8.0(1)"
"CP1864","R6.1.0(1)"
"CP1864","R7.1.0(3)"
"CP1864","R5.8.0(9)"
"CP1867","R4.1.0(2)"
"CP1867","R7.1.0(3)"
"CP1867","R5.6.0(8)"
"CP1870","R5.1.0(1)"
"CP1872","R6.4.0(6)"
"CP1874","R6.3.0(1)"
"CP1874","R6.2.0(8)"
"CP1874","R5.6.0(8)"
"CP1876","R6.4.0(6)"
"CP1876","R7.3.0(4)"
"CP1876","R4.1.0(1)"
"CP1882","R6.2.0(1)"
"CP1885","R6.2.0(8)"
"CP1885","R5.6.0(1)"
"CP1885","R6.5.0(1)"
"CP1887","R6.3.0(1)"
"CP1887","R5.9.0(6)"
"CP1887","R5.8.0(9)"
"CP1892","R6.3.0(8)"
"CP1894","R5.5.0(1)"
"CP1894","R5.9.0(6)"
"CP1894","R6.5.0(1)"
"CP1895","R6.4.0(6)"
"CP1895","R7.1.0(3)"
"CP1895","R5.5.0(1)"
"CP1899","R5.7.0(1)"
"CP1899","R5.8.0(9)"
"CP1899","R6.2.0(1)"
"CP1900","R4.1.0(2)"
"CP1909","R6.1.0(1)"
"CP1917","R7.1.0(3)"
"CP1917","R6.3.0(1)"
"CP1917","R5.9.0(6)"
"CP1918","R5.8.0(9)"
"CP1920","R5.8.0(1)"
"CP1935","R5.4.4(3)"
"CP1937","R5.9.0(6)"
"CP1937","R6.5.0(1)"
"CP1937","R6.1.0(1)"
"CP1939","R6.1.0(1)"
"CP1939","R7.1.0(3)"
"CP1939","R6.2.0(1)"
"CP1943","R7.3.0(4)"
"CP1943","R6.2.0(1)"
"CP1943","R6.4.0(6)"
"CP1945","R5.1.0(1)"
"CP1946","R5.8.0(9)"
"CP1946","R5.6.0(1)"
"CP1946","R6.4.0(1)"
"CP1951","R6.4.0(1)"
"CP1951","R5.9.0(6)"
"CP1951","R6.1.0(1)"
"CP1952","R5.8.0(9)"
"CP1953","R6.3.0(8)"
"CP1955","R4.1.0(1)"
"CP1957","R5.6.0(1)"
"CP1958","R7.3.0(4)"
"CP1958","R5.5.0(9)"
"CP1958","R5.8.0(1)"
"CP1959","R6.5.0(1)"
"CP1959","R6.4.0(7)"
"CP1959","R5.7.0(5)"
"CP1960","R6.3.0(1)"
"CP1963","R6.5.0(1)"
"CP1963","R6.4.0(7)"
"CP1963","R6.3.0(8)"
"CP1966","R6.2.0(8)"
"CP1966","R5.7.0(5)"
"CP1966","R6.3.0(8)"
"CP1967","R5.7.0(5)"
"CP1969","R6.1.0(1)"
"CP1970","R5.7.0(1)"
"CP1970","R6.2.0(8)"
"CP1970","R6.1.0(1)"
"CP1971","R6.3.0(8)"
"CP1976","R5.8.0(9)"
"CP1976","R5.6.0(1)"
"CP1976","R6.5.0(1)"
"CP1978","R7.1.0(3)"
"CP1980","R7.1.0(3)"
"CP1982","R6.2.0(8)"
"CP1990","R7.1.0(3)"
"CP1991","R4.1.0(2)"
"CP1991","R5.1.0(1)"
"CP1991","R6.1.0(1)"
"CP1995","R4.1.0(2)"
"CP1995","R6.4.0(1)"
"CP1995","R6.4.0(7)"
"CP1998","R5.4.4(3)"
"CP2000","R4.1.0(2)"
"CP2003","R5.5.0(1)"
"CP2007","R6.5.0(1)"
"CP2009","R6.3.0(9)"
"CP2010","R6.3.0(9)"
"CP2010","R6.1.0(1)"
"CP2010","R6.4.0(1)"
"CP2011","R7.1.0(3)"
"CP2018","R5.9.0(1)"
"CP2018","R6.1.0(1)"
"CP2018","R6.3.0(1)"
"CP2022","R5.8.0(1)"
"CP2022","R6.4.0(7)"
"CP2022","R6.2.0(8)"
"CP2029","R6.1.0(1)"
"CP2030","R6.3.0(8)"
"CP2033","R5.7.0(5)"
"CP2036","R5.8.0(1)"
"CP2037","R4.1.0(1)"
"CP2037","R5.8.0(1)"
"CP2037","R5.8.0(9)"
"CP2042","R6.4.0(1)"
"CP2043","R6.4.0(7)"
"CP2045","R6.3.0(9)"
"CP2046","R7.1.0(3)"
"CP2048","R5.9.0(6)"
"CP2049","R5.6.0(1)"
"CP2049","R6.3.0(1)"
"CP2049","R5.9.0(6)"
"CP2054","R5.4.4(3)"
"CP2054","R5.7.0(1)"
"CP2054","R6.5.0(1)"
"CP2056","R5.7.0(5)"
"CP2058","R6.1.0(1)"
"CP2058","R6.3.0(8)"
"CP2058","R5.4.4(3)"
"CP2059","R5.8.0(1)"
"CP2060","R5.7.0(1)"
"CP2060","R6.3.0(8)"
"CP2060","R5.9.0(6)"
"CP2063","R5.8.0(1)"
"CP2064","R4.1.0(1)"
"CP2064","R6.3.0(9)"
"CP2064","R6.2.0(1)"
"CP2065","R5.8.0(9)"
"CP2069","R5.9.0(1)"
"CP2069","R6.4.0(1)"
"CP2069","R6.5.0(1)"
"CP2071","R5.1.0(1)"
"CP2071","R6.4.0(7)"
"CP2071","R5.7.0(1)"
"CP2084","R4.1.0(1)"
"CP2084","R6.5.0(1)"
"CP2084","R5.1.0(1)"
"CP2089","R7.1.0(3)"
"CP2089","R6.3.0(8)"
"CP2089","R5.5.0(1)"
"CP2092","R7.3.0(4)"
"CP2092","R5.8.0(9)"
"CP2092","R4.1.0(1)"
"CP2093","R6.3.0(9)"
"CP2093","R6.5.0(1)"
"CP2093","R5.9.0(6)"
"CP2094","R4.1.0(1)"
"CP2094","R5.1.0(1)"
"CP2094","R7.1.0(3)"
"CP2095","R5.7.0(1)"
"CP2095","R6.2.0(8)"
"CP2095","R6.3.0(9)"
"CP2096","R6.5.0(1)"
"CP2096","R5.7.0(5)"
"CP2096","R5.6.0(8)"
"CP2097","R5.9.0(1)"
"CP2099","R6.3.0(8)"
"CP2099","R7.1.0(3)"
"CP2099","R6.2.0(8)"
"CP2100","R5.5.0(1)"
"CP2105","R5.9.0(6)"
"CP2105","R5.9.0(1)"
"CP2105","R5.5.0(1)"
"CP2109","R6.3.0(9)"
"CP2113","R6.4.0(6)"
"CP2113","R4.1.0(1)"
"CP2113","R5.4.4(3)"
"CP2114","R5.6.0(8)"
"CP2122","R6.5.0(1)"
"CP2122","R6.4.0(6)"
"CP2122","R5.6.0(1)"
"CP2125","R6.4.0(1)"
"CP2125","R5.5.0(9)"
"CP2125","R6.2.0(1)"
"CP2128","R6.3.0(9)"
"CP2128","R6.3.0(8)"
"CP2128","R5.1.0(1)"
"CP2130","R6.5.0(1)"
"CP2130","R6.3.0(8)"
"CP2130","R6.3.0(9)"
"CP2135","R5.1.0(1)"
"CP2135","R5.5.0(1)"
"CP2135","R6.3.0(1)"
"CP2137","R6.3.0(8)"
"CP2137","R5.8.0(1)"
"CP2137","R6.4.0(6)"
"CP2138","R5.7.0(5)"
"CP2138","R5.5.0(1)"
"CP2138","R6.2.0(1)"
"CP2150","R6.4.0(1)"
"CP2152","R5.5.0(9)"
"CP2153","R6.3.0(9)"
"CP2153","R5.9.0(6)"
"CP2153","R5.9.0(1)"
"CP2155","R6.3.0(8)"
"CP2157","R6.4.0(6)"
"CP2161","R5.9.0(6)"
"CP2161","R5.6.0(1)"
"CP2161","R5.7.0(5)"
"CP2162","R5.6.0(1)"
"CP2162","R4.1.0(1)"
"CP2162","R5.8.0(1)"
"CP2166","R5.4.4(3)"
"CP2166","R5.9.0(6)"
"CP2166","R5.1.0(1)"
"CP2167","R6.4.0(1)"
"CP2167","R5.6.0(8)"
"CP2167","R6.2.0(8)"
"CP2173","R6.3.0(8)"
"CP2177","R5.7.0(1)"
"CP2177","R6.3.0(9)"
"CP2177","R6.3.0(8)"
"CP2180","R5.8.0(1)"
"CP2180","R5.7.0(5)"
"CP2180","R6.4.0(6)"
"CP2182","R6.4.0(6)"
"CP2182","R5.9.0(6)"
"CP2182","R5.6.0(8)"
"CP2183","R5.7.0(1)"
"CP2183","R4.1.0(2)"
"CP2183","R5.9.0(6)"
"CP2190","R6.4.0(6)"
"CP2190","R5.1.0(1)"
"CP2190","R6.1.0(1)"
"CP2193","R5.8.0(9)"
"CP2193","R6.4.0(6)"
"CP2193","R6.4.0(1)"
"CP2194","R5.5.0(1)"
"CP2195","R6.4.0(7)"
"CP2195","R6.2.0(8)"
"CP2195","R6.2.0(1)"
"CP2196","R5.4.4(3)"
"CP2196","R5.7.0(1)"
"CP2196","R5.5.0(9)"
"CP2197","R6.4.0(7)"
"CP2197","R6.3.0(1)"
"CP2197","R7.3.0(4)"
"CP2198","R4.1.0(1)"
"CP2198","R6.2.0(1)"
"CP2198","R7.1.0(3)"
"CP2199","R5.7.0(1)"
"CP2201","R5.6.0(1)"
"CP2203","R5.7.0(1)"
"CP2203","R6.2.0(8)"
"CP2203","R6.1.0(1)"
"CP2204","R6.3.0(9)"
"CP2211","R7.3.0(4)"
"CP2216","R6.1.0(1)"
"CP2216","R5.8.0(1)"
"CP2216","R5.6.0(8)"
"CP2217","R5.7.0(5)"
"CP2217","R6.5.0(1)"
"CP2217","R5.6.0(1)"
"CP2219","R5.1.0(1)"
"CP2223","R6.4.0(6)"
"CP2223","R5.5.0(9)"
"CP2223","R5.6.0(8)"
"CP2225","R6.2.0(1)"
"CP2226","R6.3.0(8)"
"CP2226","R4.1.0(1)"
"CP2226","R5.6.0(8)"
"CP2231","R5.9.0(6)"
"CP2232","R7.3.0(4)"
"CP2232","R4.1.0(2)"
"CP2232","R5.6.0(8)"
"CP2233","R6.4.0(7)"
"CP2234","R5.9.0(6)"
"CP2234","R5.5.0(9)"
"CP2234","R6.4.0(6)"
"CP2237","R5.5.0(9)"
"CP2237","R6.4.0(7)"
"CP2237","R5.6.0(8)"
"CP2238","R5.6.0(8)"
"CP2238","R6.3.0(1)"
"CP2238","R6.1.0(1)"
"CP2240","R6.1.0(1)"
"CP2240","R6.4.0(7)"
"CP2240","R6.3.0(9)"
"CP2244","R5.8.0(1)"
"CP2244","R4.1.0(2)"
"CP2244","R5.8.0(9)"
"CP2248","R5.5.0(1)"
"CP2249","R5.7.0(5)"
"CP2250","R7.3.0(4)"
"CP2251","R4.1.0(2)"
"CP2251","R6.3.0(9)"
"CP2251","R5.6.0(1)"
"CP2254","R5.8.0(9)"
"CP2254","R5.5.0(9)"
"CP2254","R5.8.0(1)"
"CP2258","R5.5.0(1)"
"CP2258","R6.4.0(6)"
"CP2258","R6.4.0(1)"
"CP2262","R6.4.0(6)"
"CP2264","R7.1.0(3)"
"CP2264","R6.1.0(1)"
"CP2264","R5.6.0(8)"
"CP2265","R6.2.0(1)"
"CP2270","R5.5.0(1)"
