UC_ID,UC_TITLE,UC_PrC,UC_PoC,UC_STEPS
UC_ID1060,Bolus request too soon55,UC_ID3229,UC_ID242,Patient Authentication Failure55
UC_ID1061,Over-Flow Rate Alarm55,UC_ID2166,UC_ID8911,Bolus request too soon55
UC_ID1062,Patient Authentication Failure55,UC_ID4710,UC_ID3312,Clinician Authentication Failure55
UC_ID1063,Upstream Occlusion55,UC_ID7635,UC_ID2376,Maximum Safe Dose55
UC_ID1064,Drug Library Soft Limit55,UC_ID1944,UC_ID348,Drug Library Not Present or Corrupted55
UC_ID1065,Over-Flow Rate Alarm56,UC_ID9417,UC_ID865,Under-Flow Rate Alarm56
UC_ID1066,Pump Overheating56,UC_ID7011,UC_ID5250,Air-in-line Embolism56
UC_ID1067,Bolus request too soon56,UC_ID2570,UC_ID7952,Drug Library Hard Limit56
UC_ID1068,Drug Library Hard Limit56,UC_ID1993,UC_ID4183,Over-Flow Rate Alarm56
UC_ID1069,Air-in-line Embolism56,UC_ID306,UC_ID9272,Patient Authentication Failure56
UC_ID1070,ICE Failure56,UC_ID1380,UC_ID8848,Pump Priming Failure56
UC_ID1071,Power-On Self Test Failure56,UC_ID4165,UC_ID349,Maximum Safe Dose56
UC_ID1072,Maximum Safe Dose56,UC_ID5909,UC_ID6213,ICE Failure56
UC_ID1073,Upstream Occlusion56,UC_ID8652,UC_ID5332,Drug Library Not Present or Corrupted56
UC_ID1074,Sound Failure56,UC_ID5409,UC_ID8369,Prescription Authentication Failure56
UC_ID1075,Prescription Authentication Failure56,UC_ID6803,UC_ID9755,Internal Electronic Failure56
UC_ID1076,Pump Priming Failure56,UC_ID5338,UC_ID7745,Sound Failure56
UC_ID1077,Under-Flow Rate Alarm56,UC_ID7773,UC_ID9283,Bolus request too soon56
UC_ID1078,Drug Library Not Present or Corrupted56,UC_ID3194,UC_ID7662,Pump Overheating56
UC_ID1079,Patient Authentication Failure56,UC_ID8981,UC_ID2712,Clinician Authentication Failure56
UC_ID1080,Downstream Occlusion56,UC_ID8559,UC_ID5907,Downstream Occlusion56
UC_ID1081,Drug Library Soft Limit56,UC_ID5088,UC_ID7760,Drug Library Soft Limit56
UC_ID1082,Internal Electronic Failure56,UC_ID2123,UC_ID4674,Upstream Occlusion56
UC_ID1083,Clinician Authentication Failure56,UC_ID1198,UC_ID1872,Power-On Self Test Failure56
UC_ID1084,Drug Library Hard Limit57,UC_ID2412,UC_ID8124,Prescription Authentication Failure57
UC_ID1085,Clinician Authentication Failure57,UC_ID9602,UC_ID1943,Power-On Self Test Failure57
UC_ID1086,Pump Overheating57,UC_ID8918,UC_ID3590,Sound Failure57
UC_ID1087,Sound Failure57,UC_ID7686,UC_ID7060,Patient Authentication Failure57
UC_ID1088,Under-Flow Rate Alarm57,UC_ID3831,UC_ID6234,Pump Priming Failure57
UC_ID1089,Upstream Occlusion57,UC_ID7493,UC_ID9412,Downstream Occlusion57
UC_ID1090,Over-Flow Rate Alarm57,UC_ID7383,UC_ID8102,Over-Flow Rate Alarm57
UC_ID1091,Drug Library Soft Limit57,UC_ID7594,UC_ID9729,Drug Library Hard Limit57
UC_ID1092,Maximum Safe Dose57,UC_ID998,UC_ID4605,Internal Electronic Failure57
UC_ID1093,Drug Library Not Present or Corrupted57,UC_ID3272,UC_ID1595,Clinician Authentication Failure57
UC_ID1094,ICE Failure57,UC_ID3764,UC_ID2922,Maximum Safe Dose57
UC_ID1095,Prescription Authentication Failure57,UC_ID7120,UC_ID3459,Under-Flow Rate Alarm57
UC_ID1096,Pump Priming Failure57,UC_ID3601,UC_ID6829,Pump Overheating57
UC_ID1097,Internal Electronic Failure57,UC_ID6737,UC_ID922,Drug Library Not Present or Corrupted57
UC_ID1098,Bolus request too soon57,UC_ID5855,UC_ID7109,Bolus request too soon57
UC_ID1099,Power-On Self Test Failure57,UC_ID6330,UC_ID2602,Air-in-line Embolism57
UC_ID1100,Patient Authentication Failure57,UC_ID9529,UC_ID134,ICE Failure57
UC_ID1101,Air-in-line Embolism57,UC_ID432,UC_ID6975,Upstream Occlusion57
UC_ID1102,Downstream Occlusion57,UC_ID8308,UC_ID9500,Drug Library Soft Limit57
UC_ID1103,Pump Overheating58,UC_ID9190,UC_ID7341,Sound Failure58
UC_ID1104,Bolus request too soon58,UC_ID6930,UC_ID3450,Under-Flow Rate Alarm58
UC_ID1105,ICE Failure58,UC_ID9546,UC_ID5203,Bolus request too soon58
UC_ID1106,Maximum Safe Dose58,UC_ID7566,UC_ID4790,Drug Library Not Present or Corrupted58
UC_ID1107,Clinician Authentication Failure58,UC_ID2298,UC_ID9302,Drug Library Hard Limit58
UC_ID1108,Upstream Occlusion58,UC_ID6033,UC_ID7629,Air-in-line Embolism58
UC_ID1109,Drug Library Hard Limit58,UC_ID5131,UC_ID6156,Pump Priming Failure58
UC_ID1110,Air-in-line Embolism58,UC_ID7975,UC_ID7057,Upstream Occlusion58
UC_ID1111,Power-On Self Test Failure58,UC_ID9181,UC_ID6479,Pump Overheating58
UC_ID1112,Downstream Occlusion58,UC_ID8633,UC_ID576,ICE Failure58
UC_ID1113,Drug Library Soft Limit58,UC_ID6249,UC_ID6818,Power-On Self Test Failure58
UC_ID1114,Pump Priming Failure58,UC_ID5524,UC_ID4912,Over-Flow Rate Alarm58
UC_ID1115,Drug Library Not Present or Corrupted58,UC_ID9793,UC_ID858,Maximum Safe Dose58
UC_ID1116,Sound Failure58,UC_ID4861,UC_ID171,Downstream Occlusion58
UC_ID1117,Over-Flow Rate Alarm58,UC_ID9384,UC_ID3695,Clinician Authentication Failure58
UC_ID1118,Prescription Authentication Failure58,UC_ID5294,UC_ID2578,Prescription Authentication Failure58
UC_ID1119,Under-Flow Rate Alarm58,UC_ID6068,UC_ID9386,Drug Library Soft Limit58
UC_ID1120,Internal Electronic Failure58,UC_ID5670,UC_ID6814,Internal Electronic Failure58
UC_ID1121,Patient Authentication Failure58,UC_ID4174,UC_ID9934,Patient Authentication Failure58
UC_ID1122,Upstream Occlusion59,UC_ID1377,UC_ID9476,Bolus request too soon59
UC_ID1123,Clinician Authentication Failure59,UC_ID7539,UC_ID9808,Clinician Authentication Failure59
UC_ID1124,Downstream Occlusion59,UC_ID2535,UC_ID4929,Sound Failure59
UC_ID1125,Under-Flow Rate Alarm59,UC_ID5817,UC_ID9186,Air-in-line Embolism59
UC_ID1126,Pump Overheating59,UC_ID2568,UC_ID1186,Prescription Authentication Failure59
UC_ID1127,ICE Failure59,UC_ID6374,UC_ID394,Drug Library Not Present or Corrupted59
UC_ID1128,Internal Electronic Failure59,UC_ID6939,UC_ID8568,Patient Authentication Failure59
UC_ID1129,Drug Library Soft Limit59,UC_ID3807,UC_ID8253,Pump Overheating59
UC_ID1130,Drug Library Hard Limit59,UC_ID1752,UC_ID459,ICE Failure59
UC_ID1131,Over-Flow Rate Alarm59,UC_ID915,UC_ID2978,Drug Library Hard Limit59
UC_ID1132,Air-in-line Embolism59,UC_ID5584,UC_ID4579,Downstream Occlusion59
UC_ID1133,Patient Authentication Failure59,UC_ID2624,UC_ID6228,Over-Flow Rate Alarm59
UC_ID1134,Power-On Self Test Failure59,UC_ID4529,UC_ID9181,Internal Electronic Failure59
UC_ID1135,Bolus request too soon59,UC_ID931,UC_ID9954,Power-On Self Test Failure59
UC_ID1136,Pump Priming Failure59,UC_ID9531,UC_ID4624,Upstream Occlusion59
UC_ID1137,Maximum Safe Dose59,UC_ID1262,UC_ID5548,Drug Library Soft Limit59
UC_ID1138,Prescription Authentication Failure59,UC_ID575,UC_ID4391,Pump Priming Failure59
UC_ID1139,Drug Library Not Present or Corrupted59,UC_ID6690,UC_ID6037,Maximum Safe Dose59
UC_ID1140,Sound Failure59,UC_ID3074,UC_ID3090,Under-Flow Rate Alarm59
UC_ID1141,Maximum Safe Dose60,UC_ID6794,UC_ID8623,Pump Priming Failure60
UC_ID1142,Air-in-line Embolism60,UC_ID7932,UC_ID9899,Upstream Occlusion60
UC_ID1143,Power-On Self Test Failure60,UC_ID8462,UC_ID7261,Clinician Authentication Failure60
UC_ID1144,ICE Failure60,UC_ID5447,UC_ID8185,Bolus request too soon60
UC_ID1145,Pump Overheating60,UC_ID7295,UC_ID227,Drug Library Hard Limit60
UC_ID1146,Sound Failure60,UC_ID8724,UC_ID7587,Pump Overheating60
UC_ID1147,Drug Library Soft Limit60,UC_ID3731,UC_ID4712,Internal Electronic Failure60
UC_ID1148,Upstream Occlusion60,UC_ID8298,UC_ID3999,Prescription Authentication Failure60
UC_ID1149,Bolus request too soon60,UC_ID4844,UC_ID6534,Downstream Occlusion60
UC_ID1150,Under-Flow Rate Alarm60,UC_ID1542,UC_ID8180,Maximum Safe Dose60
UC_ID1151,Over-Flow Rate Alarm60,UC_ID7753,UC_ID9567,Power-On Self Test Failure60
UC_ID1152,Internal Electronic Failure60,UC_ID3685,UC_ID5528,Drug Library Soft Limit60
UC_ID1153,Patient Authentication Failure60,UC_ID8444,UC_ID7198,Patient Authentication Failure60
UC_ID1154,Drug Library Hard Limit60,UC_ID8367,UC_ID7204,Air-in-line Embolism60
UC_ID1155,Clinician Authentication Failure60,UC_ID5631,UC_ID7017,Over-Flow Rate Alarm60
UC_ID1156,Prescription Authentication Failure60,UC_ID7944,UC_ID1600,Under-Flow Rate Alarm60
UC_ID1157,Downstream Occlusion60,UC_ID7388,UC_ID3995,Sound Failure60
UC_ID1158,Drug Library Not Present or Corrupted60,UC_ID7492,UC_ID509,Drug Library Not Present or Corrupted60
UC_ID1159,Pump Priming Failure60,UC_ID9694,UC_ID3508,ICE Failure60
UC_ID1160,Upstream Occlusion61,UC_ID6769,UC_ID5482,Prescription Authentication Failure61
UC_ID1161,Over-Flow Rate Alarm61,UC_ID4468,UC_ID1726,Internal Electronic Failure61
UC_ID1162,Air-in-line Embolism61,UC_ID7005,UC_ID6225,Sound Failure61
UC_ID1163,Drug Library Not Present or Corrupted61,UC_ID2232,UC_ID9979,Clinician Authentication Failure61
UC_ID1164,Bolus request too soon61,UC_ID4600,UC_ID6985,Maximum Safe Dose61
UC_ID1165,Internal Electronic Failure61,UC_ID2224,UC_ID7713,Under-Flow Rate Alarm61
UC_ID1166,Pump Overheating61,UC_ID2202,UC_ID2176,Upstream Occlusion61
UC_ID1167,Drug Library Soft Limit61,UC_ID3560,UC_ID5244,Downstream Occlusion61
UC_ID1168,Clinician Authentication Failure61,UC_ID1384,UC_ID9469,Bolus request too soon61
UC_ID1169,Under-Flow Rate Alarm61,UC_ID5740,UC_ID3596,Drug Library Not Present or Corrupted61
UC_ID1170,Drug Library Hard Limit61,UC_ID6799,UC_ID1527,Pump Priming Failure61
UC_ID1171,Prescription Authentication Failure61,UC_ID6810,UC_ID3188,Power-On Self Test Failure61
UC_ID1172,Patient Authentication Failure61,UC_ID2329,UC_ID3889,Drug Library Hard Limit61
UC_ID1173,Sound Failure61,UC_ID6157,UC_ID5325,Pump Overheating61
UC_ID1174,Pump Priming Failure61,UC_ID2041,UC_ID2295,Patient Authentication Failure61
UC_ID1175,Power-On Self Test Failure61,UC_ID7248,UC_ID907,ICE Failure61
UC_ID1176,Maximum Safe Dose61,UC_ID5664,UC_ID5191,Air-in-line Embolism61
UC_ID1177,ICE Failure61,UC_ID6745,UC_ID1877,Over-Flow Rate Alarm61
UC_ID1178,Downstream Occlusion61,UC_ID8523,UC_ID1587,Drug Library Soft Limit61
UC_ID1179,Sound Failure62,UC_ID6302,UC_ID4345,Drug Library Not Present or Corrupted62
UC_ID1180,Drug Library Hard Limit62,UC_ID8758,UC_ID9540,Drug Library Hard Limit62
UC_ID1181,Under-Flow Rate Alarm62,UC_ID220,UC_ID3019,Downstream Occlusion62
UC_ID1182,Over-Flow Rate Alarm62,UC_ID6102,UC_ID6870,Pump Overheating62
UC_ID1183,Upstream Occlusion62,UC_ID7707,UC_ID7285,Drug Library Soft Limit62
UC_ID1184,Prescription Authentication Failure62,UC_ID1860,UC_ID6038,Air-in-line Embolism62
UC_ID1185,Clinician Authentication Failure62,UC_ID1333,UC_ID3175,Prescription Authentication Failure62
UC_ID1186,Bolus request too soon62,UC_ID6167,UC_ID7783,Over-Flow Rate Alarm62
UC_ID1187,Air-in-line Embolism62,UC_ID7960,UC_ID2724,Maximum Safe Dose62
UC_ID1188,Maximum Safe Dose62,UC_ID3418,UC_ID3919,Patient Authentication Failure62
UC_ID1189,Drug Library Not Present or Corrupted62,UC_ID4631,UC_ID3500,Bolus request too soon62
UC_ID1190,Patient Authentication Failure62,UC_ID3818,UC_ID9930,ICE Failure62
UC_ID1191,Internal Electronic Failure62,UC_ID9800,UC_ID920,Sound Failure62
UC_ID1192,ICE Failure62,UC_ID5537,UC_ID4021,Power-On Self Test Failure62
UC_ID1193,Pump Priming Failure62,UC_ID4432,UC_ID1908,Upstream Occlusion62
UC_ID1194,Downstream Occlusion62,UC_ID4998,UC_ID1749,Pump Priming Failure62
UC_ID1195,Drug Library Soft Limit62,UC_ID9904,UC_ID2088,Clinician Authentication Failure62
UC_ID1196,Power-On Self Test Failure62,UC_ID8013,UC_ID4918,Under-Flow Rate Alarm62
UC_ID1197,Pump Overheating62,UC_ID4528,UC_ID2128,Internal Electronic Failure62
UC_ID1198,Pump Overheating63,UC_ID1847,UC_ID5083,Downstream Occlusion63
UC_ID1199,Internal Electronic Failure63,UC_ID258,UC_ID7982,Pump Overheating63
UC_ID1200,Drug Library Hard Limit63,UC_ID5050,UC_ID5059,Over-Flow Rate Alarm63
UC_ID1201,Patient Authentication Failure63,UC_ID4798,UC_ID2419,Power-On Self Test Failure63
UC_ID1202,ICE Failure63,UC_ID7729,UC_ID981,Patient Authentication Failure63
UC_ID1203,Air-in-line Embolism63,UC_ID3598,UC_ID225,Sound Failure63
UC_ID1204,Over-Flow Rate Alarm63,UC_ID2227,UC_ID1303,Under-Flow Rate Alarm63
UC_ID1205,Pump Priming Failure63,UC_ID7452,UC_ID7709,Drug Library Hard Limit63
UC_ID1206,Upstream Occlusion63,UC_ID7702,UC_ID9747,ICE Failure63
UC_ID1207,Under-Flow Rate Alarm63,UC_ID1599,UC_ID9373,Prescription Authentication Failure63
UC_ID1208,Maximum Safe Dose63,UC_ID3002,UC_ID289,Bolus request too soon63
UC_ID1209,Sound Failure63,UC_ID7822,UC_ID3483,Clinician Authentication Failure63
UC_ID1210,Clinician Authentication Failure63,UC_ID8935,UC_ID1941,Internal Electronic Failure63
UC_ID1211,Drug Library Soft Limit63,UC_ID8296,UC_ID1413,Upstream Occlusion63
UC_ID1212,Bolus request too soon63,UC_ID9036,UC_ID8392,Drug Library Not Present or Corrupted63
UC_ID1213,Drug Library Not Present or Corrupted63,UC_ID3952,UC_ID3836,Drug Library Soft Limit63
UC_ID1214,Downstream Occlusion63,UC_ID2554,UC_ID8388,Pump Priming Failure63
UC_ID1215,Prescription Authentication Failure63,UC_ID482,UC_ID2180,Maximum Safe Dose63
UC_ID1216,Power-On Self Test Failure63,UC_ID4423,UC_ID6876,Air-in-line Embolism63
UC_ID1217,Bolus request too soon64,UC_ID7242,UC_ID5703,Clinician Authentication Failure64
UC_ID1218,ICE Failure64,UC_ID7085,UC_ID7078,ICE Failure64
UC_ID1219,Drug Library Not Present or Corrupted64,UC_ID4522,UC_ID5061,Under-Flow Rate Alarm64
UC_ID1220,Drug Library Soft Limit64,UC_ID7058,UC_ID5097,Internal Electronic Failure64
UC_ID1221,Patient Authentication Failure64,UC_ID6903,UC_ID4886,Pump Overheating64
UC_ID1222,Power-On Self Test Failure64,UC_ID8655,UC_ID1864,Prescription Authentication Failure64
UC_ID1223,Clinician Authentication Failure64,UC_ID2058,UC_ID5146,Power-On Self Test Failure64
UC_ID1224,Prescription Authentication Failure64,UC_ID1231,UC_ID8941,Drug Library Not Present or Corrupted64
UC_ID1225,Pump Overheating64,UC_ID9725,UC_ID636,Maximum Safe Dose64
UC_ID1226,Pump Priming Failure64,UC_ID5023,UC_ID6672,Pump Priming Failure64
UC_ID1227,Internal Electronic Failure64,UC_ID2608,UC_ID3081,Patient Authentication Failure64
UC_ID1228,Drug Library Hard Limit64,UC_ID4606,UC_ID4258,Drug Library Hard Limit64
UC_ID1229,Air-in-line Embolism64,UC_ID1088,UC_ID187,Downstream Occlusion64
UC_ID1230,Sound Failure64,UC_ID1824,UC_ID5761,Sound Failure64
UC_ID1231,Over-Flow Rate Alarm64,UC_ID7422,UC_ID6009,Air-in-line Embolism64
UC_ID1232,Downstream Occlusion64,UC_ID9804,UC_ID7153,Over-Flow Rate Alarm64
UC_ID1233,Maximum Safe Dose64,UC_ID8975,UC_ID2626,Upstream Occlusion64
UC_ID1234,Under-Flow Rate Alarm64,UC_ID1206,UC_ID6564,Bolus request too soon64
UC_ID1235,Upstream Occlusion64,UC_ID1556,UC_ID3083,Drug Library Soft Limit64
UC_ID1236,Clinician Authentication Failure65,UC_ID741,UC_ID519,Drug Library Soft Limit65
UC_ID1237,Bolus request too soon65,UC_ID5530,UC_ID673,Drug Library Not Present or Corrupted65
UC_ID1238,Power-On Self Test Failure65,UC_ID4900,UC_ID2388,Prescription Authentication Failure65
UC_ID1239,Upstream Occlusion65,UC_ID24,UC_ID5248,Pump Overheating65
UC_ID1240,Patient Authentication Failure65,UC_ID7068,UC_ID9583,Sound Failure65
UC_ID1241,Over-Flow Rate Alarm65,UC_ID209,UC_ID9642,Power-On Self Test Failure65
UC_ID1242,Maximum Safe Dose65,UC_ID3630,UC_ID2851,Downstream Occlusion65
UC_ID1243,Air-in-line Embolism65,UC_ID4320,UC_ID2207,Patient Authentication Failure65
UC_ID1244,Drug Library Hard Limit65,UC_ID6836,UC_ID2394,Pump Priming Failure65
UC_ID1245,Drug Library Soft Limit65,UC_ID6134,UC_ID3981,Air-in-line Embolism65
UC_ID1246,ICE Failure65,UC_ID4937,UC_ID3074,Drug Library Hard Limit65
UC_ID1247,Pump Priming Failure65,UC_ID9105,UC_ID2094,Clinician Authentication Failure65
UC_ID1248,Downstream Occlusion65,UC_ID8934,UC_ID2743,Upstream Occlusion65
UC_ID1249,Sound Failure65,UC_ID6310,UC_ID380,ICE Failure65
UC_ID1250,Drug Library Not Present or Corrupted65,UC_ID2944,UC_ID6423,Maximum Safe Dose65
UC_ID1251,Pump Overheating65,UC_ID8530,UC_ID1498,Over-Flow Rate Alarm65
UC_ID1252,Internal Electronic Failure65,UC_ID2276,UC_ID1945,Internal Electronic Failure65
UC_ID1253,Prescription Authentication Failure65,UC_ID3404,UC_ID1418,Under-Flow Rate Alarm65
UC_ID1254,Under-Flow Rate Alarm65,UC_ID7680,UC_ID2635,Bolus request too soon65
UC_ID1255,Drug Library Not Present or Corrupted66,UC_ID8558,UC_ID7781,Drug Library Not Present or Corrupted66
UC_ID1256,ICE Failure66,UC_ID3932,UC_ID5678,Over-Flow Rate Alarm66
UC_ID1257,Downstream Occlusion66,UC_ID9280,UC_ID6272,Maximum Safe Dose66
UC_ID1258,Clinician Authentication Failure66,UC_ID8828,UC_ID9123,Pump Overheating66
UC_ID1259,Bolus request too soon66,UC_ID7616,UC_ID1057,Prescription Authentication Failure66
UC_ID1260,Upstream Occlusion66,UC_ID7148,UC_ID3772,Air-in-line Embolism66
UC_ID1261,Pump Priming Failure66,UC_ID3124,UC_ID9682,Under-Flow Rate Alarm66
UC_ID1262,Patient Authentication Failure66,UC_ID4505,UC_ID4184,Drug Library Soft Limit66
UC_ID1263,Drug Library Hard Limit66,UC_ID9521,UC_ID2406,Drug Library Hard Limit66
UC_ID1264,Air-in-line Embolism66,UC_ID5619,UC_ID4118,Patient Authentication Failure66
UC_ID1265,Under-Flow Rate Alarm66,UC_ID2283,UC_ID7223,Bolus request too soon66
UC_ID1266,Over-Flow Rate Alarm66,UC_ID1527,UC_ID8701,Pump Priming Failure66
UC_ID1267,Drug Library Soft Limit66,UC_ID7039,UC_ID6816,ICE Failure66
UC_ID1268,Prescription Authentication Failure66,UC_ID7717,UC_ID5404,Internal Electronic Failure66
UC_ID1269,Internal Electronic Failure66,UC_ID376,UC_ID263,Downstream Occlusion66
UC_ID1270,Power-On Self Test Failure66,UC_ID2012,UC_ID730,Power-On Self Test Failure66
UC_ID1271,Maximum Safe Dose66,UC_ID2929,UC_ID5515,Sound Failure66
UC_ID1272,Pump Overheating66,UC_ID904,UC_ID1258,Clinician Authentication Failure66
UC_ID1273,Sound Failure66,UC_ID6377,UC_ID6116,Upstream Occlusion66
UC_ID1274,Bolus request too soon67,UC_ID700,UC_ID7095,Sound Failure67
UC_ID1275,Patient Authentication Failure67,UC_ID5827,UC_ID3740,Prescription Authentication Failure67
UC_ID1276,Internal Electronic Failure67,UC_ID5953,UC_ID9609,Upstream Occlusion67
UC_ID1277,Upstream Occlusion67,UC_ID9900,UC_ID7617,Power-On Self Test Failure67
UC_ID1278,Clinician Authentication Failure67,UC_ID3416,UC_ID6892,Pump Priming Failure67
UC_ID1279,Prescription Authentication Failure67,UC_ID1086,UC_ID9206,Downstream Occlusion67
UC_ID1280,Air-in-line Embolism67,UC_ID6022,UC_ID5341,Maximum Safe Dose67
UC_ID1281,Sound Failure67,UC_ID9124,UC_ID3364,Drug Library Hard Limit67
UC_ID1282,ICE Failure67,UC_ID2392,UC_ID9243,Under-Flow Rate Alarm67
UC_ID1283,Under-Flow Rate Alarm67,UC_ID782,UC_ID3710,Drug Library Not Present or Corrupted67
UC_ID1284,Power-On Self Test Failure67,UC_ID4722,UC_ID8418,Air-in-line Embolism67
UC_ID1285,Pump Priming Failure67,UC_ID5688,UC_ID6314,Drug Library Soft Limit67
UC_ID1286,Maximum Safe Dose67,UC_ID7767,UC_ID7123,Clinician Authentication Failure67
UC_ID1287,Downstream Occlusion67,UC_ID3543,UC_ID5333,Over-Flow Rate Alarm67
UC_ID1288,Pump Overheating67,UC_ID851,UC_ID7534,Pump Overheating67
UC_ID1289,Drug Library Hard Limit67,UC_ID9882,UC_ID3504,ICE Failure67
UC_ID1290,Drug Library Soft Limit67,UC_ID5427,UC_ID8235,Internal Electronic Failure67
UC_ID1291,Drug Library Not Present or Corrupted67,UC_ID8843,UC_ID925,Patient Authentication Failure67
UC_ID1292,Over-Flow Rate Alarm67,UC_ID395,UC_ID5815,Bolus request too soon67
UC_ID1293,Patient Authentication Failure68,UC_ID5551,UC_ID2431,Sound Failure68
UC_ID1294,Bolus request too soon68,UC_ID4382,UC_ID210,Prescription Authentication Failure68
UC_ID1295,Prescription Authentication Failure68,UC_ID7585,UC_ID3347,Drug Library Hard Limit68
UC_ID1296,Air-in-line Embolism68,UC_ID8543,UC_ID7882,Drug Library Soft Limit68
UC_ID1297,Sound Failure68,UC_ID5594,UC_ID2703,Bolus request too soon68
UC_ID1298,Under-Flow Rate Alarm68,UC_ID5489,UC_ID6122,Internal Electronic Failure68
UC_ID1299,Downstream Occlusion68,UC_ID1643,UC_ID9626,Downstream Occlusion68
UC_ID1300,Maximum Safe Dose68,UC_ID6381,UC_ID9301,Pump Overheating68
UC_ID1301,Power-On Self Test Failure68,UC_ID737,UC_ID8883,Drug Library Not Present or Corrupted68
UC_ID1302,Internal Electronic Failure68,UC_ID3653,UC_ID1589,Upstream Occlusion68
UC_ID1303,Drug Library Soft Limit68,UC_ID9013,UC_ID2344,Pump Priming Failure68
UC_ID1304,Pump Priming Failure68,UC_ID2128,UC_ID4892,Power-On Self Test Failure68
UC_ID1305,Drug Library Not Present or Corrupted68,UC_ID2469,UC_ID9402,Over-Flow Rate Alarm68
UC_ID1306,ICE Failure68,UC_ID1595,UC_ID6528,Under-Flow Rate Alarm68
UC_ID1307,Pump Overheating68,UC_ID1056,UC_ID4236,Patient Authentication Failure68
UC_ID1308,Upstream Occlusion68,UC_ID3911,UC_ID7984,Clinician Authentication Failure68
UC_ID1309,Clinician Authentication Failure68,UC_ID9778,UC_ID4610,Maximum Safe Dose68
UC_ID1310,Over-Flow Rate Alarm68,UC_ID2605,UC_ID2025,Air-in-line Embolism68
UC_ID1311,Drug Library Hard Limit68,UC_ID2657,UC_ID5455,ICE Failure68
UC_ID1312,Air-in-line Embolism69,UC_ID2637,UC_ID1651,Sound Failure69
UC_ID1313,Drug Library Hard Limit69,UC_ID8834,UC_ID6531,Prescription Authentication Failure69
UC_ID1314,Drug Library Not Present or Corrupted69,UC_ID8267,UC_ID6309,Upstream Occlusion69
UC_ID1315,Patient Authentication Failure69,UC_ID6205,UC_ID5060,Pump Overheating69
UC_ID1316,Downstream Occlusion69,UC_ID2221,UC_ID8799,Pump Priming Failure69
UC_ID1317,Drug Library Soft Limit69,UC_ID4062,UC_ID675,ICE Failure69
UC_ID1318,Pump Priming Failure69,UC_ID6865,UC_ID843,Drug Library Soft Limit69
UC_ID1319,Under-Flow Rate Alarm69,UC_ID1302,UC_ID8526,Downstream Occlusion69
UC_ID1320,Upstream Occlusion69,UC_ID2813,UC_ID97,Patient Authentication Failure69
UC_ID1321,Bolus request too soon69,UC_ID6410,UC_ID333,Clinician Authentication Failure69
UC_ID1322,Clinician Authentication Failure69,UC_ID5964,UC_ID5221,Internal Electronic Failure69
UC_ID1323,ICE Failure69,UC_ID6568,UC_ID3233,Under-Flow Rate Alarm69
UC_ID1324,Sound Failure69,UC_ID8398,UC_ID4422,Maximum Safe Dose69
UC_ID1325,Pump Overheating69,UC_ID2048,UC_ID4046,Drug Library Hard Limit69
UC_ID1326,Internal Electronic Failure69,UC_ID8607,UC_ID9978,Over-Flow Rate Alarm69
UC_ID1327,Power-On Self Test Failure69,UC_ID8779,UC_ID8687,Drug Library Not Present or Corrupted69
UC_ID1328,Over-Flow Rate Alarm69,UC_ID5457,UC_ID2613,Air-in-line Embolism69
UC_ID1329,Prescription Authentication Failure69,UC_ID1360,UC_ID8246,Power-On Self Test Failure69
UC_ID1330,Maximum Safe Dose69,UC_ID2781,UC_ID9587,Bolus request too soon69
UC_ID1331,Over-Flow Rate Alarm70,UC_ID2421,UC_ID3393,ICE Failure70
UC_ID1332,Upstream Occlusion70,UC_ID2102,UC_ID7927,Pump Priming Failure70
UC_ID1333,Downstream Occlusion70,UC_ID6398,UC_ID8508,Drug Library Soft Limit70
UC_ID1334,Drug Library Hard Limit70,UC_ID7899,UC_ID1999,Pump Overheating70
UC_ID1335,ICE Failure70,UC_ID487,UC_ID1375,Prescription Authentication Failure70
UC_ID1336,Bolus request too soon70,UC_ID6477,UC_ID4956,Downstream Occlusion70
UC_ID1337,Power-On Self Test Failure70,UC_ID8610,UC_ID2996,Clinician Authentication Failure70
UC_ID1338,Drug Library Soft Limit70,UC_ID8393,UC_ID6219,Drug Library Not Present or Corrupted70
UC_ID1339,Sound Failure70,UC_ID3680,UC_ID9356,Sound Failure70
UC_ID1340,Prescription Authentication Failure70,UC_ID1159,UC_ID2649,Internal Electronic Failure70
UC_ID1341,Internal Electronic Failure70,UC_ID8014,UC_ID658,Upstream Occlusion70
UC_ID1342,Clinician Authentication Failure70,UC_ID9269,UC_ID8158,Power-On Self Test Failure70
UC_ID1343,Patient Authentication Failure70,UC_ID1853,UC_ID4879,Air-in-line Embolism70
UC_ID1344,Pump Priming Failure70,UC_ID9309,UC_ID7161,Over-Flow Rate Alarm70
UC_ID1345,Maximum Safe Dose70,UC_ID2274,UC_ID7375,Bolus request too soon70
UC_ID1346,Under-Flow Rate Alarm70,UC_ID391,UC_ID739,Maximum Safe Dose70
UC_ID1347,Air-in-line Embolism70,UC_ID3468,UC_ID6342,Drug Library Hard Limit70
UC_ID1348,Drug Library Not Present or Corrupted70,UC_ID1092,UC_ID4283,Under-Flow Rate Alarm70
UC_ID1349,Pump Overheating70,UC_ID5808,UC_ID5399,Patient Authentication Failure70
UC_ID1350,Under-Flow Rate Alarm71,UC_ID7151,UC_ID6484,Pump Overheating71
