R_ID,RA_ID
R_ID2796,RA_ID775
R_ID2800,RA_ID374
R_ID2800,RA_ID664
R_ID2810,RA_ID238
R_ID2810,RA_ID730
R_ID2813,RA_ID593
R_ID2814,RA_ID367
R_ID2817,RA_ID187
R_ID2822,RA_ID269
R_ID2822,RA_ID36
R_ID2822,RA_ID69
R_ID2822,RA_ID79
R_ID2828,RA_ID290
R_ID2828,RA_ID31
R_ID2832,RA_ID160
R_ID2835,RA_ID152
R_ID2839,RA_ID769
R_ID2842,RA_ID609
R_ID2842,RA_ID612
R_ID2851,RA_ID586
R_ID2851,RA_ID800
R_ID2852,RA_ID789
R_ID2862,RA_ID569
R_ID2864,RA_ID253
R_ID2864,RA_ID302
R_ID2864,RA_ID534
R_ID2866,RA_ID348
R_ID2867,RA_ID740
R_ID2870,RA_ID189
R_ID2872,RA_ID441
R_ID2872,RA_ID772
R_ID2872,RA_ID795
R_ID2879,RA_ID344
R_ID2879,RA_ID420
R_ID2879,RA_ID661
R_ID2879,RA_ID697
R_ID2880,RA_ID279
R_ID2880,RA_ID637
R_ID2880,RA_ID706
R_ID2880,RA_ID712
R_ID2882,RA_ID454
R_ID2882,RA_ID548
R_ID2882,RA_ID670
R_ID2885,RA_ID635
R_ID2895,RA_ID52
R_ID2895,RA_ID709
R_ID2899,RA_ID710
R_ID2899,RA_ID96
R_ID2900,RA_ID129
R_ID2901,RA_ID169
R_ID2901,RA_ID352
R_ID2901,RA_ID620
R_ID2901,RA_ID673
R_ID2902,RA_ID267
R_ID2902,RA_ID47
R_ID2902,RA_ID555
R_ID2905,RA_ID106
R_ID2905,RA_ID18
R_ID2906,RA_ID422
R_ID2910,RA_ID365
R_ID2915,RA_ID679
R_ID2921,RA_ID409
R_ID2921,RA_ID592
R_ID2921,RA_ID66
R_ID2924,RA_ID57
R_ID2924,RA_ID663
R_ID2924,RA_ID796
R_ID2927,RA_ID283
R_ID2931,RA_ID367
R_ID2931,RA_ID730
R_ID2939,RA_ID756
R_ID2944,RA_ID550
R_ID2946,RA_ID615
R_ID2946,RA_ID626
R_ID2948,RA_ID10
R_ID2950,RA_ID604
R_ID2950,RA_ID605
R_ID2955,RA_ID220
R_ID2959,RA_ID563
R_ID2960,RA_ID485
R_ID2960,RA_ID598
R_ID2960,RA_ID646
R_ID2960,RA_ID723
R_ID2961,RA_ID3
R_ID2961,RA_ID35
R_ID2961,RA_ID58
R_ID2964,RA_ID74
R_ID2966,RA_ID164
R_ID2966,RA_ID6
R_ID2966,RA_ID67
R_ID2968,RA_ID148
R_ID2968,RA_ID242
R_ID2972,RA_ID309
R_ID2973,RA_ID232
R_ID2974,RA_ID661
R_ID2976,RA_ID141
R_ID2978,RA_ID351
R_ID2979,RA_ID155
R_ID2979,RA_ID389
R_ID2979,RA_ID461
R_ID2979,RA_ID646
R_ID2981,RA_ID307
R_ID2981,RA_ID677
R_ID2981,RA_ID98
R_ID2985,RA_ID38
R_ID2986,RA_ID280
R_ID2986,RA_ID58
R_ID2986,RA_ID705
R_ID2986,RA_ID754
R_ID2989,RA_ID21
R_ID3000,RA_ID372
R_ID3000,RA_ID48
R_ID3000,RA_ID508
R_ID3000,RA_ID559
R_ID3001,RA_ID218
R_ID3017,RA_ID113
R_ID3017,RA_ID4
R_ID3017,RA_ID750
R_ID3017,RA_ID781
R_ID3019,RA_ID15
R_ID3019,RA_ID274
R_ID3022,RA_ID553
R_ID3035,RA_ID188
R_ID3035,RA_ID556
R_ID3040,RA_ID84
R_ID3041,RA_ID120
R_ID3042,RA_ID106
R_ID3042,RA_ID3
R_ID3042,RA_ID534
R_ID3042,RA_ID676
R_ID3049,RA_ID344
R_ID3056,RA_ID457
R_ID3057,RA_ID747
R_ID3066,RA_ID558
R_ID3076,RA_ID612
R_ID3081,RA_ID546
R_ID3082,RA_ID146
R_ID3083,RA_ID278
R_ID3085,RA_ID259
R_ID3085,RA_ID92
R_ID3087,RA_ID635
R_ID3092,RA_ID568
R_ID3093,RA_ID779
R_ID3096,RA_ID188
R_ID3096,RA_ID25
R_ID3105,RA_ID67
R_ID3107,RA_ID100
R_ID3109,RA_ID411
R_ID3109,RA_ID680
R_ID3115,RA_ID478
R_ID3115,RA_ID535
R_ID3115,RA_ID57
R_ID3116,RA_ID587
R_ID3121,RA_ID63
R_ID3122,RA_ID297
R_ID3126,RA_ID118
R_ID3131,RA_ID257
R_ID3136,RA_ID546
R_ID3136,RA_ID678
R_ID3146,RA_ID138
R_ID3146,RA_ID218
R_ID3146,RA_ID355
R_ID3149,RA_ID489
R_ID3161,RA_ID101
R_ID3161,RA_ID139
R_ID3161,RA_ID579
R_ID3161,RA_ID799
R_ID3162,RA_ID206
R_ID3163,RA_ID621
R_ID3164,RA_ID613
R_ID3165,RA_ID252
R_ID3165,RA_ID343
R_ID3165,RA_ID532
R_ID3165,RA_ID570
R_ID3168,RA_ID251
R_ID3168,RA_ID265
R_ID3168,RA_ID701
R_ID3169,RA_ID459
R_ID3177,RA_ID515
R_ID3180,RA_ID174
R_ID3180,RA_ID751
R_ID3181,RA_ID489
R_ID3181,RA_ID642
R_ID3181,RA_ID799
R_ID3186,RA_ID166
R_ID3186,RA_ID213
R_ID3186,RA_ID263
R_ID3186,RA_ID276
R_ID3191,RA_ID31
R_ID3191,RA_ID621
R_ID3194,RA_ID22
R_ID3194,RA_ID606
R_ID3201,RA_ID430
R_ID3201,RA_ID581
R_ID3205,RA_ID204
R_ID3205,RA_ID396
R_ID3207,RA_ID292
R_ID3213,RA_ID47
R_ID3240,RA_ID624
R_ID3240,RA_ID642
R_ID3240,RA_ID68
R_ID3242,RA_ID42
R_ID3249,RA_ID551
R_ID3253,RA_ID626
R_ID3266,RA_ID336
R_ID3266,RA_ID722
R_ID3280,RA_ID499
R_ID3283,RA_ID563
R_ID3283,RA_ID788
R_ID3286,RA_ID123
R_ID3291,RA_ID27
R_ID3291,RA_ID615
R_ID3292,RA_ID259
R_ID3293,RA_ID263
R_ID3294,RA_ID103
R_ID3294,RA_ID277
R_ID3294,RA_ID48
R_ID3294,RA_ID51
R_ID3301,RA_ID473
R_ID3301,RA_ID695
R_ID3303,RA_ID446
R_ID3303,RA_ID515
R_ID3303,RA_ID662
R_ID3306,RA_ID734
R_ID3310,RA_ID203
R_ID3310,RA_ID292
R_ID3310,RA_ID370
R_ID3310,RA_ID56
R_ID3312,RA_ID150
R_ID3314,RA_ID709
R_ID3330,RA_ID143
R_ID3330,RA_ID491
R_ID3330,RA_ID651
R_ID3335,RA_ID57
R_ID3341,RA_ID133
R_ID3341,RA_ID266
R_ID3341,RA_ID37
R_ID3343,RA_ID397
R_ID3343,RA_ID503
R_ID3344,RA_ID759
R_ID3346,RA_ID775
R_ID3349,RA_ID695
R_ID3349,RA_ID81
R_ID3353,RA_ID306
R_ID3353,RA_ID35
R_ID3353,RA_ID79
R_ID3356,RA_ID226
R_ID3360,RA_ID198
R_ID3362,RA_ID700
R_ID3362,RA_ID750
R_ID3367,RA_ID340
R_ID3376,RA_ID240
R_ID3376,RA_ID455
R_ID3381,RA_ID270
R_ID3381,RA_ID381
R_ID3381,RA_ID429
R_ID3381,RA_ID584
R_ID3387,RA_ID304
R_ID3393,RA_ID478
R_ID3397,RA_ID407
R_ID3403,RA_ID196
R_ID3405,RA_ID28
R_ID3406,RA_ID471
R_ID3406,RA_ID780
R_ID3409,RA_ID648
R_ID3411,RA_ID530
R_ID3411,RA_ID758
R_ID3411,RA_ID83
R_ID3413,RA_ID222
R_ID3413,RA_ID550
R_ID3413,RA_ID618
R_ID3415,RA_ID108
R_ID3415,RA_ID423
R_ID3415,RA_ID760
R_ID3421,RA_ID134
R_ID3421,RA_ID784
R_ID3422,RA_ID468
R_ID3423,RA_ID148
R_ID3424,RA_ID666
R_ID3430,RA_ID382
R_ID3430,RA_ID428
R_ID3430,RA_ID477
R_ID3430,RA_ID547
R_ID3432,RA_ID195
R_ID3432,RA_ID329
R_ID3439,RA_ID552
R_ID3439,RA_ID764
R_ID3442,RA_ID323
R_ID3443,RA_ID389
R_ID3443,RA_ID487
R_ID3443,RA_ID533
R_ID3443,RA_ID741
R_ID3445,RA_ID495
R_ID3449,RA_ID460
R_ID3474,RA_ID705
R_ID3479,RA_ID751
R_ID3483,RA_ID262
R_ID3483,RA_ID615
R_ID3485,RA_ID85
R_ID3486,RA_ID169
R_ID3487,RA_ID500
R_ID3487,RA_ID759
R_ID3493,RA_ID182
R_ID3501,RA_ID37
R_ID3501,RA_ID590
R_ID3501,RA_ID641
R_ID3502,RA_ID656
R_ID3502,RA_ID773
R_ID3514,RA_ID128
R_ID3514,RA_ID557
R_ID3514,RA_ID580
R_ID3516,RA_ID128
R_ID3516,RA_ID663
R_ID3518,RA_ID670
R_ID3519,RA_ID788
R_ID3520,RA_ID163
R_ID3520,RA_ID443
R_ID3522,RA_ID450
R_ID3522,RA_ID512
R_ID3538,RA_ID165
R_ID3538,RA_ID455
R_ID3538,RA_ID565
R_ID3545,RA_ID408
R_ID3553,RA_ID396
R_ID3554,RA_ID288
R_ID3554,RA_ID644
R_ID3558,RA_ID125
R_ID3558,RA_ID385
R_ID3558,RA_ID510
R_ID3558,RA_ID604
R_ID3560,RA_ID176
R_ID3561,RA_ID694
R_ID3561,RA_ID92
R_ID3564,RA_ID526
R_ID3565,RA_ID256
R_ID3565,RA_ID409
R_ID3565,RA_ID98
R_ID3566,RA_ID399
R_ID3572,RA_ID771
R_ID3573,RA_ID568
R_ID3576,RA_ID362
R_ID3576,RA_ID374
R_ID3576,RA_ID626
R_ID3576,RA_ID712
R_ID3579,RA_ID386
R_ID3587,RA_ID141
R_ID3587,RA_ID62
R_ID3587,RA_ID691
R_ID3587,RA_ID800
R_ID3589,RA_ID44
R_ID3589,RA_ID452
R_ID3589,RA_ID563
R_ID3589,RA_ID707
R_ID3596,RA_ID94
R_ID3601,RA_ID681
R_ID3603,RA_ID244
R_ID3603,RA_ID601
R_ID3607,RA_ID190
R_ID3608,RA_ID502
R_ID3608,RA_ID750
R_ID3611,RA_ID500
R_ID3611,RA_ID652
R_ID3614,RA_ID193
R_ID3614,RA_ID561
R_ID3616,RA_ID370
R_ID3616,RA_ID581
R_ID3616,RA_ID633
R_ID3624,RA_ID394
R_ID3628,RA_ID291
R_ID3636,RA_ID424
R_ID3648,RA_ID18
R_ID3652,RA_ID346
R_ID3652,RA_ID491
R_ID3652,RA_ID581
R_ID3653,RA_ID12
R_ID3653,RA_ID16
R_ID3653,RA_ID278
R_ID3653,RA_ID553
R_ID3657,RA_ID512
R_ID3658,RA_ID240
R_ID3662,RA_ID122
R_ID3671,RA_ID639
R_ID3674,RA_ID187
R_ID3674,RA_ID700
R_ID3683,RA_ID509
R_ID3684,RA_ID150
R_ID3688,RA_ID386
R_ID3693,RA_ID247
R_ID3693,RA_ID357
R_ID3694,RA_ID785
R_ID3695,RA_ID109
R_ID3699,RA_ID385
R_ID3708,RA_ID101
R_ID3708,RA_ID308
R_ID3708,RA_ID33
R_ID3708,RA_ID330
R_ID3726,RA_ID576
R_ID3726,RA_ID710
R_ID3727,RA_ID196
R_ID3727,RA_ID233
R_ID3727,RA_ID455
R_ID3730,RA_ID369
R_ID3731,RA_ID316
R_ID3736,RA_ID239
R_ID3738,RA_ID90
R_ID3739,RA_ID415
R_ID3743,RA_ID191
R_ID3744,RA_ID671
R_ID3744,RA_ID682
R_ID3748,RA_ID153
R_ID3759,RA_ID143
R_ID3759,RA_ID172
R_ID3759,RA_ID179
R_ID3759,RA_ID258
R_ID3760,RA_ID8
R_ID3763,RA_ID311
R_ID3766,RA_ID738
R_ID3776,RA_ID42
R_ID3777,RA_ID776
R_ID3779,RA_ID223
R_ID3782,RA_ID109
R_ID3782,RA_ID324
R_ID3782,RA_ID428
R_ID3782,RA_ID444
R_ID3788,RA_ID181
R_ID3788,RA_ID484
R_ID3788,RA_ID685
R_ID3788,RA_ID755
R_ID3793,RA_ID317
R_ID3797,RA_ID538
R_ID3800,RA_ID186
R_ID3800,RA_ID95
R_ID3804,RA_ID554
R_ID3809,RA_ID732
R_ID3819,RA_ID741
R_ID3823,RA_ID685
R_ID3826,RA_ID175
R_ID3829,RA_ID347
R_ID3830,RA_ID10
R_ID3832,RA_ID245
R_ID3832,RA_ID371
R_ID3833,RA_ID260
R_ID3833,RA_ID309
R_ID3833,RA_ID75
R_ID3834,RA_ID299
R_ID3838,RA_ID290
R_ID3841,RA_ID656
R_ID3844,RA_ID93
R_ID3845,RA_ID292
R_ID3845,RA_ID557
R_ID3845,RA_ID610
R_ID3847,RA_ID269
R_ID3847,RA_ID382
R_ID3847,RA_ID685
R_ID3847,RA_ID735
R_ID3849,RA_ID275
R_ID3850,RA_ID243
R_ID3850,RA_ID256
R_ID3850,RA_ID337
R_ID3850,RA_ID657
R_ID3861,RA_ID270
R_ID3861,RA_ID788
R_ID3870,RA_ID498
R_ID3872,RA_ID490
R_ID3875,RA_ID799
R_ID3878,RA_ID150
R_ID3878,RA_ID778
R_ID3884,RA_ID177
R_ID3884,RA_ID363
R_ID3890,RA_ID370
R_ID3890,RA_ID538
R_ID3902,RA_ID192
R_ID3902,RA_ID418
R_ID3902,RA_ID795
R_ID3905,RA_ID123
R_ID3905,RA_ID481
R_ID3907,RA_ID537
R_ID3908,RA_ID766
R_ID3911,RA_ID326
R_ID3916,RA_ID414
R_ID3921,RA_ID596
R_ID3921,RA_ID710
R_ID3921,RA_ID796
R_ID3931,RA_ID418
R_ID3936,RA_ID190
R_ID3936,RA_ID435
R_ID3936,RA_ID597
R_ID3936,RA_ID615
R_ID3940,RA_ID476
R_ID3940,RA_ID486
R_ID3942,RA_ID387
R_ID3943,RA_ID278
R_ID3944,RA_ID476
R_ID3945,RA_ID24
R_ID3945,RA_ID388
R_ID3951,RA_ID73
R_ID3954,RA_ID592
R_ID3960,RA_ID487
R_ID3960,RA_ID638
R_ID3961,RA_ID226
R_ID3965,RA_ID365
R_ID3967,RA_ID734
R_ID3972,RA_ID137
R_ID3972,RA_ID674
R_ID3972,RA_ID744
R_ID3974,RA_ID647
R_ID3976,RA_ID191
R_ID3977,RA_ID557
R_ID3983,RA_ID572
R_ID3985,RA_ID143
R_ID3995,RA_ID116
R_ID4005,RA_ID374
R_ID4009,RA_ID300
R_ID4009,RA_ID450
R_ID4009,RA_ID744
R_ID4009,RA_ID763
R_ID4014,RA_ID36
R_ID4017,RA_ID137
R_ID4017,RA_ID188
R_ID4017,RA_ID498
R_ID4024,RA_ID634
R_ID4024,RA_ID668
R_ID4028,RA_ID25
R_ID4028,RA_ID504
R_ID4031,RA_ID294
R_ID4031,RA_ID504
R_ID4031,RA_ID524
R_ID4035,RA_ID56
R_ID4048,RA_ID498
R_ID4048,RA_ID759
R_ID4049,RA_ID177
R_ID4049,RA_ID363
R_ID4049,RA_ID430
R_ID4049,RA_ID611
R_ID4057,RA_ID169
R_ID4061,RA_ID281
R_ID4061,RA_ID468
R_ID4066,RA_ID190
R_ID4066,RA_ID314
R_ID4066,RA_ID35
R_ID4072,RA_ID110
R_ID4072,RA_ID285
R_ID4072,RA_ID353
R_ID4072,RA_ID429
R_ID4075,RA_ID725
R_ID4077,RA_ID165
R_ID4077,RA_ID418
R_ID4080,RA_ID359
R_ID4085,RA_ID179
R_ID4085,RA_ID184
R_ID4085,RA_ID321
R_ID4085,RA_ID661
R_ID4089,RA_ID788
R_ID4096,RA_ID107
R_ID4099,RA_ID666
R_ID4103,RA_ID104
R_ID4103,RA_ID271
R_ID4103,RA_ID391
R_ID4103,RA_ID643
R_ID4104,RA_ID170
R_ID4108,RA_ID598
R_ID4110,RA_ID146
R_ID4110,RA_ID580
R_ID4112,RA_ID435
R_ID4112,RA_ID611
R_ID4116,RA_ID214
R_ID4116,RA_ID477
R_ID4116,RA_ID506
R_ID4116,RA_ID724
R_ID4119,RA_ID177
R_ID4119,RA_ID455
R_ID4119,RA_ID595
R_ID4119,RA_ID70
R_ID4122,RA_ID555
R_ID4128,RA_ID222
R_ID4128,RA_ID523
R_ID4129,RA_ID730
R_ID4134,RA_ID156
R_ID4134,RA_ID457
R_ID4134,RA_ID476
R_ID4134,RA_ID613
R_ID4147,RA_ID474
R_ID4151,RA_ID446
R_ID4152,RA_ID354
R_ID4154,RA_ID67
R_ID4158,RA_ID60
R_ID4166,RA_ID231
R_ID4166,RA_ID669
R_ID4168,RA_ID170
R_ID4168,RA_ID489
R_ID4168,RA_ID777
R_ID4169,RA_ID390
R_ID4174,RA_ID19
R_ID4174,RA_ID645
R_ID4182,RA_ID613
R_ID4183,RA_ID365
R_ID4189,RA_ID471
R_ID4189,RA_ID652
R_ID4197,RA_ID279
R_ID4197,RA_ID84
R_ID4203,RA_ID260
R_ID4207,RA_ID117
R_ID4207,RA_ID122
R_ID4208,RA_ID461
R_ID4216,RA_ID498
R_ID4216,RA_ID784
R_ID4216,RA_ID93
R_ID4219,RA_ID243
R_ID4222,RA_ID261
R_ID4222,RA_ID271
R_ID4224,RA_ID126
R_ID4224,RA_ID303
R_ID4224,RA_ID310
R_ID4224,RA_ID524
R_ID4225,RA_ID183
R_ID4225,RA_ID250
R_ID4225,RA_ID436
R_ID4225,RA_ID753
R_ID4227,RA_ID54
R_ID4234,RA_ID729
R_ID4238,RA_ID341
R_ID4239,RA_ID102
R_ID4239,RA_ID656
R_ID4240,RA_ID192
R_ID4240,RA_ID441
R_ID4240,RA_ID793
R_ID4244,RA_ID380
R_ID4249,RA_ID442
R_ID4258,RA_ID618
R_ID4264,RA_ID120
R_ID4264,RA_ID57
R_ID4266,RA_ID128
R_ID4266,RA_ID793
R_ID4268,RA_ID516
R_ID4270,RA_ID135
R_ID4271,RA_ID337
R_ID4271,RA_ID510
R_ID4271,RA_ID528
R_ID4271,RA_ID657
R_ID4277,RA_ID356
R_ID4277,RA_ID763
R_ID4278,RA_ID683
R_ID4288,RA_ID3
R_ID4289,RA_ID497
R_ID4291,RA_ID167
R_ID4291,RA_ID286
R_ID4296,RA_ID52
R_ID4302,RA_ID257
R_ID4304,RA_ID296
R_ID4307,RA_ID353
R_ID4307,RA_ID365
R_ID4307,RA_ID438
R_ID4307,RA_ID620
R_ID4309,RA_ID164
R_ID4309,RA_ID190
R_ID4309,RA_ID454
R_ID4315,RA_ID523
R_ID4315,RA_ID588
R_ID4315,RA_ID750
R_ID4321,RA_ID29
R_ID4321,RA_ID559
R_ID4322,RA_ID326
R_ID4328,RA_ID666
R_ID4330,RA_ID203
R_ID4343,RA_ID485
R_ID4345,RA_ID228
R_ID4345,RA_ID352
R_ID4345,RA_ID481
R_ID4345,RA_ID537
R_ID4351,RA_ID127
R_ID4351,RA_ID423
R_ID4351,RA_ID456
R_ID4354,RA_ID217
R_ID4354,RA_ID354
R_ID4355,RA_ID116
R_ID4357,RA_ID607
R_ID4360,RA_ID52
R_ID4360,RA_ID561
R_ID4360,RA_ID677
R_ID4360,RA_ID763
R_ID4363,RA_ID281
R_ID4363,RA_ID528
R_ID4364,RA_ID531
R_ID4366,RA_ID327
R_ID4366,RA_ID515
R_ID4366,RA_ID582
R_ID4366,RA_ID585
R_ID4369,RA_ID3
R_ID4372,RA_ID610
R_ID4372,RA_ID682
R_ID4372,RA_ID738
R_ID4373,RA_ID18
R_ID4374,RA_ID612
R_ID4377,RA_ID560
R_ID4377,RA_ID569
R_ID4379,RA_ID646
R_ID4382,RA_ID415
R_ID4382,RA_ID759
R_ID4385,RA_ID351
R_ID4385,RA_ID361
R_ID4385,RA_ID81
R_ID4390,RA_ID49
R_ID4394,RA_ID485
R_ID4394,RA_ID533
R_ID4395,RA_ID101
R_ID4395,RA_ID17
R_ID4395,RA_ID275
R_ID4395,RA_ID685
R_ID4397,RA_ID284
R_ID4397,RA_ID435
R_ID4399,RA_ID718
R_ID4401,RA_ID221
R_ID4401,RA_ID290
R_ID4407,RA_ID679
R_ID4408,RA_ID353
R_ID4413,RA_ID552
R_ID4416,RA_ID537
R_ID4421,RA_ID768
R_ID4421,RA_ID791
R_ID4423,RA_ID354
R_ID4427,RA_ID60
R_ID4428,RA_ID598
R_ID4429,RA_ID594
R_ID4434,RA_ID230
R_ID4434,RA_ID516
R_ID4434,RA_ID580
R_ID4436,RA_ID131
R_ID4436,RA_ID300
R_ID4437,RA_ID735
R_ID4440,RA_ID265
R_ID4440,RA_ID47
R_ID4441,RA_ID462
R_ID4444,RA_ID143
R_ID4444,RA_ID344
R_ID4447,RA_ID665
R_ID4448,RA_ID70
R_ID4449,RA_ID442
R_ID4449,RA_ID449
R_ID4451,RA_ID425
R_ID4451,RA_ID645
R_ID4451,RA_ID661
R_ID4451,RA_ID763
R_ID4457,RA_ID652
R_ID4461,RA_ID111
R_ID4462,RA_ID368
R_ID4462,RA_ID591
R_ID4463,RA_ID466
R_ID4470,RA_ID5
R_ID4472,RA_ID208
R_ID4472,RA_ID508
R_ID4472,RA_ID681
R_ID4472,RA_ID761
R_ID4475,RA_ID167
R_ID4482,RA_ID313
R_ID4486,RA_ID527
R_ID4492,RA_ID756
R_ID4492,RA_ID776
R_ID4501,RA_ID239
R_ID4501,RA_ID248
R_ID4501,RA_ID366
R_ID4501,RA_ID762
R_ID4512,RA_ID752
R_ID4513,RA_ID593
R_ID4520,RA_ID146
R_ID4520,RA_ID467
R_ID4520,RA_ID551
R_ID4520,RA_ID726
R_ID4524,RA_ID293
R_ID4529,RA_ID317
R_ID4531,RA_ID461
R_ID4531,RA_ID752
R_ID4531,RA_ID797
R_ID4534,RA_ID564
R_ID4535,RA_ID480
R_ID4536,RA_ID346
R_ID4536,RA_ID5
R_ID4541,RA_ID637
R_ID4543,RA_ID122
R_ID4546,RA_ID705
R_ID4549,RA_ID412
R_ID4554,RA_ID213
R_ID4554,RA_ID737
R_ID4554,RA_ID96
R_ID4557,RA_ID331
R_ID4565,RA_ID561
R_ID4568,RA_ID210
R_ID4569,RA_ID654
R_ID4582,RA_ID188
R_ID4582,RA_ID431
R_ID4582,RA_ID567
R_ID4582,RA_ID698
R_ID4589,RA_ID645
R_ID4590,RA_ID508
R_ID4591,RA_ID506
R_ID4591,RA_ID639
R_ID4591,RA_ID736
R_ID4591,RA_ID784
R_ID4592,RA_ID87
R_ID4594,RA_ID328
R_ID4594,RA_ID36
R_ID4594,RA_ID715
R_ID4596,RA_ID585
R_ID4603,RA_ID666
R_ID4606,RA_ID269
R_ID4608,RA_ID679
R_ID4617,RA_ID129
R_ID4617,RA_ID166
R_ID4617,RA_ID356
R_ID4617,RA_ID602
R_ID4618,RA_ID257
R_ID4618,RA_ID301
R_ID4618,RA_ID686
R_ID4624,RA_ID128
R_ID4624,RA_ID662
R_ID4632,RA_ID230
R_ID4639,RA_ID118
R_ID4646,RA_ID241
R_ID4646,RA_ID68
R_ID4648,RA_ID430
R_ID4649,RA_ID292
R_ID4651,RA_ID256
R_ID4651,RA_ID505
R_ID4652,RA_ID18
R_ID4652,RA_ID185
R_ID4652,RA_ID249
R_ID4652,RA_ID695
R_ID4656,RA_ID421
R_ID4664,RA_ID245
R_ID4664,RA_ID792
R_ID4667,RA_ID319
R_ID4667,RA_ID342
R_ID4667,RA_ID574
R_ID4667,RA_ID605
R_ID4669,RA_ID123
R_ID4670,RA_ID291
R_ID4676,RA_ID150
R_ID4679,RA_ID421
R_ID4682,RA_ID246
R_ID4682,RA_ID524
R_ID4682,RA_ID532
R_ID4683,RA_ID278
R_ID4688,RA_ID717
R_ID4691,RA_ID235
R_ID4691,RA_ID345
R_ID4692,RA_ID280
R_ID4700,RA_ID660
R_ID4700,RA_ID661
R_ID4702,RA_ID65
R_ID4708,RA_ID62
R_ID4711,RA_ID340
R_ID4711,RA_ID76
R_ID4713,RA_ID14
R_ID4713,RA_ID223
R_ID4713,RA_ID473
R_ID4715,RA_ID165
R_ID4715,RA_ID301
R_ID4718,RA_ID147
R_ID4718,RA_ID172
R_ID4718,RA_ID456
R_ID4718,RA_ID747
R_ID4723,RA_ID329
R_ID4731,RA_ID42
R_ID4731,RA_ID464
R_ID4731,RA_ID491
R_ID4733,RA_ID135
R_ID4733,RA_ID510
R_ID4742,RA_ID419
R_ID4743,RA_ID341
R_ID4743,RA_ID597
R_ID4744,RA_ID560
R_ID4745,RA_ID604
R_ID4747,RA_ID296
R_ID4749,RA_ID130
R_ID4749,RA_ID454
R_ID4754,RA_ID421
R_ID4757,RA_ID395
R_ID4757,RA_ID403
R_ID4757,RA_ID486
R_ID4758,RA_ID374
R_ID4759,RA_ID462
R_ID4759,RA_ID632
R_ID4768,RA_ID36
R_ID4768,RA_ID549
R_ID4771,RA_ID552
R_ID4771,RA_ID736
R_ID4772,RA_ID733
R_ID4775,RA_ID274
R_ID4778,RA_ID368
R_ID4781,RA_ID475
R_ID4781,RA_ID543
R_ID4783,RA_ID345
R_ID4789,RA_ID23
R_ID4791,RA_ID644
R_ID4795,RA_ID3
R_ID4796,RA_ID310
R_ID4800,RA_ID480
R_ID4807,RA_ID275
R_ID4807,RA_ID448
R_ID4807,RA_ID733
R_ID4810,RA_ID660
R_ID4811,RA_ID554
R_ID4816,RA_ID274
R_ID4816,RA_ID329
R_ID4816,RA_ID461
R_ID4816,RA_ID463
R_ID4818,RA_ID12
R_ID4818,RA_ID284
R_ID4818,RA_ID325
R_ID4818,RA_ID610
R_ID4819,RA_ID171
R_ID4819,RA_ID84
R_ID4820,RA_ID507
R_ID4821,RA_ID638
R_ID4823,RA_ID25
R_ID4823,RA_ID572
R_ID4826,RA_ID502
R_ID4830,RA_ID422
R_ID4830,RA_ID5
R_ID4830,RA_ID707
R_ID4830,RA_ID754
R_ID4837,RA_ID565
R_ID4837,RA_ID716
R_ID4843,RA_ID355
R_ID4848,RA_ID396
R_ID4849,RA_ID206
R_ID4849,RA_ID399
R_ID4849,RA_ID578
R_ID4864,RA_ID679
R_ID4872,RA_ID197
R_ID4874,RA_ID330
R_ID4874,RA_ID719
R_ID4879,RA_ID536
R_ID4888,RA_ID112
R_ID4901,RA_ID545
R_ID4904,RA_ID157
R_ID4904,RA_ID2
R_ID4904,RA_ID314
R_ID4904,RA_ID424
R_ID4905,RA_ID430
R_ID4906,RA_ID139
R_ID4906,RA_ID218
R_ID4906,RA_ID356
R_ID4906,RA_ID736
R_ID4908,RA_ID775
R_ID4916,RA_ID20
R_ID4916,RA_ID488
R_ID4919,RA_ID665
R_ID4919,RA_ID800
R_ID4920,RA_ID253
R_ID4923,RA_ID379
R_ID4928,RA_ID105
R_ID4929,RA_ID725
R_ID4933,RA_ID696
R_ID4935,RA_ID126
R_ID4935,RA_ID159
R_ID4935,RA_ID673
R_ID4939,RA_ID405
R_ID4939,RA_ID416
R_ID4940,RA_ID165
R_ID4940,RA_ID399
R_ID4952,RA_ID394
R_ID4954,RA_ID45
R_ID4956,RA_ID747
R_ID4965,RA_ID42
R_ID4966,RA_ID23
R_ID4968,RA_ID215
R_ID4968,RA_ID580
R_ID4969,RA_ID423
R_ID4977,RA_ID289
R_ID4977,RA_ID440
R_ID4977,RA_ID63
R_ID4977,RA_ID728
R_ID4978,RA_ID475
R_ID4981,RA_ID413
R_ID4982,RA_ID468
R_ID4982,RA_ID558
R_ID4984,RA_ID217
R_ID4984,RA_ID382
R_ID5001,RA_ID716
R_ID5001,RA_ID797
R_ID5002,RA_ID302
R_ID5002,RA_ID348
R_ID5002,RA_ID625
R_ID5002,RA_ID707
R_ID5011,RA_ID30
R_ID5013,RA_ID425
R_ID5022,RA_ID22
R_ID5022,RA_ID350
R_ID5022,RA_ID423
R_ID5022,RA_ID446
R_ID5024,RA_ID693
R_ID5026,RA_ID246
R_ID5027,RA_ID117
R_ID5027,RA_ID503
R_ID5027,RA_ID628
R_ID5027,RA_ID644
R_ID5032,RA_ID16
R_ID5034,RA_ID42
R_ID5034,RA_ID46
