R_ID,R_NAME,R_DESC,R_OWNER,R_STATUS
R_ID205,R_NAME392,The Control Panel shall provide means to inactivate audible alarms temporarily for a predefined period of time.1,Caleb,Completed
R_ID206,R_NAME15,"Hardware faults detected, but not masked, shall raise a fault alarm, stop pump, record it in the Fault Log, and display the reason for fault on the user interface.1",Caleb,Completed
R_ID207,R_NAME88,The PCA pump shall have a start button.1,Caleb,Completed
R_ID208,R_NAME957,Pressing the stop button confirms and silences all alarms and terminates any alarm signal inactivation.1,Caleb,Deffered
R_ID209,R_NAME426,The measured drug volume shall be within Vrt = 1 ml of the actual drug volume.1,Caleb,Completed
R_ID210,R_NAME54,The scanner shall read and authenticate information from the patient’s wristband1,Caleb,Completed
R_ID211,R_NAME991,"Because the drugs used for analgesia are often narcotic, requiring Drug Enforcement Agency (DEA) tracking if used in the United States, the drug reservoir and means to change prescriptions1",Priya,Completed
R_ID212,R_NAME110,The drug loaded into the reservoir must also be found in the PCA pump’s drug in library99. The drug code of the prescription must match the drug code of a drug library entry.1,Caleb,Completed
R_ID213,R_NAME83,"The PCA pump shall perform a power-on-self-test (POST) to assure system integrity after being turned on, yet before any infusion begins. Failure of POST shall raise a POST alarm, stop pump1",Caleb,Completed
R_ID214,R_NAME469,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.1,Caleb,Deffered
R_ID215,R_NAME374,"If the drug volume in the reservoir measures less than Vlra = 1 ml, and an infusion is in progress, a low-reservoir warning100 shall be issued.1",Caleb,Completed
R_ID216,R_NAME129,Each tone in the alarm melody shall be composed of a minimum of 4 harmonic components in the range 300 Hz to 4000 Hz comprising an inverted 9th jazz chord.1,Caleb,Completed
R_ID217,R_NAME326,The event log shall record 30 days of typical events before overwriting oldest event records first.1,Alex,Completed
R_ID218,R_NAME290,The estimate of remaining battery energy must be accurate to within Xbtty = 25%.1,Caleb,Completed
R_ID219,R_NAME565,When auditory alarms are inactive the control panel shall display an inactive auditory alarm symbol from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.1,Alex,Completed
R_ID220,R_NAME490,"If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops, the pump shall issue an basal under-infusion warning (EC3.2.8).1",Caleb,Completed
R_ID221,R_NAME421,"The mechanical pump shall halt pumping when commanded, or caused in response to an alarm condition.1",Caleb,Completed
R_ID222,R_NAME563,The PCA pump must not leak current greater than 10 mA1,Caleb,Completed
R_ID223,R_NAME954,"The PCA pump shall maintain an electronic fault log to record each fault condition, and the associated alarm and/or alert issued.1",Jay,Open
R_ID224,R_NAME932,The PCA pump shall switch to KVO infusion rate upon receiving an authenticated command through its ICE interface.1,Caleb,Completed
R_ID225,R_NAME725,–removed all Rx entry via scanner1,Caleb,Completed
R_ID226,R_NAME684,"If delivered clinician-requested bolus flow rate is less than the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops1",Alex,Completed
R_ID227,R_NAME615,"A clinician observing the discomfort of the patient may command the PCA pump to deliver a square bolus of the same volume-to-be-infused, V T BI, as patient-requested bolus over a period of time chosen by the clinician.1",Caleb,Completed
R_ID228,R_NAME760,All alarms not of high priority shall be encrypted and authenticated. High priority alarms may be encrypted and authenticated.1,Caleb,Completed
R_ID229,R_NAME400,"Upon patient’s press of the PCA pump’s patient-button, a prescribed bolus volume-to-be-infused, V T BI, of the drug loaded in the pump is delivered to the patient.1",Alex,Completed
R_ID230,R_NAME309,"If a visual indicator is necessary for the clinician to identify the equipment or part of the equipment that requires clinician response or awareness, at least one visual alarm signal 46 shall be provided1",Caleb,Completed
R_ID231,R_NAME24,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.1",Caleb,Open
R_ID232,R_NAME699,An authorized clinician must personally confirm the prescription97 is authentic and meant for the patient to be infused. The routine procedures by which clinicians load the drug reservoir must ensure that the prescription filled by an authorized1,Caleb,Open
R_ID233,R_NAME930,A real-time clock must produce timestamps accurate to 10 ms.1,Caleb,Completed
R_ID234,R_NAME482,The control panel must display currently-programmed patient data and physician’s prescription.1,Jay,Completed
R_ID235,R_NAME788,Hardware faults that prevent operation of the Control Panel shall illuminate a hardware fault indicator (light-emitting diode).1,Caleb,Completed
R_ID236,R_NAME63,A open door alarm shall be triggered when the reservoir door is opened while the pump is not stopped.1,Jay,Completed
R_ID237,R_NAME126,"If alarms are inactivated or paused through the ICE supervisor user interface, they shall be reactivated upon loss of connection to ICE1",Jay,Completed
R_ID238,R_NAME735,"If a drug library’s hard limit is violated by the proposed settings, the limit violated is indicated1",Alex,Completed
R_ID239,R_NAME818,The fault log shall record at least 1000 faults before overwriting oldest fault records first.1,Caleb,Deffered
R_ID240,R_NAME81,A downstream occlusion alarm119 shall be triggered if the pump senses a downstream (patient side)1,Caleb,Completed
R_ID241,R_NAME34,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.1,Alex,Open
R_ID242,R_NAME32,The PCA pump shall maintain an electronic event log to record each action taken by the pump and each event sensed of its environment.1,Caleb,Completed
R_ID243,R_NAME833,Patient-requested bolus shall not be delivered if infusing prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.1,Caleb,Completed
R_ID244,R_NAME596,"When the stop button is pressed, the current pump stroke shall be completed prior to stopping the pump.1",Alex,Completed
R_ID245,R_NAME474,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.1",Caleb,Completed
R_ID246,R_NAME807,"Upon the clinician’s pressing of the stop button, prescribed infusion shall halt.1",Caleb,Completed
R_ID247,R_NAME558,The ICE interface shall allow an authorized clinician to set the duration of clinician-requested boluses through an ICE supervisor user interface.1,Alex,Completed
R_ID248,R_NAME213,Each log entry shall have a time stamp81 with its time of occurrence.1,Priya,Completed
R_ID249,R_NAME587,The PCA pump shall include electronic tamper detection mechanisms and shall record detected tampering attempts in the Fault Log and Event Log as well as issuing an authenticated ICE message.1,Caleb,Completed
R_ID250,R_NAME555,"If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the pump goes into free flow1",Caleb,Completed
R_ID251,R_NAME603,"The PCA pump shall perform periodic self-tests to assure system integrity during long periods of use. Failure of a self-test shall raise a self-test alarm, stop pump, record it in the Fault Log, and display the reason for failure on the user interface.1",Caleb,Completed
R_ID252,R_NAME965,Prescriptions that violate the soft limits of the drug in the drug library shall issue a visible and audible warning requiring a soft limit confirmation by the clinician.1,Alex,Completed
R_ID253,R_NAME664,"If delivered basal flow rate exceeds the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow, the pump shall issue an basal over-infusion alarm (EC3.2.7).1",Caleb,Completed
R_ID254,R_NAME624,"Successfully masked faults shall be recorded in the Fault Log, but raise an alarm.1",Priya,Completed
R_ID255,R_NAME383,The scanner shall read and authenticate information from the drug’s package label1,Caleb,Completed
R_ID256,R_NAME259,"If the drug volume in the reservoir measures less than Vers =0.5 ml, and an infusion is in progress, an empty-reservoir alarm101 shall be issued stopping the pump.1",Caleb,Completed
R_ID257,R_NAME208,The pump shall be able to deliver basal infusion at flows throughout the basal infusion flow range of Fbasal min = 1 to Fbasal max = 10 ml/hr.1,Caleb,Completed
R_ID258,R_NAME269,"Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.1",Caleb,Completed
R_ID259,R_NAME71,"If the same alert-stop-start sequence occurs 3 or more times in ten minutes, infusion will be stopped, and an audible alarm sounded.1",Priya,Completed
R_ID260,R_NAME704,The PCA pump shall detect downstream occlusion.1,Alex,Completed
R_ID261,R_NAME693,The PCA pump shall detect battery failure and issue a battery failure alarm1,Alex,Deffered
R_ID262,R_NAME739,The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.1,Caleb,Completed
R_ID263,R_NAME465,"During normal use and/or single fault condition of the equipment, continuous reverse delivery115 shall not be possible (from IEC 601-2-24)1",Alex,Completed
R_ID264,R_NAME106,The Control Panel shall audibly indicate the specific problem causing the alarm condition as described in Section 5.4.31,Caleb,Open
R_ID265,R_NAME47,") All filled prescriptions (liquid, narcotic pain-killer dispensed by the hospital pharmacy) must be labeled at least visibly with a. Patient name b. Drug code c. Name of drug d. Concentration2",Jay,Completed
R_ID266,R_NAME177,The measured drug volume shall be within Vrt = 1 ml of the actual drug volume.2,Caleb,Completed
R_ID267,R_NAME329,An upstream occlusion alarm118 shall be triggered when the pump senses an upstream (drug reservoir side) occlusion exceeding Puo = 1 psi2,Alex,Completed
R_ID268,R_NAME708,"Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.2",Alex,Completed
R_ID269,R_NAME243,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.2,Caleb,Completed
R_ID270,R_NAME207,The PCA pump shall have a start button.2,Alex,Completed
R_ID271,R_NAME999,"The PCA pump shall maintain an electronic fault log to record each fault condition, and the associated alarm and/or alert issued.2",Priya,Completed
R_ID272,R_NAME251,"When an empty-reservoir alarm occurs, the current pump stroke shall be completed prior to stopping the pump.2",Caleb,Completed
R_ID273,R_NAME608,The control panel must display currently-programmed patient data and physician’s prescription.2,Caleb,Completed
R_ID274,R_NAME953,"The PCA pump shall have continuous fault-detection and masking. Hardware monitors of thread heartbeat, memory error correction codes are examples.2",Caleb,Open
R_ID275,R_NAME526,"The pump shall maintain a minimum KVO flow rate of FKV O = 1 ml/hr at all times during infusion, even during alarms, unless the alarm also stops flow. Table 4 defines which alarms also stop drug flow completely.2",Caleb,Completed
R_ID276,R_NAME157,The alarm melody of audible alarms signals shall conform to Table AAA.1 of standard IEC 60601-1-8 for drug or fluid delivery. “C d g” shall be used for medium priority alarms; “C d g - C d” shall be used for high priority alarms2,Alex,Completed
R_ID277,R_NAME53,The event log shall record 30 days of typical events before overwriting oldest event records first.2,Caleb,Deffered
R_ID278,R_NAME52,"Occurrence of unavoidable single-event upsets caused by cosmic-ray-induced high- and thermalenergy neutrons must be either masked, or detected to fail-stop2",Alex,Completed
R_ID279,R_NAME452,All materials that contact fluid shall be biocompatible2,Caleb,Deffered
R_ID280,R_NAME645,The PCA pump shall switch to KVO infusion rate upon receiving an authenticated command through its ICE interface.2,Caleb,Completed
R_ID281,R_NAME162,"If the pump gets overheated to more than Tpoh = 55 C, the pump shall issue an pump overheated alarm (EC3.2.9).2",Priya,Open
R_ID282,R_NAME344,"If the same alert-stop-start sequence occurs 3 or more times in ten minutes, infusion will be stopped, and an audible alarm sounded.2",Alex,Completed
R_ID283,R_NAME204,Hardware faults that prevent operation of the Control Panel shall illuminate a hardware fault indicator (light-emitting diode).2,Caleb,Completed
R_ID284,R_NAME261,"The mechanical pump shall halt pumping when commanded, or caused in response to an alarm condition.2",Alex,Open
R_ID285,R_NAME276,The scanner shall read and authenticate information from the clinician’s badge2,Jay,Completed
R_ID286,R_NAME288,The PCA pump must not leak current greater than 10 mA2,Caleb,Completed
R_ID287,R_NAME881,"–requirement removed, Rx read from drug container by scanner2",Caleb,Completed
R_ID288,R_NAME107,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.2,Caleb,Completed
R_ID289,R_NAME494,"Alarms shall cause audible alarms signals that meet the requirements of Tables 203 and 204 of standard IEC 60601-1-8 for alarm pulses, bursts, and harmonics.2",Priya,Completed
R_ID290,R_NAME321,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.2,Priya,Completed
R_ID291,R_NAME510,The ICE interface shall transmit encrypted and authenticated alarms and warnings to the ICE system.2,Caleb,Completed
R_ID292,R_NAME946,"Successfully masked faults shall be recorded in the Fault Log, but raise an alarm.2",Alex,Completed
R_ID293,R_NAME370,The Control Panel shall visually indicate the specific problem causing the alarm condition as described in Section 5.4.2.2,Caleb,Completed
R_ID294,R_NAME817,"If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops, the pump shall issue an basal under-infusion warning (EC3.2.8).2",Caleb,Completed
R_ID295,R_NAME701,"If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the pump goes into free flow2",Caleb,Completed
R_ID296,R_NAME293,The patient’s prescription shall be retained for at least ?data = 96 hours after the PCA pump is turned-off and unplugged.2,Caleb,Completed
R_ID297,R_NAME789,All alarms not of high priority shall be encrypted and authenticated. High priority alarms may be encrypted and authenticated.2,Alex,Completed
R_ID298,R_NAME557,"Upon patient’s press of the PCA pump’s patient-button, a prescribed bolus volume-to-be-infused, V T BI, of the drug loaded in the pump is delivered to the patient.2",Jay,Completed
R_ID299,R_NAME357,The maximum clinician-chosen duration for a clinician-requested bolus shall be ?ccb max = 6 hours.2,Caleb,Completed
R_ID300,R_NAME826,"Because with either working battery or power supply can operate the pump, if the battery failure alarm and either the voltage out-of-range or the power supply failure alarms, then the pump rate will be off.2",Caleb,Completed
R_ID301,R_NAME637,The PCA pump shall detect downstream occlusion.2,Priya,Completed
R_ID302,R_NAME37,The PCA pump shall implement a safety architecture112 that separates normal operation from fault detection and response.2,Caleb,Completed
R_ID303,R_NAME778,Each tone in the alarm melody shall be composed of a minimum of 4 harmonic components in the range 300 Hz to 4000 Hz comprising an inverted 9th jazz chord.2,Caleb,Completed
R_ID304,R_NAME55,"The alarm indicator appearance shall comply with color, flashing frequency, and duty cycle given in Table 5.2",Caleb,Completed
R_ID305,R_NAME93,Information in event and Fault Logs shall be retained for at least ?log = 1000 hours after the PCA pump is turned-off and unplugged.2,Caleb,Completed
R_ID306,R_NAME819,"The drug library102 can be thought of as a lookup table that, given a drug name and a location, provides typical and safe limits of different infusion parameters. The drug library shall be determined by an authorized and authenticated hospital pharmacist2",Caleb,Open
R_ID307,R_NAME678,tactile response (button press).2,Alex,Completed
R_ID308,R_NAME297,The PCA pump shall detect battery failure and issue a battery failure alarm2,Caleb,Completed
R_ID309,R_NAME885,The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.2,Alex,Completed
R_ID310,R_NAME459,"If the drug volume in the reservoir measures less than Vlra = 1 ml, and an infusion is in progress, a low-reservoir warning100 shall be issued.2",Alex,Completed
R_ID311,R_NAME668,The pump shall be able to deliver basal infusion at flows throughout the basal infusion flow range of Fbasal min = 1 to Fbasal max = 10 ml/hr.2,Priya,Completed
R_ID312,R_NAME108,The PCA pump shall resume prescribed infusion upon receiving an authenticated command through its ICE interface.2,Caleb,Completed
R_ID313,R_NAME242,"Hospital procedures must endow the attending clinician access to the door key135, yet prevent other persons’ access.2",Caleb,Completed
R_ID314,R_NAME589,When auditory alarms are inactive the control panel shall display an inactive auditory alarm symbol from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.2,Caleb,Completed
R_ID315,R_NAME771,"If delivered basal flow rate exceeds the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow, the pump shall issue an basal over-infusion alarm (EC3.2.7).2",Caleb,Completed
R_ID316,R_NAME726,Component failure must not harm patient (beyond stopping function).2,Alex,Open
R_ID317,R_NAME43,"If the drug loaded into the drug reservoir is not present in the drug library or the library does not pass authentication and integrity checks, that the drug is unknown2",Priya,Completed
R_ID318,R_NAME973,"When an occlusion alarm occurs, the pump shall be stopped immediately without completing the current pump stroke2",Caleb,Deffered
R_ID319,R_NAME871,An air-in-line alarm116 shall be triggered by the pump if detectable air bubbles are infused into the patient.2,Jay,Completed
R_ID320,R_NAME706,The PCA pump shall have a stop button2,Caleb,Completed
R_ID321,R_NAME66,The Control Panel shall audibly indicate the specific problem causing the alarm condition as described in Section 5.4.32,Caleb,Open
R_ID322,R_NAME235,sound of audible alarm2,Caleb,Open
R_ID323,R_NAME121,The drug reservoir shall measure its contents.2,Alex,Completed
R_ID324,R_NAME265,The mechanical pump shall not allow reverse flow from the patient into the pump.2,Alex,Completed
R_ID325,R_NAME73,The PCA pump case must be at least difficult to breech as its tamper-resistant door. Breaking the case shall not be easier to access the drug reservoir than breeching the door.2,Priya,Completed
R_ID326,R_NAME982,"Because the drugs used for analgesia are often narcotic, requiring Drug Enforcement Agency (DEA) tracking if used in the United States, the drug reservoir and means to change prescriptions2",Caleb,Completed
R_ID327,R_NAME908,"If a drug library’s soft limit is violated by the proposed settings, but not a hard limit, a warning is shown to the clinician by the user interface and a distinctive, irritating sound made and recorded in the Event Log.2",Caleb,Completed
R_ID328,R_NAME588,Prescriptions that violate the soft limits of the drug in the drug library shall issue a visible and audible warning requiring a soft limit confirmation by the clinician.2,Caleb,Completed
R_ID329,R_NAME364,The PCA pump shall detect upstream occlusion.2,Caleb,Completed
R_ID330,R_NAME744,"If delivered clinician-requested bolus flow rate is less than the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops2",Alex,Deffered
R_ID331,R_NAME223,"display of visual information, and2",Alex,Completed
R_ID332,R_NAME860,The control panel shall allow authorized clinician bolus request 60 and choice of duration.2,Priya,Completed
R_ID333,R_NAME458,"If alarms are inactivated or paused through the ICE supervisor user interface, they shall be reactivated upon loss of connection to ICE2",Caleb,Completed
R_ID334,R_NAME447,"If delivered clinician-requested bolus flow rate exceeds the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow2",Caleb,Completed
R_ID335,R_NAME164,An authorized clinician must personally confirm the prescription97 is authentic and meant for the patient to be infused. The routine procedures by which clinicians load the drug reservoir must ensure that the prescription filled by an authorized2,Jay,Open
R_ID336,R_NAME544,The PCA pump shall maintain an electronic event log to record each action taken by the pump and each event sensed of its environment.2,Caleb,Completed
R_ID337,R_NAME612,"A patient-requested bolus shall take precedence over a clinician-requested bolus. The clinicianrequested bolus shall be suspended while the patient-requested bolus dose is administered, and resumed afterward.2",Alex,Completed
R_ID338,R_NAME17,"During normal use and/or single fault condition of the equipment, continuous reverse delivery115 shall not be possible (from IEC 601-2-24)2",Alex,Completed
R_ID339,R_NAME417,"The mechanical pump shall pump drug at prescribed flow rates for basal, bolus, and KVO infusion when commanded.2",Caleb,Completed
R_ID340,R_NAME258,"If the estimated battery life remaining is less than ?lba = 3 minutes, the pump shall issue a low-battery warning.2",Alex,Open
R_ID341,R_NAME527,The scanner shall read and authenticate information from the drug’s package label2,Caleb,Open
R_ID342,R_NAME405,"–removed, must scan Rx from label of drug container2",Priya,Completed
R_ID343,R_NAME128,The drug reservoir holds liquid pain-killer supplied by the hospital pharmacy and loaded into the PCA pump by the clinician.2,Alex,Deffered
R_ID344,R_NAME648,The Control Panel shall provide means to inactivate audible alarms temporarily for a predefined period of time.2,Caleb,Completed
R_ID345,R_NAME233,"Upon the clinician’s pressing of the stop button, prescribed infusion shall halt.2",Caleb,Completed
R_ID346,R_NAME593,A downstream occlusion alarm119 shall be triggered if the pump senses a downstream (patient side)2,Alex,Completed
R_ID347,R_NAME584,"Hardware faults detected, but not masked, shall raise a fault alarm, stop pump, record it in the Fault Log, and display the reason for fault on the user interface.2",Alex,Completed
R_ID348,R_NAME462,At least one visual alarm signal shall be provided that identifies the specific alarm condition and its priority. This signal shall be perceived correctly (be legible) at a distance of 1 m from the equipment2,Alex,Completed
R_ID349,R_NAME285,"If a drug library’s hard limit is violated by the proposed settings, the limit violated is indicated2",Priya,Completed
R_ID350,R_NAME611,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.2",Caleb,Completed
R_ID351,R_NAME888,"The PCA pump shall perform periodic self-tests to assure system integrity during long periods of use. Failure of a self-test shall raise a self-test alarm, stop pump, record it in the Fault Log, and display the reason for failure on the user interface.2",Priya,Completed
R_ID352,R_NAME418,"A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.2",Alex,Completed
R_ID353,R_NAME599,Patient-requested bolus delivery shall be immediately halted when alarms sound.2,Caleb,Completed
R_ID354,R_NAME236,The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.2,Priya,Completed
R_ID355,R_NAME116,The PCA pump shall issue alarms and warnings that require clinician attention.2,Caleb,Completed
R_ID356,R_NAME546,"A patient-requested bolus shall be delivered at its prescribed rate, Fbolus, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.2",Alex,Completed
R_ID357,R_NAME231,The fault log shall record at least 1000 faults before overwriting oldest fault records first.2,Priya,Deffered
R_ID358,R_NAME918,The scanner shall read and authenticate information from the patient’s wristband2,Caleb,Completed
R_ID359,R_NAME430,Pressing the stop button confirms and silences all alarms and terminates any alarm signal inactivation.2,Priya,Completed
R_ID360,R_NAME610,Priority for alarms and warnings is shown in Table 4; warnings are low-priority alarms. The last column show the alarm pump rate to be used while the alarm is in effect. For “special” flow rates for power malfunctions see Section 6.3.2,Priya,Completed
R_ID361,R_NAME901,"If delivered patient-requested bolus flow rate is less than the prescribed bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the flow stops2",Caleb,Completed
R_ID362,R_NAME925,–removed all Rx entry via scanner2,Caleb,Open
R_ID363,R_NAME933,The PCA pump shall include electronic tamper detection mechanisms and shall record detected tampering attempts in the Fault Log and Event Log as well as issuing an authenticated ICE message.2,Caleb,Open
R_ID364,R_NAME915,The PCA pump shall use a physician’s prescription as device parameters.2,Priya,Completed
R_ID365,R_NAME410,Alarms shall be issued in order of occurrence.2,Alex,Completed
R_ID366,R_NAME730,Clinician-requested bolus delivery shall be immediately halted when alarms sound.2,Caleb,Open
R_ID367,R_NAME57,"Upon the clinician’s pressing of the start button, prescribed infusion shall commence.2",Caleb,Open
R_ID368,R_NAME909,"If the drug volume in the reservoir measures less than Vers =0.5 ml, and an infusion is in progress, an empty-reservoir alarm101 shall be issued stopping the pump.2",Alex,Open
R_ID369,R_NAME2,The PCA pump shall detect air-in-line embolism (bubble).2,Alex,Deffered
R_ID370,R_NAME635,The Control Panel shall provide means to inactivate audible alarms indefinitely2,Caleb,Completed
R_ID371,R_NAME250,"The PCA pump shall detect power supply voltage out-of-range, issue a voltage out-of-range warning, and switch to battery backup when out-of-range.2",Alex,Completed
R_ID372,R_NAME483,"After the clinician presses the start button, but before commencing infusion, the values of V T BI and Fbasal are checked against the drug library entry of the drug to be infused.2",Caleb,Completed
R_ID373,R_NAME190,The Control Panel shall provide means to cancel alarm signal inactivation.2,Caleb,Completed
R_ID374,R_NAME411,A real-time clock must produce timestamps accurate to 10 ms.2,Caleb,Completed
R_ID375,R_NAME746,"The PCA pump shall perform a power-on-self-test (POST) to assure system integrity after being turned on, yet before any infusion begins. Failure of POST shall raise a POST alarm, stop pump2",Priya,Completed
R_ID376,R_NAME419,"The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.2",Caleb,Completed
R_ID377,R_NAME131,Visual alarms shall display alarm symbols from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.2,Jay,Completed
R_ID378,R_NAME974,"Prior to, or coincident with, loading the drug reservoir must also enter prescription96 on the drug container’s label using the scanner.2",Caleb,Completed
R_ID379,R_NAME848,The estimate of remaining battery energy must be accurate to within Xbtty = 25%.2,Caleb,Deffered
R_ID380,R_NAME155,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)2",Alex,Completed
R_ID381,R_NAME919,Prescribed V T BI and rate shall not exceed the hard limits set by the drug library from the hospital pharmacy for the drug loaded in the PCA pump.2,Caleb,Completed
R_ID382,R_NAME862,Each log entry shall have a time stamp81 with its time of occurrence.2,Caleb,Deffered
R_ID383,R_NAME718,"If a visual indicator is necessary for the clinician to identify the equipment or part of the equipment that requires clinician response or awareness, at least one visual alarm signal 46 shall be provided2",Priya,Deffered
R_ID384,R_NAME365,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.2",Jay,Completed
R_ID385,R_NAME591,Patient-requested bolus shall not be delivered if infusing prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.2,Caleb,Completed
R_ID386,R_NAME717,"For each drug that may be infused with a PCA pump, the drug library entry103 for that drug shall have data elements listed in Table 6.2",Caleb,Completed
R_ID387,R_NAME205,"A clinician observing the discomfort of the patient may command the PCA pump to deliver a square bolus of the same volume-to-be-infused, V T BI, as patient-requested bolus over a period of time chosen by the clinician.2",Caleb,Completed
R_ID388,R_NAME371,Alarm’s and warning’s priority shall be determined in accordance with standard IEC 60601-1-8 Medical electrical equipment - Part 1-8: General requirements for safety - Collateral standard.2,Jay,Deffered
R_ID389,R_NAME505,The ICE Interface shall transmit encrypted and authenticated current operating status to the ICE system.2,Caleb,Completed
R_ID390,R_NAME861,The drug loaded into the reservoir must also be found in the PCA pump’s drug in library99. The drug code of the prescription must match the drug code of a drug library entry.2,Alex,Completed
R_ID391,R_NAME218,The ICE interface shall allow an authorized clinician to set the duration of clinician-requested boluses through an ICE supervisor user interface.2,Caleb,Deffered
R_ID392,R_NAME815,A open door alarm shall be triggered when the reservoir door is opened while the pump is not stopped.2,Alex,Completed
R_ID393,R_NAME762,The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)2,Caleb,Completed
R_ID394,R_NAME457,"Changing prescription during infusion shall require prescription confirmation61, clinician authentication62, patient authentication63, prescription authentication64 (patient-to-drug match) and drug authentication2",Alex,Completed
R_ID395,R_NAME278,The pump shall deliver basal infusion at the prescribed basal rate within a basal infusion flow tolerance of Fbasal tol = 0.5 ml/hr of the prescribed basal rate.2,Caleb,Completed
R_ID396,R_NAME808,"When the stop button is pressed, the current pump stroke shall be completed prior to stopping the pump.2",Caleb,Completed
R_ID397,R_NAME523,The PCA pump shall detect air-in-line embolism (bubble).3,Caleb,Completed
R_ID398,R_NAME836,The Control Panel shall visually indicate the specific problem causing the alarm condition as described in Section 5.4.2.3,Caleb,Completed
R_ID399,R_NAME514,"If alarms are inactivated or paused through the ICE supervisor user interface, they shall be reactivated upon loss of connection to ICE3",Caleb,Completed
R_ID400,R_NAME508,"Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.3",Jay,Completed
R_ID401,R_NAME755,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.3,Priya,Open
R_ID402,R_NAME493,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)3",Alex,Open
R_ID403,R_NAME241,"–removed, must scan Rx from label of drug container3",Caleb,Open
R_ID404,R_NAME715,sound of audible alarm3,Caleb,Open
R_ID405,R_NAME665,Prescriptions that violate the soft limits of the drug in the drug library shall issue a visible and audible warning requiring a soft limit confirmation by the clinician.3,Priya,Open
R_ID406,R_NAME338,Component failure must not harm patient (beyond stopping function).3,Alex,Deffered
R_ID407,R_NAME234,"Hospital procedures must endow the attending clinician access to the door key135, yet prevent other persons’ access.3",Caleb,Open
R_ID408,R_NAME521,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.3,Caleb,Open
