CC_ID,CC_NAME,CC_DATE,CC_VER,CC_DESC,CC_LOC
CC_ID2991,CC_NAME872,2015-10-05,V1,sound of audible alarm28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\config\CFMetaData.java2
CC_ID2992,CC_NAME126,2015-09-23,V3,The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\service\pager\MultiPartitionPager.java2
CC_ID2993,CC_NAME5429,2015-10-19,V2,The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\index\composites\CompositesSearcher.java2
CC_ID2994,CC_NAME3200,2015-09-24,V1,"If the drug volume in the reservoir measures less than Vers =0.5 ml, and an infusion is in progress, an empty-reservoir alarm101 shall be issued stopping the pump.28",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\Memtable.java2
CC_ID2995,CC_NAME7852,2015-09-29,V4,"Occurrence of unavoidable single-event upsets caused by cosmic-ray-induced high- and thermalenergy neutrons must be either masked, or detected to fail-stop28",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\TruncateStatement.java2
CC_ID2996,CC_NAME520,2015-10-27,V5,An authorized clinician must personally confirm the prescription97 is authentic and meant for the patient to be infused. The routine procedures by which clinicians load the drug reservoir must ensure that the prescription filled by an authorized28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\thrift\TServerFactory.java2
CC_ID2997,CC_NAME3505,2015-10-15,V1,The PCA pump shall have a stop button28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\metadata\LegacyMetadataSerializer.java2
CC_ID2998,CC_NAME5139,2015-09-01,V2,"For each drug that may be infused with a PCA pump, the drug library entry103 for that drug shall have data elements listed in Table 6.28",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\hadoop\AbstractColumnFamilyInputFormat.java2
CC_ID2999,CC_NAME1036,2015-10-28,V4,"The PCA pump shall perform a power-on-self-test (POST) to assure system integrity after being turned on, yet before any infusion begins. Failure of POST shall raise a POST alarm, stop pump28",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\service\paxos\Commit.java2
CC_ID3000,CC_NAME7643,2015-10-23,V6,–removed all Rx entry via scanner28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\UserTypes.java2
CC_ID3001,CC_NAME1079,2015-09-03,V2,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Maps.java2
CC_ID3002,CC_NAME2687,2015-10-01,V2,An upstream occlusion alarm118 shall be triggered when the pump senses an upstream (drug reservoir side) occlusion exceeding Puo = 1 psi28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\transport\RequestThreadPoolExecutor.java2
CC_ID3003,CC_NAME3109,2015-10-14,V5,The PCA pump shall detect air-in-line embolism (bubble).28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\thrift\TServerCustomFactory.java2
CC_ID3004,CC_NAME6021,2015-10-01,V1,"–removed, must scan Rx from label of drug container28",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\TopKSampler.java2
CC_ID3005,CC_NAME2862,2015-09-03,V3,"When an occlusion alarm occurs, the pump shall be stopped immediately without completing the current pump stroke28",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\SSTableOfflineRelevel.java2
CC_ID3006,CC_NAME5730,2015-09-28,V2,"If the pump gets overheated to more than Tpoh = 55 C, the pump shall issue an pump overheated alarm (EC3.2.9).28",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\RMIServerSocketFactoryImpl.java2
CC_ID3007,CC_NAME3977,2015-09-16,V2,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\hadoop\BulkOutputFormat.java2
CC_ID3008,CC_NAME4009,2015-09-21,V4,"A patient-requested bolus shall be delivered at its prescribed rate, Fbolus, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.28",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\auth\DataResource.java2
CC_ID3009,CC_NAME1748,2015-10-13,V5,The ICE interface shall transmit encrypted and authenticated alarms and warnings to the ICE system.28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\streaming\StreamResultFuture.java2
CC_ID3010,CC_NAME2461,2015-10-28,V3,Priority for alarms and warnings is shown in Table 4; warnings are low-priority alarms. The last column show the alarm pump rate to be used while the alarm is in effect. For “special” flow rates for power malfunctions see Section 6.3.28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\Throwables.java2
CC_ID3011,CC_NAME9271,2015-10-23,V5,"The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.28",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\SSTableImport.java2
CC_ID3012,CC_NAME9696,2015-09-11,V1,"If alarms are inactivated or paused through the ICE supervisor user interface, they shall be reactivated upon loss of connection to ICE28",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\gms\HeartBeatState.java2
CC_ID3013,CC_NAME9853,2015-10-28,V3,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.28",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\ScriptBasedUDF.java2
CC_ID3014,CC_NAME1303,2015-09-09,V2,"A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.28",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\VariableSpecifications.java2
CC_ID3015,CC_NAME8687,2015-10-28,V2,The mechanical pump shall not allow reverse flow from the patient into the pump.28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cache\ConcurrentLinkedHashCache.java2
CC_ID3016,CC_NAME9328,2015-09-01,V6,The pump shall be able to deliver basal infusion at flows throughout the basal infusion flow range of Fbasal min = 1 to Fbasal max = 10 ml/hr.28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Operation.java2
CC_ID3017,CC_NAME9751,2015-09-03,V3,The maximum clinician-chosen duration for a clinician-requested bolus shall be ?ccb max = 6 hours.28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\InvalidateRowCache.java2
CC_ID3018,CC_NAME5807,2015-09-04,V2,"If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the pump goes into free flow28",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\DataRange.java2
CC_ID3019,CC_NAME1385,2015-10-28,V2,The Control Panel shall provide means to inactivate audible alarms temporarily for a predefined period of time.28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cache\RefCountedMemory.java2
CC_ID3020,CC_NAME7691,2015-10-06,V4,"Upon the clinician’s pressing of the stop button, prescribed infusion shall halt.28",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\StatusLogger.java2
CC_ID3021,CC_NAME6190,2015-09-15,V3,The PCA pump case must be at least difficult to breech as its tamper-resistant door. Breaking the case shall not be easier to access the drug reservoir than breeching the door.28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\service\pager\SinglePartitionPager.java2
CC_ID3022,CC_NAME601,2015-10-19,V2,"When an empty-reservoir alarm occurs, the current pump stroke shall be completed prior to stopping the pump.28",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\metadata\MetadataSerializer.java2
CC_ID3023,CC_NAME5169,2015-09-18,V0,"A patient-requested bolus shall take precedence over a clinician-requested bolus. The clinicianrequested bolus shall be suspended while the patient-requested bolus dose is administered, and resumed afterward.28",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\NativeCounterCell.java2
CC_ID3024,CC_NAME6242,2015-10-01,V0,"If delivered patient-requested bolus flow rate is less than the prescribed bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the flow stops28",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\CompactionIterable.java2
CC_ID3025,CC_NAME664,2015-09-02,V0,"If delivered basal flow rate exceeds the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow, the pump shall issue an basal over-infusion alarm (EC3.2.7).28",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\streaming\StreamTask.java2
CC_ID3026,CC_NAME5619,2015-10-29,V6,"The PCA pump shall have continuous fault-detection and masking. Hardware monitors of thread heartbeat, memory error correction codes are examples.28",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\service\paxos\PrepareResponse.java2
CC_ID3027,CC_NAME7463,2015-10-20,V1,An air-in-line alarm116 shall be triggered by the pump if detectable air bubbles are infused into the patient.28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\CFName.java2
CC_ID3028,CC_NAME3949,2015-09-14,V1,"Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.28",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\serializers\ListSerializer.java2
CC_ID3029,CC_NAME9194,2015-09-03,V5,Visual alarms shall display alarm symbols from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\streaming\StreamCoordinator.java2
CC_ID3030,CC_NAME4232,2015-09-14,V2,"Upon the clinician’s pressing of the start button, prescribed infusion shall commence.28",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\thrift\THsHaDisruptorServer.java2
CC_ID3031,CC_NAME3765,2015-09-04,V3,Each log entry shall have a time stamp81 with its time of occurrence.28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\CompositesBuilder.java2
CC_ID3032,CC_NAME7725,2015-10-22,V4,"If a drug library’s soft limit is violated by the proposed settings, but not a hard limit, a warning is shown to the clinician by the user interface and a distinctive, irritating sound made and recorded in the Event Log.28",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\format\Version.java2
CC_ID3033,CC_NAME9136,2015-10-05,V2,") All filled prescriptions (liquid, narcotic pain-killer dispensed by the hospital pharmacy) must be labeled at least visibly with a. Patient name b. Drug code c. Name of drug d. Concentration28",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\serializers\TimestampSerializer.java2
CC_ID3034,CC_NAME5480,2015-10-26,V4,When auditory alarms are inactive the control panel shall display an inactive auditory alarm symbol from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\serializers\EmptySerializer.java2
CC_ID3035,CC_NAME8117,2015-09-07,V3,"The PCA pump shall detect power supply voltage out-of-range, issue a voltage out-of-range warning, and switch to battery backup when out-of-range.28",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\CFRowAdder.java2
CC_ID3036,CC_NAME4324,2015-09-03,V3,The PCA pump shall resume prescribed infusion upon receiving an authenticated command through its ICE interface.28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\service\pager\QueryPager.java2
CC_ID3037,CC_NAME3537,2015-10-07,V3,The PCA pump shall detect battery failure and issue a battery failure alarm28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\concurrent\ScheduledExecutors.java2
CC_ID3038,CC_NAME5009,2015-10-05,V5,At least one visual alarm signal shall be provided that identifies the specific alarm condition and its priority. This signal shall be perceived correctly (be legible) at a distance of 1 m from the equipment28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\BytesType.java2
CC_ID3039,CC_NAME1605,2015-09-14,V2,"display of visual information, and28",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\WrappingCompactionStrategy.java2
CC_ID3040,CC_NAME1704,2015-10-14,V6,The Control Panel shall visually indicate the specific problem causing the alarm condition as described in Section 5.4.2.28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\MD5Digest.java2
CC_ID3041,CC_NAME9749,2015-10-27,V0,The scanner shall read and authenticate information from the drug’s package label28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\ListPermissionsStatement.java2
CC_ID3042,CC_NAME1977,2015-09-29,V5,The PCA pump shall have a start button.28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\repair\Validator.java2
CC_ID3043,CC_NAME8532,2015-10-02,V1,The PCA pump shall issue alarms and warnings that require clinician attention.28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\ReducingKeyIterator.java2
CC_ID3044,CC_NAME6839,2015-10-20,V6,Each tone in the alarm melody shall be composed of a minimum of 4 harmonic components in the range 300 Hz to 4000 Hz comprising an inverted 9th jazz chord.28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\NanoTimeToCurrentTimeMillis.java2
CC_ID3045,CC_NAME7120,2015-09-30,V0,The PCA pump shall use a physician’s prescription as device parameters.28,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\CommitLogMBean.java2
CC_ID3046,CC_NAME2340,2015-10-15,V0,The pump shall be able to deliver basal infusion at flows throughout the basal infusion flow range of Fbasal min = 1 to Fbasal max = 10 ml/hr.29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\triggers\CustomClassLoader.java2
CC_ID3047,CC_NAME8000,2015-10-23,V2,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\ListRolesStatement.java2
CC_ID3048,CC_NAME3238,2015-09-21,V1,An upstream occlusion alarm118 shall be triggered when the pump senses an upstream (drug reservoir side) occlusion exceeding Puo = 1 psi29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\transport\messages\SupportedMessage.java2
CC_ID3049,CC_NAME2591,2015-09-10,V4,Patient-requested bolus shall not be delivered if infusing prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\service\RangeSliceVerbHandler.java2
CC_ID3050,CC_NAME7528,2015-10-20,V0,The PCA pump shall issue alarms and warnings that require clinician attention.29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\serializers\AsciiSerializer.java2
CC_ID3051,CC_NAME7302,2015-10-02,V0,The PCA pump shall use a physician’s prescription as device parameters.29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\FunctionName.java2
CC_ID3052,CC_NAME8247,2015-10-16,V6,The PCA pump shall detect upstream occlusion.29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ReadRepairVerbHandler.java2
CC_ID3053,CC_NAME7489,2015-09-28,V3,"–removed, must scan Rx from label of drug container29",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\format\big\BigTableScanner.java2
CC_ID3054,CC_NAME4957,2015-09-01,V4,"Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.29",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\CompressedSegment.java2
CC_ID3055,CC_NAME495,2015-10-19,V3,The pump shall deliver basal infusion at the prescribed basal rate within a basal infusion flow tolerance of Fbasal tol = 0.5 ml/hr of the prescribed basal rate.29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\serializers\BooleanSerializer.java2
CC_ID3056,CC_NAME3823,2015-09-02,V2,"The PCA pump shall detect power supply voltage out-of-range, issue a voltage out-of-range warning, and switch to battery backup when out-of-range.29",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\tracing\TraceKeyspace.java2
CC_ID3057,CC_NAME7301,2015-10-29,V6,"Hospital procedures must endow the attending clinician access to the door key135, yet prevent other persons’ access.29",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\SetLoggingLevel.java2
CC_ID3058,CC_NAME3437,2015-09-23,V1,"If the drug loaded into the drug reservoir is not present in the drug library or the library does not pass authentication and integrity checks, that the drug is unknown29",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\locator\RackInferringSnitch.java2
CC_ID3059,CC_NAME7703,2015-10-23,V0,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.29",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\service\DatacenterSyncWriteResponseHandler.java2
CC_ID3060,CC_NAME2535,2015-09-22,V5,The PCA pump shall detect battery failure and issue a battery failure alarm29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\CounterId.java2
CC_ID3061,CC_NAME340,2015-10-15,V1,A downstream occlusion alarm119 shall be triggered if the pump senses a downstream (patient side)29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\BatchRemoveIterator.java2
CC_ID3062,CC_NAME4696,2015-09-17,V6,The drug loaded into the reservoir must also be found in the PCA pump’s drug in library99. The drug code of the prescription must match the drug code of a drug library entry.29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\dht\Bounds.java2
CC_ID3063,CC_NAME4668,2015-09-01,V2,Prescriptions that violate the soft limits of the drug in the drug library shall issue a visible and audible warning requiring a soft limit confirmation by the clinician.29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ConsistencyLevel.java2
CC_ID3064,CC_NAME2603,2015-10-08,V5,Component failure must not harm patient (beyond stopping function).29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\ResultSet.java2
CC_ID3065,CC_NAME5189,2015-09-17,V3,"Upon the clinician’s pressing of the stop button, prescribed infusion shall halt.29",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\Downsampling.java2
CC_ID3066,CC_NAME6869,2015-10-20,V2,"Upon patient’s press of the PCA pump’s patient-button, a prescribed bolus volume-to-be-infused, V T BI, of the drug loaded in the pump is delivered to the patient.29",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\AggregateFunctionSelector.java2
CC_ID3067,CC_NAME7497,2015-10-06,V1,The Control Panel shall provide means to inactivate audible alarms temporarily for a predefined period of time.29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\ListSnapshots.java2
CC_ID3068,CC_NAME618,2015-09-10,V5,The PCA pump shall include electronic tamper detection mechanisms and shall record detected tampering attempts in the Fault Log and Event Log as well as issuing an authenticated ICE message.29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\CommitLogDescriptor.java2
CC_ID3069,CC_NAME308,2015-09-30,V5,"If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the pump goes into free flow29",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\btree\Builder.java2
CC_ID3070,CC_NAME8854,2015-09-07,V3,"The PCA pump shall perform a power-on-self-test (POST) to assure system integrity after being turned on, yet before any infusion begins. Failure of POST shall raise a POST alarm, stop pump29",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\AlterKeyspaceStatement.java2
CC_ID3071,CC_NAME3675,2015-10-21,V4,The Control Panel shall provide means to inactivate audible alarms indefinitely29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\metadata\ValidationMetadata.java2
CC_ID3072,CC_NAME4910,2015-09-11,V5,The mechanical pump shall not allow reverse flow from the patient into the pump.29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\gms\IFailureDetector.java2
CC_ID3073,CC_NAME7137,2015-09-25,V0,"A patient-requested bolus shall take precedence over a clinician-requested bolus. The clinicianrequested bolus shall be suspended while the patient-requested bolus dose is administered, and resumed afterward.29",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\PauseHandoff.java2
CC_ID3074,CC_NAME6322,2015-10-29,V6,The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\exceptions\WriteTimeoutException.java2
CC_ID3075,CC_NAME4425,2015-10-07,V1,"Because with either working battery or power supply can operate the pump, if the battery failure alarm and either the voltage out-of-range or the power supply failure alarms, then the pump rate will be off.29",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\auth\AuthenticatedUser.java2
CC_ID3076,CC_NAME1568,2015-09-21,V5,"–requirement removed, Rx read from drug container by scanner29",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\auth\AuthMigrationListener.java2
CC_ID3077,CC_NAME6627,2015-09-15,V1,"The PCA pump shall perform periodic self-tests to assure system integrity during long periods of use. Failure of a self-test shall raise a self-test alarm, stop pump, record it in the Fault Log, and display the reason for failure on the user interface.29",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\streaming\messages\SessionFailedMessage.java2
CC_ID3078,CC_NAME8557,2015-10-19,V2,Priority for alarms and warnings is shown in Table 4; warnings are low-priority alarms. The last column show the alarm pump rate to be used while the alarm is in effect. For “special” flow rates for power malfunctions see Section 6.3.29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Tuples.java2
CC_ID3079,CC_NAME288,2015-09-18,V5,"A clinician observing the discomfort of the patient may command the PCA pump to deliver a square bolus of the same volume-to-be-infused, V T BI, as patient-requested bolus over a period of time chosen by the clinician.29",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\exceptions\WriteFailureException.java2
CC_ID3080,CC_NAME1604,2015-09-03,V5,Hardware faults that prevent operation of the Control Panel shall illuminate a hardware fault indicator (light-emitting diode).29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\hadoop\cql3\LimitedLocalNodeFirstLocalBalancingPolicy.java2
CC_ID3081,CC_NAME9939,2015-10-30,V1,The scanner shall read and authenticate information from the clinician’s badge29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\repair\TreeResponse.java2
CC_ID3082,CC_NAME8424,2015-10-14,V1,Each log entry shall have a time stamp81 with its time of occurrence.29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\util\MemoryOutputStream.java2
CC_ID3083,CC_NAME4922,2015-09-10,V2,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)29",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\FromJsonFct.java2
CC_ID3084,CC_NAME6596,2015-10-21,V6,"If a drug library’s hard limit is violated by the proposed settings, the limit violated is indicated29",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\TruncateHints.java2
CC_ID3085,CC_NAME8017,2015-10-20,V0,Alarm’s and warning’s priority shall be determined in accordance with standard IEC 60601-1-8 Medical electrical equipment - Part 1-8: General requirements for safety - Collateral standard.29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\RetriedSliceFromReadCommand.java2
CC_ID3086,CC_NAME9636,2015-10-19,V3,"If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops, the pump shall issue an basal under-infusion warning (EC3.2.8).29",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\streaming\ConnectionHandler.java2
CC_ID3087,CC_NAME6708,2015-10-15,V3,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\SingleColumnRestriction.java2
CC_ID3088,CC_NAME2760,2015-09-11,V0,"A patient-requested bolus shall be delivered at its prescribed rate, Fbolus, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.29",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\AuthorizationStatement.java2
CC_ID3089,CC_NAME3493,2015-10-19,V3,"When an empty-reservoir alarm occurs, the current pump stroke shall be completed prior to stopping the pump.29",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\SizeTieredCompactionStrategyOptions.java2
CC_ID3090,CC_NAME503,2015-10-14,V6,"For each drug that may be infused with a PCA pump, the drug library entry103 for that drug shall have data elements listed in Table 6.29",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\concurrent\JMXEnabledScheduledThreadPoolExecutorMBean.java2
CC_ID3091,CC_NAME965,2015-09-22,V4,"Hardware faults detected, but not masked, shall raise a fault alarm, stop pump, record it in the Fault Log, and display the reason for fault on the user interface.29",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\locator\PropertyFileSnitch.java2
CC_ID3092,CC_NAME701,2015-09-22,V5,The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\HintedHandOffManager.java2
CC_ID3093,CC_NAME4693,2015-10-30,V6,"The mechanical pump shall halt pumping when commanded, or caused in response to an alarm condition.29",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\config\ParameterizedClass.java2
CC_ID3094,CC_NAME3617,2015-09-10,V5,The alarm melody of audible alarms signals shall conform to Table AAA.1 of standard IEC 60601-1-8 for drug or fluid delivery. “C d g” shall be used for medium priority alarms; “C d g - C d” shall be used for high priority alarms29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\serializers\BytesSerializer.java2
CC_ID3095,CC_NAME2647,2015-10-23,V4,"A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.29",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\metrics\CacheMetrics.java2
CC_ID3096,CC_NAME6889,2015-09-30,V3,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.29",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\auth\PermissionDetails.java2
CC_ID3097,CC_NAME9754,2015-09-03,V3,At least one visual alarm signal shall be provided that identifies the specific alarm condition and its priority. This signal shall be perceived correctly (be legible) at a distance of 1 m from the equipment29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\concurrent\Transactional.java2
CC_ID3098,CC_NAME1442,2015-10-22,V3,"If alarms are inactivated or paused through the ICE supervisor user interface, they shall be reactivated upon loss of connection to ICE29",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\UpgradeSSTable.java2
CC_ID3099,CC_NAME9821,2015-09-21,V3,"If delivered clinician-requested bolus flow rate is less than the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops29",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\transport\CBUtil.java2
CC_ID3100,CC_NAME1875,2015-09-10,V3,The scanner shall read and authenticate information from the drug’s package label29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\CompoundCType.java2
CC_ID3101,CC_NAME8194,2015-10-13,V0,sound of audible alarm29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\AbstractFunction.java2
CC_ID3102,CC_NAME469,2015-10-27,V0,"If delivered basal flow rate exceeds the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow, the pump shall issue an basal over-infusion alarm (EC3.2.7).29",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\ConcurrentBiMap.java2
CC_ID3103,CC_NAME2621,2015-10-12,V5,The control panel must display currently-programmed patient data and physician’s prescription.29,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\Hex.java2
