FL_ID,FL_DESC,FL_FO,FL_REPORTEDBY,FL_ASSIGNEDTO,FL_SOLUTION,FL_STATUS
FL_ID252,Alarms shall be issued in order of occurrence.1,CC_ID3155,Ben,Caleb,bubble detection13,Assigned
FL_ID253,The PCA pump shall issue alarms and warnings that require clinician attention.1,CC_ID4743,Rami,Caleb,blockage between reservoir and pump13,Open
FL_ID254,The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)1,CC_ID3363,Ben,Alex,indication of no ICE alarms enabled13,Clossed
FL_ID255,The PCA pump shall resume prescribed infusion upon receiving an authenticated command through its ICE interface.1,CC_ID3208,Ben,Caleb,clinician not authorized to operate pump13,Open
FL_ID256,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)1",CC_ID4683,Rami,Alex,drug or prescription not intended for this patient13,Open
FL_ID257,The alarm melody of audible alarms signals shall conform to Table AAA.1 of standard IEC 60601-1-8 for drug or fluid delivery. “C d g” shall be used for medium priority alarms; “C d g - C d” shall be used for high priority alarms1,CC_ID3045,Ben,Caleb,pump temperature exceeds 55 C13,Open
FL_ID258,"When the stop button is pressed, the current pump stroke shall be completed prior to stopping the pump.1",CC_ID3005,Ben,Jane,Bolus request denied because minimum time between boluses had not elapsed.13,Assigned
FL_ID259,The control panel must display currently-programmed patient data and physician’s prescription.1,CC_ID3958,Rami,Jane,measured flow rate exceeds setting13,Open
FL_ID260,All alarms not of high priority shall be encrypted and authenticated. High priority alarms may be encrypted and authenticated.1,CC_ID3634,Ben,Alex,PCA pump detects its own failure13,Open
FL_ID261,The Control Panel shall provide means to inactivate audible alarms indefinitely1,CC_ID3369,Rami,Alex,power-on self test fails13,Open
FL_ID262,All materials that contact fluid shall be biocompatible1,CC_ID4687,Rami,Jane,dose reaches maximum allowed by drug library13,Open
FL_ID263,tactile response (button press).1,CC_ID4850,Nasim,Alex,measured flow rate below setting13,Assigned
FL_ID264,"If the pump gets overheated to more than Tpoh = 55 C, the pump shall issue an pump overheated alarm (EC3.2.9).1",CC_ID3421,Rami,Sugandha,patient not admitted to hospital13,Clossed
FL_ID265,The scanner shall read and authenticate information from the clinician’s badge2,CC_ID4445,Nasim,Caleb,basal rate or bolus VTBI exceeded soft limit13,Open
FL_ID266,"The PCA pump shall maintain an electronic fault log to record each fault condition, and the associated alarm and/or alert issued.2",CC_ID3788,Rami,Alex,pump fails to prime after loading drug reservoir13,Open
FL_ID267,The maximum clinician-chosen duration for a clinician-requested bolus shall be ?ccb max = 6 hours.2,CC_ID4543,Ben,Alex,basal rate or bolus VTBI exceeded soft limit14,Open
FL_ID268,"If delivered patient-requested bolus flow rate is less than the prescribed bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the flow stops2",CC_ID4238,Nasim,Alex,blockage between pump and patient14,Assigned
FL_ID269,"–removed, must scan Rx from label of drug container2",CC_ID4856,Ben,Caleb,basal rate or bolus VTBI exceeded hard limit14,Open
FL_ID270,Information in event and Fault Logs shall be retained for at least ?log = 1000 hours after the PCA pump is turned-off and unplugged.2,CC_ID4484,Ben,Sugandha,bubble detection14,Open
FL_ID271,An upstream occlusion alarm118 shall be triggered when the pump senses an upstream (drug reservoir side) occlusion exceeding Puo = 1 psi2,CC_ID6066,Ben,Alex,blockage between reservoir and pump14,Open
FL_ID272,The Control Panel shall provide means to inactivate audible alarms temporarily for a predefined period of time.2,CC_ID5899,Rami,Alex,patient not admitted to hospital14,Open
FL_ID273,All alarms not of high priority shall be encrypted and authenticated. High priority alarms may be encrypted and authenticated.2,CC_ID7366,Rami,Alex,the drug library fails authenticity or integrity check14,Open
FL_ID274,"During normal use and/or single fault condition of the equipment, continuous reverse delivery115 shall not be possible (from IEC 601-2-24)2",CC_ID7669,Rami,Alex,no audible alarm14,Open
FL_ID275,"If the pump gets overheated to more than Tpoh = 55 C, the pump shall issue an pump overheated alarm (EC3.2.9).2",CC_ID8714,Ben,Caleb,PCA pump detects its own failure14,Open
FL_ID276,The estimate of remaining battery energy must be accurate to within Xbtty = 25%.2,CC_ID6510,Rami,Alex,measured flow rate below setting14,Open
FL_ID277,A real-time clock must produce timestamps accurate to 10 ms.2,CC_ID8715,Ben,Alex,Bolus request denied because minimum time between boluses had not elapsed.14,Clossed
FL_ID278,Prescribed V T BI and rate shall not exceed the hard limits set by the drug library from the hospital pharmacy for the drug loaded in the PCA pump.2,CC_ID6593,Ben,Alex,dose reaches maximum allowed by drug library14,Open
FL_ID279,"If alarms are inactivated or paused through the ICE supervisor user interface, they shall be reactivated upon loss of connection to ICE2",CC_ID8901,Nasim,Jane,pump temperature exceeds 55 C14,Clossed
FL_ID280,tactile response (button press).2,CC_ID6122,Ben,Caleb,clinician not authorized to operate pump14,Open
FL_ID281,Component failure must not harm patient (beyond stopping function).2,CC_ID5358,Ben,Sugandha,pump fails to prime after loading drug reservoir14,Clossed
FL_ID282,Alarm’s and warning’s priority shall be determined in accordance with standard IEC 60601-1-8 Medical electrical equipment - Part 1-8: General requirements for safety - Collateral standard.2,CC_ID5996,Nasim,Alex,drug or prescription not intended for this patient14,Open
FL_ID283,Pressing the stop button confirms and silences all alarms and terminates any alarm signal inactivation.2,CC_ID5871,Ben,Caleb,power-on self test fails14,Open
FL_ID284,"The alarm indicator appearance shall comply with color, flashing frequency, and duty cycle given in Table 5.2",CC_ID7630,Ben,Alex,indication of no ICE alarms enabled14,Open
FL_ID285,The drug reservoir holds liquid pain-killer supplied by the hospital pharmacy and loaded into the PCA pump by the clinician.2,CC_ID7165,Ben,Alex,measured flow rate exceeds setting14,Open
FL_ID286,"A patient-requested bolus shall be delivered at its prescribed rate, Fbolus, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.2",CC_ID5995,Jerry,Caleb,blockage between pump and patient15,Open
FL_ID287,"When an empty-reservoir alarm occurs, the current pump stroke shall be completed prior to stopping the pump.2",CC_ID6257,Ben,Alex,blockage between reservoir and pump15,Open
FL_ID288,The Control Panel shall audibly indicate the specific problem causing the alarm condition as described in Section 5.4.32,CC_ID5937,Jerry,Sugandha,dose reaches maximum allowed by drug library15,Open
FL_ID289,The patient’s prescription shall be retained for at least ?data = 96 hours after the PCA pump is turned-off and unplugged.2,CC_ID6421,Ben,Alex,measured flow rate exceeds setting15,Open
FL_ID290,The PCA pump shall detect upstream occlusion.2,CC_ID7782,Ben,Alex,PCA pump detects its own failure15,Open
FL_ID291,The PCA pump shall implement a safety architecture112 that separates normal operation from fault detection and response.2,CC_ID8851,Ben,Alex,indication of no ICE alarms enabled15,Open
FL_ID292,All materials that contact fluid shall be biocompatible2,CC_ID6129,Ben,Caleb,no audible alarm15,Open
FL_ID293,The measured drug volume shall be within Vrt = 1 ml of the actual drug volume.2,CC_ID8656,Ben,Caleb,power-on self test fails15,Open
FL_ID294,"Prior to, or coincident with, loading the drug reservoir must also enter prescription96 on the drug container’s label using the scanner.2",CC_ID6534,Nasim,Caleb,basal rate or bolus VTBI exceeded soft limit15,Open
FL_ID295,"After the clinician presses the start button, but before commencing infusion, the values of V T BI and Fbasal are checked against the drug library entry of the drug to be infused.2",CC_ID5155,Jerry,Alex,basal rate or bolus VTBI exceeded hard limit15,Open
FL_ID296,"If the drug volume in the reservoir measures less than Vers =0.5 ml, and an infusion is in progress, an empty-reservoir alarm101 shall be issued stopping the pump.2",CC_ID8064,Ben,Caleb,bubble detection15,Open
FL_ID297,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.2",CC_ID5553,Ben,Alex,the drug library fails authenticity or integrity check15,Assigned
FL_ID298,"Alarms shall cause audible alarms signals that meet the requirements of Tables 203 and 204 of standard IEC 60601-1-8 for alarm pulses, bursts, and harmonics.2",CC_ID5640,Nasim,Alex,Bolus request denied because minimum time between boluses had not elapsed.15,Open
FL_ID299,Visual alarms shall display alarm symbols from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.2,CC_ID7105,Rami,Alex,drug or prescription not intended for this patient15,Open
FL_ID300,"A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.2",CC_ID7478,Ben,Jane,pump fails to prime after loading drug reservoir15,Open
FL_ID301,The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.2,CC_ID2414,Rami,Alex,measured flow rate below setting15,Open
FL_ID302,–removed all Rx entry via scanner2,CC_ID267,Ben,Caleb,pump temperature exceeds 55 C15,Open
FL_ID303,"If the drug loaded into the drug reservoir is not present in the drug library or the library does not pass authentication and integrity checks, that the drug is unknown2",CC_ID700,Jerry,Alex,clinician not authorized to operate pump15,Open
FL_ID304,"The drug library102 can be thought of as a lookup table that, given a drug name and a location, provides typical and safe limits of different infusion parameters. The drug library shall be determined by an authorized and authenticated hospital pharmacist2",CC_ID1783,Nasim,Caleb,patient not admitted to hospital15,Assigned
FL_ID305,"Hospital procedures must endow the attending clinician access to the door key135, yet prevent other persons’ access.2",CC_ID2557,Rami,Caleb,basal rate or bolus VTBI exceeded hard limit16,Assigned
FL_ID306,sound of audible alarm2,CC_ID2015,Jerry,Caleb,indication of no ICE alarms enabled16,Assigned
FL_ID307,Alarms shall be issued in order of occurrence.2,CC_ID1033,Ben,Alex,Bolus request denied because minimum time between boluses had not elapsed.16,Open
FL_ID308,"Because the drugs used for analgesia are often narcotic, requiring Drug Enforcement Agency (DEA) tracking if used in the United States, the drug reservoir and means to change prescriptions2",CC_ID2780,Ben,Alex,patient not admitted to hospital16,Assigned
FL_ID309,"Hardware faults detected, but not masked, shall raise a fault alarm, stop pump, record it in the Fault Log, and display the reason for fault on the user interface.2",CC_ID2162,Nasim,Caleb,dose reaches maximum allowed by drug library16,Open
FL_ID310,The event log shall record 30 days of typical events before overwriting oldest event records first.2,CC_ID1468,Ben,Alex,clinician not authorized to operate pump16,Assigned
FL_ID311,"Upon the clinician’s pressing of the stop button, prescribed infusion shall halt.2",CC_ID2810,Ben,Alex,PCA pump detects its own failure16,Open
FL_ID312,"If the drug volume in the reservoir measures less than Vlra = 1 ml, and an infusion is in progress, a low-reservoir warning100 shall be issued.2",CC_ID1867,Jerry,Alex,drug or prescription not intended for this patient16,Clossed
FL_ID313,The PCA pump must not leak current greater than 10 mA2,CC_ID1485,Ben,Caleb,pump fails to prime after loading drug reservoir16,Open
FL_ID314,"When the stop button is pressed, the current pump stroke shall be completed prior to stopping the pump.2",CC_ID332,Ben,Caleb,basal rate or bolus VTBI exceeded soft limit16,Open
FL_ID315,The drug loaded into the reservoir must also be found in the PCA pump’s drug in library99. The drug code of the prescription must match the drug code of a drug library entry.2,CC_ID1798,Nasim,Alex,no audible alarm16,Open
FL_ID316,"The PCA pump shall have continuous fault-detection and masking. Hardware monitors of thread heartbeat, memory error correction codes are examples.2",CC_ID2691,Ben,Sugandha,blockage between pump and patient16,Open
FL_ID317,The PCA pump shall detect air-in-line embolism (bubble).2,CC_ID1163,Rami,Caleb,power-on self test fails16,Open
FL_ID318,The PCA pump shall issue alarms and warnings that require clinician attention.2,CC_ID176,Nasim,Alex,bubble detection16,Open
FL_ID319,A downstream occlusion alarm119 shall be triggered if the pump senses a downstream (patient side)2,CC_ID2882,Nasim,Alex,blockage between reservoir and pump16,Open
FL_ID320,The control panel shall allow authorized clinician bolus request 60 and choice of duration.2,CC_ID1021,Ben,Alex,the drug library fails authenticity or integrity check16,Open
FL_ID321,The scanner shall read and authenticate information from the drug’s package label2,CC_ID301,Rami,Jane,measured flow rate exceeds setting16,Open
FL_ID322,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)2",CC_ID2326,Ben,Caleb,pump temperature exceeds 55 C16,Open
FL_ID323,The PCA pump shall have a start button.2,CC_ID1664,Ben,Alex,measured flow rate below setting16,Open
FL_ID324,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.2,CC_ID969,Ben,Alex,basal rate or bolus VTBI exceeded hard limit17,Open
FL_ID325,Priority for alarms and warnings is shown in Table 4; warnings are low-priority alarms. The last column show the alarm pump rate to be used while the alarm is in effect. For “special” flow rates for power malfunctions see Section 6.3.2,CC_ID1900,Ben,Alex,power-on self test fails17,Open
FL_ID326,The ICE Interface shall transmit encrypted and authenticated current operating status to the ICE system.2,CC_ID2331,Ben,Jane,pump temperature exceeds 55 C17,Open
FL_ID327,The pump shall be able to deliver basal infusion at flows throughout the basal infusion flow range of Fbasal min = 1 to Fbasal max = 10 ml/hr.2,CC_ID1342,Jerry,Alex,no audible alarm17,Open
FL_ID328,"Occurrence of unavoidable single-event upsets caused by cosmic-ray-induced high- and thermalenergy neutrons must be either masked, or detected to fail-stop2",CC_ID1163,Rami,Caleb,measured flow rate below setting17,Open
FL_ID329,"Successfully masked faults shall be recorded in the Fault Log, but raise an alarm.2",CC_ID1337,Rami,Caleb,drug or prescription not intended for this patient17,Clossed
FL_ID330,"–requirement removed, Rx read from drug container by scanner2",CC_ID818,Ben,Alex,dose reaches maximum allowed by drug library17,Open
FL_ID331,"When an occlusion alarm occurs, the pump shall be stopped immediately without completing the current pump stroke2",CC_ID1196,Ben,Caleb,patient not admitted to hospital17,Assigned
FL_ID332,"display of visual information, and2",CC_ID662,Jerry,Caleb,bubble detection17,Clossed
FL_ID333,Clinician-requested bolus delivery shall be immediately halted when alarms sound.2,CC_ID643,Ben,Caleb,indication of no ICE alarms enabled17,Open
FL_ID334,An authorized clinician must personally confirm the prescription97 is authentic and meant for the patient to be infused. The routine procedures by which clinicians load the drug reservoir must ensure that the prescription filled by an authorized2,CC_ID945,Ben,Caleb,Bolus request denied because minimum time between boluses had not elapsed.17,Open
FL_ID335,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.2,CC_ID2841,Ben,Alex,basal rate or bolus VTBI exceeded soft limit17,Open
FL_ID336,"Upon patient’s press of the PCA pump’s patient-button, a prescribed bolus volume-to-be-infused, V T BI, of the drug loaded in the pump is delivered to the patient.2",CC_ID4,Ben,Jane,blockage between pump and patient17,Clossed
FL_ID337,The PCA pump case must be at least difficult to breech as its tamper-resistant door. Breaking the case shall not be easier to access the drug reservoir than breeching the door.2,CC_ID944,Ben,Alex,PCA pump detects its own failure17,Open
FL_ID338,"For each drug that may be infused with a PCA pump, the drug library entry103 for that drug shall have data elements listed in Table 6.2",CC_ID455,Rami,Alex,the drug library fails authenticity or integrity check17,Assigned
FL_ID339,") All filled prescriptions (liquid, narcotic pain-killer dispensed by the hospital pharmacy) must be labeled at least visibly with a. Patient name b. Drug code c. Name of drug d. Concentration2",CC_ID1429,Jerry,Alex,blockage between reservoir and pump17,Open
FL_ID340,Each tone in the alarm melody shall be composed of a minimum of 4 harmonic components in the range 300 Hz to 4000 Hz comprising an inverted 9th jazz chord.2,CC_ID632,Rami,Caleb,pump fails to prime after loading drug reservoir17,Open
FL_ID341,The fault log shall record at least 1000 faults before overwriting oldest fault records first.2,CC_ID2211,Rami,Alex,clinician not authorized to operate pump17,Open
FL_ID342,The drug reservoir shall measure its contents.2,CC_ID2484,Ben,Caleb,measured flow rate exceeds setting17,Open
FL_ID343,"The mechanical pump shall pump drug at prescribed flow rates for basal, bolus, and KVO infusion when commanded.2",CC_ID2187,Jerry,Jane,PCA pump detects its own failure18,Open
FL_ID344,The pump shall deliver basal infusion at the prescribed basal rate within a basal infusion flow tolerance of Fbasal tol = 0.5 ml/hr of the prescribed basal rate.2,CC_ID1464,Jerry,Caleb,basal rate or bolus VTBI exceeded soft limit18,Clossed
FL_ID345,The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)2,CC_ID2259,Ben,Caleb,basal rate or bolus VTBI exceeded hard limit18,Open
FL_ID346,At least one visual alarm signal shall be provided that identifies the specific alarm condition and its priority. This signal shall be perceived correctly (be legible) at a distance of 1 m from the equipment2,CC_ID2579,Ben,Sugandha,pump fails to prime after loading drug reservoir18,Open
FL_ID347,The Control Panel shall provide means to inactivate audible alarms indefinitely2,CC_ID887,Ben,Caleb,blockage between reservoir and pump18,Assigned
FL_ID348,"If a visual indicator is necessary for the clinician to identify the equipment or part of the equipment that requires clinician response or awareness, at least one visual alarm signal 46 shall be provided2",CC_ID154,Ben,Sugandha,no audible alarm18,Open
FL_ID349,"If delivered basal flow rate exceeds the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow, the pump shall issue an basal over-infusion alarm (EC3.2.7).2",CC_ID1105,Nasim,Alex,power-on self test fails18,Open
FL_ID350,"If the estimated battery life remaining is less than ?lba = 3 minutes, the pump shall issue a low-battery warning.2",CC_ID2871,Rami,Sugandha,patient not admitted to hospital18,Open
FL_ID351,Each log entry shall have a time stamp81 with its time of occurrence.2,CC_ID753,Jerry,Alex,indication of no ICE alarms enabled18,Open
FL_ID352,"The PCA pump shall detect power supply voltage out-of-range, issue a voltage out-of-range warning, and switch to battery backup when out-of-range.2",CC_ID537,Rami,Alex,blockage between pump and patient18,Open
FL_ID353,The PCA pump shall have a stop button2,CC_ID2342,Ben,Alex,measured flow rate below setting18,Open
FL_ID354,Hardware faults that prevent operation of the Control Panel shall illuminate a hardware fault indicator (light-emitting diode).2,CC_ID2510,Ben,Caleb,bubble detection18,Open
FL_ID355,"The mechanical pump shall halt pumping when commanded, or caused in response to an alarm condition.2",CC_ID1857,Rami,Caleb,Bolus request denied because minimum time between boluses had not elapsed.18,Assigned
FL_ID356,"Upon the clinician’s pressing of the start button, prescribed infusion shall commence.2",CC_ID1895,Rami,Alex,measured flow rate exceeds setting18,Open
FL_ID357,"The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.2",CC_ID1990,Ben,Alex,the drug library fails authenticity or integrity check18,Assigned
FL_ID358,The PCA pump shall resume prescribed infusion upon receiving an authenticated command through its ICE interface.2,CC_ID2744,Nasim,Caleb,pump temperature exceeds 55 C18,Assigned
FL_ID359,The PCA pump shall maintain an electronic event log to record each action taken by the pump and each event sensed of its environment.2,CC_ID2503,Jerry,Alex,clinician not authorized to operate pump18,Open
FL_ID360,An air-in-line alarm116 shall be triggered by the pump if detectable air bubbles are infused into the patient.2,CC_ID999,Ben,Alex,dose reaches maximum allowed by drug library18,Assigned
FL_ID361,"Changing prescription during infusion shall require prescription confirmation61, clinician authentication62, patient authentication63, prescription authentication64 (patient-to-drug match) and drug authentication2",CC_ID2637,Jerry,Alex,drug or prescription not intended for this patient18,Open
FL_ID362,The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.2,CC_ID2116,Rami,Alex,pump temperature exceeds 55 C19,Open
FL_ID363,The PCA pump shall use a physician’s prescription as device parameters.2,CC_ID897,Jerry,Alex,blockage between reservoir and pump19,Open
FL_ID364,"If delivered clinician-requested bolus flow rate exceeds the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow2",CC_ID1096,Ben,Alex,basal rate or bolus VTBI exceeded soft limit19,Open
FL_ID365,"If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops, the pump shall issue an basal under-infusion warning (EC3.2.8).2",CC_ID2947,Ben,Caleb,the drug library fails authenticity or integrity check19,Open
FL_ID366,The PCA pump shall detect battery failure and issue a battery failure alarm2,CC_ID1044,Ben,Caleb,basal rate or bolus VTBI exceeded hard limit19,Open
FL_ID367,The PCA pump shall detect downstream occlusion.2,CC_ID2090,Nasim,Alex,no audible alarm19,Open
FL_ID368,The scanner shall read and authenticate information from the patient’s wristband2,CC_ID1001,Rami,Jane,clinician not authorized to operate pump19,Open
FL_ID369,The Control Panel shall visually indicate the specific problem causing the alarm condition as described in Section 5.4.2.2,CC_ID1293,Ben,Alex,drug or prescription not intended for this patient19,Open
FL_ID370,Prescriptions that violate the soft limits of the drug in the drug library shall issue a visible and audible warning requiring a soft limit confirmation by the clinician.2,CC_ID314,Jerry,Sugandha,bubble detection19,Open
FL_ID371,Patient-requested bolus delivery shall be immediately halted when alarms sound.2,CC_ID293,Ben,Alex,indication of no ICE alarms enabled19,Open
FL_ID372,Patient-requested bolus shall not be delivered if infusing prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.2,CC_ID2100,Rami,Sugandha,patient not admitted to hospital19,Open
FL_ID373,The PCA pump shall switch to KVO infusion rate upon receiving an authenticated command through its ICE interface.2,CC_ID2528,Ben,Caleb,Bolus request denied because minimum time between boluses had not elapsed.19,Open
FL_ID374,"The PCA pump shall perform periodic self-tests to assure system integrity during long periods of use. Failure of a self-test shall raise a self-test alarm, stop pump, record it in the Fault Log, and display the reason for failure on the user interface.2",CC_ID1153,Ben,Alex,measured flow rate below setting19,Open
FL_ID375,The alarm melody of audible alarms signals shall conform to Table AAA.1 of standard IEC 60601-1-8 for drug or fluid delivery. “C d g” shall be used for medium priority alarms; “C d g - C d” shall be used for high priority alarms2,CC_ID2148,Rami,Sugandha,dose reaches maximum allowed by drug library19,Open
FL_ID376,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.2,CC_ID2043,Ben,Alex,pump fails to prime after loading drug reservoir19,Open
FL_ID377,"If a drug library’s soft limit is violated by the proposed settings, but not a hard limit, a warning is shown to the clinician by the user interface and a distinctive, irritating sound made and recorded in the Event Log.2",CC_ID71,Ben,Alex,PCA pump detects its own failure19,Open
FL_ID378,"Because with either working battery or power supply can operate the pump, if the battery failure alarm and either the voltage out-of-range or the power supply failure alarms, then the pump rate will be off.2",CC_ID2952,Jerry,Caleb,blockage between pump and patient19,Open
FL_ID379,"A clinician observing the discomfort of the patient may command the PCA pump to deliver a square bolus of the same volume-to-be-infused, V T BI, as patient-requested bolus over a period of time chosen by the clinician.2",CC_ID2977,Ben,Caleb,measured flow rate exceeds setting19,Open
FL_ID380,The PCA pump shall include electronic tamper detection mechanisms and shall record detected tampering attempts in the Fault Log and Event Log as well as issuing an authenticated ICE message.2,CC_ID187,Rami,Alex,power-on self test fails19,Open
FL_ID381,"If delivered clinician-requested bolus flow rate is less than the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops2",CC_ID2831,Ben,Alex,the drug library fails authenticity or integrity check20,Clossed
FL_ID382,"If a drug library’s hard limit is violated by the proposed settings, the limit violated is indicated2",CC_ID770,Ben,Alex,blockage between pump and patient20,Open
FL_ID383,"Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.2",CC_ID2769,Jerry,Alex,basal rate or bolus VTBI exceeded soft limit20,Open
FL_ID384,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.2",CC_ID1860,Ben,Sugandha,blockage between reservoir and pump20,Open
FL_ID385,The control panel must display currently-programmed patient data and physician’s prescription.2,CC_ID304,Nasim,Alex,patient not admitted to hospital20,Open
FL_ID386,"The pump shall maintain a minimum KVO flow rate of FKV O = 1 ml/hr at all times during infusion, even during alarms, unless the alarm also stops flow. Table 4 defines which alarms also stop drug flow completely.2",CC_ID2094,Ben,Caleb,measured flow rate below setting20,Assigned
FL_ID387,The Control Panel shall provide means to cancel alarm signal inactivation.2,CC_ID1586,Ben,Caleb,bubble detection20,Open
FL_ID388,The ICE interface shall transmit encrypted and authenticated alarms and warnings to the ICE system.2,CC_ID2422,Nasim,Caleb,pump temperature exceeds 55 C20,Open
FL_ID389,When auditory alarms are inactive the control panel shall display an inactive auditory alarm symbol from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.2,CC_ID2495,Ben,Caleb,measured flow rate exceeds setting20,Clossed
FL_ID390,The mechanical pump shall not allow reverse flow from the patient into the pump.2,CC_ID603,Ben,Alex,indication of no ICE alarms enabled20,Open
FL_ID391,A open door alarm shall be triggered when the reservoir door is opened while the pump is not stopped.2,CC_ID1712,Ben,Alex,Bolus request denied because minimum time between boluses had not elapsed.20,Open
FL_ID392,The ICE interface shall allow an authorized clinician to set the duration of clinician-requested boluses through an ICE supervisor user interface.2,CC_ID1737,Ben,Alex,basal rate or bolus VTBI exceeded hard limit20,Open
FL_ID393,"If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the pump goes into free flow2",CC_ID1852,Ben,Alex,drug or prescription not intended for this patient20,Clossed
FL_ID394,"A patient-requested bolus shall take precedence over a clinician-requested bolus. The clinicianrequested bolus shall be suspended while the patient-requested bolus dose is administered, and resumed afterward.2",CC_ID2932,Ben,Jane,pump fails to prime after loading drug reservoir20,Open
FL_ID395,"If the same alert-stop-start sequence occurs 3 or more times in ten minutes, infusion will be stopped, and an audible alarm sounded.2",CC_ID523,Rami,Alex,dose reaches maximum allowed by drug library20,Open
FL_ID396,"The PCA pump shall perform a power-on-self-test (POST) to assure system integrity after being turned on, yet before any infusion begins. Failure of POST shall raise a POST alarm, stop pump2",CC_ID860,Ben,Caleb,PCA pump detects its own failure20,Clossed
FL_ID397,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)3",CC_ID673,Ben,Caleb,no audible alarm20,Open
FL_ID398,The estimate of remaining battery energy must be accurate to within Xbtty = 25%.3,CC_ID2613,Ben,Jane,clinician not authorized to operate pump20,Open
FL_ID399,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.3",CC_ID2494,Ben,Alex,power-on self test fails20,Open
FL_ID400,The PCA pump shall resume prescribed infusion upon receiving an authenticated command through its ICE interface.3,CC_ID762,Jerry,Alex,power-on self test fails21,Open
FL_ID401,Prescriptions that violate the soft limits of the drug in the drug library shall issue a visible and audible warning requiring a soft limit confirmation by the clinician.3,CC_ID2444,Ben,Jane,basal rate or bolus VTBI exceeded hard limit21,Open
FL_ID402,"For each drug that may be infused with a PCA pump, the drug library entry103 for that drug shall have data elements listed in Table 6.3",CC_ID2247,Ben,Alex,measured flow rate exceeds setting21,Assigned
FL_ID403,Clinician-requested bolus delivery shall be immediately halted when alarms sound.3,CC_ID551,Rami,Caleb,blockage between pump and patient21,Open
FL_ID404,Each log entry shall have a time stamp81 with its time of occurrence.3,CC_ID1136,Ben,Caleb,dose reaches maximum allowed by drug library21,Open
FL_ID405,The Control Panel shall provide means to cancel alarm signal inactivation.3,CC_ID608,Ben,Caleb,pump temperature exceeds 55 C21,Open
FL_ID406,Hardware faults that prevent operation of the Control Panel shall illuminate a hardware fault indicator (light-emitting diode).3,CC_ID1189,Rami,Caleb,measured flow rate below setting21,Clossed
FL_ID407,A downstream occlusion alarm119 shall be triggered if the pump senses a downstream (patient side)3,CC_ID2574,Ben,Jane,blockage between reservoir and pump21,Open
FL_ID408,Patient-requested bolus delivery shall be immediately halted when alarms sound.3,CC_ID1648,Ben,Alex,patient not admitted to hospital21,Open
FL_ID409,"If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the pump goes into free flow3",CC_ID36,Ben,Alex,bubble detection21,Open
FL_ID410,The event log shall record 30 days of typical events before overwriting oldest event records first.3,CC_ID246,Ben,Sugandha,no audible alarm21,Open
FL_ID411,Component failure must not harm patient (beyond stopping function).3,CC_ID2129,Ben,Alex,drug or prescription not intended for this patient21,Open
