FL_ID,CC_ID
FL_ID202,CC_ID3689
FL_ID202,CC_ID5413
FL_ID202,CC_ID7105
FL_ID202,CC_ID7833
FL_ID202,CC_ID8515
FL_ID203,CC_ID10685
FL_ID203,CC_ID4657
FL_ID204,CC_ID10806
FL_ID204,CC_ID11431
FL_ID204,CC_ID11717
FL_ID204,CC_ID12997
FL_ID204,CC_ID3642
FL_ID204,CC_ID5080
FL_ID204,CC_ID8533
FL_ID204,CC_ID989
FL_ID205,CC_ID12898
FL_ID205,CC_ID144
FL_ID205,CC_ID3194
FL_ID205,CC_ID3308
FL_ID205,CC_ID5554
FL_ID205,CC_ID9368
FL_ID206,CC_ID1013
FL_ID206,CC_ID3374
FL_ID206,CC_ID3918
FL_ID207,CC_ID1
FL_ID207,CC_ID3719
FL_ID207,CC_ID5855
FL_ID207,CC_ID6075
FL_ID207,CC_ID6423
FL_ID207,CC_ID7410
FL_ID207,CC_ID8505
FL_ID207,CC_ID9145
FL_ID208,CC_ID2456
FL_ID209,CC_ID10420
FL_ID209,CC_ID12720
FL_ID209,CC_ID1895
FL_ID209,CC_ID7574
FL_ID209,CC_ID8854
FL_ID209,CC_ID9787
FL_ID210,CC_ID12910
FL_ID210,CC_ID2672
FL_ID210,CC_ID3373
FL_ID210,CC_ID6422
FL_ID210,CC_ID6945
FL_ID210,CC_ID7045
FL_ID211,CC_ID1158
FL_ID211,CC_ID12222
FL_ID211,CC_ID3653
FL_ID211,CC_ID5391
FL_ID211,CC_ID6624
FL_ID211,CC_ID6992
FL_ID212,CC_ID11433
FL_ID212,CC_ID12016
FL_ID213,CC_ID140
FL_ID213,CC_ID1439
FL_ID213,CC_ID2440
FL_ID213,CC_ID3603
FL_ID213,CC_ID6522
FL_ID213,CC_ID7032
FL_ID213,CC_ID8935
FL_ID214,CC_ID10961
FL_ID214,CC_ID11239
FL_ID214,CC_ID12818
FL_ID214,CC_ID5551
FL_ID214,CC_ID8444
FL_ID214,CC_ID994
FL_ID215,CC_ID12538
FL_ID215,CC_ID2130
FL_ID215,CC_ID3349
FL_ID215,CC_ID4631
FL_ID215,CC_ID552
FL_ID215,CC_ID5768
FL_ID215,CC_ID7299
FL_ID216,CC_ID2804
FL_ID216,CC_ID4008
FL_ID216,CC_ID4656
FL_ID216,CC_ID7685
FL_ID216,CC_ID8225
FL_ID216,CC_ID8779
FL_ID216,CC_ID9246
FL_ID217,CC_ID8933
FL_ID218,CC_ID3018
FL_ID218,CC_ID3765
FL_ID218,CC_ID7009
FL_ID218,CC_ID762
FL_ID218,CC_ID8403
FL_ID218,CC_ID887
FL_ID219,CC_ID12030
FL_ID219,CC_ID2312
FL_ID219,CC_ID3279
FL_ID219,CC_ID3486
FL_ID219,CC_ID6565
FL_ID219,CC_ID6648
FL_ID220,CC_ID10052
FL_ID220,CC_ID10695
FL_ID220,CC_ID3067
FL_ID220,CC_ID3677
FL_ID220,CC_ID4961
FL_ID220,CC_ID5618
FL_ID220,CC_ID8213
FL_ID220,CC_ID9095
FL_ID221,CC_ID10739
FL_ID221,CC_ID4030
FL_ID221,CC_ID4123
FL_ID221,CC_ID4612
FL_ID221,CC_ID6811
FL_ID221,CC_ID7509
FL_ID221,CC_ID9705
FL_ID222,CC_ID2238
FL_ID222,CC_ID4237
FL_ID222,CC_ID4915
FL_ID222,CC_ID5970
FL_ID222,CC_ID6863
FL_ID222,CC_ID8397
FL_ID223,CC_ID11678
FL_ID223,CC_ID418
FL_ID223,CC_ID5053
FL_ID223,CC_ID5845
FL_ID223,CC_ID8071
FL_ID223,CC_ID8447
FL_ID224,CC_ID11632
FL_ID224,CC_ID12163
FL_ID224,CC_ID5787
FL_ID224,CC_ID627
FL_ID224,CC_ID8396
FL_ID224,CC_ID8590
FL_ID224,CC_ID9749
FL_ID225,CC_ID1580
FL_ID225,CC_ID224
FL_ID225,CC_ID2883
FL_ID225,CC_ID7310
FL_ID226,CC_ID12017
FL_ID226,CC_ID12095
FL_ID226,CC_ID12701
FL_ID226,CC_ID347
FL_ID226,CC_ID3990
FL_ID226,CC_ID4502
FL_ID226,CC_ID4771
FL_ID226,CC_ID6200
FL_ID227,CC_ID1667
FL_ID227,CC_ID1954
FL_ID227,CC_ID6270
FL_ID228,CC_ID3760
FL_ID228,CC_ID4304
FL_ID228,CC_ID5510
FL_ID228,CC_ID7060
FL_ID229,CC_ID11297
FL_ID229,CC_ID12850
FL_ID229,CC_ID2506
FL_ID229,CC_ID4079
FL_ID229,CC_ID782
FL_ID230,CC_ID2537
FL_ID230,CC_ID5871
FL_ID231,CC_ID1241
FL_ID231,CC_ID8100
FL_ID232,CC_ID11798
FL_ID232,CC_ID8520
FL_ID232,CC_ID8607
FL_ID232,CC_ID9103
FL_ID233,CC_ID683
FL_ID234,CC_ID1439
FL_ID234,CC_ID6535
FL_ID235,CC_ID12244
FL_ID235,CC_ID12376
FL_ID235,CC_ID1629
FL_ID235,CC_ID2326
FL_ID235,CC_ID6853
FL_ID235,CC_ID7706
FL_ID235,CC_ID9323
FL_ID236,CC_ID2543
FL_ID236,CC_ID3876
FL_ID236,CC_ID6482
FL_ID236,CC_ID6614
FL_ID236,CC_ID7684
FL_ID236,CC_ID9021
FL_ID236,CC_ID9816
FL_ID237,CC_ID1235
FL_ID237,CC_ID2712
FL_ID237,CC_ID459
FL_ID238,CC_ID4147
FL_ID238,CC_ID8639
FL_ID239,CC_ID10230
FL_ID239,CC_ID10304
FL_ID239,CC_ID11063
FL_ID239,CC_ID6587
FL_ID240,CC_ID10910
FL_ID240,CC_ID12048
FL_ID240,CC_ID1298
FL_ID240,CC_ID2618
FL_ID240,CC_ID3196
FL_ID240,CC_ID5450
FL_ID240,CC_ID8023
FL_ID241,CC_ID2488
FL_ID241,CC_ID3839
FL_ID241,CC_ID5033
FL_ID241,CC_ID9325
FL_ID241,CC_ID9525
FL_ID242,CC_ID11987
FL_ID242,CC_ID2552
FL_ID242,CC_ID2877
FL_ID242,CC_ID6265
FL_ID242,CC_ID6746
FL_ID243,CC_ID1516
FL_ID243,CC_ID2379
FL_ID243,CC_ID4935
FL_ID243,CC_ID5004
FL_ID243,CC_ID5724
FL_ID243,CC_ID6988
FL_ID243,CC_ID8585
FL_ID243,CC_ID8699
FL_ID244,CC_ID2320
FL_ID244,CC_ID317
FL_ID244,CC_ID4089
FL_ID244,CC_ID5733
FL_ID244,CC_ID598
FL_ID244,CC_ID8472
FL_ID244,CC_ID930
FL_ID244,CC_ID9568
FL_ID245,CC_ID1004
FL_ID245,CC_ID12246
FL_ID245,CC_ID4013
FL_ID245,CC_ID4672
FL_ID245,CC_ID596
FL_ID245,CC_ID6118
FL_ID245,CC_ID7644
FL_ID245,CC_ID8257
FL_ID246,CC_ID1300
FL_ID246,CC_ID2053
FL_ID246,CC_ID2459
FL_ID246,CC_ID492
FL_ID246,CC_ID9200
FL_ID246,CC_ID950
FL_ID246,CC_ID9591
FL_ID247,CC_ID11530
FL_ID247,CC_ID12151
FL_ID247,CC_ID2464
FL_ID247,CC_ID8002
FL_ID247,CC_ID8199
FL_ID247,CC_ID97
FL_ID248,CC_ID11316
FL_ID248,CC_ID11688
FL_ID248,CC_ID1285
FL_ID248,CC_ID5554
FL_ID248,CC_ID6077
FL_ID248,CC_ID8889
FL_ID249,CC_ID11472
FL_ID249,CC_ID3701
FL_ID249,CC_ID4078
FL_ID249,CC_ID6535
FL_ID249,CC_ID8254
FL_ID250,CC_ID4796
FL_ID250,CC_ID8476
FL_ID251,CC_ID12574
FL_ID251,CC_ID5650
FL_ID251,CC_ID7224
FL_ID251,CC_ID8256
FL_ID251,CC_ID8326
FL_ID251,CC_ID877
FL_ID252,CC_ID1086
FL_ID252,CC_ID11345
FL_ID252,CC_ID2813
FL_ID252,CC_ID3453
FL_ID252,CC_ID4939
FL_ID252,CC_ID8561
FL_ID253,CC_ID11162
FL_ID253,CC_ID3774
FL_ID253,CC_ID5116
FL_ID253,CC_ID6708
FL_ID253,CC_ID6809
FL_ID254,CC_ID5744
FL_ID254,CC_ID9076
FL_ID255,CC_ID10621
FL_ID255,CC_ID10980
FL_ID255,CC_ID12049
FL_ID255,CC_ID240
FL_ID255,CC_ID5717
FL_ID255,CC_ID5946
FL_ID255,CC_ID9893
FL_ID256,CC_ID10485
FL_ID256,CC_ID1250
FL_ID256,CC_ID2826
FL_ID256,CC_ID2861
FL_ID256,CC_ID3066
FL_ID256,CC_ID3799
FL_ID256,CC_ID8912
FL_ID257,CC_ID3953
FL_ID257,CC_ID7422
FL_ID258,CC_ID1453
FL_ID258,CC_ID737
FL_ID258,CC_ID8019
FL_ID259,CC_ID12683
FL_ID259,CC_ID2312
FL_ID259,CC_ID3586
FL_ID259,CC_ID4047
FL_ID259,CC_ID9768
FL_ID260,CC_ID2108
FL_ID260,CC_ID8005
FL_ID261,CC_ID11089
FL_ID261,CC_ID1505
FL_ID261,CC_ID2654
FL_ID261,CC_ID3180
FL_ID261,CC_ID511
FL_ID261,CC_ID6525
FL_ID261,CC_ID94
FL_ID261,CC_ID9940
FL_ID262,CC_ID11717
FL_ID262,CC_ID430
FL_ID262,CC_ID4673
FL_ID262,CC_ID688
FL_ID262,CC_ID9395
FL_ID263,CC_ID11719
FL_ID263,CC_ID1934
FL_ID263,CC_ID4635
FL_ID263,CC_ID4917
FL_ID264,CC_ID11547
FL_ID264,CC_ID2173
FL_ID264,CC_ID296
FL_ID264,CC_ID3913
FL_ID264,CC_ID4560
FL_ID265,CC_ID10486
FL_ID265,CC_ID12234
FL_ID265,CC_ID12487
FL_ID265,CC_ID6048
FL_ID265,CC_ID7992
FL_ID266,CC_ID1
FL_ID266,CC_ID12117
FL_ID266,CC_ID4830
FL_ID266,CC_ID6216
FL_ID266,CC_ID6554
FL_ID266,CC_ID8689
FL_ID267,CC_ID3999
FL_ID267,CC_ID7114
FL_ID267,CC_ID9360
FL_ID268,CC_ID4233
FL_ID269,CC_ID1294
FL_ID269,CC_ID5507
FL_ID269,CC_ID6186
FL_ID270,CC_ID10006
FL_ID270,CC_ID11576
FL_ID270,CC_ID1880
FL_ID270,CC_ID5776
FL_ID270,CC_ID5782
FL_ID270,CC_ID6706
FL_ID271,CC_ID11452
FL_ID271,CC_ID120
FL_ID271,CC_ID1504
FL_ID271,CC_ID6253
FL_ID271,CC_ID7319
FL_ID271,CC_ID7554
FL_ID272,CC_ID10728
FL_ID272,CC_ID1105
FL_ID272,CC_ID1895
FL_ID272,CC_ID2370
FL_ID272,CC_ID2430
FL_ID272,CC_ID4633
FL_ID273,CC_ID10339
FL_ID273,CC_ID1101
FL_ID273,CC_ID2159
FL_ID273,CC_ID264
FL_ID273,CC_ID4340
FL_ID273,CC_ID6302
FL_ID273,CC_ID7401
FL_ID273,CC_ID7915
FL_ID274,CC_ID11824
FL_ID274,CC_ID6042
FL_ID274,CC_ID6067
FL_ID275,CC_ID1115
FL_ID275,CC_ID1399
FL_ID275,CC_ID2178
FL_ID275,CC_ID2614
FL_ID275,CC_ID7428
FL_ID275,CC_ID8331
FL_ID275,CC_ID8430
FL_ID275,CC_ID9361
FL_ID276,CC_ID7814
FL_ID277,CC_ID11028
FL_ID277,CC_ID12754
FL_ID277,CC_ID1642
FL_ID277,CC_ID2648
FL_ID277,CC_ID5017
FL_ID277,CC_ID7174
FL_ID278,CC_ID2685
FL_ID278,CC_ID4808
FL_ID278,CC_ID6318
FL_ID279,CC_ID10688
FL_ID279,CC_ID2084
FL_ID279,CC_ID9639
FL_ID280,CC_ID11828
FL_ID280,CC_ID7061
FL_ID281,CC_ID7461
FL_ID282,CC_ID11231
FL_ID282,CC_ID2325
FL_ID282,CC_ID5753
FL_ID282,CC_ID686
FL_ID283,CC_ID3369
FL_ID283,CC_ID5543
FL_ID283,CC_ID6905
FL_ID284,CC_ID11266
FL_ID284,CC_ID12496
FL_ID284,CC_ID12651
FL_ID284,CC_ID223
FL_ID284,CC_ID8488
FL_ID284,CC_ID9418
FL_ID285,CC_ID11698
FL_ID285,CC_ID4080
FL_ID285,CC_ID4221
FL_ID285,CC_ID7164
FL_ID285,CC_ID7169
FL_ID285,CC_ID9789
FL_ID285,CC_ID9943
FL_ID286,CC_ID10780
FL_ID286,CC_ID3526
FL_ID286,CC_ID5804
FL_ID286,CC_ID7638
FL_ID286,CC_ID7870
FL_ID286,CC_ID7885
FL_ID286,CC_ID8379
FL_ID286,CC_ID8653
FL_ID287,CC_ID10584
FL_ID287,CC_ID11989
FL_ID287,CC_ID1286
FL_ID287,CC_ID3596
FL_ID287,CC_ID5755
FL_ID287,CC_ID6056
FL_ID287,CC_ID7784
FL_ID287,CC_ID8500
FL_ID288,CC_ID1264
FL_ID288,CC_ID338
FL_ID288,CC_ID6097
FL_ID288,CC_ID8649
FL_ID289,CC_ID10215
FL_ID289,CC_ID1449
FL_ID289,CC_ID2685
FL_ID289,CC_ID3853
FL_ID289,CC_ID3964
FL_ID289,CC_ID5676
FL_ID289,CC_ID9401
FL_ID290,CC_ID12836
FL_ID290,CC_ID12872
FL_ID290,CC_ID1808
FL_ID290,CC_ID3678
FL_ID290,CC_ID6315
FL_ID291,CC_ID12293
FL_ID291,CC_ID12468
FL_ID291,CC_ID1527
FL_ID291,CC_ID2078
FL_ID291,CC_ID2241
FL_ID291,CC_ID5392
FL_ID291,CC_ID8546
FL_ID292,CC_ID10571
FL_ID293,CC_ID10313
FL_ID293,CC_ID10961
FL_ID294,CC_ID1005
FL_ID294,CC_ID10654
FL_ID294,CC_ID11216
FL_ID294,CC_ID3925
FL_ID294,CC_ID4547
FL_ID294,CC_ID6740
FL_ID294,CC_ID7734
FL_ID295,CC_ID11936
FL_ID295,CC_ID12652
FL_ID295,CC_ID1527
FL_ID295,CC_ID2318
FL_ID295,CC_ID2787
FL_ID295,CC_ID5488
FL_ID295,CC_ID8502
FL_ID295,CC_ID9360
FL_ID296,CC_ID10799
FL_ID296,CC_ID11143
FL_ID296,CC_ID2414
FL_ID296,CC_ID8200
FL_ID296,CC_ID9162
FL_ID296,CC_ID9181
FL_ID296,CC_ID943
FL_ID296,CC_ID9932
FL_ID297,CC_ID12472
FL_ID297,CC_ID1621
FL_ID297,CC_ID3620
FL_ID298,CC_ID12072
FL_ID298,CC_ID1559
FL_ID298,CC_ID2074
FL_ID298,CC_ID2279
FL_ID298,CC_ID4591
FL_ID298,CC_ID6894
FL_ID298,CC_ID9609
FL_ID299,CC_ID1045
FL_ID299,CC_ID1650
FL_ID299,CC_ID2319
FL_ID299,CC_ID2462
FL_ID299,CC_ID317
FL_ID299,CC_ID3481
FL_ID300,CC_ID12953
FL_ID300,CC_ID1797
FL_ID300,CC_ID4891
FL_ID300,CC_ID4930
FL_ID300,CC_ID773
FL_ID300,CC_ID8499
FL_ID300,CC_ID8953
FL_ID301,CC_ID10372
FL_ID302,CC_ID12086
FL_ID302,CC_ID12456
FL_ID302,CC_ID3623
FL_ID302,CC_ID421
FL_ID302,CC_ID4684
FL_ID302,CC_ID5802
FL_ID302,CC_ID7440
FL_ID303,CC_ID2511
FL_ID303,CC_ID4661
FL_ID304,CC_ID10297
FL_ID304,CC_ID1325
FL_ID304,CC_ID1809
FL_ID305,CC_ID9515
FL_ID306,CC_ID12001
FL_ID306,CC_ID2448
FL_ID306,CC_ID4220
FL_ID307,CC_ID10162
FL_ID307,CC_ID11220
FL_ID307,CC_ID3113
FL_ID307,CC_ID3908
FL_ID307,CC_ID7727
FL_ID308,CC_ID1685
FL_ID308,CC_ID2999
FL_ID308,CC_ID3589
FL_ID309,CC_ID4311
FL_ID309,CC_ID5062
FL_ID309,CC_ID6101
FL_ID309,CC_ID6297
FL_ID309,CC_ID6802
FL_ID309,CC_ID9479
FL_ID310,CC_ID3758
FL_ID310,CC_ID4109
FL_ID310,CC_ID4318
FL_ID310,CC_ID5952
FL_ID310,CC_ID6987
FL_ID310,CC_ID8896
FL_ID310,CC_ID995
FL_ID311,CC_ID10890
FL_ID311,CC_ID12699
FL_ID311,CC_ID2664
FL_ID311,CC_ID3631
FL_ID311,CC_ID5022
FL_ID311,CC_ID958
FL_ID312,CC_ID10194
FL_ID312,CC_ID8109
FL_ID313,CC_ID12435
FL_ID313,CC_ID3221
FL_ID314,CC_ID11606
FL_ID314,CC_ID3235
FL_ID314,CC_ID4805
FL_ID314,CC_ID8174
FL_ID314,CC_ID8468
FL_ID315,CC_ID11163
FL_ID315,CC_ID1474
FL_ID315,CC_ID2105
FL_ID315,CC_ID688
FL_ID315,CC_ID7558
FL_ID315,CC_ID8060
FL_ID315,CC_ID8873
FL_ID316,CC_ID11936
FL_ID316,CC_ID1917
FL_ID316,CC_ID3061
FL_ID316,CC_ID3577
FL_ID316,CC_ID6538
FL_ID316,CC_ID7156
FL_ID316,CC_ID8845
FL_ID316,CC_ID9953
FL_ID317,CC_ID3277
FL_ID318,CC_ID11976
FL_ID318,CC_ID1952
FL_ID319,CC_ID10981
FL_ID319,CC_ID12960
FL_ID319,CC_ID1774
FL_ID319,CC_ID4388
FL_ID319,CC_ID6948
FL_ID319,CC_ID7338
FL_ID319,CC_ID9579
FL_ID320,CC_ID11382
FL_ID320,CC_ID11609
FL_ID320,CC_ID8390
FL_ID321,CC_ID11474
FL_ID321,CC_ID2020
FL_ID321,CC_ID4773
FL_ID321,CC_ID7520
FL_ID322,CC_ID10390
FL_ID322,CC_ID4939
FL_ID323,CC_ID10548
FL_ID323,CC_ID12774
FL_ID323,CC_ID4434
FL_ID323,CC_ID4774
FL_ID323,CC_ID5891
FL_ID323,CC_ID9644
FL_ID324,CC_ID10192
FL_ID324,CC_ID11885
FL_ID324,CC_ID2063
FL_ID324,CC_ID4846
FL_ID324,CC_ID6810
FL_ID324,CC_ID8305
FL_ID324,CC_ID8958
FL_ID324,CC_ID9217
FL_ID325,CC_ID1371
FL_ID325,CC_ID6355
FL_ID326,CC_ID11651
FL_ID326,CC_ID3414
FL_ID326,CC_ID9555
FL_ID327,CC_ID2773
FL_ID327,CC_ID4765
FL_ID327,CC_ID5988
FL_ID327,CC_ID6790
FL_ID327,CC_ID7624
FL_ID327,CC_ID9164
FL_ID328,CC_ID10669
FL_ID328,CC_ID11684
FL_ID328,CC_ID11969
FL_ID328,CC_ID2303
FL_ID328,CC_ID2357
FL_ID328,CC_ID6814
FL_ID328,CC_ID7642
FL_ID328,CC_ID9372
FL_ID329,CC_ID7279
FL_ID329,CC_ID7732
FL_ID329,CC_ID8055
FL_ID329,CC_ID9211
FL_ID330,CC_ID10482
FL_ID330,CC_ID11899
FL_ID330,CC_ID12621
FL_ID331,CC_ID4780
FL_ID331,CC_ID9882
FL_ID332,CC_ID12424
FL_ID332,CC_ID5133
FL_ID333,CC_ID11842
FL_ID333,CC_ID2705
FL_ID333,CC_ID905
FL_ID334,CC_ID10156
FL_ID335,CC_ID10901
FL_ID335,CC_ID1218
FL_ID335,CC_ID2864
FL_ID336,CC_ID10100
FL_ID336,CC_ID10977
FL_ID336,CC_ID12281
FL_ID336,CC_ID1361
FL_ID336,CC_ID22
FL_ID336,CC_ID2401
FL_ID337,CC_ID11376
FL_ID337,CC_ID12552
FL_ID337,CC_ID3476
FL_ID338,CC_ID2292
FL_ID338,CC_ID3150
FL_ID339,CC_ID12965
FL_ID339,CC_ID2525
FL_ID339,CC_ID7694
FL_ID340,CC_ID11743
FL_ID340,CC_ID1693
FL_ID340,CC_ID6491
FL_ID340,CC_ID7212
FL_ID340,CC_ID7696
FL_ID341,CC_ID1033
FL_ID341,CC_ID3623
FL_ID341,CC_ID553
FL_ID341,CC_ID6608
FL_ID341,CC_ID7801
FL_ID342,CC_ID504
FL_ID342,CC_ID5289
FL_ID343,CC_ID10184
FL_ID343,CC_ID2838
FL_ID343,CC_ID4966
FL_ID343,CC_ID5466
FL_ID343,CC_ID8203
FL_ID343,CC_ID9988
FL_ID344,CC_ID10043
FL_ID344,CC_ID12494
FL_ID344,CC_ID2182
FL_ID344,CC_ID2559
FL_ID344,CC_ID2934
FL_ID344,CC_ID294
FL_ID345,CC_ID4782
FL_ID345,CC_ID5103
FL_ID345,CC_ID7543
FL_ID345,CC_ID7880
FL_ID345,CC_ID8506
FL_ID345,CC_ID8644
FL_ID346,CC_ID11280
FL_ID346,CC_ID11793
FL_ID346,CC_ID2849
FL_ID346,CC_ID3974
FL_ID346,CC_ID4186
FL_ID346,CC_ID8936
FL_ID347,CC_ID10841
FL_ID347,CC_ID6295
FL_ID348,CC_ID5232
FL_ID348,CC_ID6726
FL_ID349,CC_ID10104
FL_ID349,CC_ID11991
FL_ID349,CC_ID3668
FL_ID349,CC_ID5716
FL_ID349,CC_ID5731
FL_ID349,CC_ID6038
FL_ID349,CC_ID6213
FL_ID350,CC_ID12837
FL_ID350,CC_ID327
FL_ID350,CC_ID5880
FL_ID351,CC_ID11113
FL_ID351,CC_ID11545
FL_ID351,CC_ID312
FL_ID351,CC_ID3257
FL_ID351,CC_ID4602
FL_ID351,CC_ID631
FL_ID351,CC_ID7803
FL_ID351,CC_ID7814
FL_ID352,CC_ID10283
FL_ID352,CC_ID12759
FL_ID352,CC_ID2034
FL_ID352,CC_ID2683
FL_ID352,CC_ID7535
FL_ID352,CC_ID8751
FL_ID353,CC_ID10544
FL_ID353,CC_ID1121
FL_ID353,CC_ID12411
FL_ID353,CC_ID541
FL_ID353,CC_ID5928
FL_ID353,CC_ID7015
FL_ID353,CC_ID8312
FL_ID353,CC_ID9553
FL_ID354,CC_ID10376
FL_ID354,CC_ID10691
FL_ID354,CC_ID12508
FL_ID354,CC_ID2809
FL_ID354,CC_ID5323
FL_ID354,CC_ID573
FL_ID354,CC_ID6261
FL_ID354,CC_ID8816
FL_ID355,CC_ID8395
FL_ID355,CC_ID8563
FL_ID355,CC_ID9762
FL_ID356,CC_ID11044
FL_ID356,CC_ID12079
FL_ID356,CC_ID12329
FL_ID356,CC_ID1348
FL_ID356,CC_ID1477
FL_ID356,CC_ID6089
FL_ID356,CC_ID6381
FL_ID356,CC_ID9199
FL_ID357,CC_ID11382
FL_ID357,CC_ID12263
FL_ID358,CC_ID12499
FL_ID358,CC_ID7446
FL_ID359,CC_ID11814
FL_ID359,CC_ID4846
FL_ID360,CC_ID9962
FL_ID361,CC_ID11159
FL_ID361,CC_ID11372
FL_ID361,CC_ID12850
FL_ID361,CC_ID3246
FL_ID361,CC_ID4954
FL_ID361,CC_ID5155
FL_ID361,CC_ID6614
FL_ID361,CC_ID7768
FL_ID362,CC_ID11870
FL_ID362,CC_ID5407
FL_ID362,CC_ID6390
FL_ID363,CC_ID12169
FL_ID363,CC_ID2803
FL_ID363,CC_ID5002
FL_ID363,CC_ID6055
FL_ID363,CC_ID6521
FL_ID363,CC_ID7070
FL_ID363,CC_ID8315
FL_ID363,CC_ID9582
FL_ID364,CC_ID5741
FL_ID364,CC_ID6964
FL_ID364,CC_ID6988
FL_ID365,CC_ID3537
FL_ID366,CC_ID10675
FL_ID366,CC_ID11388
FL_ID366,CC_ID12806
FL_ID366,CC_ID1407
FL_ID366,CC_ID3231
FL_ID366,CC_ID7151
FL_ID366,CC_ID9074
FL_ID367,CC_ID11574
FL_ID367,CC_ID1220
FL_ID368,CC_ID10086
FL_ID368,CC_ID11737
FL_ID368,CC_ID1626
FL_ID368,CC_ID29
FL_ID368,CC_ID4670
FL_ID368,CC_ID5422
FL_ID369,CC_ID2402
FL_ID369,CC_ID4075
FL_ID369,CC_ID5588
FL_ID369,CC_ID8619
FL_ID369,CC_ID9181
FL_ID370,CC_ID11876
FL_ID370,CC_ID2298
FL_ID371,CC_ID11243
FL_ID371,CC_ID7230
FL_ID372,CC_ID10211
FL_ID372,CC_ID11029
FL_ID372,CC_ID12655
FL_ID372,CC_ID2188
FL_ID372,CC_ID3032
FL_ID372,CC_ID5489
FL_ID372,CC_ID9003
FL_ID373,CC_ID3841
FL_ID373,CC_ID4224
FL_ID373,CC_ID600
FL_ID373,CC_ID755
FL_ID373,CC_ID7759
FL_ID374,CC_ID12060
FL_ID374,CC_ID3424
FL_ID375,CC_ID11160
FL_ID375,CC_ID12041
FL_ID375,CC_ID3698
FL_ID375,CC_ID5264
FL_ID375,CC_ID6226
FL_ID375,CC_ID8399
FL_ID375,CC_ID9490
FL_ID376,CC_ID10439
FL_ID376,CC_ID11135
FL_ID376,CC_ID2725
FL_ID376,CC_ID3155
FL_ID376,CC_ID451
FL_ID376,CC_ID666
FL_ID376,CC_ID9983
FL_ID376,CC_ID9995
FL_ID377,CC_ID1077
FL_ID377,CC_ID1404
FL_ID377,CC_ID2205
FL_ID377,CC_ID266
FL_ID377,CC_ID3534
FL_ID377,CC_ID3613
FL_ID378,CC_ID10307
FL_ID378,CC_ID10970
FL_ID378,CC_ID12651
FL_ID378,CC_ID4568
FL_ID378,CC_ID5532
FL_ID379,CC_ID12835
FL_ID379,CC_ID2894
FL_ID379,CC_ID538
FL_ID379,CC_ID6480
FL_ID379,CC_ID6495
FL_ID379,CC_ID6537
FL_ID380,CC_ID10072
FL_ID380,CC_ID11798
FL_ID380,CC_ID1490
FL_ID380,CC_ID9500
FL_ID381,CC_ID1889
FL_ID381,CC_ID844
FL_ID382,CC_ID11265
FL_ID382,CC_ID3353
FL_ID382,CC_ID3359
FL_ID383,CC_ID2467
FL_ID383,CC_ID5918
FL_ID383,CC_ID6269
FL_ID384,CC_ID11687
FL_ID384,CC_ID2749
FL_ID384,CC_ID3170
FL_ID385,CC_ID9712
FL_ID386,CC_ID2538
FL_ID386,CC_ID5110
FL_ID386,CC_ID6970
FL_ID386,CC_ID9562
FL_ID387,CC_ID10521
FL_ID387,CC_ID4504
FL_ID387,CC_ID5182
FL_ID387,CC_ID5365
FL_ID387,CC_ID7866
FL_ID387,CC_ID8915
FL_ID388,CC_ID4146
FL_ID388,CC_ID4158
FL_ID388,CC_ID9350
FL_ID388,CC_ID9687
FL_ID389,CC_ID11086
FL_ID389,CC_ID6953
FL_ID389,CC_ID7179
FL_ID389,CC_ID7996
FL_ID389,CC_ID8383
FL_ID389,CC_ID8893
FL_ID389,CC_ID9424
FL_ID390,CC_ID3414
FL_ID390,CC_ID7057
FL_ID391,CC_ID10211
FL_ID391,CC_ID11649
FL_ID392,CC_ID11576
FL_ID392,CC_ID11870
FL_ID392,CC_ID3447
FL_ID392,CC_ID5468
FL_ID392,CC_ID6233
FL_ID392,CC_ID6449
FL_ID392,CC_ID8145
FL_ID393,CC_ID11134
FL_ID393,CC_ID1546
FL_ID393,CC_ID2914
FL_ID393,CC_ID6075
FL_ID393,CC_ID7681
FL_ID393,CC_ID8856
FL_ID393,CC_ID9755
FL_ID394,CC_ID222
FL_ID394,CC_ID3331
FL_ID394,CC_ID3824
FL_ID394,CC_ID5579
FL_ID394,CC_ID5588
FL_ID394,CC_ID7925
FL_ID395,CC_ID10015
FL_ID395,CC_ID11274
FL_ID395,CC_ID12163
FL_ID395,CC_ID12215
FL_ID395,CC_ID2753
FL_ID395,CC_ID3588
FL_ID396,CC_ID12593
FL_ID396,CC_ID2480
FL_ID397,CC_ID1761
FL_ID397,CC_ID3057
FL_ID397,CC_ID398
FL_ID397,CC_ID5182
FL_ID397,CC_ID631
FL_ID397,CC_ID9146
FL_ID398,CC_ID10868
FL_ID398,CC_ID12396
FL_ID398,CC_ID2525
FL_ID398,CC_ID3277
FL_ID398,CC_ID6491
FL_ID398,CC_ID768
FL_ID398,CC_ID878
FL_ID398,CC_ID943
FL_ID399,CC_ID12222
FL_ID399,CC_ID3488
FL_ID399,CC_ID3756
FL_ID399,CC_ID4068
FL_ID399,CC_ID8644
FL_ID399,CC_ID9406
FL_ID400,CC_ID11474
FL_ID400,CC_ID2562
FL_ID400,CC_ID3917
FL_ID400,CC_ID4333
FL_ID400,CC_ID8471
FL_ID400,CC_ID8732
FL_ID401,CC_ID10598
