RA_ID,RA_RISK,RA_DESC,RA_LIKELIHOOD,RA_IMPACT,RA_MITIGATED
RA_ID208,Medium,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.1",Medium,Low,Y
RA_ID209,High,"–requirement removed, Rx read from drug container by scanner1",Low,Low,Y
RA_ID210,Low,The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)1,Medium,Low,Y
RA_ID211,Medium,All alarms not of high priority shall be encrypted and authenticated. High priority alarms may be encrypted and authenticated.1,Low,Low,Y
RA_ID212,Low,The PCA pump shall detect air-in-line embolism (bubble).1,Low,Catastrophic,Y
RA_ID213,Medium,"Successfully masked faults shall be recorded in the Fault Log, but raise an alarm.1",High,Low,Y
RA_ID214,Low,The ICE Interface shall transmit encrypted and authenticated current operating status to the ICE system.1,Low,Low,Y
RA_ID215,Medium,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.1,Medium,High,Y
RA_ID216,Low,The PCA pump shall detect upstream occlusion.1,Low,Catastrophic,Y
RA_ID217,Low,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.1",Low,Low,Y
RA_ID218,Low,Component failure must not harm patient (beyond stopping function).1,Low,High,Y
RA_ID219,Medium,When auditory alarms are inactive the control panel shall display an inactive auditory alarm symbol from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.1,Low,High,Y
RA_ID220,Low,The scanner shall read and authenticate information from the patient’s wristband1,Low,Catastrophic,Y
RA_ID221,Medium,The ICE interface shall transmit encrypted and authenticated alarms and warnings to the ICE system.1,Low,High,Y
RA_ID222,Medium,The PCA pump shall issue alarms and warnings that require clinician attention.1,Low,Catastrophic,Y
RA_ID223,Low,A real-time clock must produce timestamps accurate to 10 ms.1,Low,Low,N
RA_ID224,Low,"The PCA pump shall have continuous fault-detection and masking. Hardware monitors of thread heartbeat, memory error correction codes are examples.1",High,High,Y
RA_ID225,Low,Priority for alarms and warnings is shown in Table 4; warnings are low-priority alarms. The last column show the alarm pump rate to be used while the alarm is in effect. For “special” flow rates for power malfunctions see Section 6.3.1,Medium,Low,Y
RA_ID226,Medium,"Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.1",Low,Low,Y
RA_ID227,Low,"The mechanical pump shall pump drug at prescribed flow rates for basal, bolus, and KVO infusion when commanded.1",Low,Catastrophic,Y
RA_ID228,Medium,The PCA pump shall have a stop button1,Low,Low,Y
RA_ID229,Low,Information in event and Fault Logs shall be retained for at least ?log = 1000 hours after the PCA pump is turned-off and unplugged.1,Low,Low,Y
RA_ID230,Low,An air-in-line alarm116 shall be triggered by the pump if detectable air bubbles are infused into the patient.1,Low,Low,Y
RA_ID231,Low,The Control Panel shall visually indicate the specific problem causing the alarm condition as described in Section 5.4.2.1,Low,Low,Y
RA_ID232,Low,"When an occlusion alarm occurs, the pump shall be stopped immediately without completing the current pump stroke1",Medium,Low,Y
RA_ID233,High,The control panel shall allow authorized clinician bolus request 60 and choice of duration.2,Low,Low,Y
RA_ID234,Low,"If delivered clinician-requested bolus flow rate exceeds the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow2",Low,Catastrophic,Y
RA_ID235,Medium,–removed all Rx entry via scanner2,Low,Catastrophic,Y
RA_ID236,High,Each tone in the alarm melody shall be composed of a minimum of 4 harmonic components in the range 300 Hz to 4000 Hz comprising an inverted 9th jazz chord.2,High,Low,Y
RA_ID237,Low,The PCA pump shall switch to KVO infusion rate upon receiving an authenticated command through its ICE interface.2,Low,Low,Y
RA_ID238,Medium,") All filled prescriptions (liquid, narcotic pain-killer dispensed by the hospital pharmacy) must be labeled at least visibly with a. Patient name b. Drug code c. Name of drug d. Concentration2",Low,Catastrophic,Y
RA_ID239,Medium,The drug loaded into the reservoir must also be found in the PCA pump’s drug in library99. The drug code of the prescription must match the drug code of a drug library entry.2,Low,Low,Y
RA_ID240,High,"Because with either working battery or power supply can operate the pump, if the battery failure alarm and either the voltage out-of-range or the power supply failure alarms, then the pump rate will be off.2",Low,Low,Y
RA_ID241,Low,The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)2,Low,Low,Y
RA_ID242,Low,"The mechanical pump shall pump drug at prescribed flow rates for basal, bolus, and KVO infusion when commanded.2",Medium,Low,Y
RA_ID243,Medium,"A patient-requested bolus shall be delivered at its prescribed rate, Fbolus, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.2",Low,Low,Y
RA_ID244,Low,"–requirement removed, Rx read from drug container by scanner2",Medium,Low,Y
RA_ID245,Low,The PCA pump shall detect battery failure and issue a battery failure alarm2,Low,Catastrophic,Y
RA_ID246,Low,"If a drug library’s hard limit is violated by the proposed settings, the limit violated is indicated2",Low,Low,Y
RA_ID247,Low,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.2",Low,Low,N
RA_ID248,Medium,The scanner shall read and authenticate information from the drug’s package label2,Low,Low,Y
RA_ID249,High,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.2",Low,Low,Y
RA_ID250,Low,"The alarm indicator appearance shall comply with color, flashing frequency, and duty cycle given in Table 5.2",High,Low,Y
RA_ID251,Medium,A open door alarm shall be triggered when the reservoir door is opened while the pump is not stopped.2,Low,Low,Y
RA_ID252,Low,The PCA pump shall include electronic tamper detection mechanisms and shall record detected tampering attempts in the Fault Log and Event Log as well as issuing an authenticated ICE message.2,Low,High,Y
RA_ID253,Medium,Alarms shall be issued in order of occurrence.2,Low,Low,Y
RA_ID254,Medium,The ICE interface shall allow an authorized clinician to set the duration of clinician-requested boluses through an ICE supervisor user interface.2,Low,Low,Y
RA_ID255,Medium,All alarms not of high priority shall be encrypted and authenticated. High priority alarms may be encrypted and authenticated.2,High,Low,Y
RA_ID256,Low,"Upon patient’s press of the PCA pump’s patient-button, a prescribed bolus volume-to-be-infused, V T BI, of the drug loaded in the pump is delivered to the patient.2",Low,Low,Y
RA_ID257,Low,"The drug library102 can be thought of as a lookup table that, given a drug name and a location, provides typical and safe limits of different infusion parameters. The drug library shall be determined by an authorized and authenticated hospital pharmacist2",Medium,Low,Y
RA_ID258,Low,Information in event and Fault Logs shall be retained for at least ?log = 1000 hours after the PCA pump is turned-off and unplugged.2,Low,Low,Y
RA_ID259,Medium,The maximum clinician-chosen duration for a clinician-requested bolus shall be ?ccb max = 6 hours.2,Low,Low,Y
RA_ID260,Medium,"If delivered clinician-requested bolus flow rate is less than the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops2",Medium,Low,Y
RA_ID261,Low,"Successfully masked faults shall be recorded in the Fault Log, but raise an alarm.2",Low,Low,N
RA_ID262,Low,The ICE interface shall transmit encrypted and authenticated alarms and warnings to the ICE system.2,Low,Catastrophic,Y
RA_ID263,Medium,"If a drug library’s soft limit is violated by the proposed settings, but not a hard limit, a warning is shown to the clinician by the user interface and a distinctive, irritating sound made and recorded in the Event Log.2",Low,Low,Y
RA_ID264,Medium,"The PCA pump shall detect power supply voltage out-of-range, issue a voltage out-of-range warning, and switch to battery backup when out-of-range.2",Low,High,Y
RA_ID265,Low,The PCA pump shall maintain an electronic event log to record each action taken by the pump and each event sensed of its environment.2,Low,Low,Y
RA_ID266,Medium,"Upon the clinician’s pressing of the start button, prescribed infusion shall commence.2",Low,Catastrophic,Y
RA_ID267,Low,"A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.2",Low,High,Y
RA_ID268,Medium,Hardware faults that prevent operation of the Control Panel shall illuminate a hardware fault indicator (light-emitting diode).2,Medium,High,N
RA_ID269,Low,The event log shall record 30 days of typical events before overwriting oldest event records first.2,Low,Low,Y
RA_ID270,Low,The ICE Interface shall transmit encrypted and authenticated current operating status to the ICE system.2,High,High,Y
RA_ID271,Low,"Because the drugs used for analgesia are often narcotic, requiring Drug Enforcement Agency (DEA) tracking if used in the United States, the drug reservoir and means to change prescriptions2",Medium,Low,Y
RA_ID272,Medium,The fault log shall record at least 1000 faults before overwriting oldest fault records first.2,Medium,Low,Y
RA_ID273,Medium,The PCA pump case must be at least difficult to breech as its tamper-resistant door. Breaking the case shall not be easier to access the drug reservoir than breeching the door.2,Medium,Catastrophic,Y
RA_ID274,Low,The estimate of remaining battery energy must be accurate to within Xbtty = 25%.2,Low,Catastrophic,Y
RA_ID275,Low,"Hardware faults detected, but not masked, shall raise a fault alarm, stop pump, record it in the Fault Log, and display the reason for fault on the user interface.2",Low,Low,Y
RA_ID276,Medium,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)2",Low,Low,Y
RA_ID277,Low,The scanner shall read and authenticate information from the patient’s wristband2,Low,Low,Y
RA_ID278,Medium,"After the clinician presses the start button, but before commencing infusion, the values of V T BI and Fbasal are checked against the drug library entry of the drug to be infused.2",Medium,Low,Y
RA_ID279,Low,"If the same alert-stop-start sequence occurs 3 or more times in ten minutes, infusion will be stopped, and an audible alarm sounded.2",Medium,Catastrophic,Y
RA_ID280,Low,Pressing the stop button confirms and silences all alarms and terminates any alarm signal inactivation.2,Low,Low,Y
RA_ID281,Low,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.2,Medium,Low,Y
RA_ID282,Low,"The pump shall maintain a minimum KVO flow rate of FKV O = 1 ml/hr at all times during infusion, even during alarms, unless the alarm also stops flow. Table 4 defines which alarms also stop drug flow completely.2",Low,High,Y
RA_ID283,Medium,The PCA pump shall issue alarms and warnings that require clinician attention.2,Low,Low,Y
RA_ID284,Low,A real-time clock must produce timestamps accurate to 10 ms.2,High,Low,Y
RA_ID285,Medium,The PCA pump shall use a physician’s prescription as device parameters.2,Low,Low,Y
RA_ID286,Medium,"If the pump gets overheated to more than Tpoh = 55 C, the pump shall issue an pump overheated alarm (EC3.2.9).2",Low,Low,Y
RA_ID287,Low,The PCA pump shall detect air-in-line embolism (bubble).2,High,Low,Y
RA_ID288,Medium,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.2,Low,Low,Y
RA_ID289,Low,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.2,Medium,High,Y
RA_ID290,Low,Patient-requested bolus shall not be delivered if infusing prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.2,Medium,Low,Y
RA_ID291,Low,"If a visual indicator is necessary for the clinician to identify the equipment or part of the equipment that requires clinician response or awareness, at least one visual alarm signal 46 shall be provided2",Medium,Low,Y
RA_ID292,High,The control panel must display currently-programmed patient data and physician’s prescription.2,Medium,Low,Y
RA_ID293,Low,"If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the pump goes into free flow2",Medium,Low,Y
RA_ID294,Low,All materials that contact fluid shall be biocompatible2,Medium,Low,Y
RA_ID295,High,The PCA pump must not leak current greater than 10 mA2,Low,Low,Y
RA_ID296,Low,When auditory alarms are inactive the control panel shall display an inactive auditory alarm symbol from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.2,Medium,Low,Y
RA_ID297,Low,"The PCA pump shall perform periodic self-tests to assure system integrity during long periods of use. Failure of a self-test shall raise a self-test alarm, stop pump, record it in the Fault Log, and display the reason for failure on the user interface.2",Low,Catastrophic,Y
RA_ID298,Low,tactile response (button press).2,Low,Low,Y
RA_ID299,Low,An air-in-line alarm116 shall be triggered by the pump if detectable air bubbles are infused into the patient.2,Low,Low,Y
RA_ID300,Low,Component failure must not harm patient (beyond stopping function).2,Low,Catastrophic,Y
RA_ID301,Low,The mechanical pump shall not allow reverse flow from the patient into the pump.2,Low,Low,Y
RA_ID302,High,Visual alarms shall display alarm symbols from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.2,Low,Low,Y
RA_ID303,Low,"The PCA pump shall have continuous fault-detection and masking. Hardware monitors of thread heartbeat, memory error correction codes are examples.2",High,Low,Y
RA_ID304,Low,sound of audible alarm2,Low,High,Y
RA_ID305,Medium,The measured drug volume shall be within Vrt = 1 ml of the actual drug volume.2,Low,Low,Y
RA_ID306,Low,"Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.2",Low,Low,Y
RA_ID307,Low,The Control Panel shall audibly indicate the specific problem causing the alarm condition as described in Section 5.4.32,Medium,Low,Y
RA_ID308,Medium,"The PCA pump shall maintain an electronic fault log to record each fault condition, and the associated alarm and/or alert issued.2",Low,Catastrophic,Y
RA_ID309,Low,Alarm’s and warning’s priority shall be determined in accordance with standard IEC 60601-1-8 Medical electrical equipment - Part 1-8: General requirements for safety - Collateral standard.2,Low,Low,Y
RA_ID310,Low,"If alarms are inactivated or paused through the ICE supervisor user interface, they shall be reactivated upon loss of connection to ICE2",Low,Low,Y
RA_ID311,Medium,"If the drug volume in the reservoir measures less than Vlra = 1 ml, and an infusion is in progress, a low-reservoir warning100 shall be issued.2",Medium,Low,Y
RA_ID312,Low,"Alarms shall cause audible alarms signals that meet the requirements of Tables 203 and 204 of standard IEC 60601-1-8 for alarm pulses, bursts, and harmonics.2",Low,Low,Y
RA_ID313,Medium,The Control Panel shall visually indicate the specific problem causing the alarm condition as described in Section 5.4.2.2,Medium,Low,Y
RA_ID314,Low,The Control Panel shall provide means to inactivate audible alarms indefinitely2,Low,Low,Y
RA_ID315,Low,Each log entry shall have a time stamp81 with its time of occurrence.2,Medium,Catastrophic,Y
RA_ID316,High,"When an empty-reservoir alarm occurs, the current pump stroke shall be completed prior to stopping the pump.2",High,High,Y
RA_ID317,Low,"–removed, must scan Rx from label of drug container2",Medium,High,Y
RA_ID318,Low,The Control Panel shall provide means to inactivate audible alarms temporarily for a predefined period of time.2,High,High,Y
RA_ID319,High,"Prior to, or coincident with, loading the drug reservoir must also enter prescription96 on the drug container’s label using the scanner.2",Medium,Low,Y
RA_ID320,Low,"Upon the clinician’s pressing of the stop button, prescribed infusion shall halt.2",Low,Low,Y
RA_ID321,Medium,"If the estimated battery life remaining is less than ?lba = 3 minutes, the pump shall issue a low-battery warning.2",Low,High,Y
RA_ID322,Low,The PCA pump shall resume prescribed infusion upon receiving an authenticated command through its ICE interface.2,Low,Catastrophic,Y
RA_ID323,Low,"If delivered patient-requested bolus flow rate is less than the prescribed bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the flow stops2",Medium,Low,Y
RA_ID324,Medium,The PCA pump shall detect upstream occlusion.2,High,Low,Y
RA_ID325,Low,A downstream occlusion alarm119 shall be triggered if the pump senses a downstream (patient side)2,Medium,Low,Y
RA_ID326,Low,An upstream occlusion alarm118 shall be triggered when the pump senses an upstream (drug reservoir side) occlusion exceeding Puo = 1 psi2,Low,Catastrophic,Y
RA_ID327,Low,The alarm melody of audible alarms signals shall conform to Table AAA.1 of standard IEC 60601-1-8 for drug or fluid delivery. “C d g” shall be used for medium priority alarms; “C d g - C d” shall be used for high priority alarms2,Medium,High,Y
RA_ID328,Low,"The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.2",Medium,Low,Y
RA_ID329,Low,"The mechanical pump shall halt pumping when commanded, or caused in response to an alarm condition.2",Medium,Low,Y
RA_ID330,Low,"If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops, the pump shall issue an basal under-infusion warning (EC3.2.8).2",Low,Low,Y
RA_ID331,Low,"If the drug volume in the reservoir measures less than Vers =0.5 ml, and an infusion is in progress, an empty-reservoir alarm101 shall be issued stopping the pump.2",Low,High,Y
RA_ID332,Low,The PCA pump shall have a start button.2,Medium,Low,N
RA_ID333,Low,"display of visual information, and2",Low,High,Y
RA_ID334,Medium,"When an occlusion alarm occurs, the pump shall be stopped immediately without completing the current pump stroke2",Medium,Low,N
RA_ID335,Low,Clinician-requested bolus delivery shall be immediately halted when alarms sound.2,Low,Low,Y
RA_ID336,Low,"Changing prescription during infusion shall require prescription confirmation61, clinician authentication62, patient authentication63, prescription authentication64 (patient-to-drug match) and drug authentication2",Low,Low,Y
RA_ID337,High,The drug reservoir holds liquid pain-killer supplied by the hospital pharmacy and loaded into the PCA pump by the clinician.2,Low,Low,Y
RA_ID338,Medium,The Control Panel shall provide means to cancel alarm signal inactivation.2,Medium,Low,Y
RA_ID339,High,Priority for alarms and warnings is shown in Table 4; warnings are low-priority alarms. The last column show the alarm pump rate to be used while the alarm is in effect. For “special” flow rates for power malfunctions see Section 6.3.2,Medium,Low,Y
RA_ID340,Low,Prescriptions that violate the soft limits of the drug in the drug library shall issue a visible and audible warning requiring a soft limit confirmation by the clinician.2,Low,Low,Y
RA_ID341,Medium,The PCA pump shall detect downstream occlusion.2,Medium,Low,Y
RA_ID342,Medium,The PCA pump shall have a stop button2,Low,Low,Y
RA_ID343,Low,"If delivered basal flow rate exceeds the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow, the pump shall issue an basal over-infusion alarm (EC3.2.7).2",Low,Low,Y
RA_ID344,Medium,"For each drug that may be infused with a PCA pump, the drug library entry103 for that drug shall have data elements listed in Table 6.2",Medium,Low,Y
RA_ID345,Low,The patient’s prescription shall be retained for at least ?data = 96 hours after the PCA pump is turned-off and unplugged.2,Low,High,Y
RA_ID346,Low,The pump shall be able to deliver basal infusion at flows throughout the basal infusion flow range of Fbasal min = 1 to Fbasal max = 10 ml/hr.2,Medium,Catastrophic,Y
RA_ID347,Low,The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.2,Low,High,Y
RA_ID348,Medium,The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.2,Medium,Low,Y
RA_ID349,Medium,Priority for alarms and warnings is shown in Table 4; warnings are low-priority alarms. The last column show the alarm pump rate to be used while the alarm is in effect. For “special” flow rates for power malfunctions see Section 6.3.3,Medium,Low,Y
RA_ID350,Low,The PCA pump shall have a stop button3,Low,Low,Y
RA_ID351,Low,When auditory alarms are inactive the control panel shall display an inactive auditory alarm symbol from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.3,Low,Catastrophic,Y
RA_ID352,Low,The PCA pump shall have a start button.3,Low,Low,N
RA_ID353,Low,An upstream occlusion alarm118 shall be triggered when the pump senses an upstream (drug reservoir side) occlusion exceeding Puo = 1 psi3,Low,Catastrophic,Y
RA_ID354,Low,The mechanical pump shall not allow reverse flow from the patient into the pump.3,Low,Low,Y
RA_ID355,High,"The pump shall maintain a minimum KVO flow rate of FKV O = 1 ml/hr at all times during infusion, even during alarms, unless the alarm also stops flow. Table 4 defines which alarms also stop drug flow completely.3",Medium,Low,Y
RA_ID356,Low,A downstream occlusion alarm119 shall be triggered if the pump senses a downstream (patient side)3,Medium,Low,Y
RA_ID357,Low,"The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.3",Medium,Catastrophic,Y
RA_ID358,Low,"If the estimated battery life remaining is less than ?lba = 3 minutes, the pump shall issue a low-battery warning.3",Medium,Low,Y
RA_ID359,Low,"If delivered clinician-requested bolus flow rate exceeds the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow3",Low,High,Y
RA_ID360,Low,"–removed, must scan Rx from label of drug container3",Low,Low,Y
RA_ID361,Low,"When an occlusion alarm occurs, the pump shall be stopped immediately without completing the current pump stroke3",Low,Catastrophic,Y
RA_ID362,Medium,The estimate of remaining battery energy must be accurate to within Xbtty = 25%.3,High,Low,Y
RA_ID363,Low,"If a visual indicator is necessary for the clinician to identify the equipment or part of the equipment that requires clinician response or awareness, at least one visual alarm signal 46 shall be provided3",Medium,Low,Y
RA_ID364,High,Alarm’s and warning’s priority shall be determined in accordance with standard IEC 60601-1-8 Medical electrical equipment - Part 1-8: General requirements for safety - Collateral standard.3,Low,Low,Y
RA_ID365,Low,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.3",Low,High,Y
RA_ID366,Medium,tactile response (button press).3,Medium,Low,Y
RA_ID367,Low,The ICE interface shall transmit encrypted and authenticated alarms and warnings to the ICE system.3,Low,Low,Y
RA_ID368,Low,The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.3,Medium,Low,Y
RA_ID369,Low,"If delivered basal flow rate exceeds the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow, the pump shall issue an basal over-infusion alarm (EC3.2.7).3",High,Low,Y
RA_ID370,High,All alarms not of high priority shall be encrypted and authenticated. High priority alarms may be encrypted and authenticated.3,Medium,High,Y
RA_ID371,Medium,"Changing prescription during infusion shall require prescription confirmation61, clinician authentication62, patient authentication63, prescription authentication64 (patient-to-drug match) and drug authentication3",Medium,Catastrophic,Y
RA_ID372,Low,"Because with either working battery or power supply can operate the pump, if the battery failure alarm and either the voltage out-of-range or the power supply failure alarms, then the pump rate will be off.3",High,Low,Y
RA_ID373,Low,"The PCA pump shall have continuous fault-detection and masking. Hardware monitors of thread heartbeat, memory error correction codes are examples.3",Medium,Catastrophic,Y
RA_ID374,High,The PCA pump shall detect upstream occlusion.3,Medium,Low,Y
RA_ID375,Medium,"–requirement removed, Rx read from drug container by scanner3",Medium,Low,Y
RA_ID376,Low,The PCA pump must not leak current greater than 10 mA3,High,Low,N
RA_ID377,Low,"If the drug volume in the reservoir measures less than Vers =0.5 ml, and an infusion is in progress, an empty-reservoir alarm101 shall be issued stopping the pump.3",Medium,Low,Y
RA_ID378,Low,A real-time clock must produce timestamps accurate to 10 ms.3,Low,Low,Y
RA_ID379,Low,Pressing the stop button confirms and silences all alarms and terminates any alarm signal inactivation.3,Low,High,Y
RA_ID380,Medium,The scanner shall read and authenticate information from the drug’s package label3,Medium,High,Y
RA_ID381,Low,The PCA pump shall resume prescribed infusion upon receiving an authenticated command through its ICE interface.3,Medium,Low,Y
RA_ID382,Medium,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.3,Low,High,N
RA_ID383,Low,"Upon the clinician’s pressing of the stop button, prescribed infusion shall halt.3",Low,High,Y
RA_ID384,Low,Visual alarms shall display alarm symbols from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.3,Medium,High,Y
RA_ID385,Medium,"Because the drugs used for analgesia are often narcotic, requiring Drug Enforcement Agency (DEA) tracking if used in the United States, the drug reservoir and means to change prescriptions3",Medium,Low,N
RA_ID386,Low,The alarm melody of audible alarms signals shall conform to Table AAA.1 of standard IEC 60601-1-8 for drug or fluid delivery. “C d g” shall be used for medium priority alarms; “C d g - C d” shall be used for high priority alarms3,Low,Low,Y
RA_ID387,Low,"After the clinician presses the start button, but before commencing infusion, the values of V T BI and Fbasal are checked against the drug library entry of the drug to be infused.3",Low,Low,Y
RA_ID388,Low,"For each drug that may be infused with a PCA pump, the drug library entry103 for that drug shall have data elements listed in Table 6.3",Medium,Low,Y
RA_ID389,Low,The Control Panel shall provide means to inactivate audible alarms temporarily for a predefined period of time.3,Low,Low,Y
RA_ID390,High,"If alarms are inactivated or paused through the ICE supervisor user interface, they shall be reactivated upon loss of connection to ICE3",Medium,Low,Y
RA_ID391,Medium,The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.3,Low,Catastrophic,Y
RA_ID392,Low,"Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.3",Low,Low,Y
RA_ID393,Low,"The PCA pump shall perform periodic self-tests to assure system integrity during long periods of use. Failure of a self-test shall raise a self-test alarm, stop pump, record it in the Fault Log, and display the reason for failure on the user interface.3",Low,High,Y
RA_ID394,Medium,"If a drug library’s soft limit is violated by the proposed settings, but not a hard limit, a warning is shown to the clinician by the user interface and a distinctive, irritating sound made and recorded in the Event Log.3",Medium,Low,Y
RA_ID395,Medium,Component failure must not harm patient (beyond stopping function).3,Low,Low,Y
RA_ID396,Low,"The PCA pump shall detect power supply voltage out-of-range, issue a voltage out-of-range warning, and switch to battery backup when out-of-range.3",Low,Catastrophic,Y
RA_ID397,Low,Hardware faults that prevent operation of the Control Panel shall illuminate a hardware fault indicator (light-emitting diode).3,Low,Low,Y
RA_ID398,Medium,The fault log shall record at least 1000 faults before overwriting oldest fault records first.3,Low,Catastrophic,Y
RA_ID399,Low,The PCA pump shall detect air-in-line embolism (bubble).3,Low,Catastrophic,Y
RA_ID400,Low,Clinician-requested bolus delivery shall be immediately halted when alarms sound.3,Low,High,Y
RA_ID401,Low,The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)3,Medium,Low,Y
RA_ID402,Low,The drug loaded into the reservoir must also be found in the PCA pump’s drug in library99. The drug code of the prescription must match the drug code of a drug library entry.3,Medium,Low,Y
RA_ID403,Low,sound of audible alarm3,Low,Catastrophic,Y
RA_ID404,Medium,"If the pump gets overheated to more than Tpoh = 55 C, the pump shall issue an pump overheated alarm (EC3.2.9).3",Medium,Low,Y
RA_ID405,Medium,The PCA pump case must be at least difficult to breech as its tamper-resistant door. Breaking the case shall not be easier to access the drug reservoir than breeching the door.3,Low,High,Y
RA_ID406,Low,The scanner shall read and authenticate information from the patient’s wristband3,Medium,Low,Y
RA_ID407,Low,"If a drug library’s hard limit is violated by the proposed settings, the limit violated is indicated3",Low,Low,Y
RA_ID408,High,"When an empty-reservoir alarm occurs, the current pump stroke shall be completed prior to stopping the pump.3",Low,Low,Y
RA_ID409,Low,"The PCA pump shall maintain an electronic fault log to record each fault condition, and the associated alarm and/or alert issued.3",Low,Low,Y
RA_ID410,High,The control panel must display currently-programmed patient data and physician’s prescription.3,Low,Low,Y
RA_ID411,Medium,Prescriptions that violate the soft limits of the drug in the drug library shall issue a visible and audible warning requiring a soft limit confirmation by the clinician.3,Medium,High,Y
RA_ID412,Medium,"The drug library102 can be thought of as a lookup table that, given a drug name and a location, provides typical and safe limits of different infusion parameters. The drug library shall be determined by an authorized and authenticated hospital pharmacist3",Low,Catastrophic,N
RA_ID413,High,"The mechanical pump shall halt pumping when commanded, or caused in response to an alarm condition.3",Low,Low,Y
RA_ID414,Low,The PCA pump shall issue alarms and warnings that require clinician attention.3,High,Low,Y
RA_ID415,Low,Each log entry shall have a time stamp81 with its time of occurrence.3,Medium,Low,Y
RA_ID416,Medium,"Hardware faults detected, but not masked, shall raise a fault alarm, stop pump, record it in the Fault Log, and display the reason for fault on the user interface.3",High,Low,Y
RA_ID417,Low,The PCA pump shall include electronic tamper detection mechanisms and shall record detected tampering attempts in the Fault Log and Event Log as well as issuing an authenticated ICE message.3,Low,Low,Y
RA_ID418,Low,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.3",High,Low,Y
RA_ID419,Medium,Alarms shall be issued in order of occurrence.3,Low,Low,Y
RA_ID420,High,The Control Panel shall provide means to cancel alarm signal inactivation.3,Low,Catastrophic,Y
