FL_ID,FL_DESC,FL_FO,FL_REPORTEDBY,FL_ASSIGNEDTO,FL_SOLUTION,FL_STATUS
FL_ID1530,"The mechanical pump shall halt pumping when commanded, or caused in response to an alarm condition.11",CC_ID2534,Nasim,Alex,the drug library fails authenticity or integrity check80,Assigned
FL_ID1531,An authorized clinician must personally confirm the prescription97 is authentic and meant for the patient to be infused. The routine procedures by which clinicians load the drug reservoir must ensure that the prescription filled by an authorized11,CC_ID2727,Ben,Caleb,dose reaches maximum allowed by drug library80,Open
FL_ID1532,The scanner shall read and authenticate information from the patient’s wristband11,CC_ID2460,Rami,Alex,clinician not authorized to operate pump80,Clossed
FL_ID1533,"After the clinician presses the start button, but before commencing infusion, the values of V T BI and Fbasal are checked against the drug library entry of the drug to be infused.11",CC_ID3912,Ben,Alex,bubble detection80,Open
FL_ID1534,"The pump shall maintain a minimum KVO flow rate of FKV O = 1 ml/hr at all times during infusion, even during alarms, unless the alarm also stops flow. Table 4 defines which alarms also stop drug flow completely.11",CC_ID3645,Ben,Alex,no audible alarm80,Assigned
FL_ID1535,"For each drug that may be infused with a PCA pump, the drug library entry103 for that drug shall have data elements listed in Table 6.11",CC_ID4469,Ben,Jane,indication of no ICE alarms enabled80,Open
FL_ID1536,tactile response (button press).11,CC_ID2327,Rami,Sugandha,drug or prescription not intended for this patient80,Open
FL_ID1537,"Occurrence of unavoidable single-event upsets caused by cosmic-ray-induced high- and thermalenergy neutrons must be either masked, or detected to fail-stop11",CC_ID4065,Nasim,Caleb,Bolus request denied because minimum time between boluses had not elapsed.80,Open
FL_ID1538,The scanner shall read and authenticate information from the clinician’s badge11,CC_ID2595,Ben,Caleb,pump temperature exceeds 55 C80,Open
FL_ID1539,Alarm’s and warning’s priority shall be determined in accordance with standard IEC 60601-1-8 Medical electrical equipment - Part 1-8: General requirements for safety - Collateral standard.11,CC_ID2715,Nasim,Caleb,blockage between pump and patient80,Open
FL_ID1540,The PCA pump shall have a start button.11,CC_ID2124,Nasim,Caleb,power-on self test fails81,Open
FL_ID1541,"A clinician observing the discomfort of the patient may command the PCA pump to deliver a square bolus of the same volume-to-be-infused, V T BI, as patient-requested bolus over a period of time chosen by the clinician.11",CC_ID2050,Jerry,Caleb,PCA pump detects its own failure81,Open
FL_ID1542,"Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.11",CC_ID2199,Ben,Caleb,pump temperature exceeds 55 C81,Open
FL_ID1543,The PCA pump shall maintain an electronic event log to record each action taken by the pump and each event sensed of its environment.11,CC_ID2810,Nasim,Caleb,bubble detection81,Open
FL_ID1544,"When the stop button is pressed, the current pump stroke shall be completed prior to stopping the pump.11",CC_ID3784,Ben,Alex,dose reaches maximum allowed by drug library81,Open
FL_ID1545,"When an empty-reservoir alarm occurs, the current pump stroke shall be completed prior to stopping the pump.11",CC_ID2954,Ben,Alex,blockage between reservoir and pump81,Open
FL_ID1546,The Control Panel shall audibly indicate the specific problem causing the alarm condition as described in Section 5.4.311,CC_ID2753,Nasim,Caleb,patient not admitted to hospital81,Open
FL_ID1547,"A patient-requested bolus shall take precedence over a clinician-requested bolus. The clinicianrequested bolus shall be suspended while the patient-requested bolus dose is administered, and resumed afterward.11",CC_ID3545,Ben,Alex,basal rate or bolus VTBI exceeded hard limit81,Open
FL_ID1548,The Control Panel shall provide means to inactivate audible alarms indefinitely11,CC_ID3787,Jerry,Alex,measured flow rate below setting81,Open
FL_ID1549,"If the pump gets overheated to more than Tpoh = 55 C, the pump shall issue an pump overheated alarm (EC3.2.9).11",CC_ID2577,Rami,Jane,drug or prescription not intended for this patient81,Open
FL_ID1550,"The PCA pump shall have continuous fault-detection and masking. Hardware monitors of thread heartbeat, memory error correction codes are examples.11",CC_ID3786,Nasim,Alex,indication of no ICE alarms enabled81,Open
FL_ID1551,"If delivered clinician-requested bolus flow rate is less than the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops11",CC_ID2204,Jerry,Alex,basal rate or bolus VTBI exceeded soft limit81,Open
FL_ID1552,The patient’s prescription shall be retained for at least ?data = 96 hours after the PCA pump is turned-off and unplugged.11,CC_ID3905,Ben,Caleb,clinician not authorized to operate pump81,Open
FL_ID1553,sound of audible alarm11,CC_ID3716,Ben,Alex,Bolus request denied because minimum time between boluses had not elapsed.81,Open
FL_ID1554,Pressing the stop button confirms and silences all alarms and terminates any alarm signal inactivation.11,CC_ID4071,Ben,Alex,the drug library fails authenticity or integrity check81,Open
FL_ID1555,The alarm melody of audible alarms signals shall conform to Table AAA.1 of standard IEC 60601-1-8 for drug or fluid delivery. “C d g” shall be used for medium priority alarms; “C d g - C d” shall be used for high priority alarms11,CC_ID3907,Nasim,Alex,blockage between pump and patient81,Open
FL_ID1556,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.11",CC_ID3441,Ben,Alex,measured flow rate exceeds setting81,Open
FL_ID1557,"If a visual indicator is necessary for the clinician to identify the equipment or part of the equipment that requires clinician response or awareness, at least one visual alarm signal 46 shall be provided11",CC_ID2931,Rami,Caleb,pump fails to prime after loading drug reservoir81,Open
FL_ID1558,The event log shall record 30 days of typical events before overwriting oldest event records first.11,CC_ID2721,Ben,Alex,no audible alarm81,Open
FL_ID1559,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.11,CC_ID2418,Jerry,Alex,PCA pump detects its own failure82,Open
FL_ID1560,"A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.11",CC_ID2587,Rami,Caleb,the drug library fails authenticity or integrity check82,Open
FL_ID1561,An upstream occlusion alarm118 shall be triggered when the pump senses an upstream (drug reservoir side) occlusion exceeding Puo = 1 psi11,CC_ID2522,Rami,Caleb,bubble detection82,Clossed
FL_ID1562,"The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.11",CC_ID4082,Ben,Sugandha,measured flow rate below setting82,Open
FL_ID1563,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.11,CC_ID2539,Ben,Alex,measured flow rate exceeds setting82,Clossed
FL_ID1564,"If alarms are inactivated or paused through the ICE supervisor user interface, they shall be reactivated upon loss of connection to ICE11",CC_ID3253,Rami,Caleb,basal rate or bolus VTBI exceeded hard limit82,Open
FL_ID1565,"The PCA pump shall maintain an electronic fault log to record each fault condition, and the associated alarm and/or alert issued.11",CC_ID3196,Rami,Jane,clinician not authorized to operate pump82,Open
FL_ID1566,The drug reservoir holds liquid pain-killer supplied by the hospital pharmacy and loaded into the PCA pump by the clinician.11,CC_ID3849,Ben,Alex,basal rate or bolus VTBI exceeded soft limit82,Open
FL_ID1567,Hardware faults that prevent operation of the Control Panel shall illuminate a hardware fault indicator (light-emitting diode).11,CC_ID2682,Ben,Caleb,indication of no ICE alarms enabled82,Open
FL_ID1568,The PCA pump must not leak current greater than 10 mA11,CC_ID3288,Rami,Jane,blockage between reservoir and pump82,Open
FL_ID1569,The Control Panel shall provide means to cancel alarm signal inactivation.11,CC_ID4475,Ben,Alex,dose reaches maximum allowed by drug library82,Open
FL_ID1570,The fault log shall record at least 1000 faults before overwriting oldest fault records first.11,CC_ID2995,Ben,Caleb,blockage between pump and patient82,Open
FL_ID1571,"If the same alert-stop-start sequence occurs 3 or more times in ten minutes, infusion will be stopped, and an audible alarm sounded.11",CC_ID2622,Jerry,Sugandha,pump temperature exceeds 55 C82,Open
FL_ID1572,"If a drug library’s hard limit is violated by the proposed settings, the limit violated is indicated11",CC_ID4038,Rami,Caleb,patient not admitted to hospital82,Open
FL_ID1573,"–removed, must scan Rx from label of drug container11",CC_ID4005,Rami,Alex,no audible alarm82,Open
FL_ID1574,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.11",CC_ID3978,Rami,Caleb,Bolus request denied because minimum time between boluses had not elapsed.82,Open
FL_ID1575,"If a drug library’s soft limit is violated by the proposed settings, but not a hard limit, a warning is shown to the clinician by the user interface and a distinctive, irritating sound made and recorded in the Event Log.11",CC_ID4082,Ben,Alex,pump fails to prime after loading drug reservoir82,Assigned
FL_ID1576,"Upon the clinician’s pressing of the start button, prescribed infusion shall commence.11",CC_ID3747,Rami,Caleb,drug or prescription not intended for this patient82,Open
FL_ID1577,Information in event and Fault Logs shall be retained for at least ?log = 1000 hours after the PCA pump is turned-off and unplugged.11,CC_ID2621,Ben,Alex,power-on self test fails82,Assigned
FL_ID1578,"Prior to, or coincident with, loading the drug reservoir must also enter prescription96 on the drug container’s label using the scanner.11",CC_ID3525,Ben,Sugandha,pump fails to prime after loading drug reservoir83,Open
FL_ID1579,The PCA pump shall use a physician’s prescription as device parameters.11,CC_ID2298,Ben,Alex,bubble detection83,Open
FL_ID1580,"During normal use and/or single fault condition of the equipment, continuous reverse delivery115 shall not be possible (from IEC 601-2-24)11",CC_ID2966,Ben,Alex,measured flow rate below setting83,Open
FL_ID1581,The PCA pump shall detect air-in-line embolism (bubble).11,CC_ID3065,Nasim,Alex,patient not admitted to hospital83,Open
FL_ID1582,The ICE interface shall transmit encrypted and authenticated alarms and warnings to the ICE system.11,CC_ID4143,Rami,Alex,pump temperature exceeds 55 C83,Clossed
FL_ID1583,The PCA pump shall switch to KVO infusion rate upon receiving an authenticated command through its ICE interface.11,CC_ID3009,Rami,Sugandha,clinician not authorized to operate pump83,Open
FL_ID1584,"The PCA pump shall detect power supply voltage out-of-range, issue a voltage out-of-range warning, and switch to battery backup when out-of-range.11",CC_ID3918,Ben,Jane,blockage between pump and patient83,Open
FL_ID1585,The maximum clinician-chosen duration for a clinician-requested bolus shall be ?ccb max = 6 hours.12,CC_ID3062,Ben,Alex,dose reaches maximum allowed by drug library83,Clossed
FL_ID1586,The PCA pump shall detect upstream occlusion.12,CC_ID3062,Ben,Alex,basal rate or bolus VTBI exceeded hard limit83,Assigned
FL_ID1587,Prescriptions that violate the soft limits of the drug in the drug library shall issue a visible and audible warning requiring a soft limit confirmation by the clinician.12,CC_ID3753,Ben,Caleb,PCA pump detects its own failure83,Clossed
FL_ID1588,"If the drug volume in the reservoir measures less than Vlra = 1 ml, and an infusion is in progress, a low-reservoir warning100 shall be issued.12",CC_ID2923,Ben,Alex,the drug library fails authenticity or integrity check83,Open
FL_ID1589,"When an occlusion alarm occurs, the pump shall be stopped immediately without completing the current pump stroke12",CC_ID3167,Ben,Alex,no audible alarm83,Open
FL_ID1590,The PCA pump must not leak current greater than 10 mA12,CC_ID2177,Ben,Sugandha,blockage between reservoir and pump83,Open
FL_ID1591,"When the stop button is pressed, the current pump stroke shall be completed prior to stopping the pump.12",CC_ID2647,Rami,Alex,Bolus request denied because minimum time between boluses had not elapsed.83,Open
FL_ID1592,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.12",CC_ID2455,Rami,Alex,basal rate or bolus VTBI exceeded soft limit83,Open
FL_ID1593,"If the drug volume in the reservoir measures less than Vers =0.5 ml, and an infusion is in progress, an empty-reservoir alarm101 shall be issued stopping the pump.12",CC_ID2793,Rami,Jane,indication of no ICE alarms enabled83,Open
FL_ID1594,At least one visual alarm signal shall be provided that identifies the specific alarm condition and its priority. This signal shall be perceived correctly (be legible) at a distance of 1 m from the equipment12,CC_ID3226,Ben,Alex,power-on self test fails83,Open
FL_ID1595,The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.12,CC_ID2579,Jerry,Alex,drug or prescription not intended for this patient83,Clossed
FL_ID1596,Pressing the stop button confirms and silences all alarms and terminates any alarm signal inactivation.12,CC_ID4102,Rami,Jane,measured flow rate exceeds setting83,Open
FL_ID1597,"The PCA pump shall have continuous fault-detection and masking. Hardware monitors of thread heartbeat, memory error correction codes are examples.12",CC_ID3452,Rami,Sugandha,Bolus request denied because minimum time between boluses had not elapsed.84,Open
FL_ID1598,Prescribed V T BI and rate shall not exceed the hard limits set by the drug library from the hospital pharmacy for the drug loaded in the PCA pump.12,CC_ID3174,Jerry,Jane,measured flow rate below setting84,Open
FL_ID1599,The patient’s prescription shall be retained for at least ?data = 96 hours after the PCA pump is turned-off and unplugged.12,CC_ID2802,Rami,Caleb,blockage between pump and patient84,Open
FL_ID1600,The ICE interface shall allow an authorized clinician to set the duration of clinician-requested boluses through an ICE supervisor user interface.12,CC_ID4126,Ben,Alex,blockage between reservoir and pump84,Open
FL_ID1601,The PCA pump shall have a stop button12,CC_ID2254,Rami,Jane,measured flow rate exceeds setting84,Open
FL_ID1602,"When an empty-reservoir alarm occurs, the current pump stroke shall be completed prior to stopping the pump.12",CC_ID2923,Ben,Sugandha,indication of no ICE alarms enabled84,Open
FL_ID1603,The control panel shall allow authorized clinician bolus request 60 and choice of duration.12,CC_ID3348,Ben,Sugandha,basal rate or bolus VTBI exceeded soft limit84,Open
FL_ID1604,"The mechanical pump shall halt pumping when commanded, or caused in response to an alarm condition.12",CC_ID2760,Ben,Jane,clinician not authorized to operate pump84,Open
FL_ID1605,The PCA pump shall use a physician’s prescription as device parameters.12,CC_ID3579,Jerry,Alex,PCA pump detects its own failure84,Open
FL_ID1606,"A patient-requested bolus shall be delivered at its prescribed rate, Fbolus, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.12",CC_ID3374,Rami,Caleb,power-on self test fails84,Open
FL_ID1607,The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.12,CC_ID3414,Rami,Sugandha,bubble detection84,Open
FL_ID1608,"If the pump gets overheated to more than Tpoh = 55 C, the pump shall issue an pump overheated alarm (EC3.2.9).12",CC_ID2421,Rami,Alex,basal rate or bolus VTBI exceeded hard limit84,Open
FL_ID1609,The estimate of remaining battery energy must be accurate to within Xbtty = 25%.12,CC_ID3615,Ben,Alex,pump fails to prime after loading drug reservoir84,Open
FL_ID1610,A real-time clock must produce timestamps accurate to 10 ms.12,CC_ID3311,Ben,Alex,drug or prescription not intended for this patient84,Open
FL_ID1611,"Because with either working battery or power supply can operate the pump, if the battery failure alarm and either the voltage out-of-range or the power supply failure alarms, then the pump rate will be off.12",CC_ID3726,Ben,Sugandha,patient not admitted to hospital84,Open
FL_ID1612,The scanner shall read and authenticate information from the clinician’s badge12,CC_ID3420,Jerry,Jane,pump temperature exceeds 55 C84,Assigned
FL_ID1613,"Changing prescription during infusion shall require prescription confirmation61, clinician authentication62, patient authentication63, prescription authentication64 (patient-to-drug match) and drug authentication12",CC_ID3818,Ben,Caleb,no audible alarm84,Open
FL_ID1614,"A patient-requested bolus shall take precedence over a clinician-requested bolus. The clinicianrequested bolus shall be suspended while the patient-requested bolus dose is administered, and resumed afterward.12",CC_ID2176,Rami,Alex,dose reaches maximum allowed by drug library84,Clossed
FL_ID1615,Each log entry shall have a time stamp81 with its time of occurrence.12,CC_ID3766,Ben,Alex,the drug library fails authenticity or integrity check84,Clossed
FL_ID1616,"Alarms shall cause audible alarms signals that meet the requirements of Tables 203 and 204 of standard IEC 60601-1-8 for alarm pulses, bursts, and harmonics.12",CC_ID2376,Ben,Jane,no audible alarm85,Assigned
FL_ID1617,"During normal use and/or single fault condition of the equipment, continuous reverse delivery115 shall not be possible (from IEC 601-2-24)12",CC_ID3645,Jerry,Alex,measured flow rate exceeds setting85,Assigned
FL_ID1618,"If alarms are inactivated or paused through the ICE supervisor user interface, they shall be reactivated upon loss of connection to ICE12",CC_ID3947,Rami,Alex,basal rate or bolus VTBI exceeded soft limit85,Open
FL_ID1619,"The pump shall maintain a minimum KVO flow rate of FKV O = 1 ml/hr at all times during infusion, even during alarms, unless the alarm also stops flow. Table 4 defines which alarms also stop drug flow completely.12",CC_ID3120,Ben,Caleb,dose reaches maximum allowed by drug library85,Open
FL_ID1620,The scanner shall read and authenticate information from the patient’s wristband12,CC_ID2825,Ben,Caleb,bubble detection85,Clossed
FL_ID1621,Alarms shall be issued in order of occurrence.12,CC_ID4111,Rami,Alex,indication of no ICE alarms enabled85,Assigned
FL_ID1622,A open door alarm shall be triggered when the reservoir door is opened while the pump is not stopped.12,CC_ID2070,Rami,Alex,the drug library fails authenticity or integrity check85,Open
FL_ID1623,The drug reservoir shall measure its contents.12,CC_ID2306,Nasim,Caleb,patient not admitted to hospital85,Open
FL_ID1624,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.12,CC_ID2474,Rami,Caleb,pump fails to prime after loading drug reservoir85,Open
FL_ID1625,The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)12,CC_ID2937,Ben,Caleb,power-on self test fails85,Open
FL_ID1626,"display of visual information, and12",CC_ID3930,Rami,Caleb,blockage between pump and patient85,Open
FL_ID1627,"If the drug loaded into the drug reservoir is not present in the drug library or the library does not pass authentication and integrity checks, that the drug is unknown12",CC_ID4225,Nasim,Alex,blockage between reservoir and pump85,Open
FL_ID1628,"Upon patient’s press of the PCA pump’s patient-button, a prescribed bolus volume-to-be-infused, V T BI, of the drug loaded in the pump is delivered to the patient.12",CC_ID3437,Rami,Caleb,measured flow rate below setting85,Open
FL_ID1629,The alarm melody of audible alarms signals shall conform to Table AAA.1 of standard IEC 60601-1-8 for drug or fluid delivery. “C d g” shall be used for medium priority alarms; “C d g - C d” shall be used for high priority alarms12,CC_ID3898,Rami,Alex,pump temperature exceeds 55 C85,Open
FL_ID1630,The PCA pump shall issue alarms and warnings that require clinician attention.12,CC_ID2675,Rami,Alex,clinician not authorized to operate pump85,Open
FL_ID1631,sound of audible alarm12,CC_ID2761,Ben,Alex,basal rate or bolus VTBI exceeded hard limit85,Open
FL_ID1632,The PCA pump shall switch to KVO infusion rate upon receiving an authenticated command through its ICE interface.12,CC_ID3443,Jerry,Alex,Bolus request denied because minimum time between boluses had not elapsed.85,Open
FL_ID1633,The PCA pump case must be at least difficult to breech as its tamper-resistant door. Breaking the case shall not be easier to access the drug reservoir than breeching the door.12,CC_ID2148,Ben,Alex,PCA pump detects its own failure85,Assigned
FL_ID1634,"If a drug library’s hard limit is violated by the proposed settings, the limit violated is indicated12",CC_ID2776,Ben,Alex,drug or prescription not intended for this patient85,Open
FL_ID1635,tactile response (button press).12,CC_ID4355,Ben,Alex,bubble detection86,Open
FL_ID1636,The PCA pump shall implement a safety architecture112 that separates normal operation from fault detection and response.12,CC_ID4019,Ben,Caleb,dose reaches maximum allowed by drug library86,Open
FL_ID1637,The PCA pump shall detect air-in-line embolism (bubble).12,CC_ID4187,Ben,Sugandha,no audible alarm86,Open
FL_ID1638,The PCA pump shall resume prescribed infusion upon receiving an authenticated command through its ICE interface.12,CC_ID4215,Ben,Alex,blockage between reservoir and pump86,Open
FL_ID1639,The Control Panel shall visually indicate the specific problem causing the alarm condition as described in Section 5.4.2.12,CC_ID2021,Ben,Alex,blockage between pump and patient86,Assigned
FL_ID1640,Component failure must not harm patient (beyond stopping function).12,CC_ID2028,Rami,Caleb,the drug library fails authenticity or integrity check86,Open
FL_ID1641,"–removed, must scan Rx from label of drug container12",CC_ID3878,Ben,Alex,pump temperature exceeds 55 C86,Open
FL_ID1642,The ICE Interface shall transmit encrypted and authenticated current operating status to the ICE system.12,CC_ID3795,Rami,Sugandha,measured flow rate below setting86,Open
FL_ID1643,"For each drug that may be infused with a PCA pump, the drug library entry103 for that drug shall have data elements listed in Table 6.12",CC_ID3024,Rami,Caleb,PCA pump detects its own failure86,Open
FL_ID1644,The scanner shall read and authenticate information from the drug’s package label12,CC_ID2159,Nasim,Alex,patient not admitted to hospital86,Open
FL_ID1645,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.12",CC_ID3975,Rami,Alex,Bolus request denied because minimum time between boluses had not elapsed.86,Open
FL_ID1646,"The drug library102 can be thought of as a lookup table that, given a drug name and a location, provides typical and safe limits of different infusion parameters. The drug library shall be determined by an authorized and authenticated hospital pharmacist12",CC_ID2034,Ben,Sugandha,basal rate or bolus VTBI exceeded soft limit86,Open
FL_ID1647,The drug loaded into the reservoir must also be found in the PCA pump’s drug in library99. The drug code of the prescription must match the drug code of a drug library entry.12,CC_ID4188,Ben,Caleb,basal rate or bolus VTBI exceeded hard limit86,Open
FL_ID1648,"Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.12",CC_ID3709,Ben,Alex,clinician not authorized to operate pump86,Open
FL_ID1649,"Prior to, or coincident with, loading the drug reservoir must also enter prescription96 on the drug container’s label using the scanner.12",CC_ID3293,Ben,Caleb,power-on self test fails86,Open
FL_ID1650,"A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.12",CC_ID3168,Ben,Caleb,measured flow rate exceeds setting86,Open
FL_ID1651,"If delivered basal flow rate exceeds the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow, the pump shall issue an basal over-infusion alarm (EC3.2.7).12",CC_ID2872,Jerry,Alex,indication of no ICE alarms enabled86,Open
FL_ID1652,Hardware faults that prevent operation of the Control Panel shall illuminate a hardware fault indicator (light-emitting diode).12,CC_ID2056,Ben,Alex,drug or prescription not intended for this patient86,Assigned
FL_ID1653,"After the clinician presses the start button, but before commencing infusion, the values of V T BI and Fbasal are checked against the drug library entry of the drug to be infused.12",CC_ID2844,Ben,Alex,pump fails to prime after loading drug reservoir86,Open
FL_ID1654,All alarms not of high priority shall be encrypted and authenticated. High priority alarms may be encrypted and authenticated.12,CC_ID2551,Ben,Jane,measured flow rate exceeds setting87,Open
FL_ID1655,The Control Panel shall provide means to inactivate audible alarms temporarily for a predefined period of time.12,CC_ID2113,Nasim,Jane,blockage between pump and patient87,Open
FL_ID1656,The Control Panel shall provide means to cancel alarm signal inactivation.12,CC_ID2033,Rami,Alex,bubble detection87,Open
FL_ID1657,The fault log shall record at least 1000 faults before overwriting oldest fault records first.12,CC_ID3088,Ben,Alex,pump temperature exceeds 55 C87,Assigned
FL_ID1658,"If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops, the pump shall issue an basal under-infusion warning (EC3.2.8).12",CC_ID2983,Ben,Caleb,power-on self test fails87,Assigned
FL_ID1659,Patient-requested bolus delivery shall be immediately halted when alarms sound.12,CC_ID3996,Jerry,Alex,basal rate or bolus VTBI exceeded soft limit87,Open
FL_ID1660,"Hardware faults detected, but not masked, shall raise a fault alarm, stop pump, record it in the Fault Log, and display the reason for fault on the user interface.12",CC_ID2764,Jerry,Alex,Bolus request denied because minimum time between boluses had not elapsed.87,Open
FL_ID1661,Visual alarms shall display alarm symbols from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.12,CC_ID3118,Rami,Caleb,measured flow rate below setting87,Assigned
FL_ID1662,"The PCA pump shall maintain an electronic fault log to record each fault condition, and the associated alarm and/or alert issued.12",CC_ID3422,Ben,Alex,clinician not authorized to operate pump87,Assigned
FL_ID1663,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)12",CC_ID4412,Rami,Caleb,basal rate or bolus VTBI exceeded hard limit87,Open
FL_ID1664,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.12,CC_ID2971,Ben,Alex,blockage between reservoir and pump87,Open
FL_ID1665,"Occurrence of unavoidable single-event upsets caused by cosmic-ray-induced high- and thermalenergy neutrons must be either masked, or detected to fail-stop12",CC_ID2299,Rami,Alex,pump fails to prime after loading drug reservoir87,Open
FL_ID1666,The control panel must display currently-programmed patient data and physician’s prescription.12,CC_ID3261,Ben,Alex,PCA pump detects its own failure87,Open
FL_ID1667,The drug reservoir holds liquid pain-killer supplied by the hospital pharmacy and loaded into the PCA pump by the clinician.12,CC_ID2733,Ben,Alex,indication of no ICE alarms enabled87,Open
FL_ID1668,All materials that contact fluid shall be biocompatible12,CC_ID2994,Rami,Alex,dose reaches maximum allowed by drug library87,Open
FL_ID1669,The PCA pump shall detect battery failure and issue a battery failure alarm12,CC_ID4023,Ben,Caleb,the drug library fails authenticity or integrity check87,Clossed
FL_ID1670,When auditory alarms are inactive the control panel shall display an inactive auditory alarm symbol from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.12,CC_ID3833,Rami,Alex,drug or prescription not intended for this patient87,Assigned
FL_ID1671,The ICE interface shall transmit encrypted and authenticated alarms and warnings to the ICE system.12,CC_ID2828,Ben,Alex,patient not admitted to hospital87,Open
FL_ID1672,"If the estimated battery life remaining is less than ?lba = 3 minutes, the pump shall issue a low-battery warning.12",CC_ID3146,Rami,Sugandha,no audible alarm87,Open
FL_ID1673,Priority for alarms and warnings is shown in Table 4; warnings are low-priority alarms. The last column show the alarm pump rate to be used while the alarm is in effect. For “special” flow rates for power malfunctions see Section 6.3.12,CC_ID2954,Ben,Caleb,dose reaches maximum allowed by drug library88,Open
FL_ID1674,A downstream occlusion alarm119 shall be triggered if the pump senses a downstream (patient side)12,CC_ID2259,Ben,Alex,no audible alarm88,Open
FL_ID1675,"The mechanical pump shall pump drug at prescribed flow rates for basal, bolus, and KVO infusion when commanded.12",CC_ID2025,Ben,Alex,PCA pump detects its own failure88,Open
FL_ID1676,Each tone in the alarm melody shall be composed of a minimum of 4 harmonic components in the range 300 Hz to 4000 Hz comprising an inverted 9th jazz chord.12,CC_ID4383,Rami,Caleb,pump fails to prime after loading drug reservoir88,Open
FL_ID1677,"A clinician observing the discomfort of the patient may command the PCA pump to deliver a square bolus of the same volume-to-be-infused, V T BI, as patient-requested bolus over a period of time chosen by the clinician.12",CC_ID2363,Rami,Sugandha,basal rate or bolus VTBI exceeded soft limit88,Open
FL_ID1678,–removed all Rx entry via scanner12,CC_ID3275,Ben,Caleb,drug or prescription not intended for this patient88,Open
FL_ID1679,"The PCA pump shall perform periodic self-tests to assure system integrity during long periods of use. Failure of a self-test shall raise a self-test alarm, stop pump, record it in the Fault Log, and display the reason for failure on the user interface.12",CC_ID3752,Ben,Alex,indication of no ICE alarms enabled88,Open
FL_ID1680,The event log shall record 30 days of typical events before overwriting oldest event records first.12,CC_ID2913,Ben,Jane,blockage between reservoir and pump88,Open
FL_ID1681,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.12,CC_ID2100,Nasim,Caleb,patient not admitted to hospital88,Open
FL_ID1682,"The PCA pump shall detect power supply voltage out-of-range, issue a voltage out-of-range warning, and switch to battery backup when out-of-range.12",CC_ID2835,Rami,Alex,measured flow rate exceeds setting88,Open
FL_ID1683,"If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the pump goes into free flow12",CC_ID2877,Rami,Alex,Bolus request denied because minimum time between boluses had not elapsed.88,Open
FL_ID1684,An authorized clinician must personally confirm the prescription97 is authentic and meant for the patient to be infused. The routine procedures by which clinicians load the drug reservoir must ensure that the prescription filled by an authorized12,CC_ID3866,Rami,Alex,power-on self test fails88,Open
FL_ID1685,"Successfully masked faults shall be recorded in the Fault Log, but raise an alarm.12",CC_ID4303,Nasim,Alex,measured flow rate below setting88,Open
FL_ID1686,The PCA pump shall have a start button.12,CC_ID4234,Jerry,Alex,clinician not authorized to operate pump88,Clossed
