CC_ID,CC_NAME,CC_DATE,CC_VER,CC_DESC,CC_LOC
CC_ID431,CC_NAME2726,2015-08-11,V7,Each log entry shall have a time stamp81 with its time of occurrence.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\ColumnStats.java0
CC_ID432,CC_NAME5906,2015-08-07,V1,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\progress\jmx\JMXNotificationProgressListener.java0
CC_ID433,CC_NAME1187,2015-08-27,V2,The estimate of remaining battery energy must be accurate to within Xbtty = 25%.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\repair\messages\SyncRequest.java0
CC_ID434,CC_NAME11773,2015-08-04,V3,"Upon patient’s press of the PCA pump’s patient-button, a prescribed bolus volume-to-be-infused, V T BI, of the drug loaded in the pump is delivered to the patient.4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\scheduler\IRequestScheduler.java0
CC_ID435,CC_NAME9583,2015-08-12,V5,tactile response (button press).4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\hadoop\AbstractColumnFamilyInputFormat.java0
CC_ID436,CC_NAME12930,2015-08-17,V1,"–removed, must scan Rx from label of drug container4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\GetCompactionThreshold.java0
CC_ID437,CC_NAME12590,2015-07-01,V2,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\tracing\ExpiredTraceState.java0
CC_ID438,CC_NAME7238,2015-07-10,V6,"The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\NativeCell.java0
CC_ID439,CC_NAME2717,2015-07-31,V3,"If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the pump goes into free flow4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\dht\Range.java0
CC_ID440,CC_NAME8897,2015-07-23,V7,The PCA pump must not leak current greater than 10 mA4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\config\Schema.java0
CC_ID441,CC_NAME1380,2015-07-08,V0,"If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops, the pump shall issue an basal under-infusion warning (EC3.2.8).4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\transport\CBCodec.java0
CC_ID442,CC_NAME3582,2015-07-06,V1,The fault log shall record at least 1000 faults before overwriting oldest fault records first.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\CompactionStats.java0
CC_ID443,CC_NAME225,2015-07-31,V4,"The PCA pump shall perform periodic self-tests to assure system integrity during long periods of use. Failure of a self-test shall raise a self-test alarm, stop pump, record it in the Fault Log, and display the reason for failure on the user interface.4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\service\ReadCallback.java0
CC_ID444,CC_NAME3146,2015-07-23,V6,"Upon the clinician’s pressing of the stop button, prescribed infusion shall halt.4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\service\StorageProxyMBean.java0
CC_ID445,CC_NAME10476,2015-08-28,V4,"A patient-requested bolus shall take precedence over a clinician-requested bolus. The clinicianrequested bolus shall be suspended while the patient-requested bolus dose is administered, and resumed afterward.4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\EnableHandoff.java0
CC_ID446,CC_NAME3109,2015-08-10,V2,Prescribed V T BI and rate shall not exceed the hard limits set by the drug library from the hospital pharmacy for the drug loaded in the PCA pump.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\hadoop\ColumnFamilySplit.java0
CC_ID447,CC_NAME6806,2015-07-13,V3,The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\MerkleTree.java0
CC_ID448,CC_NAME12101,2015-08-11,V2,Visual alarms shall display alarm symbols from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\BulkLoader.java0
CC_ID449,CC_NAME1423,2015-08-07,V0,The PCA pump shall have a stop button4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ColumnFamily.java0
CC_ID450,CC_NAME8434,2015-08-05,V0,Patient-requested bolus shall not be delivered if infusing prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\thrift\CustomTNonBlockingServer.java0
CC_ID451,CC_NAME7110,2015-07-03,V2,"If delivered patient-requested bolus flow rate is less than the prescribed bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the flow stops4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\columniterator\IdentityQueryFilter.java0
CC_ID452,CC_NAME4746,2015-08-07,V1,"display of visual information, and4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\IndexSummaryManagerMBean.java0
CC_ID453,CC_NAME5106,2015-07-27,V2,"The alarm indicator appearance shall comply with color, flashing frequency, and duty cycle given in Table 5.4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\util\ByteBufferDataInput.java0
CC_ID454,CC_NAME6182,2015-08-12,V6,The measured drug volume shall be within Vrt = 1 ml of the actual drug volume.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateTypeStatement.java0
CC_ID455,CC_NAME7522,2015-07-29,V6,The ICE Interface shall transmit encrypted and authenticated current operating status to the ICE system.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\service\RangeSliceVerbHandler.java0
CC_ID456,CC_NAME12627,2015-08-07,V4,Each tone in the alarm melody shall be composed of a minimum of 4 harmonic components in the range 300 Hz to 4000 Hz comprising an inverted 9th jazz chord.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\StatusBinary.java0
CC_ID457,CC_NAME5292,2015-07-28,V5,"Hospital procedures must endow the attending clinician access to the door key135, yet prevent other persons’ access.4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\transport\messages\AuthSuccess.java0
CC_ID458,CC_NAME11820,2015-07-07,V2,The ICE interface shall allow an authorized clinician to set the duration of clinician-requested boluses through an ICE supervisor user interface.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\auth\Roles.java0
CC_ID459,CC_NAME11808,2015-08-17,V0,The pump shall deliver basal infusion at the prescribed basal rate within a basal infusion flow tolerance of Fbasal tol = 0.5 ml/hr of the prescribed basal rate.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\concurrent\StageManager.java0
CC_ID460,CC_NAME319,2015-08-20,V2,The PCA pump shall detect battery failure and issue a battery failure alarm4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\net\MessageDeliveryTask.java0
CC_ID461,CC_NAME4224,2015-08-06,V2,"If the drug loaded into the drug reservoir is not present in the drug library or the library does not pass authentication and integrity checks, that the drug is unknown4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\streaming\StreamTransferTask.java0
CC_ID462,CC_NAME2697,2015-08-13,V7,The mechanical pump shall not allow reverse flow from the patient into the pump.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\CompoundSparseCellName.java0
CC_ID463,CC_NAME12310,2015-08-27,V4,The Control Panel shall visually indicate the specific problem causing the alarm condition as described in Section 5.4.2.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\Mutation.java0
CC_ID464,CC_NAME6729,2015-07-31,V3,"When an occlusion alarm occurs, the pump shall be stopped immediately without completing the current pump stroke4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\streaming\SessionInfo.java0
CC_ID465,CC_NAME8910,2015-08-06,V4,An authorized clinician must personally confirm the prescription97 is authentic and meant for the patient to be infused. The routine procedures by which clinicians load the drug reservoir must ensure that the prescription filled by an authorized4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Terms.java0
CC_ID466,CC_NAME12725,2015-07-27,V0,"During normal use and/or single fault condition of the equipment, continuous reverse delivery115 shall not be possible (from IEC 601-2-24)4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\index\keys\KeysIndex.java0
CC_ID467,CC_NAME1388,2015-07-09,V4,Alarms shall be issued in order of occurrence.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\transport\messages\ErrorMessage.java0
CC_ID468,CC_NAME11815,2015-08-10,V5,The PCA pump shall use a physician’s prescription as device parameters.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\thrift\ThriftSessionManager.java0
CC_ID469,CC_NAME6790,2015-07-27,V6,"The mechanical pump shall halt pumping when commanded, or caused in response to an alarm condition.4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\SSTableRepairedAtSetter.java0
CC_ID470,CC_NAME744,2015-08-03,V5,The drug loaded into the reservoir must also be found in the PCA pump’s drug in library99. The drug code of the prescription must match the drug code of a drug library entry.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\streaming\StreamEventHandler.java0
CC_ID471,CC_NAME10010,2015-08-05,V3,The PCA pump shall detect downstream occlusion.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\SimpleSparseCellNameType.java0
CC_ID472,CC_NAME7492,2015-08-19,V2,"If a visual indicator is necessary for the clinician to identify the equipment or part of the equipment that requires clinician response or awareness, at least one visual alarm signal 46 shall be provided4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\IntervalTree.java0
CC_ID473,CC_NAME2182,2015-07-02,V6,"Prior to, or coincident with, loading the drug reservoir must also enter prescription96 on the drug container’s label using the scanner.4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\service\DatacenterSyncWriteResponseHandler.java0
CC_ID474,CC_NAME8259,2015-07-24,V2,Information in event and Fault Logs shall be retained for at least ?log = 1000 hours after the PCA pump is turned-off and unplugged.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\ConcurrentBiMap.java0
CC_ID475,CC_NAME2067,2015-07-09,V0,The drug reservoir shall measure its contents.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\gms\VersionGenerator.java0
CC_ID476,CC_NAME3209,2015-07-09,V2,The PCA pump case must be at least difficult to breech as its tamper-resistant door. Breaking the case shall not be easier to access the drug reservoir than breeching the door.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\net\OutboundTcpConnection.java0
CC_ID477,CC_NAME3262,2015-07-24,V7,Component failure must not harm patient (beyond stopping function).4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\DataRange.java0
CC_ID478,CC_NAME5268,2015-08-25,V5,"If a drug library’s soft limit is violated by the proposed settings, but not a hard limit, a warning is shown to the clinician by the user interface and a distinctive, irritating sound made and recorded in the Event Log.4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\hadoop\BulkRecordWriter.java0
CC_ID479,CC_NAME3636,2015-08-27,V5,The event log shall record 30 days of typical events before overwriting oldest event records first.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\DynamicCompositeType.java0
CC_ID480,CC_NAME9270,2015-08-07,V1,"Because the drugs used for analgesia are often narcotic, requiring Drug Enforcement Agency (DEA) tracking if used in the United States, the drug reservoir and means to change prescriptions4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\CompoundDenseCellName.java0
CC_ID481,CC_NAME12662,2015-07-06,V3,The drug reservoir holds liquid pain-killer supplied by the hospital pharmacy and loaded into the PCA pump by the clinician.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\InvalidateRowCache.java0
CC_ID482,CC_NAME10624,2015-08-07,V2,"A patient-requested bolus shall be delivered at its prescribed rate, Fbolus, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CQL3CasRequest.java0
CC_ID483,CC_NAME11318,2015-08-25,V3,"If the drug volume in the reservoir measures less than Vlra = 1 ml, and an infusion is in progress, a low-reservoir warning100 shall be issued.4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\SSTableSimpleUnsortedWriter.java0
CC_ID484,CC_NAME7894,2015-08-19,V0,"The pump shall maintain a minimum KVO flow rate of FKV O = 1 ml/hr at all times during infusion, even during alarms, unless the alarm also stops flow. Table 4 defines which alarms also stop drug flow completely.4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\service\paxos\CommitVerbHandler.java0
CC_ID485,CC_NAME7596,2015-08-20,V0,The control panel shall allow authorized clinician bolus request 60 and choice of duration.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropKeyspaceStatement.java0
CC_ID486,CC_NAME9959,2015-08-25,V3,"Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\TypeParser.java0
CC_ID487,CC_NAME9185,2015-08-06,V3,All alarms not of high priority shall be encrypted and authenticated. High priority alarms may be encrypted and authenticated.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\BatchlogManager.java0
CC_ID488,CC_NAME11717,2015-08-21,V6,–removed all Rx entry via scanner4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\lifecycle\Helpers.java0
CC_ID489,CC_NAME4232,2015-08-24,V3,"When the stop button is pressed, the current pump stroke shall be completed prior to stopping the pump.4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\repair\SnapshotTask.java0
CC_ID490,CC_NAME2256,2015-08-26,V2,"Upon the clinician’s pressing of the start button, prescribed infusion shall commence.4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\index\composites\CompositesIndex.java0
CC_ID491,CC_NAME2806,2015-08-14,V4,Prescriptions that violate the soft limits of the drug in the drug library shall issue a visible and audible warning requiring a soft limit confirmation by the clinician.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\thrift\ThriftValidation.java0
CC_ID492,CC_NAME7198,2015-07-20,V5,The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\SetStreamThroughput.java0
CC_ID493,CC_NAME3032,2015-07-17,V6,The PCA pump shall switch to KVO infusion rate upon receiving an authenticated command through its ICE interface.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\thrift\TServerFactory.java0
CC_ID494,CC_NAME1518,2015-07-16,V7,The PCA pump shall maintain an electronic event log to record each action taken by the pump and each event sensed of its environment.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\util\ThrottledReader.java0
CC_ID495,CC_NAME5920,2015-07-09,V4,"If delivered clinician-requested bolus flow rate exceeds the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\filter\ColumnSlice.java0
CC_ID496,CC_NAME7862,2015-08-24,V4,Hardware faults that prevent operation of the Control Panel shall illuminate a hardware fault indicator (light-emitting diode).4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\exceptions\IsBootstrappingException.java0
CC_ID497,CC_NAME3406,2015-07-22,V3,"If the pump gets overheated to more than Tpoh = 55 C, the pump shall issue an pump overheated alarm (EC3.2.9).4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\serializers\CollectionSerializer.java0
CC_ID498,CC_NAME8059,2015-07-01,V2,The patient’s prescription shall be retained for at least ?data = 96 hours after the PCA pump is turned-off and unplugged.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CFStatement.java0
CC_ID499,CC_NAME1634,2015-07-15,V1,"The PCA pump shall maintain an electronic fault log to record each fault condition, and the associated alarm and/or alert issued.4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\util\Memory.java0
CC_ID500,CC_NAME1573,2015-08-26,V0,A open door alarm shall be triggered when the reservoir door is opened while the pump is not stopped.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\ReloadTriggers.java0
CC_ID501,CC_NAME11507,2015-07-03,V0,"If the same alert-stop-start sequence occurs 3 or more times in ten minutes, infusion will be stopped, and an audible alarm sounded.4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\RestrictionSet.java0
CC_ID502,CC_NAME12088,2015-08-04,V0,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\metrics\CQLMetrics.java0
CC_ID503,CC_NAME9219,2015-07-24,V2,The ICE interface shall transmit encrypted and authenticated alarms and warnings to the ICE system.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\RequestValidations.java0
CC_ID504,CC_NAME4480,2015-07-02,V1,Patient-requested bolus delivery shall be immediately halted when alarms sound.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\CounterId.java0
CC_ID505,CC_NAME6772,2015-07-23,V2,Clinician-requested bolus delivery shall be immediately halted when alarms sound.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\CounterCell.java0
CC_ID506,CC_NAME8605,2015-07-07,V3,"If the drug volume in the reservoir measures less than Vers =0.5 ml, and an infusion is in progress, an empty-reservoir alarm101 shall be issued stopping the pump.4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\exceptions\ExceptionCode.java0
CC_ID507,CC_NAME5912,2015-08-21,V0,The maximum clinician-chosen duration for a clinician-requested bolus shall be ?ccb max = 6 hours.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\CQL3Type.java0
CC_ID508,CC_NAME2531,2015-07-14,V6,A real-time clock must produce timestamps accurate to 10 ms.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\metadata\MetadataCollector.java0
CC_ID509,CC_NAME9198,2015-07-10,V3,"The drug library102 can be thought of as a lookup table that, given a drug name and a location, provides typical and safe limits of different infusion parameters. The drug library shall be determined by an authorized and authenticated hospital pharmacist4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\index\SecondaryIndexManager.java0
CC_ID510,CC_NAME1179,2015-08-17,V1,"Alarms shall cause audible alarms signals that meet the requirements of Tables 203 and 204 of standard IEC 60601-1-8 for alarm pulses, bursts, and harmonics.4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\format\SSTableReader.java0
CC_ID511,CC_NAME4708,2015-07-27,V5,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\ReplayPosition.java0
CC_ID512,CC_NAME2644,2015-08-13,V5,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\concurrent\Stage.java0
CC_ID513,CC_NAME10513,2015-07-24,V5,A downstream occlusion alarm119 shall be triggered if the pump senses a downstream (patient side)4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\locator\LocalStrategy.java0
CC_ID514,CC_NAME12804,2015-07-13,V4,The scanner shall read and authenticate information from the patient’s wristband4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\Snapshot.java0
CC_ID515,CC_NAME2767,2015-08-13,V3,The PCA pump shall detect upstream occlusion.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\metadata\StatsMetadata.java0
CC_ID516,CC_NAME2685,2015-08-13,V1,The Control Panel shall audibly indicate the specific problem causing the alarm condition as described in Section 5.4.34,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\repair\messages\ValidationComplete.java0
CC_ID517,CC_NAME2525,2015-08-12,V2,At least one visual alarm signal shall be provided that identifies the specific alarm condition and its priority. This signal shall be perceived correctly (be legible) at a distance of 1 m from the equipment4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\service\ActiveRepairService.java0
CC_ID518,CC_NAME5117,2015-07-28,V6,The PCA pump shall include electronic tamper detection mechanisms and shall record detected tampering attempts in the Fault Log and Event Log as well as issuing an authenticated ICE message.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\streaming\compress\CompressedInputStream.java0
CC_ID519,CC_NAME12356,2015-08-31,V5,"A clinician observing the discomfort of the patient may command the PCA pump to deliver a square bolus of the same volume-to-be-infused, V T BI, as patient-requested bolus over a period of time chosen by the clinician.4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\transport\messages\AuthChallenge.java0
CC_ID520,CC_NAME5616,2015-07-17,V3,All materials that contact fluid shall be biocompatible4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\SetCacheCapacity.java0
CC_ID521,CC_NAME12424,2015-08-03,V2,Pressing the stop button confirms and silences all alarms and terminates any alarm signal inactivation.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\AuthorizationStatement.java0
CC_ID522,CC_NAME4424,2015-07-14,V0,"If delivered basal flow rate exceeds the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow, the pump shall issue an basal over-infusion alarm (EC3.2.7).4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Constants.java0
CC_ID523,CC_NAME7280,2015-07-03,V3,"Occurrence of unavoidable single-event upsets caused by cosmic-ray-induced high- and thermalenergy neutrons must be either masked, or detected to fail-stop4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\gms\GossipDigestSynVerbHandler.java0
CC_ID524,CC_NAME2227,2015-07-03,V1,The PCA pump shall implement a safety architecture112 that separates normal operation from fault detection and response.4,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\dht\RandomPartitioner.java0
CC_ID525,CC_NAME6178,2015-07-01,V6,"If a drug library’s hard limit is violated by the proposed settings, the limit violated is indicated4",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\CompoundComposite.java0
CC_ID526,CC_NAME7413,2015-08-31,V3,The PCA pump shall have a stop button5,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\CompoundCType.java0
CC_ID527,CC_NAME8965,2015-08-04,V1,"If the drug volume in the reservoir measures less than Vlra = 1 ml, and an infusion is in progress, a low-reservoir warning100 shall be issued.5",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\transport\Client.java0
CC_ID528,CC_NAME3518,2015-07-24,V2,"display of visual information, and5",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\SimpleSparseInternedCellName.java0
CC_ID529,CC_NAME118,2015-08-18,V5,The PCA pump shall resume prescribed infusion upon receiving an authenticated command through its ICE interface.5,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\CommitLogArchiver.java0
CC_ID530,CC_NAME417,2015-07-06,V2,The PCA pump shall detect air-in-line embolism (bubble).5,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\btree\Path.java0
CC_ID531,CC_NAME4996,2015-07-31,V0,"Alarms shall cause audible alarms signals that meet the requirements of Tables 203 and 204 of standard IEC 60601-1-8 for alarm pulses, bursts, and harmonics.5",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\Cell.java0
CC_ID532,CC_NAME9831,2015-08-04,V1,An upstream occlusion alarm118 shall be triggered when the pump senses an upstream (drug reservoir side) occlusion exceeding Puo = 1 psi5,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\SyncUtil.java0
CC_ID533,CC_NAME5889,2015-08-24,V3,"If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the pump goes into free flow5",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\thrift\SSLTransportFactory.java0
CC_ID534,CC_NAME8133,2015-08-05,V1,"The pump shall maintain a minimum KVO flow rate of FKV O = 1 ml/hr at all times during infusion, even during alarms, unless the alarm also stops flow. Table 4 defines which alarms also stop drug flow completely.5",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cache\RefCountedMemory.java0
CC_ID535,CC_NAME8135,2015-08-14,V1,"The mechanical pump shall halt pumping when commanded, or caused in response to an alarm condition.5",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\TimestampType.java0
CC_ID536,CC_NAME3085,2015-08-14,V2,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.5,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\vint\EncodedDataOutputStream.java0
CC_ID537,CC_NAME4885,2015-07-10,V3,The ICE Interface shall transmit encrypted and authenticated current operating status to the ICE system.5,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\SSTableRewriter.java0
CC_ID538,CC_NAME6397,2015-08-07,V1,Prescriptions that violate the soft limits of the drug in the drug library shall issue a visible and audible warning requiring a soft limit confirmation by the clinician.5,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\transport\messages\AuthResponse.java0
CC_ID539,CC_NAME11203,2015-08-18,V1,"If the same alert-stop-start sequence occurs 3 or more times in ten minutes, infusion will be stopped, and an audible alarm sounded.5",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\metrics\CASClientRequestMetrics.java0
CC_ID540,CC_NAME7897,2015-08-07,V2,"If delivered clinician-requested bolus flow rate is less than the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops5",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\util\DataIntegrityMetadata.java0
CC_ID541,CC_NAME3983,2015-08-07,V2,tactile response (button press).5,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\AbstractCType.java0
CC_ID542,CC_NAME6496,2015-07-01,V6,The fault log shall record at least 1000 faults before overwriting oldest fault records first.5,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\BufferCounterCell.java0
CC_ID543,CC_NAME7291,2015-08-07,V1,The PCA pump shall maintain an electronic event log to record each action taken by the pump and each event sensed of its environment.5,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\metadata\IMetadataComponentSerializer.java0
CC_ID544,CC_NAME12117,2015-07-31,V0,"Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.5",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\util\CompressedPoolingSegmentedFile.java0
CC_ID545,CC_NAME9900,2015-08-19,V0,"The drug library102 can be thought of as a lookup table that, given a drug name and a location, provides typical and safe limits of different infusion parameters. The drug library shall be determined by an authorized and authenticated hospital pharmacist5",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\AlterTypeStatement.java0
CC_ID546,CC_NAME1560,2015-08-28,V3,"If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops, the pump shall issue an basal under-infusion warning (EC3.2.8).5",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\UDHelper.java0
CC_ID547,CC_NAME10695,2015-07-14,V2,The estimate of remaining battery energy must be accurate to within Xbtty = 25%.5,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\service\EmbeddedCassandraService.java0
CC_ID548,CC_NAME5841,2015-07-24,V0,The drug reservoir shall measure its contents.5,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\lifecycle\Tracker.java0
