UC_ID,UC_TITLE,UC_PrC,UC_PoC,UC_STEPS
UC_ID810,Pump Priming Failure42,UC_ID1617,UC_ID566,Pump Overheating42
UC_ID811,Drug Library Hard Limit42,UC_ID1480,UC_ID1986,Air-in-line Embolism42
UC_ID812,Air-in-line Embolism42,UC_ID1865,UC_ID2408,Sound Failure42
UC_ID813,Downstream Occlusion42,UC_ID579,UC_ID1592,Upstream Occlusion42
UC_ID814,Over-Flow Rate Alarm42,UC_ID2948,UC_ID1984,Prescription Authentication Failure42
UC_ID815,Internal Electronic Failure42,UC_ID73,UC_ID50,ICE Failure42
UC_ID816,Maximum Safe Dose42,UC_ID2313,UC_ID2656,Pump Priming Failure42
UC_ID817,Patient Authentication Failure42,UC_ID2060,UC_ID2878,Internal Electronic Failure42
UC_ID818,Bolus request too soon43,UC_ID2857,UC_ID2927,Over-Flow Rate Alarm43
UC_ID819,Over-Flow Rate Alarm43,UC_ID1685,UC_ID846,Upstream Occlusion43
UC_ID820,Drug Library Soft Limit43,UC_ID1902,UC_ID1768,ICE Failure43
UC_ID821,Patient Authentication Failure43,UC_ID1974,UC_ID1671,Power-On Self Test Failure43
UC_ID822,Drug Library Hard Limit43,UC_ID2737,UC_ID1123,Clinician Authentication Failure43
UC_ID823,Prescription Authentication Failure43,UC_ID178,UC_ID2184,Air-in-line Embolism43
UC_ID824,Under-Flow Rate Alarm43,UC_ID1866,UC_ID555,Sound Failure43
UC_ID825,Upstream Occlusion43,UC_ID29,UC_ID53,Pump Priming Failure43
UC_ID826,Drug Library Not Present or Corrupted43,UC_ID702,UC_ID1559,Under-Flow Rate Alarm43
UC_ID827,ICE Failure43,UC_ID1409,UC_ID932,Drug Library Hard Limit43
UC_ID828,Internal Electronic Failure43,UC_ID346,UC_ID853,Drug Library Soft Limit43
UC_ID829,Sound Failure43,UC_ID2811,UC_ID1476,Maximum Safe Dose43
UC_ID830,Pump Priming Failure43,UC_ID2140,UC_ID1074,Drug Library Not Present or Corrupted43
UC_ID831,Air-in-line Embolism43,UC_ID147,UC_ID6,Patient Authentication Failure43
UC_ID832,Downstream Occlusion43,UC_ID1377,UC_ID371,Bolus request too soon43
UC_ID833,Pump Overheating43,UC_ID665,UC_ID223,Downstream Occlusion43
UC_ID834,Clinician Authentication Failure43,UC_ID24,UC_ID1574,Prescription Authentication Failure43
UC_ID835,Maximum Safe Dose43,UC_ID2139,UC_ID2967,Internal Electronic Failure43
UC_ID836,Power-On Self Test Failure43,UC_ID372,UC_ID2651,Pump Overheating43
UC_ID837,Bolus request too soon44,UC_ID523,UC_ID1539,Prescription Authentication Failure44
UC_ID838,Prescription Authentication Failure44,UC_ID2275,UC_ID369,Drug Library Soft Limit44
UC_ID839,Internal Electronic Failure44,UC_ID564,UC_ID2320,Pump Priming Failure44
UC_ID840,Power-On Self Test Failure44,UC_ID1960,UC_ID2543,Power-On Self Test Failure44
UC_ID841,Sound Failure44,UC_ID879,UC_ID1966,Sound Failure44
UC_ID842,Drug Library Soft Limit44,UC_ID2061,UC_ID625,Internal Electronic Failure44
UC_ID843,Downstream Occlusion44,UC_ID254,UC_ID2978,Air-in-line Embolism44
UC_ID844,Upstream Occlusion44,UC_ID401,UC_ID2532,Drug Library Not Present or Corrupted44
UC_ID845,Drug Library Hard Limit44,UC_ID2420,UC_ID2420,Downstream Occlusion44
UC_ID846,Patient Authentication Failure44,UC_ID1836,UC_ID2720,Over-Flow Rate Alarm44
UC_ID847,Over-Flow Rate Alarm44,UC_ID673,UC_ID231,Under-Flow Rate Alarm44
UC_ID848,Maximum Safe Dose44,UC_ID1796,UC_ID2428,ICE Failure44
UC_ID849,Under-Flow Rate Alarm44,UC_ID1946,UC_ID2097,Patient Authentication Failure44
UC_ID850,Clinician Authentication Failure44,UC_ID2223,UC_ID687,Drug Library Hard Limit44
UC_ID851,Air-in-line Embolism44,UC_ID647,UC_ID1155,Clinician Authentication Failure44
UC_ID852,Pump Priming Failure44,UC_ID1426,UC_ID2196,Maximum Safe Dose44
UC_ID853,Pump Overheating44,UC_ID479,UC_ID2059,Pump Overheating44
UC_ID854,ICE Failure44,UC_ID61,UC_ID1614,Upstream Occlusion44
UC_ID855,Drug Library Not Present or Corrupted44,UC_ID2227,UC_ID1606,Bolus request too soon44
UC_ID856,Drug Library Not Present or Corrupted45,UC_ID2326,UC_ID2509,Drug Library Hard Limit45
UC_ID857,Sound Failure45,UC_ID23,UC_ID1003,Over-Flow Rate Alarm45
UC_ID858,Patient Authentication Failure45,UC_ID1451,UC_ID1655,Bolus request too soon45
UC_ID859,Internal Electronic Failure45,UC_ID599,UC_ID1859,Sound Failure45
UC_ID860,Bolus request too soon45,UC_ID1263,UC_ID940,Patient Authentication Failure45
UC_ID861,ICE Failure45,UC_ID1649,UC_ID1691,Maximum Safe Dose45
UC_ID862,Clinician Authentication Failure45,UC_ID1459,UC_ID726,Drug Library Soft Limit45
UC_ID863,Power-On Self Test Failure45,UC_ID534,UC_ID892,Prescription Authentication Failure45
UC_ID864,Under-Flow Rate Alarm45,UC_ID760,UC_ID1334,Clinician Authentication Failure45
UC_ID865,Upstream Occlusion45,UC_ID2077,UC_ID1470,Drug Library Not Present or Corrupted45
UC_ID866,Prescription Authentication Failure45,UC_ID2601,UC_ID94,Under-Flow Rate Alarm45
UC_ID867,Maximum Safe Dose45,UC_ID2961,UC_ID948,Power-On Self Test Failure45
UC_ID868,Drug Library Soft Limit45,UC_ID15,UC_ID235,ICE Failure45
UC_ID869,Drug Library Hard Limit45,UC_ID2449,UC_ID471,Internal Electronic Failure45
UC_ID870,Downstream Occlusion45,UC_ID2226,UC_ID2052,Upstream Occlusion45
UC_ID871,Pump Overheating45,UC_ID513,UC_ID598,Pump Overheating45
UC_ID872,Air-in-line Embolism45,UC_ID658,UC_ID568,Pump Priming Failure45
UC_ID873,Over-Flow Rate Alarm45,UC_ID2893,UC_ID2032,Air-in-line Embolism45
UC_ID874,Pump Priming Failure45,UC_ID2510,UC_ID1462,Downstream Occlusion45
UC_ID875,Clinician Authentication Failure46,UC_ID2919,UC_ID2389,Power-On Self Test Failure46
UC_ID876,Maximum Safe Dose46,UC_ID1309,UC_ID2956,Drug Library Soft Limit46
UC_ID877,Patient Authentication Failure46,UC_ID2622,UC_ID1860,Over-Flow Rate Alarm46
UC_ID878,Air-in-line Embolism46,UC_ID1939,UC_ID2127,Air-in-line Embolism46
UC_ID879,Upstream Occlusion46,UC_ID2127,UC_ID2895,Patient Authentication Failure46
UC_ID880,Drug Library Hard Limit46,UC_ID2659,UC_ID259,Drug Library Not Present or Corrupted46
UC_ID881,Downstream Occlusion46,UC_ID105,UC_ID607,Clinician Authentication Failure46
UC_ID882,Prescription Authentication Failure46,UC_ID1441,UC_ID349,Prescription Authentication Failure46
UC_ID883,Drug Library Soft Limit46,UC_ID576,UC_ID574,Pump Overheating46
UC_ID884,Power-On Self Test Failure46,UC_ID1436,UC_ID245,Pump Priming Failure46
UC_ID885,Internal Electronic Failure46,UC_ID1430,UC_ID1788,Upstream Occlusion46
UC_ID886,Over-Flow Rate Alarm46,UC_ID2357,UC_ID2497,Maximum Safe Dose46
UC_ID887,ICE Failure46,UC_ID991,UC_ID2273,Downstream Occlusion46
UC_ID888,Bolus request too soon46,UC_ID611,UC_ID1724,Bolus request too soon46
UC_ID889,Pump Priming Failure46,UC_ID1573,UC_ID1970,Drug Library Hard Limit46
UC_ID890,Sound Failure46,UC_ID946,UC_ID576,Internal Electronic Failure46
UC_ID891,Drug Library Not Present or Corrupted46,UC_ID1017,UC_ID999,Sound Failure46
UC_ID892,Under-Flow Rate Alarm46,UC_ID131,UC_ID2375,ICE Failure46
UC_ID893,Pump Overheating46,UC_ID2861,UC_ID423,Under-Flow Rate Alarm46
UC_ID894,Over-Flow Rate Alarm47,UC_ID134,UC_ID1461,Drug Library Not Present or Corrupted47
UC_ID895,Drug Library Not Present or Corrupted47,UC_ID2145,UC_ID1103,Internal Electronic Failure47
UC_ID896,Power-On Self Test Failure47,UC_ID881,UC_ID1245,Maximum Safe Dose47
UC_ID897,Drug Library Soft Limit47,UC_ID1781,UC_ID343,Pump Priming Failure47
UC_ID898,Pump Overheating47,UC_ID617,UC_ID1285,Downstream Occlusion47
UC_ID899,Air-in-line Embolism47,UC_ID1168,UC_ID2782,Drug Library Hard Limit47
UC_ID900,Prescription Authentication Failure47,UC_ID1172,UC_ID228,Upstream Occlusion47
UC_ID901,Sound Failure47,UC_ID93,UC_ID2350,ICE Failure47
UC_ID902,Maximum Safe Dose47,UC_ID1521,UC_ID2791,Pump Overheating47
UC_ID903,Bolus request too soon47,UC_ID243,UC_ID13,Over-Flow Rate Alarm47
UC_ID904,Clinician Authentication Failure47,UC_ID786,UC_ID2174,Bolus request too soon47
UC_ID905,ICE Failure47,UC_ID2805,UC_ID2023,Drug Library Soft Limit47
UC_ID906,Downstream Occlusion47,UC_ID1727,UC_ID200,Power-On Self Test Failure47
UC_ID907,Drug Library Hard Limit47,UC_ID41,UC_ID976,Patient Authentication Failure47
UC_ID908,Pump Priming Failure47,UC_ID2876,UC_ID2344,Under-Flow Rate Alarm47
UC_ID909,Patient Authentication Failure47,UC_ID1192,UC_ID2383,Prescription Authentication Failure47
UC_ID910,Upstream Occlusion47,UC_ID631,UC_ID2245,Clinician Authentication Failure47
UC_ID911,Under-Flow Rate Alarm47,UC_ID424,UC_ID1642,Air-in-line Embolism47
UC_ID912,Internal Electronic Failure47,UC_ID572,UC_ID397,Sound Failure47
UC_ID913,Maximum Safe Dose48,UC_ID2597,UC_ID2587,Upstream Occlusion48
UC_ID914,Downstream Occlusion48,UC_ID827,UC_ID2667,Clinician Authentication Failure48
UC_ID915,Air-in-line Embolism48,UC_ID672,UC_ID1683,Under-Flow Rate Alarm48
UC_ID916,Drug Library Hard Limit48,UC_ID136,UC_ID146,Maximum Safe Dose48
UC_ID917,Prescription Authentication Failure48,UC_ID556,UC_ID1415,Drug Library Not Present or Corrupted48
UC_ID918,ICE Failure48,UC_ID2853,UC_ID1786,Power-On Self Test Failure48
UC_ID919,Clinician Authentication Failure48,UC_ID2620,UC_ID2053,Drug Library Hard Limit48
UC_ID920,Pump Overheating48,UC_ID2812,UC_ID2877,Prescription Authentication Failure48
UC_ID921,Pump Priming Failure48,UC_ID14,UC_ID1172,Internal Electronic Failure48
UC_ID922,Internal Electronic Failure48,UC_ID124,UC_ID400,Bolus request too soon48
UC_ID923,Upstream Occlusion48,UC_ID1376,UC_ID543,Over-Flow Rate Alarm48
UC_ID924,Drug Library Not Present or Corrupted48,UC_ID1055,UC_ID906,Drug Library Soft Limit48
UC_ID925,Bolus request too soon48,UC_ID59,UC_ID785,Air-in-line Embolism48
UC_ID926,Patient Authentication Failure48,UC_ID824,UC_ID2346,ICE Failure48
UC_ID927,Drug Library Soft Limit48,UC_ID508,UC_ID851,Pump Overheating48
UC_ID928,Sound Failure48,UC_ID1894,UC_ID496,Downstream Occlusion48
UC_ID929,Power-On Self Test Failure48,UC_ID1824,UC_ID1140,Sound Failure48
UC_ID930,Over-Flow Rate Alarm48,UC_ID1586,UC_ID967,Patient Authentication Failure48
UC_ID931,Under-Flow Rate Alarm48,UC_ID1895,UC_ID918,Pump Priming Failure48
UC_ID932,Maximum Safe Dose49,UC_ID26,UC_ID678,Bolus request too soon49
UC_ID933,Downstream Occlusion49,UC_ID373,UC_ID1809,Prescription Authentication Failure49
UC_ID934,Under-Flow Rate Alarm49,UC_ID1633,UC_ID1230,Drug Library Hard Limit49
UC_ID935,Over-Flow Rate Alarm49,UC_ID1814,UC_ID783,Pump Overheating49
UC_ID936,Patient Authentication Failure49,UC_ID1904,UC_ID43,Over-Flow Rate Alarm49
UC_ID937,Drug Library Hard Limit49,UC_ID607,UC_ID1945,Patient Authentication Failure49
UC_ID938,Pump Overheating49,UC_ID2017,UC_ID2901,Internal Electronic Failure49
UC_ID939,Internal Electronic Failure49,UC_ID1625,UC_ID1486,Drug Library Soft Limit49
UC_ID940,Pump Priming Failure49,UC_ID299,UC_ID657,Maximum Safe Dose49
UC_ID941,Sound Failure49,UC_ID1361,UC_ID414,Downstream Occlusion49
UC_ID942,Drug Library Not Present or Corrupted49,UC_ID1736,UC_ID744,ICE Failure49
UC_ID943,Drug Library Soft Limit49,UC_ID2415,UC_ID1722,Under-Flow Rate Alarm49
UC_ID944,Power-On Self Test Failure49,UC_ID2390,UC_ID1148,Air-in-line Embolism49
UC_ID945,ICE Failure49,UC_ID1045,UC_ID2109,Pump Priming Failure49
UC_ID946,Clinician Authentication Failure49,UC_ID1289,UC_ID1110,Power-On Self Test Failure49
UC_ID947,Upstream Occlusion49,UC_ID259,UC_ID1179,Upstream Occlusion49
UC_ID948,Prescription Authentication Failure49,UC_ID2968,UC_ID2513,Drug Library Not Present or Corrupted49
UC_ID949,Bolus request too soon49,UC_ID2487,UC_ID2981,Sound Failure49
UC_ID950,Air-in-line Embolism49,UC_ID1805,UC_ID2843,Clinician Authentication Failure49
UC_ID951,Pump Priming Failure50,UC_ID146,UC_ID322,Air-in-line Embolism50
UC_ID952,Downstream Occlusion50,UC_ID1438,UC_ID746,Pump Priming Failure50
UC_ID953,Drug Library Hard Limit50,UC_ID2269,UC_ID1803,Under-Flow Rate Alarm50
UC_ID954,Drug Library Soft Limit50,UC_ID2435,UC_ID1670,Upstream Occlusion50
UC_ID955,Maximum Safe Dose50,UC_ID1572,UC_ID816,Prescription Authentication Failure50
UC_ID956,Drug Library Not Present or Corrupted50,UC_ID1912,UC_ID138,Maximum Safe Dose50
UC_ID957,Sound Failure50,UC_ID2758,UC_ID2436,ICE Failure50
UC_ID958,Internal Electronic Failure50,UC_ID711,UC_ID1425,Patient Authentication Failure50
UC_ID959,Patient Authentication Failure50,UC_ID217,UC_ID747,Bolus request too soon50
UC_ID960,Power-On Self Test Failure50,UC_ID204,UC_ID1447,Drug Library Not Present or Corrupted50
UC_ID961,Upstream Occlusion50,UC_ID2658,UC_ID2686,Drug Library Soft Limit50
UC_ID962,Under-Flow Rate Alarm50,UC_ID2540,UC_ID663,Power-On Self Test Failure50
UC_ID963,Pump Overheating50,UC_ID720,UC_ID327,Internal Electronic Failure50
UC_ID964,Prescription Authentication Failure50,UC_ID2845,UC_ID590,Drug Library Hard Limit50
UC_ID965,Bolus request too soon50,UC_ID1766,UC_ID1894,Downstream Occlusion50
UC_ID966,Over-Flow Rate Alarm50,UC_ID2567,UC_ID1442,Sound Failure50
UC_ID967,ICE Failure50,UC_ID370,UC_ID1397,Clinician Authentication Failure50
UC_ID968,Clinician Authentication Failure50,UC_ID1797,UC_ID1036,Pump Overheating50
UC_ID969,Air-in-line Embolism50,UC_ID1213,UC_ID2623,Over-Flow Rate Alarm50
UC_ID970,Downstream Occlusion51,UC_ID403,UC_ID2095,Clinician Authentication Failure51
UC_ID971,Upstream Occlusion51,UC_ID1704,UC_ID794,Upstream Occlusion51
UC_ID972,Pump Priming Failure51,UC_ID1785,UC_ID1471,Bolus request too soon51
UC_ID973,Internal Electronic Failure51,UC_ID2161,UC_ID994,Downstream Occlusion51
UC_ID974,Sound Failure51,UC_ID1746,UC_ID2216,Sound Failure51
UC_ID975,Drug Library Soft Limit51,UC_ID1100,UC_ID2831,Internal Electronic Failure51
UC_ID976,Bolus request too soon51,UC_ID1345,UC_ID1919,Drug Library Not Present or Corrupted51
UC_ID977,Maximum Safe Dose51,UC_ID1511,UC_ID1757,Patient Authentication Failure51
UC_ID978,Patient Authentication Failure51,UC_ID1380,UC_ID2668,Over-Flow Rate Alarm51
UC_ID979,Under-Flow Rate Alarm51,UC_ID2479,UC_ID177,Pump Overheating51
UC_ID980,ICE Failure51,UC_ID2645,UC_ID1185,Drug Library Hard Limit51
UC_ID981,Clinician Authentication Failure51,UC_ID975,UC_ID1878,Pump Priming Failure51
UC_ID982,Drug Library Hard Limit51,UC_ID2763,UC_ID2741,Air-in-line Embolism51
UC_ID983,Drug Library Not Present or Corrupted51,UC_ID1433,UC_ID1314,Maximum Safe Dose51
UC_ID984,Power-On Self Test Failure51,UC_ID316,UC_ID1818,Under-Flow Rate Alarm51
UC_ID985,Pump Overheating51,UC_ID2045,UC_ID1647,ICE Failure51
UC_ID986,Prescription Authentication Failure51,UC_ID1068,UC_ID1417,Prescription Authentication Failure51
UC_ID987,Air-in-line Embolism51,UC_ID1178,UC_ID366,Power-On Self Test Failure51
UC_ID988,Over-Flow Rate Alarm51,UC_ID859,UC_ID1011,Drug Library Soft Limit51
UC_ID989,Over-Flow Rate Alarm52,UC_ID852,UC_ID646,Maximum Safe Dose52
UC_ID990,Power-On Self Test Failure52,UC_ID354,UC_ID1141,Drug Library Hard Limit52
UC_ID991,Pump Priming Failure52,UC_ID1036,UC_ID1229,Drug Library Soft Limit52
UC_ID992,Air-in-line Embolism52,UC_ID201,UC_ID2743,Sound Failure52
UC_ID993,Internal Electronic Failure52,UC_ID1444,UC_ID376,Pump Priming Failure52
UC_ID994,Drug Library Hard Limit52,UC_ID2739,UC_ID22,Power-On Self Test Failure52
UC_ID995,Bolus request too soon52,UC_ID2778,UC_ID2239,ICE Failure52
UC_ID996,ICE Failure52,UC_ID815,UC_ID2422,Clinician Authentication Failure52
UC_ID997,Upstream Occlusion52,UC_ID304,UC_ID1166,Bolus request too soon52
UC_ID998,Drug Library Soft Limit52,UC_ID923,UC_ID1423,Prescription Authentication Failure52
UC_ID999,Maximum Safe Dose52,UC_ID1619,UC_ID337,Pump Overheating52
UC_ID1000,Patient Authentication Failure52,UC_ID2032,UC_ID303,Drug Library Not Present or Corrupted52
UC_ID1001,Under-Flow Rate Alarm52,UC_ID2442,UC_ID383,Over-Flow Rate Alarm52
UC_ID1002,Prescription Authentication Failure52,UC_ID1752,UC_ID222,Upstream Occlusion52
UC_ID1003,Drug Library Not Present or Corrupted52,UC_ID1450,UC_ID2359,Internal Electronic Failure52
UC_ID1004,Sound Failure52,UC_ID2485,UC_ID508,Patient Authentication Failure52
UC_ID1005,Clinician Authentication Failure52,UC_ID1677,UC_ID1034,Air-in-line Embolism52
UC_ID1006,Pump Overheating52,UC_ID2534,UC_ID427,Downstream Occlusion52
UC_ID1007,Downstream Occlusion52,UC_ID2274,UC_ID1078,Under-Flow Rate Alarm52
UC_ID1008,Pump Overheating53,UC_ID1126,UC_ID439,Bolus request too soon53
UC_ID1009,Pump Priming Failure53,UC_ID292,UC_ID2437,Drug Library Not Present or Corrupted53
UC_ID1010,Drug Library Soft Limit53,UC_ID730,UC_ID501,Pump Priming Failure53
UC_ID1011,Drug Library Hard Limit53,UC_ID1851,UC_ID2337,Power-On Self Test Failure53
UC_ID1012,Air-in-line Embolism53,UC_ID1332,UC_ID594,Drug Library Soft Limit53
UC_ID1013,Sound Failure53,UC_ID1992,UC_ID2534,Downstream Occlusion53
UC_ID1014,Power-On Self Test Failure53,UC_ID809,UC_ID2455,Patient Authentication Failure53
UC_ID1015,Downstream Occlusion53,UC_ID1318,UC_ID1265,Upstream Occlusion53
UC_ID1016,Bolus request too soon53,UC_ID706,UC_ID2384,Over-Flow Rate Alarm53
UC_ID1017,Internal Electronic Failure53,UC_ID778,UC_ID1832,Air-in-line Embolism53
UC_ID1018,Clinician Authentication Failure53,UC_ID12,UC_ID2247,Pump Overheating53
UC_ID1019,Maximum Safe Dose53,UC_ID745,UC_ID464,Prescription Authentication Failure53
UC_ID1020,Over-Flow Rate Alarm53,UC_ID1518,UC_ID2173,Under-Flow Rate Alarm53
UC_ID1021,Prescription Authentication Failure53,UC_ID792,UC_ID1964,Maximum Safe Dose53
UC_ID1022,Upstream Occlusion53,UC_ID980,UC_ID114,Drug Library Hard Limit53
UC_ID1023,Patient Authentication Failure53,UC_ID2189,UC_ID453,Clinician Authentication Failure53
UC_ID1024,ICE Failure53,UC_ID2439,UC_ID873,Sound Failure53
UC_ID1025,Drug Library Not Present or Corrupted53,UC_ID1261,UC_ID761,Internal Electronic Failure53
UC_ID1026,Under-Flow Rate Alarm53,UC_ID2300,UC_ID877,ICE Failure53
UC_ID1027,Drug Library Soft Limit54,UC_ID1659,UC_ID2799,Clinician Authentication Failure54
UC_ID1028,Drug Library Hard Limit54,UC_ID1896,UC_ID580,Downstream Occlusion54
UC_ID1029,Air-in-line Embolism54,UC_ID5,UC_ID2170,Bolus request too soon54
UC_ID1030,Drug Library Not Present or Corrupted54,UC_ID1978,UC_ID2354,Under-Flow Rate Alarm54
UC_ID1031,Upstream Occlusion54,UC_ID2888,UC_ID2244,Over-Flow Rate Alarm54
UC_ID1032,Clinician Authentication Failure54,UC_ID500,UC_ID1916,Pump Overheating54
UC_ID1033,Pump Priming Failure54,UC_ID330,UC_ID567,Upstream Occlusion54
UC_ID1034,ICE Failure54,UC_ID1337,UC_ID1746,Air-in-line Embolism54
UC_ID1035,Under-Flow Rate Alarm54,UC_ID484,UC_ID178,ICE Failure54
UC_ID1036,Prescription Authentication Failure54,UC_ID2796,UC_ID82,Drug Library Hard Limit54
UC_ID1037,Power-On Self Test Failure54,UC_ID129,UC_ID651,Drug Library Not Present or Corrupted54
UC_ID1038,Bolus request too soon54,UC_ID1091,UC_ID836,Drug Library Soft Limit54
UC_ID1039,Maximum Safe Dose54,UC_ID1340,UC_ID2348,Pump Priming Failure54
UC_ID1040,Over-Flow Rate Alarm54,UC_ID2572,UC_ID2306,Patient Authentication Failure54
UC_ID1041,Downstream Occlusion54,UC_ID2662,UC_ID254,Internal Electronic Failure54
UC_ID1042,Patient Authentication Failure54,UC_ID1445,UC_ID1047,Sound Failure54
UC_ID1043,Pump Overheating54,UC_ID602,UC_ID2880,Power-On Self Test Failure54
UC_ID1044,Sound Failure54,UC_ID525,UC_ID1395,Prescription Authentication Failure54
UC_ID1045,Internal Electronic Failure54,UC_ID2265,UC_ID8,Maximum Safe Dose54
UC_ID1046,Over-Flow Rate Alarm55,UC_ID2171,UC_ID647,Drug Library Hard Limit55
UC_ID1047,Prescription Authentication Failure55,UC_ID1672,UC_ID1290,Drug Library Soft Limit55
UC_ID1048,ICE Failure55,UC_ID301,UC_ID1902,Air-in-line Embolism55
UC_ID1049,Maximum Safe Dose55,UC_ID551,UC_ID33,Downstream Occlusion55
UC_ID1050,Pump Priming Failure55,UC_ID2382,UC_ID1413,Internal Electronic Failure55
UC_ID1051,Drug Library Not Present or Corrupted55,UC_ID1562,UC_ID514,Over-Flow Rate Alarm55
UC_ID1052,Drug Library Soft Limit55,UC_ID1127,UC_ID1498,Maximum Safe Dose55
UC_ID1053,Drug Library Hard Limit55,UC_ID335,UC_ID807,Patient Authentication Failure55
UC_ID1054,Patient Authentication Failure55,UC_ID1238,UC_ID1272,Drug Library Not Present or Corrupted55
UC_ID1055,Clinician Authentication Failure55,UC_ID2092,UC_ID1301,Prescription Authentication Failure55
UC_ID1056,Power-On Self Test Failure55,UC_ID1429,UC_ID2810,Pump Priming Failure55
UC_ID1057,Sound Failure55,UC_ID2558,UC_ID91,Pump Overheating55
UC_ID1058,Under-Flow Rate Alarm55,UC_ID1273,UC_ID79,ICE Failure55
UC_ID1059,Downstream Occlusion55,UC_ID2557,UC_ID2114,Under-Flow Rate Alarm55
UC_ID1060,Air-in-line Embolism55,UC_ID1963,UC_ID2158,Sound Failure55
UC_ID1061,Internal Electronic Failure55,UC_ID440,UC_ID1055,Bolus request too soon55
UC_ID1062,Pump Overheating55,UC_ID1850,UC_ID516,Upstream Occlusion55
UC_ID1063,Upstream Occlusion55,UC_ID1876,UC_ID1564,Clinician Authentication Failure55
UC_ID1064,Bolus request too soon55,UC_ID1197,UC_ID2736,Power-On Self Test Failure55
UC_ID1065,Air-in-line Embolism56,UC_ID191,UC_ID2,Prescription Authentication Failure56
UC_ID1066,Downstream Occlusion56,UC_ID1679,UC_ID724,Patient Authentication Failure56
UC_ID1067,Power-On Self Test Failure56,UC_ID54,UC_ID822,Over-Flow Rate Alarm56
UC_ID1068,Drug Library Hard Limit56,UC_ID313,UC_ID2310,Drug Library Soft Limit56
UC_ID1069,Sound Failure56,UC_ID2867,UC_ID934,Air-in-line Embolism56
UC_ID1070,Patient Authentication Failure56,UC_ID2665,UC_ID1484,Bolus request too soon56
UC_ID1071,Bolus request too soon56,UC_ID1867,UC_ID1273,Downstream Occlusion56
UC_ID1072,Upstream Occlusion56,UC_ID2955,UC_ID1524,Internal Electronic Failure56
UC_ID1073,Drug Library Soft Limit56,UC_ID542,UC_ID1195,Drug Library Not Present or Corrupted56
UC_ID1074,Under-Flow Rate Alarm56,UC_ID928,UC_ID2742,Power-On Self Test Failure56
UC_ID1075,Maximum Safe Dose56,UC_ID2091,UC_ID883,Upstream Occlusion56
UC_ID1076,Over-Flow Rate Alarm56,UC_ID2636,UC_ID315,Maximum Safe Dose56
UC_ID1077,Pump Overheating56,UC_ID851,UC_ID476,ICE Failure56
UC_ID1078,Prescription Authentication Failure56,UC_ID2555,UC_ID1612,Pump Overheating56
UC_ID1079,Drug Library Not Present or Corrupted56,UC_ID958,UC_ID2997,Under-Flow Rate Alarm56
UC_ID1080,Pump Priming Failure56,UC_ID2147,UC_ID2343,Drug Library Hard Limit56
UC_ID1081,Internal Electronic Failure56,UC_ID2920,UC_ID381,Clinician Authentication Failure56
UC_ID1082,ICE Failure56,UC_ID486,UC_ID61,Sound Failure56
UC_ID1083,Clinician Authentication Failure56,UC_ID1314,UC_ID368,Pump Priming Failure56
UC_ID1084,Sound Failure57,UC_ID1691,UC_ID196,Internal Electronic Failure57
UC_ID1085,Power-On Self Test Failure57,UC_ID2568,UC_ID504,Clinician Authentication Failure57
UC_ID1086,Pump Priming Failure57,UC_ID913,UC_ID2278,Drug Library Not Present or Corrupted57
UC_ID1087,Air-in-line Embolism57,UC_ID1153,UC_ID712,Sound Failure57
UC_ID1088,Maximum Safe Dose57,UC_ID2178,UC_ID2231,Air-in-line Embolism57
UC_ID1089,Drug Library Soft Limit57,UC_ID2817,UC_ID12,Maximum Safe Dose57
UC_ID1090,Downstream Occlusion57,UC_ID1129,UC_ID1542,ICE Failure57
UC_ID1091,Upstream Occlusion57,UC_ID290,UC_ID709,Bolus request too soon57
UC_ID1092,ICE Failure57,UC_ID1620,UC_ID2275,Under-Flow Rate Alarm57
UC_ID1093,Prescription Authentication Failure57,UC_ID697,UC_ID2755,Pump Overheating57
UC_ID1094,Bolus request too soon57,UC_ID2368,UC_ID1942,Power-On Self Test Failure57
UC_ID1095,Clinician Authentication Failure57,UC_ID1588,UC_ID688,Drug Library Soft Limit57
UC_ID1096,Drug Library Hard Limit57,UC_ID961,UC_ID2942,Drug Library Hard Limit57
UC_ID1097,Over-Flow Rate Alarm57,UC_ID1410,UC_ID748,Upstream Occlusion57
UC_ID1098,Internal Electronic Failure57,UC_ID195,UC_ID2788,Prescription Authentication Failure57
UC_ID1099,Pump Overheating57,UC_ID593,UC_ID1268,Patient Authentication Failure57
UC_ID1100,Under-Flow Rate Alarm57,UC_ID1057,UC_ID2949,Downstream Occlusion57
UC_ID1101,Patient Authentication Failure57,UC_ID2576,UC_ID122,Over-Flow Rate Alarm57
UC_ID1102,Drug Library Not Present or Corrupted57,UC_ID1749,UC_ID1710,Pump Priming Failure57
UC_ID1103,Prescription Authentication Failure58,UC_ID2317,UC_ID2538,Under-Flow Rate Alarm58
UC_ID1104,Pump Overheating58,UC_ID903,UC_ID2088,Downstream Occlusion58
UC_ID1105,Sound Failure58,UC_ID2500,UC_ID1733,Internal Electronic Failure58
UC_ID1106,Internal Electronic Failure58,UC_ID554,UC_ID1176,Air-in-line Embolism58
UC_ID1107,Clinician Authentication Failure58,UC_ID2979,UC_ID1449,Over-Flow Rate Alarm58
UC_ID1108,Maximum Safe Dose58,UC_ID1101,UC_ID556,Drug Library Soft Limit58
